$Trinity Lake Br3 inflow Tw year 2016 YC updated 06/01/23,
",,,",
Jday,Stuart
189.292,15.5
189.333,15.5
189.375,15.5
189.417,15.5
189.458,15.5
189.5,15.5
189.542,15.5
189.583,15.5
189.625,15.5
189.667,15.5
189.708,15.5
189.75,15.5
189.792,15.5
189.833,15.5
189.875,15.5
189.917,15.5
189.958,15.5
190,14.58
190.042,14.58
190.083,14.58
190.125,14.58
190.167,14.58
190.208,14.58
190.25,14.58
190.292,14.58
190.333,14.58
190.375,14.58
190.417,14.58
190.458,14.58
190.5,14.58
190.542,14.58
190.583,14.58
190.625,14.58
190.667,14.58
190.708,14.58
190.75,14.58
190.792,14.58
190.833,14.58
190.875,14.58
190.917,14.58
190.958,14.58
191,14.82
191.042,14.82
191.083,14.82
191.125,14.82
191.167,14.82
191.208,14.82
191.25,14.82
191.292,14.82
191.333,14.82
191.375,14.82
191.417,14.82
191.458,14.82
191.5,14.82
191.542,14.82
191.583,14.82
191.625,14.82
191.667,14.82
191.708,14.82
191.75,14.82
191.792,14.82
191.833,14.82
191.875,14.82
191.917,14.82
191.958,14.82
192,13.86
192.042,13.86
192.083,13.86
192.125,13.86
192.167,13.86
192.208,13.86
192.25,13.86
192.292,13.86
192.333,13.86
192.375,13.86
192.417,13.86
192.458,13.86
192.5,13.86
192.542,13.86
192.583,13.86
192.625,13.86
192.667,13.86
192.708,13.86
192.75,13.86
192.792,13.86
192.833,13.86
192.875,13.86
192.917,13.86
192.958,13.86
193,14.26
193.042,14.26
193.083,14.26
193.125,14.26
193.167,14.26
193.208,14.26
193.25,14.26
193.292,14.26
193.333,14.26
193.375,14.26
193.417,14.26
193.458,14.26
193.5,14.26
193.542,14.26
193.583,14.26
193.625,14.26
193.667,14.26
193.708,14.26
193.75,14.26
193.792,14.26
193.833,14.26
193.875,14.26
193.917,14.26
193.958,14.26
194,14.87
194.042,14.87
194.083,14.87
194.125,14.87
194.167,14.87
194.208,14.87
194.25,14.87
194.292,14.87
194.333,14.87
194.375,14.87
194.417,14.87
194.458,14.87
194.5,14.87
194.542,14.87
194.583,14.87
194.625,14.87
194.667,14.87
194.708,14.87
194.75,14.87
194.792,14.87
194.833,14.87
194.875,14.87
194.917,14.87
194.958,14.87
195,15.55
195.042,15.55
195.083,15.55
195.125,15.55
195.167,15.55
195.208,15.55
195.25,15.55
195.292,15.55
195.333,15.55
195.375,15.55
195.417,15.55
195.458,15.55
195.5,15.55
195.542,15.55
195.583,15.55
195.625,15.55
195.667,15.55
195.708,15.55
195.75,15.55
195.792,15.55
195.833,15.55
195.875,15.55
195.917,15.55
195.958,15.55
196,16.19
196.042,16.19
196.083,16.19
196.125,16.19
196.167,16.19
196.208,16.19
196.25,16.19
196.292,16.19
196.333,16.19
196.375,16.19
196.417,16.19
196.458,16.19
196.5,16.19
196.542,16.19
196.583,16.19
196.625,16.19
196.667,16.19
196.708,16.19
196.75,16.19
196.792,16.19
196.833,16.19
196.875,16.19
196.917,16.19
196.958,16.19
197,16.76
197.042,16.76
197.083,16.76
197.125,16.76
197.167,16.76
197.208,16.76
197.25,16.76
197.292,16.76
197.333,16.76
197.375,16.76
197.417,16.76
197.458,16.76
197.5,16.76
197.542,16.76
197.583,16.76
197.625,16.76
197.667,16.76
197.708,16.76
197.75,16.76
197.792,16.76
197.833,16.76
197.875,16.76
197.917,16.76
197.958,16.76
198,16.39
198.042,16.39
198.083,16.39
198.125,16.39
198.167,16.39
198.208,16.39
198.25,16.39
198.292,16.39
198.333,16.39
198.375,16.39
198.417,16.39
198.458,16.39
198.5,16.39
198.542,16.39
198.583,16.39
198.625,16.39
198.667,16.39
198.708,16.39
198.75,16.39
198.792,16.39
198.833,16.39
198.875,16.39
198.917,16.39
198.958,16.39
199,16.27
199.042,16.27
199.083,16.27
199.125,16.27
199.167,16.27
199.208,16.27
199.25,16.27
199.292,16.27
199.333,16.27
199.375,16.27
199.417,16.27
199.458,16.27
199.5,16.27
199.542,16.27
199.583,16.27
199.625,16.27
199.667,16.27
199.708,16.27
199.75,16.27
199.792,16.27
199.833,16.27
199.875,16.27
199.917,16.27
199.958,16.27
200,15.93
200.042,15.93
200.083,15.93
200.125,15.93
200.167,15.93
200.208,15.93
200.25,15.93
200.292,15.93
200.333,15.93
200.375,15.93
200.417,15.93
200.458,15.93
200.5,15.93
200.542,15.93
200.583,15.93
200.625,15.93
200.667,15.93
200.708,15.93
200.75,15.93
200.792,15.93
200.833,15.93
200.875,15.93
200.917,15.93
200.958,15.93
201,16.15
201.042,16.15
201.083,16.15
201.125,16.15
201.167,16.15
201.208,16.15
201.25,16.15
201.292,16.15
201.333,16.15
201.375,16.15
201.417,16.15
201.458,16.15
201.5,16.15
201.542,16.15
201.583,16.15
201.625,16.15
201.667,16.15
201.708,16.15
201.75,16.15
201.792,16.15
201.833,16.15
201.875,16.15
201.917,16.15
201.958,16.15
202,16.37
202.042,16.37
202.083,16.37
202.125,16.37
202.167,16.37
202.208,16.37
202.25,16.37
202.292,16.37
202.333,16.37
202.375,16.37
202.417,16.37
202.458,16.37
202.5,16.37
202.542,16.37
202.583,16.37
202.625,16.37
202.667,16.37
202.708,16.37
202.75,16.37
202.792,16.37
202.833,16.37
202.875,16.37
202.917,16.37
202.958,16.37
203,16.61
203.042,16.61
203.083,16.61
203.125,16.61
203.167,16.61
203.208,16.61
203.25,16.61
203.292,16.61
203.333,16.61
203.375,16.61
203.417,16.61
203.458,16.61
203.5,16.61
203.542,16.61
203.583,16.61
203.625,16.61
203.667,16.61
203.708,16.61
203.75,16.61
203.792,16.61
203.833,16.61
203.875,16.61
203.917,16.61
203.958,16.61
204,16.42
204.042,16.42
204.083,16.42
204.125,16.42
204.167,16.42
204.208,16.42
204.25,16.42
204.292,16.42
204.333,16.42
204.375,16.42
204.417,16.42
204.458,16.42
204.5,16.42
204.542,16.42
204.583,16.42
204.625,16.42
204.667,16.42
204.708,16.42
204.75,16.42
204.792,16.42
204.833,16.42
204.875,16.42
204.917,16.42
204.958,16.42
205,16.81
205.042,16.81
205.083,16.81
205.125,16.81
205.167,16.81
205.208,16.81
205.25,16.81
205.292,16.81
205.333,16.81
205.375,16.81
205.417,16.81
205.458,16.81
205.5,16.81
205.542,16.81
205.583,16.81
205.625,16.81
205.667,16.81
205.708,16.81
205.75,16.81
205.792,16.81
205.833,16.81
205.875,16.81
205.917,16.81
205.958,16.81
206,17.59
206.042,17.59
206.083,17.59
206.125,17.59
206.167,17.59
206.208,17.59
206.25,17.59
206.292,17.59
206.333,17.59
206.375,17.59
206.417,17.59
206.458,17.59
206.5,17.59
206.542,17.59
206.583,17.59
206.625,17.59
206.667,17.59
206.708,17.59
206.75,17.59
206.792,17.59
206.833,17.59
206.875,17.59
206.917,17.59
206.958,17.59
207,18.17
207.042,18.17
207.083,18.17
207.125,18.17
207.167,18.17
207.208,18.17
207.25,18.17
207.292,18.17
207.333,18.17
207.375,18.17
207.417,18.17
207.458,18.17
207.5,18.17
207.542,18.17
207.583,18.17
207.625,18.17
207.667,18.17
207.708,18.17
207.75,18.17
207.792,18.17
207.833,18.17
207.875,18.17
207.917,18.17
207.958,18.17
208,18.57
208.042,18.57
208.083,18.57
208.125,18.57
208.167,18.57
208.208,18.57
208.25,18.57
208.292,18.57
208.333,18.57
208.375,18.57
208.417,18.57
208.458,18.57
208.5,18.57
208.542,18.57
208.583,18.57
208.625,18.57
208.667,18.57
208.708,18.57
208.75,18.57
208.792,18.57
208.833,18.57
208.875,18.57
208.917,18.57
208.958,18.57
209,18.82
209.042,18.82
209.083,18.82
209.125,18.82
209.167,18.82
209.208,18.82
209.25,18.82
209.292,18.82
209.333,18.82
209.375,18.82
209.417,18.82
209.458,18.82
209.5,18.82
209.542,18.82
209.583,18.82
209.625,18.82
209.667,18.82
209.708,18.82
209.75,18.82
209.792,18.82
209.833,18.82
209.875,18.82
209.917,18.82
209.958,18.82
210,19.18
210.042,19.18
210.083,19.18
210.125,19.18
210.167,19.18
210.208,19.18
210.25,19.18
210.292,19.18
210.333,19.18
210.375,19.18
210.417,19.18
210.458,19.18
210.5,19.18
210.542,19.18
210.583,19.18
210.625,19.18
210.667,19.18
210.708,19.18
210.75,19.18
210.792,19.18
210.833,19.18
210.875,19.18
210.917,19.18
210.958,19.18
211,19.65
211.042,19.65
211.083,19.65
211.125,19.65
211.167,19.65
211.208,19.65
211.25,19.65
211.292,19.65
211.333,19.65
211.375,19.65
211.417,19.65
211.458,19.65
211.5,19.65
211.542,19.65
211.583,19.65
211.625,19.65
211.667,19.65
211.708,19.65
211.75,19.65
211.792,19.65
211.833,19.65
211.875,19.65
211.917,19.65
211.958,19.65
212,19.96
212.042,19.96
212.083,19.96
212.125,19.96
212.167,19.96
212.208,19.96
212.25,19.96
212.292,19.96
212.333,19.96
212.375,19.96
212.417,19.96
212.458,19.96
212.5,19.96
212.542,19.96
212.583,19.96
212.625,19.96
212.667,19.96
212.708,19.96
212.75,19.96
212.792,19.96
212.833,19.96
212.875,19.96
212.917,19.96
212.958,19.96
213,19.69
213.042,19.69
213.083,19.69
213.125,19.69
213.167,19.69
213.208,19.69
213.25,19.69
213.292,19.69
213.333,19.69
213.375,19.69
213.417,19.69
213.458,19.69
213.5,19.69
213.542,19.69
213.583,19.69
213.625,19.69
213.667,19.69
213.708,19.69
213.75,19.69
213.792,19.69
213.833,19.69
213.875,19.69
213.917,19.69
213.958,19.69
214,19.39
214.042,19.39
214.083,19.39
214.125,19.39
214.167,19.39
214.208,19.39
214.25,19.39
214.292,19.39
214.333,19.39
214.375,19.39
214.417,19.39
214.458,19.39
214.5,19.39
214.542,19.39
214.583,19.39
214.625,19.39
214.667,19.39
214.708,19.39
214.75,19.39
214.792,19.39
214.833,19.39
214.875,19.39
214.917,19.39
214.958,19.39
215,18.65
215.042,18.65
215.083,18.65
215.125,18.65
215.167,18.65
215.208,18.65
215.25,18.65
215.292,18.65
215.333,18.65
215.375,18.65
215.417,18.65
215.458,18.65
215.5,18.65
215.542,18.65
215.583,18.65
215.625,18.65
215.667,18.65
215.708,18.65
215.75,18.65
215.792,18.65
215.833,18.65
215.875,18.65
215.917,18.65
215.958,18.65
216,18.43
216.042,18.43
216.083,18.43
216.125,18.43
216.167,18.43
216.208,18.43
216.25,18.43
216.292,18.43
216.333,18.43
216.375,18.43
216.417,18.43
216.458,18.43
216.5,18.43
216.542,18.43
216.583,18.43
216.625,18.43
216.667,18.43
216.708,18.43
216.75,18.43
216.792,18.43
216.833,18.43
216.875,18.43
216.917,18.43
216.958,18.43
217,18.85
217.042,18.85
217.083,18.85
217.125,18.85
217.167,18.85
217.208,18.85
217.25,18.85
217.292,18.85
217.333,18.85
217.375,18.85
217.417,18.85
217.458,18.85
217.5,18.85
217.542,18.85
217.583,18.85
217.625,18.85
217.667,18.85
217.708,18.85
217.75,18.85
217.792,18.85
217.833,18.85
217.875,18.85
217.917,18.85
217.958,18.85
218,18.55
218.042,18.55
218.083,18.55
218.125,18.55
218.167,18.55
218.208,18.55
218.25,18.55
218.292,18.55
218.333,18.55
218.375,18.55
218.417,18.55
218.458,18.55
218.5,18.55
218.542,18.55
218.583,18.55
218.625,18.55
218.667,18.55
218.708,18.55
218.75,18.55
218.792,18.55
218.833,18.55
218.875,18.55
218.917,18.55
218.958,18.55
219,18.13
219.042,18.13
219.083,18.13
219.125,18.13
219.167,18.13
219.208,18.13
219.25,18.13
219.292,18.13
219.333,18.13
219.375,18.13
219.417,18.13
219.458,18.13
219.5,18.13
219.542,18.13
219.583,18.13
219.625,18.13
219.667,18.13
219.708,18.13
219.75,18.13
219.792,18.13
219.833,18.13
219.875,18.13
219.917,18.13
219.958,18.13
220,17.58
220.042,17.58
220.083,17.58
220.125,17.58
220.167,17.58
220.208,17.58
220.25,17.58
220.292,17.58
220.333,17.58
220.375,17.58
220.417,17.58
220.458,17.58
220.5,17.58
220.542,17.58
220.583,17.58
220.625,17.58
220.667,17.58
220.708,17.58
220.75,17.58
220.792,17.58
220.833,17.58
220.875,17.58
220.917,17.58
220.958,17.58
221,17.46
221.042,17.46
221.083,17.46
221.125,17.46
221.167,17.46
221.208,17.46
221.25,17.46
221.292,17.46
221.333,17.46
221.375,17.46
221.417,17.46
221.458,17.46
221.5,17.46
221.542,17.46
221.583,17.46
221.625,17.46
221.667,17.46
221.708,17.46
221.75,17.46
221.792,17.46
221.833,17.46
221.875,17.46
221.917,17.46
221.958,17.46
222,17.67
222.042,17.67
222.083,17.67
222.125,17.67
222.167,17.67
222.208,17.67
222.25,17.67
222.292,17.67
222.333,17.67
222.375,17.67
222.417,17.67
222.458,17.67
222.5,17.67
222.542,17.67
222.583,17.67
222.625,17.67
222.667,17.67
222.708,17.67
222.75,17.67
222.792,17.67
222.833,17.67
222.875,17.67
222.917,17.67
222.958,17.67
223,18.26
223.042,18.26
223.083,18.26
223.125,18.26
223.167,18.26
223.208,18.26
223.25,18.26
223.292,18.26
223.333,18.26
223.375,18.26
223.417,18.26
223.458,18.26
223.5,18.26
223.542,18.26
223.583,18.26
223.625,18.26
223.667,18.26
223.708,18.26
223.75,18.26
223.792,18.26
223.833,18.26
223.875,18.26
223.917,18.26
223.958,18.26
224,18.7
224.042,18.7
224.083,18.7
224.125,18.7
224.167,18.7
224.208,18.7
224.25,18.7
224.292,18.7
224.333,18.7
224.375,18.7
224.417,18.7
224.458,18.7
224.5,18.7
224.542,18.7
224.583,18.7
224.625,18.7
224.667,18.7
224.708,18.7
224.75,18.7
224.792,18.7
224.833,18.7
224.875,18.7
224.917,18.7
224.958,18.7
225,19.07
225.042,19.07
225.083,19.07
225.125,19.07
225.167,19.07
225.208,19.07
225.25,19.07
225.292,19.07
225.333,19.07
225.375,19.07
225.417,19.07
225.458,19.07
225.5,19.07
225.542,19.07
225.583,19.07
225.625,19.07
225.667,19.07
225.708,19.07
225.75,19.07
225.792,19.07
225.833,19.07
225.875,19.07
225.917,19.07
225.958,19.07
226,19.18
226.042,19.18
226.083,19.18
226.125,19.18
226.167,19.18
226.208,19.18
226.25,19.18
226.292,19.18
226.333,19.18
226.375,19.18
226.417,19.18
226.458,19.18
226.5,19.18
226.542,19.18
226.583,19.18
226.625,19.18
226.667,19.18
226.708,19.18
226.75,19.18
226.792,19.18
226.833,19.18
226.875,19.18
226.917,19.18
226.958,19.18
227,19.04
227.042,19.04
227.083,19.04
227.125,19.04
227.167,19.04
227.208,19.04
227.25,19.04
227.292,19.04
227.333,19.04
227.375,19.04
227.417,19.04
227.458,19.04
227.5,19.04
227.542,19.04
227.583,19.04
227.625,19.04
227.667,19.04
227.708,19.04
227.75,19.04
227.792,19.04
227.833,19.04
227.875,19.04
227.917,19.04
227.958,19.04
228,19.15
228.042,19.15
228.083,19.15
228.125,19.15
228.167,19.15
228.208,19.15
228.25,19.15
228.292,19.15
228.333,19.15
228.375,19.15
228.417,19.15
228.458,19.15
228.5,19.15
228.542,19.15
228.583,19.15
228.625,19.15
228.667,19.15
228.708,19.15
228.75,19.15
228.792,19.15
228.833,19.15
228.875,19.15
228.917,19.15
228.958,19.15
229,19.46
229.042,19.46
229.083,19.46
229.125,19.46
229.167,19.46
229.208,19.46
229.25,19.46
229.292,19.46
229.333,19.46
229.375,19.46
229.417,19.46
229.458,19.46
229.5,19.46
229.542,19.46
229.583,19.46
229.625,19.46
229.667,19.46
229.708,19.46
229.75,19.46
229.792,19.46
229.833,19.46
229.875,19.46
229.917,19.46
229.958,19.46
230,19.76
230.042,19.76
230.083,19.76
230.125,19.76
230.167,19.76
230.208,19.76
230.25,19.76
230.292,19.76
230.333,19.76
230.375,19.76
230.417,19.76
230.458,19.76
230.5,19.76
230.542,19.76
230.583,19.76
230.625,19.76
230.667,19.76
230.708,19.76
230.75,19.76
230.792,19.76
230.833,19.76
230.875,19.76
230.917,19.76
230.958,19.76
231,19.99
231.042,19.99
231.083,19.99
231.125,19.99
231.167,19.99
231.208,19.99
231.25,19.99
231.292,19.99
231.333,19.99
231.375,19.99
231.417,19.99
231.458,19.99
231.5,19.99
231.542,19.99
231.583,19.99
231.625,19.99
231.667,19.99
231.708,19.99
231.75,19.99
231.792,19.99
231.833,19.99
231.875,19.99
231.917,19.99
231.958,19.99
232,20.25
232.042,20.25
232.083,20.25
232.125,20.25
232.167,20.25
232.208,20.25
232.25,20.25
232.292,20.25
232.333,20.25
232.375,20.25
232.417,20.25
232.458,20.25
232.5,20.25
232.542,20.25
232.583,20.25
232.625,20.25
232.667,20.25
232.708,20.25
232.75,20.25
232.792,20.25
232.833,20.25
232.875,20.25
232.917,20.25
232.958,20.25
233,20.37
233.042,20.37
233.083,20.37
233.125,20.37
233.167,20.37
233.208,20.37
233.25,20.37
233.292,20.37
233.333,20.37
233.375,20.37
233.417,20.37
233.458,20.37
233.5,20.37
233.542,20.37
233.583,20.37
233.625,20.37
233.667,20.37
233.708,20.37
233.75,20.37
233.792,20.37
233.833,20.37
233.875,20.37
233.917,20.37
233.958,20.37
234,19.69
234.042,19.69
234.083,19.69
234.125,19.69
234.167,19.69
234.208,19.69
234.25,19.69
234.292,19.69
234.333,19.69
234.375,19.69
234.417,19.69
234.458,19.69
234.5,19.69
234.542,19.69
234.583,19.69
234.625,19.69
234.667,19.69
234.708,19.69
234.75,19.69
234.792,19.69
234.833,19.69
234.875,19.69
234.917,19.69
234.958,19.69
235,19.15
235.042,19.15
235.083,19.15
235.125,19.15
235.167,19.15
235.208,19.15
235.25,19.15
235.292,19.15
235.333,19.15
235.375,19.15
235.417,19.15
235.458,19.15
235.5,19.15
235.542,19.15
235.583,19.15
235.625,19.15
235.667,19.15
235.708,19.15
235.75,19.15
235.792,19.15
235.833,19.15
235.875,19.15
235.917,19.15
235.958,19.15
236,18.41
236.042,18.41
236.083,18.41
236.125,18.41
236.167,18.41
236.208,18.41
236.25,18.41
236.292,18.41
236.333,18.41
236.375,18.41
236.417,18.41
236.458,18.41
236.5,18.41
236.542,18.41
236.583,18.41
236.625,18.41
236.667,18.41
236.708,18.41
236.75,18.41
236.792,18.41
236.833,18.41
236.875,18.41
236.917,18.41
236.958,18.41
237,18.17
237.042,18.17
237.083,18.17
237.125,18.17
237.167,18.17
237.208,18.17
237.25,18.17
237.292,18.17
237.333,18.17
237.375,18.17
237.417,18.17
237.458,18.17
237.5,18.17
237.542,18.17
237.583,18.17
237.625,18.17
237.667,18.17
237.708,18.17
237.75,18.17
237.792,18.17
237.833,18.17
237.875,18.17
237.917,18.17
237.958,18.17
238,18.34
238.042,18.34
238.083,18.34
238.125,18.34
238.167,18.34
238.208,18.34
238.25,18.34
238.292,18.34
238.333,18.34
238.375,18.34
238.417,18.34
238.458,18.34
238.5,18.34
238.542,18.34
238.583,18.34
238.625,18.34
238.667,18.34
238.708,18.34
238.75,18.34
238.792,18.34
238.833,18.34
238.875,18.34
238.917,18.34
238.958,18.34
239,18.41
239.042,18.41
239.083,18.41
239.125,18.41
239.167,18.41
239.208,18.41
239.25,18.41
239.292,18.41
239.333,18.41
239.375,18.41
239.417,18.41
239.458,18.41
239.5,18.41
239.542,18.41
239.583,18.41
239.625,18.41
239.667,18.41
239.708,18.41
239.75,18.41
239.792,18.41
239.833,18.41
239.875,18.41
239.917,18.41
239.958,18.41
240,18.47
240.042,18.47
240.083,18.47
240.125,18.47
240.167,18.47
240.208,18.47
240.25,18.47
240.292,18.47
240.333,18.47
240.375,18.47
240.417,18.47
240.458,18.47
240.5,18.47
240.542,18.47
240.583,18.47
240.625,18.47
240.667,18.47
240.708,18.47
240.75,18.47
240.792,18.47
240.833,18.47
240.875,18.47
240.917,18.47
240.958,18.47
241,18.29
241.042,18.29
241.083,18.29
241.125,18.29
241.167,18.29
241.208,18.29
241.25,18.29
241.292,18.29
241.333,18.29
241.375,18.29
241.417,18.29
241.458,18.29
241.5,18.29
241.542,18.29
241.583,18.29
241.625,18.29
241.667,18.29
241.708,18.29
241.75,18.29
241.792,18.29
241.833,18.29
241.875,18.29
241.917,18.29
241.958,18.29
242,17.73
242.042,17.73
242.083,17.73
242.125,17.73
242.167,17.73
242.208,17.73
242.25,17.73
242.292,17.73
242.333,17.73
242.375,17.73
242.417,17.73
242.458,17.73
242.5,17.73
242.542,17.73
242.583,17.73
242.625,17.73
242.667,17.73
242.708,17.73
242.75,17.73
242.792,17.73
242.833,17.73
242.875,17.73
242.917,17.73
242.958,17.73
243,18.03
243.042,18.03
243.083,18.03
243.125,18.03
243.167,18.03
243.208,18.03
243.25,18.03
243.292,18.03
243.333,18.03
243.375,18.03
243.417,18.03
243.458,18.03
243.5,18.03
243.542,18.03
243.583,18.03
243.625,18.03
243.667,18.03
243.708,18.03
243.75,18.03
243.792,18.03
243.833,18.03
243.875,18.03
243.917,18.03
243.958,18.03
244,17.67
244.042,17.67
244.083,17.67
244.125,17.67
244.167,17.67
244.208,17.67
244.25,17.67
244.292,17.67
244.333,17.67
244.375,17.67
244.417,17.67
244.458,17.67
244.5,17.67
244.542,17.67
244.583,17.67
244.625,17.67
244.667,17.67
244.708,17.67
244.75,17.67
244.792,17.67
244.833,17.67
244.875,17.67
244.917,17.67
244.958,17.67
245,17.48
245.042,17.48
245.083,17.48
245.125,17.48
245.167,17.48
245.208,17.48
245.25,17.48
245.292,17.48
245.333,17.48
245.375,17.48
245.417,17.48
245.458,17.48
245.5,17.48
245.542,17.48
245.583,17.48
245.625,17.48
245.667,17.48
245.708,17.48
245.75,17.48
245.792,17.48
245.833,17.48
245.875,17.48
245.917,17.48
245.958,17.48
246,17.12
246.042,17.12
246.083,17.12
246.125,17.12
246.167,17.12
246.208,17.12
246.25,17.12
246.292,17.12
246.333,17.12
246.375,17.12
246.417,17.12
246.458,17.12
246.5,17.12
246.542,17.12
246.583,17.12
246.625,17.12
246.667,17.12
246.708,17.12
246.75,17.12
246.792,17.12
246.833,17.12
246.875,17.12
246.917,17.12
246.958,17.12
247,16.62
247.042,16.62
247.083,16.62
247.125,16.62
247.167,16.62
247.208,16.62
247.25,16.62
247.292,16.62
247.333,16.62
247.375,16.62
247.417,16.62
247.458,16.62
247.5,16.62
247.542,16.62
247.583,16.62
247.625,16.62
247.667,16.62
247.708,16.62
247.75,16.62
247.792,16.62
247.833,16.62
247.875,16.62
247.917,16.62
247.958,16.62
248,16.22
248.042,16.22
248.083,16.22
248.125,16.22
248.167,16.22
248.208,16.22
248.25,16.22
248.292,16.22
248.333,16.22
248.375,16.22
248.417,16.22
248.458,16.22
248.5,16.22
248.542,16.22
248.583,16.22
248.625,16.22
248.667,16.22
248.708,16.22
248.75,16.22
248.792,16.22
248.833,16.22
248.875,16.22
248.917,16.22
248.958,16.22
249,15.92
249.042,15.92
249.083,15.92
249.125,15.92
249.167,15.92
249.208,15.92
249.25,15.92
249.292,15.92
249.333,15.92
249.375,15.92
249.417,15.92
249.458,15.92
249.5,15.92
249.542,15.92
249.583,15.92
249.625,15.92
249.667,15.92
249.708,15.92
249.75,15.92
249.792,15.92
249.833,15.92
249.875,15.92
249.917,15.92
249.958,15.92
250,16.15
250.042,16.15
250.083,16.15
250.125,16.15
250.167,16.15
250.208,16.15
250.25,16.15
250.292,16.15
250.333,16.15
250.375,16.15
250.417,16.15
250.458,16.15
250.5,16.15
250.542,16.15
250.583,16.15
250.625,16.15
250.667,16.15
250.708,16.15
250.75,16.15
250.792,16.15
250.833,16.15
250.875,16.15
250.917,16.15
250.958,16.15
251,16.81
251.042,16.81
251.083,16.81
251.125,16.81
251.167,16.81
251.208,16.81
251.25,16.81
251.292,16.81
251.333,16.81
251.375,16.81
251.417,16.81
251.458,16.81
251.5,16.81
251.542,16.81
251.583,16.81
251.625,16.81
251.667,16.81
251.708,16.81
251.75,16.81
251.792,16.81
251.833,16.81
251.875,16.81
251.917,16.81
251.958,16.81
252,17.03
252.042,17.03
252.083,17.03
252.125,17.03
252.167,17.03
252.208,17.03
252.25,17.03
252.292,17.03
252.333,17.03
252.375,17.03
252.417,17.03
252.458,17.03
252.5,17.03
252.542,17.03
252.583,17.03
252.625,17.03
252.667,17.03
252.708,17.03
252.75,17.03
252.792,17.03
252.833,17.03
252.875,17.03
252.917,17.03
252.958,17.03
253,16.98
253.042,16.98
253.083,16.98
253.125,16.98
253.167,16.98
253.208,16.98
253.25,16.98
253.292,16.98
253.333,16.98
253.375,16.98
253.417,16.98
253.458,16.98
253.5,16.98
253.542,16.98
253.583,16.98
253.625,16.98
253.667,16.98
253.708,16.98
253.75,16.98
253.792,16.98
253.833,16.98
253.875,16.98
253.917,16.98
253.958,16.98
254,16.8
254.042,16.8
254.083,16.8
254.125,16.8
254.167,16.8
254.208,16.8
254.25,16.8
254.292,16.8
254.333,16.8
254.375,16.8
254.417,16.8
254.458,16.8
254.5,16.8
254.542,16.8
254.583,16.8
254.625,16.8
254.667,16.8
254.708,16.8
254.75,16.8
254.792,16.8
254.833,16.8
254.875,16.8
254.917,16.8
254.958,16.8
255,16.74
255.042,16.74
255.083,16.74
255.125,16.74
255.167,16.74
255.208,16.74
255.25,16.74
255.292,16.74
255.333,16.74
255.375,16.74
255.417,16.74
255.458,16.74
255.5,16.74
255.542,16.74
255.583,16.74
255.625,16.74
255.667,16.74
255.708,16.74
255.75,16.74
255.792,16.74
255.833,16.74
255.875,16.74
255.917,16.74
255.958,16.74
256,16.04
256.042,16.04
256.083,16.04
256.125,16.04
256.167,16.04
256.208,16.04
256.25,16.04
256.292,16.04
256.333,16.04
256.375,16.04
256.417,16.04
256.458,16.04
256.5,16.04
256.542,16.04
256.583,16.04
256.625,16.04
256.667,16.04
256.708,16.04
256.75,16.04
256.792,16.04
256.833,16.04
256.875,16.04
256.917,16.04
256.958,16.04
257,15.48
257.042,15.48
257.083,15.48
257.125,15.48
257.167,15.48
257.208,15.48
257.25,15.48
257.292,15.48
257.333,15.48
257.375,15.48
257.417,15.48
257.458,15.48
257.5,15.48
257.542,15.48
257.583,15.48
257.625,15.48
257.667,15.48
257.708,15.48
257.75,15.48
257.792,15.48
257.833,15.48
257.875,15.48
257.917,15.48
257.958,15.48
258,15.35
258.042,15.35
258.083,15.35
258.125,15.35
258.167,15.35
258.208,15.35
258.25,15.35
258.292,15.35
258.333,15.35
258.375,15.35
258.417,15.35
258.458,15.35
258.5,15.35
258.542,15.35
258.583,15.35
258.625,15.35
258.667,15.35
258.708,15.35
258.75,15.35
258.792,15.35
258.833,15.35
258.875,15.35
258.917,15.35
258.958,15.35
259,15.33
259.042,15.33
259.083,15.33
259.125,15.33
259.167,15.33
259.208,15.33
259.25,15.33
259.292,15.33
259.333,15.33
259.375,15.33
259.417,15.33
259.458,15.33
259.5,15.33
259.542,15.33
259.583,15.33
259.625,15.33
259.667,15.33
259.708,15.33
259.75,15.33
259.792,15.33
259.833,15.33
259.875,15.33
259.917,15.33
259.958,15.33
260,15.33
260.042,15.33
260.083,15.33
260.125,15.33
260.167,15.33
260.208,15.33
260.25,15.33
260.292,15.33
260.333,15.33
260.375,15.33
260.417,15.33
260.458,15.33
260.5,15.33
260.542,15.33
260.583,15.33
260.625,15.33
260.667,15.33
260.708,15.33
260.75,15.33
260.792,15.33
260.833,15.33
260.875,15.33
260.917,15.33
260.958,15.33
261,15.49
261.042,15.49
261.083,15.49
261.125,15.49
261.167,15.49
261.208,15.49
261.25,15.49
261.292,15.49
261.333,15.49
261.375,15.49
261.417,15.49
261.458,15.49
261.5,15.49
261.542,15.49
261.583,15.49
261.625,15.49
261.667,15.49
261.708,15.49
261.75,15.49
261.792,15.49
261.833,15.49
261.875,15.49
261.917,15.49
261.958,15.49
262,16.13
262.042,16.13
262.083,16.13
262.125,16.13
262.167,16.13
262.208,16.13
262.25,16.13
262.292,16.13
262.333,16.13
262.375,16.13
262.417,16.13
262.458,16.13
262.5,16.13
262.542,16.13
262.583,16.13
262.625,16.13
262.667,16.13
