$Trinity Lake Br3 inflow Tw year 2016 YC updated 06/01/23,
",,,",
Jday,Stuart
336.375,4.13
336.417,4.13
336.458,4.13
336.5,4.13
336.542,4.13
336.583,4.13
336.625,4.13
336.667,4.13
336.708,4.13
336.75,4.13
336.792,4.13
336.833,4.13
336.875,4.13
336.917,4.13
336.958,4.13
337,3.56
337.042,3.56
337.083,3.56
337.125,3.56
337.167,3.56
337.208,3.56
337.25,3.56
337.292,3.56
337.333,3.56
337.375,3.56
337.417,3.56
337.458,3.56
337.5,3.56
337.542,3.56
337.583,3.56
337.625,3.56
337.667,3.56
337.708,3.56
337.75,3.56
337.792,3.56
337.833,3.56
337.875,3.56
337.917,3.56
337.958,3.56
338,3.56
338.042,3.56
338.083,3.56
338.125,3.56
338.167,3.56
338.208,3.56
338.25,3.56
338.292,3.56
338.333,3.56
338.375,3.56
338.417,3.56
338.458,3.56
338.5,3.56
338.542,3.56
338.583,3.56
338.625,3.56
338.667,3.56
338.708,3.56
338.75,3.56
338.792,3.56
338.833,3.56
338.875,3.56
338.917,3.56
338.958,3.56
339,4.15
339.042,4.15
339.083,4.15
339.125,4.15
339.167,4.15
339.208,4.15
339.25,4.15
339.292,4.15
339.333,4.15
339.375,4.15
339.417,4.15
339.458,4.15
339.5,4.15
339.542,4.15
339.583,4.15
339.625,4.15
339.667,4.15
339.708,4.15
339.75,4.15
339.792,4.15
339.833,4.15
339.875,4.15
339.917,4.15
339.958,4.15
340,3.79
340.042,3.79
340.083,3.79
340.125,3.79
340.167,3.79
340.208,3.79
340.25,3.79
340.292,3.79
340.333,3.79
340.375,3.79
340.417,3.79
340.458,3.79
340.5,3.79
340.542,3.79
340.583,3.79
340.625,3.79
340.667,3.79
340.708,3.79
340.75,3.79
340.792,3.79
340.833,3.79
340.875,3.79
340.917,3.79
340.958,3.79
341,3.11
341.042,3.11
341.083,3.11
341.125,3.11
341.167,3.11
341.208,3.11
341.25,3.11
341.292,3.11
341.333,3.11
341.375,3.11
341.417,3.11
341.458,3.11
341.5,3.11
341.542,3.11
341.583,3.11
341.625,3.11
341.667,3.11
341.708,3.11
341.75,3.11
341.792,3.11
341.833,3.11
341.875,3.11
341.917,3.11
341.958,3.11
342,1.74
342.042,1.74
342.083,1.74
342.125,1.74
342.167,1.74
342.208,1.74
342.25,1.74
342.292,1.74
342.333,1.74
342.375,1.74
342.417,1.74
342.458,1.74
342.5,1.74
342.542,1.74
342.583,1.74
342.625,1.74
342.667,1.74
342.708,1.74
342.75,1.74
342.792,1.74
342.833,1.74
342.875,1.74
342.917,1.74
342.958,1.74
343,1.97
343.042,1.97
343.083,1.97
343.125,1.97
343.167,1.97
343.208,1.97
343.25,1.97
343.292,1.97
343.333,1.97
343.375,1.97
343.417,1.97
343.458,1.97
343.5,1.97
343.542,1.97
343.583,1.97
343.625,1.97
343.667,1.97
343.708,1.97
343.75,1.97
343.792,1.97
343.833,1.97
343.875,1.97
343.917,1.97
343.958,1.97
344,2.75
344.042,2.75
344.083,2.75
344.125,2.75
344.167,2.75
344.208,2.75
344.25,2.75
344.292,2.75
344.333,2.75
344.375,2.75
344.417,2.75
344.458,2.75
344.5,2.75
344.542,2.75
344.583,2.75
344.625,2.75
344.667,2.75
344.708,2.75
344.75,2.75
344.792,2.75
344.833,2.75
344.875,2.75
344.917,2.75
344.958,2.75
345,3.85
345.042,3.85
345.083,3.85
345.125,3.85
345.167,3.85
345.208,3.85
345.25,3.85
345.292,3.85
345.333,3.85
345.375,3.85
345.417,3.85
345.458,3.85
345.5,3.85
345.542,3.85
345.583,3.85
345.625,3.85
345.667,3.85
345.708,3.85
345.75,3.85
345.792,3.85
345.833,3.85
345.875,3.85
345.917,3.85
345.958,3.85
346,3.26
346.042,3.26
346.083,3.26
346.125,3.26
346.167,3.26
346.208,3.26
346.25,3.26
346.292,3.26
346.333,3.26
346.375,3.26
346.417,3.26
346.458,3.26
346.5,3.26
346.542,3.26
346.583,3.26
346.625,3.26
346.667,3.26
346.708,3.26
346.75,3.26
346.792,3.26
346.833,3.26
346.875,3.26
346.917,3.26
346.958,3.26
347,3.07
347.042,3.07
347.083,3.07
347.125,3.07
347.167,3.07
347.208,3.07
347.25,3.07
347.292,3.07
347.333,3.07
347.375,3.07
347.417,3.07
347.458,3.07
347.5,3.07
347.542,3.07
347.583,3.07
347.625,3.07
347.667,3.07
347.708,3.07
347.75,3.07
347.792,3.07
347.833,3.07
347.875,3.07
347.917,3.07
347.958,3.07
348,3.14
348.042,3.14
348.083,3.14
348.125,3.14
348.167,3.14
348.208,3.14
348.25,3.14
348.292,3.14
348.333,3.14
348.375,3.14
348.417,3.14
348.458,3.14
348.5,3.14
348.542,3.14
348.583,3.14
348.625,3.14
348.667,3.14
348.708,3.14
348.75,3.14
348.792,3.14
348.833,3.14
348.875,3.14
348.917,3.14
348.958,3.14
349,3.41
349.042,3.41
349.083,3.41
349.125,3.41
349.167,3.41
349.208,3.41
349.25,3.41
349.292,3.41
349.333,3.41
349.375,3.41
349.417,3.41
349.458,3.41
349.5,3.41
349.542,3.41
349.583,3.41
349.625,3.41
349.667,3.41
349.708,3.41
349.75,3.41
349.792,3.41
349.833,3.41
349.875,3.41
349.917,3.41
349.958,3.41
350,4.62
350.042,4.62
350.083,4.62
350.125,4.62
350.167,4.62
350.208,4.62
350.25,4.62
350.292,4.62
350.333,4.62
350.375,4.62
350.417,4.62
350.458,4.62
350.5,4.62
350.542,4.62
350.583,4.62
350.625,4.62
350.667,4.62
350.708,4.62
350.75,4.62
350.792,4.62
350.833,4.62
350.875,4.62
350.917,4.62
350.958,4.62
351,4
351.042,4
351.083,4
351.125,4
351.167,4
351.208,4
351.25,4
351.292,4
351.333,4
351.375,4
351.417,4
351.458,4
351.5,4
351.542,4
351.583,4
351.625,4
351.667,4
351.708,4
351.75,4
351.792,4
351.833,4
351.875,4
351.917,4
351.958,4
352,2.71
352.042,2.71
352.083,2.71
352.125,2.71
352.167,2.71
352.208,2.71
352.25,2.71
352.292,2.71
352.333,2.71
352.375,2.71
352.417,2.71
352.458,2.71
352.5,2.71
352.542,2.71
352.583,2.71
352.625,2.71
352.667,2.71
352.708,2.71
352.75,2.71
352.792,2.71
352.833,2.71
352.875,2.71
352.917,2.71
352.958,2.71
353,2.18
353.042,2.18
353.083,2.18
353.125,2.18
353.167,2.18
353.208,2.18
353.25,2.18
353.292,2.18
353.333,2.18
353.375,2.18
353.417,2.18
353.458,2.18
353.5,2.18
353.542,2.18
353.583,2.18
353.625,2.18
353.667,2.18
353.708,2.18
353.75,2.18
353.792,2.18
353.833,2.18
353.875,2.18
353.917,2.18
353.958,2.18
354,2.39
354.042,2.39
354.083,2.39
354.125,2.39
354.167,2.39
354.208,2.39
354.25,2.39
354.292,2.39
354.333,2.39
354.375,2.39
354.417,2.39
354.458,2.39
354.5,2.39
354.542,2.39
354.583,2.39
354.625,2.39
354.667,2.39
354.708,2.39
354.75,2.39
354.792,2.39
354.833,2.39
354.875,2.39
354.917,2.39
354.958,2.39
355,3.3
355.042,3.3
355.083,3.3
355.125,3.3
355.167,3.3
355.208,3.3
355.25,3.3
355.292,3.3
355.333,3.3
355.375,3.3
355.417,3.3
355.458,3.3
355.5,3.3
355.542,3.3
355.583,3.3
355.625,3.3
355.667,3.3
355.708,3.3
355.75,3.3
355.792,3.3
355.833,3.3
355.875,3.3
355.917,3.3
355.958,3.3
356,3.37
356.042,3.37
356.083,3.37
356.125,3.37
356.167,3.37
356.208,3.37
356.25,3.37
356.292,3.37
356.333,3.37
356.375,3.37
356.417,3.37
356.458,3.37
356.5,3.37
356.542,3.37
356.583,3.37
356.625,3.37
356.667,3.37
356.708,3.37
356.75,3.37
356.792,3.37
356.833,3.37
356.875,3.37
356.917,3.37
356.958,3.37
357,2.34
357.042,2.34
357.083,2.34
357.125,2.34
357.167,2.34
357.208,2.34
357.25,2.34
357.292,2.34
357.333,2.34
357.375,2.34
357.417,2.34
357.458,2.34
357.5,2.34
357.542,2.34
357.583,2.34
357.625,2.34
357.667,2.34
357.708,2.34
357.75,2.34
357.792,2.34
357.833,2.34
357.875,2.34
357.917,2.34
357.958,2.34
358,2.61
358.042,2.61
358.083,2.61
358.125,2.61
358.167,2.61
358.208,2.61
358.25,2.61
358.292,2.61
358.333,2.61
358.375,2.61
358.417,2.61
358.458,2.61
358.5,2.61
358.542,2.61
358.583,2.61
358.625,2.61
358.667,2.61
358.708,2.61
358.75,2.61
358.792,2.61
358.833,2.61
358.875,2.61
358.917,2.61
358.958,2.61
359,2.14
359.042,2.14
359.083,2.14
359.125,2.14
359.167,2.14
359.208,2.14
359.25,2.14
359.292,2.14
359.333,2.14
359.375,2.14
359.417,2.14
359.458,2.14
359.5,2.14
359.542,2.14
359.583,2.14
359.625,2.14
359.667,2.14
359.708,2.14
359.75,2.14
359.792,2.14
359.833,2.14
359.875,2.14
359.917,2.14
359.958,2.14
360,1.83
360.042,1.83
360.083,1.83
360.125,1.83
360.167,1.83
360.208,1.83
360.25,1.83
360.292,1.83
360.333,1.83
360.375,1.83
360.417,1.83
360.458,1.83
360.5,1.83
360.542,1.83
360.583,1.83
360.625,1.83
360.667,1.83
360.708,1.83
360.75,1.83
360.792,1.83
360.833,1.83
360.875,1.83
360.917,1.83
360.958,1.83
361,0.99
361.042,0.99
361.083,0.99
361.125,0.99
361.167,0.99
361.208,0.99
361.25,0.99
361.292,0.99
361.333,0.99
361.375,0.99
361.417,0.99
361.458,0.99
361.5,0.99
361.542,0.99
361.583,0.99
361.625,0.99
361.667,0.99
361.708,0.99
361.75,0.99
361.792,0.99
361.833,0.99
361.875,0.99
361.917,0.99
361.958,0.99
362,1.65
362.042,1.65
362.083,1.65
362.125,1.65
362.167,1.65
362.208,1.65
362.25,1.65
362.292,1.65
362.333,1.65
362.375,1.65
362.417,1.65
362.458,1.65
362.5,1.65
362.542,1.65
362.583,1.65
362.625,1.65
362.667,1.65
362.708,1.65
362.75,1.65
362.792,1.65
362.833,1.65
362.875,1.65
362.917,1.65
362.958,1.65
363,2.28
363.042,2.28
363.083,2.28
363.125,2.28
363.167,2.28
363.208,2.28
363.25,2.28
363.292,2.28
363.333,2.28
363.375,2.28
363.417,2.28
363.458,2.28
363.5,2.28
363.542,2.28
363.583,2.28
363.625,2.28
363.667,2.28
363.708,2.28
363.75,2.28
363.792,2.28
363.833,2.28
363.875,2.28
363.917,2.28
363.958,2.28
364,2.1
364.042,2.1
364.083,2.1
364.125,2.1
364.167,2.1
364.208,2.1
364.25,2.1
364.292,2.1
364.333,2.1
364.375,2.1
364.417,2.1
364.458,2.1
364.5,2.1
364.542,2.1
364.583,2.1
364.625,2.1
364.667,2.1
364.708,2.1
364.75,2.1
364.792,2.1
364.833,2.1
364.875,2.1
364.917,2.1
364.958,2.1
365,2.34
365.042,2.34
365.083,2.34
365.125,2.34
365.167,2.34
365.208,2.34
365.25,2.34
365.292,2.34
365.333,2.34
365.375,2.34
365.417,2.34
365.458,2.34
365.5,2.34
365.542,2.34
365.583,2.34
365.625,2.34
365.667,2.34
365.708,2.34
365.75,2.34
365.792,2.34
365.833,2.34
365.875,2.34
365.917,2.34
365.958,2.34
366,2.56
366.042,2.56
366.083,2.56
366.125,2.56
366.167,2.56
366.208,2.56
366.25,2.56
366.292,2.56
366.333,2.56
366.375,2.56
366.417,2.56
366.458,2.56
366.5,2.56
366.542,2.56
366.583,2.56
366.625,2.56
366.667,2.56
366.708,2.56
366.75,2.56
366.792,2.56
366.833,2.56
366.875,2.56
366.917,2.56
366.958,2.56
367,2.23
