$Trinity Lake Br1 inflow Tw year 2016 YC updated  06/01/23,
",,,",
Jday,Trinity R
259.042,17.24
259.083,17.24
259.125,17.24
259.167,17.24
259.208,17.24
259.25,17.24
259.292,17.24
259.333,17.24
259.375,17.24
259.417,17.24
259.458,17.24
259.5,17.24
259.542,17.24
259.583,17.24
259.625,17.24
259.667,17.24
259.708,17.24
259.75,17.24
259.792,17.24
259.833,17.24
259.875,17.24
259.917,17.24
259.958,17.24
260,17.24
260.042,17.24
260.083,17.24
260.125,17.24
260.167,17.24
260.208,17.24
260.25,17.24
260.292,17.24
260.333,17.24
260.375,17.24
260.417,17.24
260.458,17.24
260.5,17.24
260.542,17.24
260.583,17.24
260.625,17.24
260.667,17.24
260.708,17.24
260.75,17.24
260.792,17.24
260.833,17.24
260.875,17.24
260.917,17.24
260.958,17.24
261,17.41
261.042,17.41
261.083,17.41
261.125,17.41
261.167,17.41
261.208,17.41
261.25,17.41
261.292,17.41
261.333,17.41
261.375,17.41
261.417,17.41
261.458,17.41
261.5,17.41
261.542,17.41
261.583,17.41
261.625,17.41
261.667,17.41
261.708,17.41
261.75,17.41
261.792,17.41
261.833,17.41
261.875,17.41
261.917,17.41
261.958,17.41
262,18.11
262.042,18.11
262.083,18.11
262.125,18.11
262.167,18.11
262.208,18.11
262.25,18.11
262.292,18.11
262.333,18.11
262.375,18.11
262.417,18.11
262.458,18.11
262.5,18.11
262.542,18.11
262.583,18.11
262.625,18.11
262.667,18.11
262.708,18.11
262.75,18.11
262.792,18.11
262.833,18.11
262.875,18.11
262.917,18.11
262.958,18.11
263,18.4
263.042,18.4
263.083,18.4
263.125,18.4
263.167,18.4
263.208,18.4
263.25,18.4
263.292,18.4
263.333,18.4
263.375,18.4
263.417,18.4
263.458,18.4
263.5,18.4
263.542,18.4
263.583,18.4
263.625,18.4
263.667,18.4
263.708,18.4
263.75,18.4
263.792,18.4
263.833,18.4
263.875,18.4
263.917,18.4
263.958,18.4
264,17.8
264.042,17.8
264.083,17.8
264.125,17.8
264.167,17.8
264.208,17.8
264.25,17.8
264.292,17.8
264.333,17.8
264.375,17.8
264.417,17.8
264.458,17.8
264.5,17.8
264.542,17.8
264.583,17.8
264.625,17.8
264.667,17.8
264.708,17.8
264.75,17.8
264.792,17.8
264.833,17.8
264.875,17.8
264.917,17.8
264.958,17.8
265,16.64
265.042,16.64
265.083,16.64
265.125,16.64
265.167,16.64
265.208,16.64
265.25,16.64
265.292,16.64
265.333,16.64
265.375,16.64
265.417,16.64
265.458,16.64
265.5,16.64
265.542,16.64
265.583,16.64
265.625,16.64
265.667,16.64
265.708,16.64
265.75,16.64
265.792,16.64
265.833,16.64
265.875,16.64
265.917,16.64
265.958,16.64
266,15.79
266.042,15.79
266.083,15.79
266.125,15.79
266.167,15.79
266.208,15.79
266.25,15.79
266.292,15.79
266.333,15.79
266.375,15.79
266.417,15.79
266.458,15.79
266.5,15.79
266.542,15.79
266.583,15.79
266.625,15.79
266.667,15.79
266.708,15.79
266.75,15.79
266.792,15.79
266.833,15.79
266.875,15.79
266.917,15.79
266.958,15.79
267,15.29
267.042,15.29
267.083,15.29
267.125,15.29
267.167,15.29
267.208,15.29
267.25,15.29
267.292,15.29
267.333,15.29
267.375,15.29
267.417,15.29
267.458,15.29
267.5,15.29
267.542,15.29
267.583,15.29
267.625,15.29
267.667,15.29
267.708,15.29
267.75,15.29
267.792,15.29
267.833,15.29
267.875,15.29
267.917,15.29
267.958,15.29
268,16.52
268.042,16.52
268.083,16.52
268.125,16.52
268.167,16.52
268.208,16.52
268.25,16.52
268.292,16.52
268.333,16.52
268.375,16.52
268.417,16.52
268.458,16.52
268.5,16.52
268.542,16.52
268.583,16.52
268.625,16.52
268.667,16.52
268.708,16.52
268.75,16.52
268.792,16.52
268.833,16.52
268.875,16.52
268.917,16.52
268.958,16.52
269,16.33
269.042,16.33
269.083,16.33
269.125,16.33
269.167,16.33
269.208,16.33
269.25,16.33
269.292,16.33
269.333,16.33
269.375,16.33
269.417,16.33
269.458,16.33
269.5,16.33
269.542,16.33
269.583,16.33
269.625,16.33
269.667,16.33
269.708,16.33
269.75,16.33
269.792,16.33
269.833,16.33
269.875,16.33
269.917,16.33
269.958,16.33
270,16.74
270.042,16.74
270.083,16.74
270.125,16.74
270.167,16.74
270.208,16.74
270.25,16.74
270.292,16.74
270.333,16.74
270.375,16.74
270.417,16.74
270.458,16.74
270.5,16.74
270.542,16.74
270.583,16.74
270.625,16.74
270.667,16.74
270.708,16.74
270.75,16.74
270.792,16.74
270.833,16.74
270.875,16.74
270.917,16.74
270.958,16.74
271,16.91
271.042,16.91
271.083,16.91
271.125,16.91
271.167,16.91
271.208,16.91
271.25,16.91
271.292,16.91
271.333,16.91
271.375,16.91
271.417,16.91
271.458,16.91
271.5,16.91
271.542,16.91
271.583,16.91
271.625,16.91
271.667,16.91
271.708,16.91
271.75,16.91
271.792,16.91
271.833,16.91
271.875,16.91
271.917,16.91
271.958,16.91
272,16.99
272.042,16.99
272.083,16.99
272.125,16.99
272.167,16.99
272.208,16.99
272.25,16.99
272.292,16.99
272.333,16.99
272.375,16.99
272.417,16.99
272.458,16.99
272.5,16.99
272.542,16.99
272.583,16.99
272.625,16.99
272.667,16.99
272.708,16.99
272.75,16.99
272.792,16.99
272.833,16.99
272.875,16.99
272.917,16.99
272.958,16.99
273,16.74
273.042,16.74
273.083,16.74
273.125,16.74
273.167,16.74
273.208,16.74
273.25,16.74
273.292,16.74
273.333,16.74
273.375,16.74
273.417,16.74
273.458,16.74
273.5,16.74
273.542,16.74
273.583,16.74
273.625,16.74
273.667,16.74
273.708,16.74
273.75,16.74
273.792,16.74
273.833,16.74
273.875,16.74
273.917,16.74
273.958,16.74
274,15.57
274.042,15.57
274.083,15.57
274.125,15.57
274.167,15.57
274.208,15.57
274.25,15.57
274.292,15.57
274.333,15.57
274.375,15.57
274.417,15.57
274.458,15.57
274.5,15.57
274.542,15.57
274.583,15.57
274.625,15.57
274.667,15.57
274.708,15.57
274.75,15.57
274.792,15.57
274.833,15.57
274.875,15.57
274.917,15.57
274.958,15.57
275,14.66
275.042,14.66
275.083,14.66
275.125,14.66
275.167,14.66
275.208,14.66
275.25,14.66
275.292,14.66
275.333,14.66
275.375,14.66
275.417,14.66
275.458,14.66
275.5,14.66
275.542,14.66
275.583,14.66
275.625,14.66
275.667,14.66
275.708,14.66
275.75,14.66
275.792,14.66
275.833,14.66
275.875,14.66
275.917,14.66
275.958,14.66
276,13.54
276.042,13.54
276.083,13.54
276.125,13.54
276.167,13.54
276.208,13.54
276.25,13.54
276.292,13.54
276.333,13.54
276.375,13.54
276.417,13.54
276.458,13.54
276.5,13.54
276.542,13.54
276.583,13.54
276.625,13.54
276.667,13.54
276.708,13.54
276.75,13.54
276.792,13.54
276.833,13.54
276.875,13.54
276.917,13.54
276.958,13.54
277,12.58
277.042,12.58
277.083,12.58
277.125,12.58
277.167,12.58
277.208,12.58
277.25,12.58
277.292,12.58
277.333,12.58
277.375,12.58
277.417,12.58
277.458,12.58
277.5,12.58
277.542,12.58
277.583,12.58
277.625,12.58
277.667,12.58
277.708,12.58
277.75,12.58
277.792,12.58
277.833,12.58
277.875,12.58
277.917,12.58
277.958,12.58
278,13.71
278.042,13.71
278.083,13.71
278.125,13.71
278.167,13.71
278.208,13.71
278.25,13.71
278.292,13.71
278.333,13.71
278.375,13.71
278.417,13.71
278.458,13.71
278.5,13.71
278.542,13.71
278.583,13.71
278.625,13.71
278.667,13.71
278.708,13.71
278.75,13.71
278.792,13.71
278.833,13.71
278.875,13.71
278.917,13.71
278.958,13.71
279,13.26
279.042,13.26
279.083,13.26
279.125,13.26
279.167,13.26
279.208,13.26
279.25,13.26
279.292,13.26
279.333,13.26
279.375,13.26
279.417,13.26
279.458,13.26
279.5,13.26
279.542,13.26
279.583,13.26
279.625,13.26
279.667,13.26
279.708,13.26
279.75,13.26
279.792,13.26
279.833,13.26
279.875,13.26
279.917,13.26
279.958,13.26
280,13.04
280.042,13.04
280.083,13.04
280.125,13.04
280.167,13.04
280.208,13.04
280.25,13.04
280.292,13.04
280.333,13.04
280.375,13.04
280.417,13.04
280.458,13.04
280.5,13.04
280.542,13.04
280.583,13.04
280.625,13.04
280.667,13.04
280.708,13.04
280.75,13.04
280.792,13.04
280.833,13.04
280.875,13.04
280.917,13.04
280.958,13.04
281,13.27
281.042,13.27
281.083,13.27
281.125,13.27
281.167,13.27
281.208,13.27
281.25,13.27
281.292,13.27
281.333,13.27
281.375,13.27
281.417,13.27
281.458,13.27
281.5,13.27
281.542,13.27
281.583,13.27
281.625,13.27
281.667,13.27
281.708,13.27
281.75,13.27
281.792,13.27
281.833,13.27
281.875,13.27
281.917,13.27
281.958,13.27
282,14.02
282.042,14.02
282.083,14.02
282.125,14.02
282.167,14.02
282.208,14.02
282.25,14.02
282.292,14.02
282.333,14.02
282.375,14.02
282.417,14.02
282.458,14.02
282.5,14.02
282.542,14.02
282.583,14.02
282.625,14.02
282.667,14.02
282.708,14.02
282.75,14.02
282.792,14.02
282.833,14.02
282.875,14.02
282.917,14.02
282.958,14.02
283,14.4
283.042,14.4
283.083,14.4
283.125,14.4
283.167,14.4
283.208,14.4
283.25,14.4
283.292,14.4
283.333,14.4
283.375,14.4
283.417,14.4
283.458,14.4
283.5,14.4
283.542,14.4
283.583,14.4
283.625,14.4
283.667,14.4
283.708,14.4
283.75,14.4
283.792,14.4
283.833,14.4
283.875,14.4
283.917,14.4
283.958,14.4
284,14.44
284.042,14.44
284.083,14.44
284.125,14.44
284.167,14.44
284.208,14.44
284.25,14.44
284.292,14.44
284.333,14.44
284.375,14.44
284.417,14.44
284.458,14.44
284.5,14.44
284.542,14.44
284.583,14.44
284.625,14.44
284.667,14.44
284.708,14.44
284.75,14.44
284.792,14.44
284.833,14.44
284.875,14.44
284.917,14.44
284.958,14.44
285,13.91
285.042,13.91
285.083,13.91
285.125,13.91
285.167,13.91
285.208,13.91
285.25,13.91
285.292,13.91
285.333,13.91
285.375,13.91
285.417,13.91
285.458,13.91
285.5,13.91
285.542,13.91
285.583,13.91
285.625,13.91
285.667,13.91
285.708,13.91
285.75,13.91
285.792,13.91
285.833,13.91
285.875,13.91
285.917,13.91
285.958,13.91
286,13.56
286.042,13.56
286.083,13.56
286.125,13.56
286.167,13.56
286.208,13.56
286.25,13.56
286.292,13.56
286.333,13.56
286.375,13.56
286.417,13.56
286.458,13.56
286.5,13.56
286.542,13.56
286.583,13.56
286.625,13.56
286.667,13.56
286.708,13.56
286.75,13.56
286.792,13.56
286.833,13.56
286.875,13.56
286.917,13.56
286.958,13.56
287,13.95
287.042,13.95
287.083,13.95
287.125,13.95
287.167,13.95
287.208,13.95
287.25,13.95
287.292,13.95
287.333,13.95
287.375,13.95
287.417,13.95
287.458,13.95
287.5,13.95
287.542,13.95
287.583,13.95
287.625,13.95
287.667,13.95
287.708,13.95
287.75,13.95
287.792,13.95
287.833,13.95
287.875,13.95
287.917,13.95
287.958,13.95
288,12.67
288.042,12.67
288.083,12.67
288.125,12.67
288.167,12.67
288.208,12.67
288.25,12.67
288.292,12.67
288.333,12.67
288.375,12.67
288.417,12.67
288.458,12.67
288.5,12.67
288.542,12.67
288.583,12.67
288.625,12.67
288.667,12.67
288.708,12.67
288.75,12.67
288.792,12.67
288.833,12.67
288.875,12.67
288.917,12.67
288.958,12.67
289,11.03
289.042,11.03
289.083,11.03
289.125,11.03
289.167,11.03
289.208,11.03
289.25,11.03
289.292,11.03
289.333,11.03
289.375,11.03
289.417,11.03
289.458,11.03
289.5,11.03
289.542,11.03
289.583,11.03
289.625,11.03
289.667,11.03
289.708,11.03
289.75,11.03
289.792,11.03
289.833,11.03
289.875,11.03
289.917,11.03
289.958,11.03
290,9.8
290.042,9.8
290.083,9.8
290.125,9.8
290.167,9.8
290.208,9.8
290.25,9.8
290.292,9.8
290.333,9.8
290.375,9.8
290.417,9.8
290.458,9.8
290.5,9.8
290.542,9.8
290.583,9.8
290.625,9.8
290.667,9.8
290.708,9.8
290.75,9.8
290.792,9.8
290.833,9.8
290.875,9.8
290.917,9.8
290.958,9.8
291,9.37
291.042,9.37
291.083,9.37
291.125,9.37
291.167,9.37
291.208,9.37
291.25,9.37
291.292,9.37
291.333,9.37
291.375,9.37
291.417,9.37
291.458,9.37
291.5,9.37
291.542,9.37
291.583,9.37
291.625,9.37
291.667,9.37
291.708,9.37
291.75,9.37
291.792,9.37
291.833,9.37
291.875,9.37
291.917,9.37
291.958,9.37
292,9.55
292.042,9.55
292.083,9.55
292.125,9.55
292.167,9.55
292.208,9.55
292.25,9.55
292.292,9.55
292.333,9.55
292.375,9.55
292.417,9.55
292.458,9.55
292.5,9.55
292.542,9.55
292.583,9.55
292.625,9.55
292.667,9.55
292.708,9.55
292.75,9.55
292.792,9.55
292.833,9.55
292.875,9.55
292.917,9.55
292.958,9.55
293,8.9
293.042,8.9
293.083,8.9
293.125,8.9
293.167,8.9
293.208,8.9
293.25,8.9
293.292,8.9
293.333,8.9
293.375,8.9
293.417,8.9
293.458,8.9
293.5,8.9
293.542,8.9
293.583,8.9
293.625,8.9
293.667,8.9
293.708,8.9
293.75,8.9
293.792,8.9
293.833,8.9
293.875,8.9
293.917,8.9
293.958,8.9
294,9.46
294.042,9.46
294.083,9.46
294.125,9.46
294.167,9.46
294.208,9.46
294.25,9.46
294.292,9.46
294.333,9.46
294.375,9.46
294.417,9.46
294.458,9.46
294.5,9.46
294.542,9.46
294.583,9.46
294.625,9.46
294.667,9.46
294.708,9.46
294.75,9.46
294.792,9.46
294.833,9.46
294.875,9.46
294.917,9.46
294.958,9.46
295,10.35
295.042,10.35
295.083,10.35
295.125,10.35
295.167,10.35
295.208,10.35
295.25,10.35
295.292,10.35
295.333,10.35
295.375,10.35
295.417,10.35
295.458,10.35
295.5,10.35
295.542,10.35
295.583,10.35
295.625,10.35
295.667,10.35
295.708,10.35
295.75,10.35
295.792,10.35
295.833,10.35
295.875,10.35
295.917,10.35
295.958,10.35
296,10.29
296.042,10.29
296.083,10.29
296.125,10.29
296.167,10.29
296.208,10.29
296.25,10.29
296.292,10.29
296.333,10.29
296.375,10.29
296.417,10.29
296.458,10.29
296.5,10.29
296.542,10.29
296.583,10.29
296.625,10.29
296.667,10.29
296.708,10.29
296.75,10.29
296.792,10.29
296.833,10.29
296.875,10.29
296.917,10.29
296.958,10.29
297,9.41
297.042,9.41
297.083,9.41
297.125,9.41
297.167,9.41
297.208,9.41
297.25,9.41
297.292,9.41
297.333,9.41
297.375,9.41
297.417,9.41
297.458,9.41
297.5,9.41
297.542,9.41
297.583,9.41
297.625,9.41
297.667,9.41
297.708,9.41
297.75,9.41
297.792,9.41
297.833,9.41
297.875,9.41
297.917,9.41
297.958,9.41
298,9.47
298.042,9.47
298.083,9.47
298.125,9.47
298.167,9.47
298.208,9.47
298.25,9.47
298.292,9.47
298.333,9.47
298.375,9.47
298.417,9.47
298.458,9.47
298.5,9.47
298.542,9.47
298.583,9.47
298.625,9.47
298.667,9.47
298.708,9.47
298.75,9.47
298.792,9.47
298.833,9.47
298.875,9.47
298.917,9.47
298.958,9.47
299,8.51
299.042,8.51
299.083,8.51
299.125,8.51
299.167,8.51
299.208,8.51
299.25,8.51
299.292,8.51
299.333,8.51
299.375,8.51
299.417,8.51
299.458,8.51
299.5,8.51
299.542,8.51
299.583,8.51
299.625,8.51
299.667,8.51
299.708,8.51
299.75,8.51
299.792,8.51
299.833,8.51
299.875,8.51
299.917,8.51
299.958,8.51
300,9.27
300.042,9.27
300.083,9.27
300.125,9.27
300.167,9.27
300.208,9.27
300.25,9.27
300.292,9.27
300.333,9.27
300.375,9.27
300.417,9.27
300.458,9.27
300.5,9.27
300.542,9.27
300.583,9.27
300.625,9.27
300.667,9.27
300.708,9.27
300.75,9.27
300.792,9.27
300.833,9.27
300.875,9.27
300.917,9.27
300.958,9.27
301,8.83
301.042,8.83
301.083,8.83
301.125,8.83
301.167,8.83
301.208,8.83
301.25,8.83
301.292,8.83
301.333,8.83
301.375,8.83
301.417,8.83
301.458,8.83
301.5,8.83
301.542,8.83
301.583,8.83
301.625,8.83
301.667,8.83
301.708,8.83
301.75,8.83
301.792,8.83
301.833,8.83
301.875,8.83
301.917,8.83
301.958,8.83
302,8.06
302.042,8.06
302.083,8.06
302.125,8.06
302.167,8.06
302.208,8.06
302.25,8.06
302.292,8.06
302.333,8.06
302.375,8.06
302.417,8.06
302.458,8.06
302.5,8.06
302.542,8.06
302.583,8.06
302.625,8.06
302.667,8.06
302.708,8.06
302.75,8.06
302.792,8.06
302.833,8.06
302.875,8.06
302.917,8.06
302.958,8.06
303,8.98
303.042,8.98
303.083,8.98
303.125,8.98
303.167,8.98
303.208,8.98
303.25,8.98
303.292,8.98
303.333,8.98
303.375,8.98
303.417,8.98
303.458,8.98
303.5,8.98
303.542,8.98
303.583,8.98
303.625,8.98
303.667,8.98
303.708,8.98
303.75,8.98
303.792,8.98
303.833,8.98
303.875,8.98
303.917,8.98
303.958,8.98
304,8.25
304.042,8.25
304.083,8.25
304.125,8.25
304.167,8.25
304.208,8.25
304.25,8.25
304.292,8.25
304.333,8.25
304.375,8.25
304.417,8.25
304.458,8.25
304.5,8.25
304.542,8.25
304.583,8.25
304.625,8.25
304.667,8.25
304.708,8.25
304.75,8.25
304.792,8.25
304.833,8.25
304.875,8.25
304.917,8.25
304.958,8.25
305,7.71
305.042,7.71
305.083,7.71
305.125,7.71
305.167,7.71
305.208,7.71
305.25,7.71
305.292,7.71
305.333,7.71
305.375,7.71
305.417,7.71
305.458,7.71
305.5,7.71
305.542,7.71
305.583,7.71
305.625,7.71
305.667,7.71
305.708,7.71
305.75,7.71
305.792,7.71
305.833,7.71
305.875,7.71
305.917,7.71
305.958,7.71
306,7.88
306.042,7.88
306.083,7.88
306.125,7.88
306.167,7.88
306.208,7.88
306.25,7.88
306.292,7.88
306.333,7.88
306.375,7.88
306.417,7.88
306.458,7.88
306.5,7.88
306.542,7.88
306.583,7.88
306.625,7.88
306.667,7.88
306.708,7.88
306.75,7.88
306.792,7.88
306.833,7.88
306.875,7.88
306.917,7.88
306.958,7.88
307,7.39
307.042,7.39
307.083,7.39
307.125,7.39
307.167,7.39
307.208,7.39
307.25,7.39
307.292,7.39
307.333,7.39
307.375,7.39
307.417,7.39
307.458,7.39
307.5,7.39
307.542,7.39
307.583,7.39
307.625,7.39
307.667,7.39
307.708,7.39
307.75,7.39
307.792,7.39
307.833,7.39
307.875,7.39
307.917,7.39
307.958,7.39
308,7.63
308.042,7.63
308.083,7.63
308.125,7.63
308.167,7.63
308.208,7.63
308.25,7.63
308.292,7.63
308.333,7.63
308.375,7.63
308.417,7.63
308.458,7.63
308.5,7.63
308.542,7.63
308.583,7.63
308.625,7.63
308.667,7.63
308.708,7.63
308.75,7.63
308.792,7.63
308.833,7.63
308.875,7.63
308.917,7.63
308.958,7.63
309,8.28
309.042,8.28
309.083,8.28
309.125,8.28
309.167,8.28
309.208,8.28
309.25,8.28
309.292,8.28
309.333,8.28
309.375,8.28
309.417,8.28
309.458,8.28
309.5,8.28
309.542,8.28
309.583,8.28
309.625,8.28
309.667,8.28
309.708,8.28
309.75,8.28
309.792,8.28
309.833,8.28
309.875,8.28
309.917,8.28
309.958,8.28
310,8.18
310.042,8.18
310.083,8.18
310.125,8.18
310.167,8.18
310.208,8.18
310.25,8.18
310.292,8.18
310.333,8.18
310.375,8.18
310.417,8.18
310.458,8.18
310.5,8.18
310.542,8.18
310.583,8.18
310.625,8.18
310.667,8.18
310.708,8.18
310.75,8.18
310.792,8.18
310.833,8.18
310.875,8.18
310.917,8.18
310.958,8.18
311,8.8
311.042,8.8
311.083,8.8
311.125,8.8
311.167,8.8
311.208,8.8
311.25,8.8
311.292,8.8
311.333,8.8
311.375,8.8
311.417,8.8
311.458,8.8
311.5,8.8
311.542,8.8
311.583,8.8
311.625,8.8
311.667,8.8
311.708,8.8
311.75,8.8
311.792,8.8
311.833,8.8
311.875,8.8
311.917,8.8
311.958,8.8
312,8.89
312.042,8.89
312.083,8.89
312.125,8.89
312.167,8.89
312.208,8.89
312.25,8.89
312.292,8.89
312.333,8.89
312.375,8.89
312.417,8.89
312.458,8.89
312.5,8.89
312.542,8.89
312.583,8.89
312.625,8.89
312.667,8.89
312.708,8.89
312.75,8.89
312.792,8.89
312.833,8.89
312.875,8.89
312.917,8.89
312.958,8.89
313,8.78
313.042,8.78
313.083,8.78
313.125,8.78
313.167,8.78
313.208,8.78
313.25,8.78
313.292,8.78
313.333,8.78
313.375,8.78
313.417,8.78
313.458,8.78
313.5,8.78
313.542,8.78
313.583,8.78
313.625,8.78
313.667,8.78
313.708,8.78
313.75,8.78
313.792,8.78
313.833,8.78
313.875,8.78
313.917,8.78
313.958,8.78
314,8.61
314.042,8.61
314.083,8.61
314.125,8.61
314.167,8.61
314.208,8.61
314.25,8.61
314.292,8.61
314.333,8.61
314.375,8.61
314.417,8.61
314.458,8.61
314.5,8.61
314.542,8.61
314.583,8.61
314.625,8.61
314.667,8.61
314.708,8.61
314.75,8.61
314.792,8.61
314.833,8.61
314.875,8.61
314.917,8.61
314.958,8.61
315,8.59
315.042,8.59
315.083,8.59
315.125,8.59
315.167,8.59
315.208,8.59
315.25,8.59
315.292,8.59
315.333,8.59
315.375,8.59
315.417,8.59
315.458,8.59
315.5,8.59
315.542,8.59
315.583,8.59
315.625,8.59
315.667,8.59
315.708,8.59
315.75,8.59
315.792,8.59
315.833,8.59
315.875,8.59
315.917,8.59
315.958,8.59
316,8.91
316.042,8.91
316.083,8.91
316.125,8.91
316.167,8.91
316.208,8.91
316.25,8.91
316.292,8.91
316.333,8.91
316.375,8.91
316.417,8.91
316.458,8.91
316.5,8.91
316.542,8.91
316.583,8.91
316.625,8.91
316.667,8.91
316.708,8.91
316.75,8.91
316.792,8.91
316.833,8.91
316.875,8.91
316.917,8.91
316.958,8.91
317,9.19
317.042,9.19
317.083,9.19
317.125,9.19
317.167,9.19
317.208,9.19
317.25,9.19
317.292,9.19
317.333,9.19
317.375,9.19
317.417,9.19
317.458,9.19
317.5,9.19
317.542,9.19
317.583,9.19
317.625,9.19
317.667,9.19
317.708,9.19
317.75,9.19
317.792,9.19
317.833,9.19
317.875,9.19
317.917,9.19
317.958,9.19
318,8.14
318.042,8.14
318.083,8.14
318.125,8.14
318.167,8.14
318.208,8.14
318.25,8.14
318.292,8.14
318.333,8.14
318.375,8.14
318.417,8.14
318.458,8.14
318.5,8.14
318.542,8.14
318.583,8.14
318.625,8.14
318.667,8.14
318.708,8.14
318.75,8.14
318.792,8.14
318.833,8.14
318.875,8.14
318.917,8.14
318.958,8.14
319,8.46
319.042,8.46
319.083,8.46
319.125,8.46
319.167,8.46
319.208,8.46
319.25,8.46
319.292,8.46
319.333,8.46
319.375,8.46
319.417,8.46
319.458,8.46
319.5,8.46
319.542,8.46
319.583,8.46
319.625,8.46
319.667,8.46
319.708,8.46
319.75,8.46
319.792,8.46
319.833,8.46
319.875,8.46
319.917,8.46
319.958,8.46
320,8.99
320.042,8.99
320.083,8.99
320.125,8.99
320.167,8.99
320.208,8.99
320.25,8.99
320.292,8.99
320.333,8.99
320.375,8.99
320.417,8.99
320.458,8.99
320.5,8.99
320.542,8.99
320.583,8.99
320.625,8.99
320.667,8.99
320.708,8.99
320.75,8.99
320.792,8.99
320.833,8.99
320.875,8.99
320.917,8.99
320.958,8.99
321,6.76
321.042,6.76
321.083,6.76
321.125,6.76
321.167,6.76
321.208,6.76
321.25,6.76
321.292,6.76
321.333,6.76
321.375,6.76
321.417,6.76
321.458,6.76
321.5,6.76
321.542,6.76
321.583,6.76
321.625,6.76
321.667,6.76
321.708,6.76
321.75,6.76
321.792,6.76
321.833,6.76
321.875,6.76
321.917,6.76
321.958,6.76
322,5.9
322.042,5.9
322.083,5.9
322.125,5.9
322.167,5.9
322.208,5.9
322.25,5.9
322.292,5.9
322.333,5.9
322.375,5.9
322.417,5.9
322.458,5.9
322.5,5.9
322.542,5.9
322.583,5.9
322.625,5.9
322.667,5.9
322.708,5.9
322.75,5.9
322.792,5.9
322.833,5.9
322.875,5.9
322.917,5.9
322.958,5.9
323,5.92
323.042,5.92
323.083,5.92
323.125,5.92
323.167,5.92
323.208,5.92
323.25,5.92
323.292,5.92
323.333,5.92
323.375,5.92
323.417,5.92
323.458,5.92
323.5,5.92
323.542,5.92
323.583,5.92
323.625,5.92
323.667,5.92
323.708,5.92
323.75,5.92
323.792,5.92
323.833,5.92
323.875,5.92
323.917,5.92
323.958,5.92
324,6.45
324.042,6.45
324.083,6.45
324.125,6.45
324.167,6.45
324.208,6.45
324.25,6.45
324.292,6.45
324.333,6.45
324.375,6.45
324.417,6.45
324.458,6.45
324.5,6.45
324.542,6.45
324.583,6.45
324.625,6.45
324.667,6.45
324.708,6.45
324.75,6.45
324.792,6.45
324.833,6.45
324.875,6.45
324.917,6.45
324.958,6.45
325,7.07
325.042,7.07
325.083,7.07
325.125,7.07
325.167,7.07
325.208,7.07
325.25,7.07
325.292,7.07
325.333,7.07
325.375,7.07
325.417,7.07
325.458,7.07
325.5,7.07
325.542,7.07
325.583,7.07
325.625,7.07
325.667,7.07
325.708,7.07
325.75,7.07
325.792,7.07
325.833,7.07
325.875,7.07
325.917,7.07
325.958,7.07
326,7.19
326.042,7.19
326.083,7.19
326.125,7.19
326.167,7.19
326.208,7.19
326.25,7.19
326.292,7.19
326.333,7.19
326.375,7.19
326.417,7.19
326.458,7.19
326.5,7.19
326.542,7.19
326.583,7.19
326.625,7.19
326.667,7.19
326.708,7.19
326.75,7.19
326.792,7.19
326.833,7.19
326.875,7.19
326.917,7.19
326.958,7.19
327,6.43
327.042,6.43
327.083,6.43
327.125,6.43
327.167,6.43
327.208,6.43
327.25,6.43
327.292,6.43
327.333,6.43
327.375,6.43
327.417,6.43
327.458,6.43
327.5,6.43
327.542,6.43
327.583,6.43
327.625,6.43
327.667,6.43
327.708,6.43
327.75,6.43
327.792,6.43
327.833,6.43
327.875,6.43
327.917,6.43
327.958,6.43
328,5.94
328.042,5.94
328.083,5.94
328.125,5.94
328.167,5.94
328.208,5.94
328.25,5.94
328.292,5.94
328.333,5.94
328.375,5.94
328.417,5.94
328.458,5.94
328.5,5.94
328.542,5.94
328.583,5.94
328.625,5.94
328.667,5.94
328.708,5.94
328.75,5.94
328.792,5.94
328.833,5.94
328.875,5.94
328.917,5.94
328.958,5.94
329,5.51
329.042,5.51
329.083,5.51
329.125,5.51
329.167,5.51
329.208,5.51
329.25,5.51
329.292,5.51
329.333,5.51
329.375,5.51
329.417,5.51
329.458,5.51
329.5,5.51
329.542,5.51
329.583,5.51
329.625,5.51
329.667,5.51
329.708,5.51
329.75,5.51
329.792,5.51
329.833,5.51
329.875,5.51
329.917,5.51
329.958,5.51
330,6.12
330.042,6.12
330.083,6.12
330.125,6.12
330.167,6.12
330.208,6.12
330.25,6.12
330.292,6.12
330.333,6.12
330.375,6.12
330.417,6.12
330.458,6.12
330.5,6.12
330.542,6.12
330.583,6.12
330.625,6.12
330.667,6.12
330.708,6.12
330.75,6.12
330.792,6.12
330.833,6.12
330.875,6.12
330.917,6.12
330.958,6.12
331,6.07
331.042,6.07
331.083,6.07
331.125,6.07
331.167,6.07
331.208,6.07
331.25,6.07
331.292,6.07
331.333,6.07
331.375,6.07
331.417,6.07
331.458,6.07
331.5,6.07
331.542,6.07
331.583,6.07
331.625,6.07
331.667,6.07
331.708,6.07
331.75,6.07
331.792,6.07
331.833,6.07
331.875,6.07
331.917,6.07
331.958,6.07
332,5.49
332.042,5.49
332.083,5.49
332.125,5.49
332.167,5.49
332.208,5.49
332.25,5.49
332.292,5.49
332.333,5.49
332.375,5.49
332.417,5.49
