$Trinity Lake Br1 inflow Tw year 2016 YC updated  06/01/23,
",,,",
Jday,Trinity R
74.667,7.4
74.708,7.4
74.75,7.4
74.792,7.4
74.833,7.4
74.875,7.4
74.917,7.4
74.958,7.4
75,7.29
75.042,7.29
75.083,7.29
75.125,7.29
75.167,7.29
75.208,7.29
75.25,7.29
75.292,7.29
75.333,7.29
75.375,7.29
75.417,7.29
75.458,7.29
75.5,7.29
75.542,7.29
75.583,7.29
75.625,7.29
75.667,7.29
75.708,7.29
75.75,7.29
75.792,7.29
75.833,7.29
75.875,7.29
75.917,7.29
75.958,7.29
76,7.62
76.042,7.62
76.083,7.62
76.125,7.62
76.167,7.62
76.208,7.62
76.25,7.62
76.292,7.62
76.333,7.62
76.375,7.62
76.417,7.62
76.458,7.62
76.5,7.62
76.542,7.62
76.583,7.62
76.625,7.62
76.667,7.62
76.708,7.62
76.75,7.62
76.792,7.62
76.833,7.62
76.875,7.62
76.917,7.62
76.958,7.62
77,7.88
77.042,7.88
77.083,7.88
77.125,7.88
77.167,7.88
77.208,7.88
77.25,7.88
77.292,7.88
77.333,7.88
77.375,7.88
77.417,7.88
77.458,7.88
77.5,7.88
77.542,7.88
77.583,7.88
77.625,7.88
77.667,7.88
77.708,7.88
77.75,7.88
77.792,7.88
77.833,7.88
77.875,7.88
77.917,7.88
77.958,7.88
78,8.23
78.042,8.23
78.083,8.23
78.125,8.23
78.167,8.23
78.208,8.23
78.25,8.23
78.292,8.23
78.333,8.23
78.375,8.23
78.417,8.23
78.458,8.23
78.5,8.23
78.542,8.23
78.583,8.23
78.625,8.23
78.667,8.23
78.708,8.23
78.75,8.23
78.792,8.23
78.833,8.23
78.875,8.23
78.917,8.23
78.958,8.23
79,8.76
79.042,8.76
79.083,8.76
79.125,8.76
79.167,8.76
79.208,8.76
79.25,8.76
79.292,8.76
79.333,8.76
79.375,8.76
79.417,8.76
79.458,8.76
79.5,8.76
79.542,8.76
79.583,8.76
79.625,8.76
79.667,8.76
79.708,8.76
79.75,8.76
79.792,8.76
79.833,8.76
79.875,8.76
79.917,8.76
79.958,8.76
80,8.19
80.042,8.19
80.083,8.19
80.125,8.19
80.167,8.19
80.208,8.19
80.25,8.19
80.292,8.19
80.333,8.19
80.375,8.19
80.417,8.19
80.458,8.19
80.5,8.19
80.542,8.19
80.583,8.19
80.625,8.19
80.667,8.19
80.708,8.19
80.75,8.19
80.792,8.19
80.833,8.19
80.875,8.19
80.917,8.19
80.958,8.19
81,6.73
81.042,6.73
81.083,6.73
81.125,6.73
81.167,6.73
81.208,6.73
81.25,6.73
81.292,6.73
81.333,6.73
81.375,6.73
81.417,6.73
81.458,6.73
81.5,6.73
81.542,6.73
81.583,6.73
81.625,6.73
81.667,6.73
81.708,6.73
81.75,6.73
81.792,6.73
81.833,6.73
81.875,6.73
81.917,6.73
81.958,6.73
82,6.77
82.042,6.77
82.083,6.77
82.125,6.77
82.167,6.77
82.208,6.77
82.25,6.77
82.292,6.77
82.333,6.77
82.375,6.77
82.417,6.77
82.458,6.77
82.5,6.77
82.542,6.77
82.583,6.77
82.625,6.77
82.667,6.77
82.708,6.77
82.75,6.77
82.792,6.77
82.833,6.77
82.875,6.77
82.917,6.77
82.958,6.77
83,7.2
83.042,7.2
83.083,7.2
83.125,7.2
83.167,7.2
83.208,7.2
83.25,7.2
83.292,7.2
83.333,7.2
83.375,7.2
83.417,7.2
83.458,7.2
83.5,7.2
83.542,7.2
83.583,7.2
83.625,7.2
83.667,7.2
83.708,7.2
83.75,7.2
83.792,7.2
83.833,7.2
83.875,7.2
83.917,7.2
83.958,7.2
84,8.29
84.042,8.29
84.083,8.29
84.125,8.29
84.167,8.29
84.208,8.29
84.25,8.29
84.292,8.29
84.333,8.29
84.375,8.29
84.417,8.29
84.458,8.29
84.5,8.29
84.542,8.29
84.583,8.29
84.625,8.29
84.667,8.29
84.708,8.29
84.75,8.29
84.792,8.29
84.833,8.29
84.875,8.29
84.917,8.29
84.958,8.29
85,7.85
85.042,7.85
85.083,7.85
85.125,7.85
85.167,7.85
85.208,7.85
85.25,7.85
85.292,7.85
85.333,7.85
85.375,7.85
85.417,7.85
85.458,7.85
85.5,7.85
85.542,7.85
85.583,7.85
85.625,7.85
85.667,7.85
85.708,7.85
85.75,7.85
85.792,7.85
85.833,7.85
85.875,7.85
85.917,7.85
85.958,7.85
86,8.13
86.042,8.13
86.083,8.13
86.125,8.13
86.167,8.13
86.208,8.13
86.25,8.13
86.292,8.13
86.333,8.13
86.375,8.13
86.417,8.13
86.458,8.13
86.5,8.13
86.542,8.13
86.583,8.13
86.625,8.13
86.667,8.13
86.708,8.13
86.75,8.13
86.792,8.13
86.833,8.13
86.875,8.13
86.917,8.13
86.958,8.13
87,8.02
87.042,8.02
87.083,8.02
87.125,8.02
87.167,8.02
87.208,8.02
87.25,8.02
87.292,8.02
87.333,8.02
87.375,8.02
87.417,8.02
87.458,8.02
87.5,8.02
87.542,8.02
87.583,8.02
87.625,8.02
87.667,8.02
87.708,8.02
87.75,8.02
87.792,8.02
87.833,8.02
87.875,8.02
87.917,8.02
87.958,8.02
88,6.74
88.042,6.74
88.083,6.74
88.125,6.74
88.167,6.74
88.208,6.74
88.25,6.74
88.292,6.74
88.333,6.74
88.375,6.74
88.417,6.74
88.458,6.74
88.5,6.74
88.542,6.74
88.583,6.74
88.625,6.74
88.667,6.74
88.708,6.74
88.75,6.74
88.792,6.74
88.833,6.74
88.875,6.74
88.917,6.74
88.958,6.74
89,6.48
89.042,6.48
89.083,6.48
89.125,6.48
89.167,6.48
89.208,6.48
89.25,6.48
89.292,6.48
89.333,6.48
89.375,6.48
89.417,6.48
89.458,6.48
89.5,6.48
89.542,6.48
89.583,6.48
89.625,6.48
89.667,6.48
89.708,6.48
89.75,6.48
89.792,6.48
89.833,6.48
89.875,6.48
89.917,6.48
89.958,6.48
90,7.29
90.042,7.29
90.083,7.29
90.125,7.29
90.167,7.29
90.208,7.29
90.25,7.29
90.292,7.29
90.333,7.29
90.375,7.29
90.417,7.29
90.458,7.29
90.5,7.29
90.542,7.29
90.583,7.29
90.625,7.29
90.667,7.29
90.708,7.29
90.75,7.29
90.792,7.29
90.833,7.29
90.875,7.29
90.917,7.29
90.958,7.29
91,8.16
91.042,8.16
91.083,8.16
91.125,8.16
91.167,8.16
91.208,8.16
91.25,8.16
91.292,8.16
91.333,8.16
91.375,8.16
91.417,8.16
91.458,8.16
91.5,8.16
91.542,8.16
91.583,8.16
91.625,8.16
91.667,8.16
91.708,8.16
91.75,8.16
91.792,8.16
91.833,8.16
91.875,8.16
91.917,8.16
91.958,8.16
92,8.83
92.042,8.83
92.083,8.83
92.125,8.83
92.167,8.83
92.208,8.83
92.25,8.83
92.292,8.83
92.333,8.83
92.375,8.83
92.417,8.83
92.458,8.83
92.5,8.83
92.542,8.83
92.583,8.83
92.625,8.83
92.667,8.83
92.708,8.83
92.75,8.83
92.792,8.83
92.833,8.83
92.875,8.83
92.917,8.83
92.958,8.83
93,9.36
93.042,9.36
93.083,9.36
93.125,9.36
93.167,9.36
93.208,9.36
93.25,9.36
93.292,9.36
93.333,9.36
93.375,9.36
93.417,9.36
93.458,9.36
93.5,9.36
93.542,9.36
93.583,9.36
93.625,9.36
93.667,9.36
93.708,9.36
93.75,9.36
93.792,9.36
93.833,9.36
93.875,9.36
93.917,9.36
93.958,9.36
94,9.28
94.042,9.28
94.083,9.28
94.125,9.28
94.167,9.28
94.208,9.28
94.25,9.28
94.292,9.28
94.333,9.28
94.375,9.28
94.417,9.28
94.458,9.28
94.5,9.28
94.542,9.28
94.583,9.28
94.625,9.28
94.667,9.28
94.708,9.28
94.75,9.28
94.792,9.28
94.833,9.28
94.875,9.28
94.917,9.28
94.958,9.28
95,8.72
95.042,8.72
95.083,8.72
95.125,8.72
95.167,8.72
95.208,8.72
95.25,8.72
95.292,8.72
95.333,8.72
95.375,8.72
95.417,8.72
95.458,8.72
95.5,8.72
95.542,8.72
95.583,8.72
95.625,8.72
95.667,8.72
95.708,8.72
95.75,8.72
95.792,8.72
95.833,8.72
95.875,8.72
95.917,8.72
95.958,8.72
96,8.21
96.042,8.21
96.083,8.21
96.125,8.21
96.167,8.21
96.208,8.21
96.25,8.21
96.292,8.21
96.333,8.21
96.375,8.21
96.417,8.21
96.458,8.21
96.5,8.21
96.542,8.21
96.583,8.21
96.625,8.21
96.667,8.21
96.708,8.21
96.75,8.21
96.792,8.21
96.833,8.21
96.875,8.21
96.917,8.21
96.958,8.21
97,9.16
97.042,9.16
97.083,9.16
97.125,9.16
97.167,9.16
97.208,9.16
97.25,9.16
97.292,9.16
97.333,9.16
97.375,9.16
97.417,9.16
97.458,9.16
97.5,9.16
97.542,9.16
97.583,9.16
97.625,9.16
97.667,9.16
97.708,9.16
97.75,9.16
97.792,9.16
97.833,9.16
97.875,9.16
97.917,9.16
97.958,9.16
98,9.48
98.042,9.48
98.083,9.48
98.125,9.48
98.167,9.48
98.208,9.48
98.25,9.48
98.292,9.48
98.333,9.48
98.375,9.48
98.417,9.48
98.458,9.48
98.5,9.48
98.542,9.48
98.583,9.48
98.625,9.48
98.667,9.48
98.708,9.48
98.75,9.48
98.792,9.48
98.833,9.48
98.875,9.48
98.917,9.48
98.958,9.48
99,9.68
99.042,9.68
99.083,9.68
99.125,9.68
99.167,9.68
99.208,9.68
99.25,9.68
99.292,9.68
99.333,9.68
99.375,9.68
99.417,9.68
99.458,9.68
99.5,9.68
99.542,9.68
99.583,9.68
99.625,9.68
99.667,9.68
99.708,9.68
99.75,9.68
99.792,9.68
99.833,9.68
99.875,9.68
99.917,9.68
99.958,9.68
100,9.69
100.042,9.69
100.083,9.69
100.125,9.69
100.167,9.69
100.208,9.69
100.25,9.69
100.292,9.69
100.333,9.69
100.375,9.69
100.417,9.69
100.458,9.69
100.5,9.69
100.542,9.69
100.583,9.69
100.625,9.69
100.667,9.69
100.708,9.69
100.75,9.69
100.792,9.69
100.833,9.69
100.875,9.69
100.917,9.69
100.958,9.69
101,9.56
101.042,9.56
101.083,9.56
101.125,9.56
101.167,9.56
101.208,9.56
101.25,9.56
101.292,9.56
101.333,9.56
101.375,9.56
101.417,9.56
101.458,9.56
101.5,9.56
101.542,9.56
101.583,9.56
101.625,9.56
101.667,9.56
101.708,9.56
101.75,9.56
101.792,9.56
101.833,9.56
101.875,9.56
101.917,9.56
101.958,9.56
102,9.73
102.042,9.73
102.083,9.73
102.125,9.73
102.167,9.73
102.208,9.73
102.25,9.73
102.292,9.73
102.333,9.73
102.375,9.73
102.417,9.73
102.458,9.73
102.5,9.73
102.542,9.73
102.583,9.73
102.625,9.73
102.667,9.73
102.708,9.73
102.75,9.73
102.792,9.73
102.833,9.73
102.875,9.73
102.917,9.73
102.958,9.73
103,9.36
103.042,9.36
103.083,9.36
103.125,9.36
103.167,9.36
103.208,9.36
103.25,9.36
103.292,9.36
103.333,9.36
103.375,9.36
103.417,9.36
103.458,9.36
103.5,9.36
103.542,9.36
103.583,9.36
103.625,9.36
103.667,9.36
103.708,9.36
103.75,9.36
103.792,9.36
103.833,9.36
103.875,9.36
103.917,9.36
103.958,9.36
104,8.02
104.042,8.02
104.083,8.02
104.125,8.02
104.167,8.02
104.208,8.02
104.25,8.02
104.292,8.02
104.333,8.02
104.375,8.02
104.417,8.02
104.458,8.02
104.5,8.02
104.542,8.02
104.583,8.02
104.625,8.02
104.667,8.02
104.708,8.02
104.75,8.02
104.792,8.02
104.833,8.02
104.875,8.02
104.917,8.02
104.958,8.02
105,6.93
105.042,6.93
105.083,6.93
105.125,6.93
105.167,6.93
105.208,6.93
105.25,6.93
105.292,6.93
105.333,6.93
105.375,6.93
105.417,6.93
105.458,6.93
105.5,6.93
105.542,6.93
105.583,6.93
105.625,6.93
105.667,6.93
105.708,6.93
105.75,6.93
105.792,6.93
105.833,6.93
105.875,6.93
105.917,6.93
105.958,6.93
106,7.06
106.042,7.06
106.083,7.06
106.125,7.06
106.167,7.06
106.208,7.06
106.25,7.06
106.292,7.06
106.333,7.06
106.375,7.06
106.417,7.06
106.458,7.06
106.5,7.06
106.542,7.06
106.583,7.06
106.625,7.06
106.667,7.06
106.708,7.06
106.75,7.06
106.792,7.06
106.833,7.06
106.875,7.06
106.917,7.06
106.958,7.06
107,8.22
107.042,8.22
107.083,8.22
107.125,8.22
107.167,8.22
107.208,8.22
107.25,8.22
107.292,8.22
107.333,8.22
107.375,8.22
107.417,8.22
107.458,8.22
107.5,8.22
107.542,8.22
107.583,8.22
107.625,8.22
107.667,8.22
107.708,8.22
107.75,8.22
107.792,8.22
107.833,8.22
107.875,8.22
107.917,8.22
107.958,8.22
108,9.49
108.042,9.49
108.083,9.49
108.125,9.49
108.167,9.49
108.208,9.49
108.25,9.49
108.292,9.49
108.333,9.49
108.375,9.49
108.417,9.49
108.458,9.49
108.5,9.49
108.542,9.49
108.583,9.49
108.625,9.49
108.667,9.49
108.708,9.49
108.75,9.49
108.792,9.49
108.833,9.49
108.875,9.49
108.917,9.49
108.958,9.49
109,10.08
109.042,10.08
109.083,10.08
109.125,10.08
109.167,10.08
109.208,10.08
109.25,10.08
109.292,10.08
109.333,10.08
109.375,10.08
109.417,10.08
109.458,10.08
109.5,10.08
109.542,10.08
109.583,10.08
109.625,10.08
109.667,10.08
109.708,10.08
109.75,10.08
109.792,10.08
109.833,10.08
109.875,10.08
109.917,10.08
109.958,10.08
110,10.41
110.042,10.41
110.083,10.41
110.125,10.41
110.167,10.41
110.208,10.41
110.25,10.41
110.292,10.41
110.333,10.41
110.375,10.41
110.417,10.41
110.458,10.41
110.5,10.41
110.542,10.41
110.583,10.41
110.625,10.41
110.667,10.41
110.708,10.41
110.75,10.41
110.792,10.41
110.833,10.41
110.875,10.41
110.917,10.41
110.958,10.41
111,10.36
111.042,10.36
111.083,10.36
111.125,10.36
111.167,10.36
111.208,10.36
111.25,10.36
111.292,10.36
111.333,10.36
111.375,10.36
111.417,10.36
111.458,10.36
111.5,10.36
111.542,10.36
111.583,10.36
111.625,10.36
111.667,10.36
111.708,10.36
111.75,10.36
111.792,10.36
111.833,10.36
111.875,10.36
111.917,10.36
111.958,10.36
112,9.42
112.042,9.42
112.083,9.42
112.125,9.42
