$Trinity Lake Br2 inflow Tw year 2016 updated YC 06/01/2023,
",,,",
Jday,EF Trinity R
293.917,9.31
293.958,9.31
294,9.87
294.042,9.87
294.083,9.87
294.125,9.87
294.167,9.87
294.208,9.87
294.25,9.87
294.292,9.87
294.333,9.87
294.375,9.87
294.417,9.87
294.458,9.87
294.5,9.87
294.542,9.87
294.583,9.87
294.625,9.87
294.667,9.87
294.708,9.87
294.75,9.87
294.792,9.87
294.833,9.87
294.875,9.87
294.917,9.87
294.958,9.87
295,10.77
295.042,10.77
295.083,10.77
295.125,10.77
295.167,10.77
295.208,10.77
295.25,10.77
295.292,10.77
295.333,10.77
295.375,10.77
295.417,10.77
295.458,10.77
295.5,10.77
295.542,10.77
295.583,10.77
295.625,10.77
295.667,10.77
295.708,10.77
295.75,10.77
295.792,10.77
295.833,10.77
295.875,10.77
295.917,10.77
295.958,10.77
296,10.7
296.042,10.7
296.083,10.7
296.125,10.7
296.167,10.7
296.208,10.7
296.25,10.7
296.292,10.7
296.333,10.7
296.375,10.7
296.417,10.7
296.458,10.7
296.5,10.7
296.542,10.7
296.583,10.7
296.625,10.7
296.667,10.7
296.708,10.7
296.75,10.7
296.792,10.7
296.833,10.7
296.875,10.7
296.917,10.7
296.958,10.7
297,9.82
297.042,9.82
297.083,9.82
297.125,9.82
297.167,9.82
297.208,9.82
297.25,9.82
297.292,9.82
297.333,9.82
297.375,9.82
297.417,9.82
297.458,9.82
297.5,9.82
297.542,9.82
297.583,9.82
297.625,9.82
297.667,9.82
297.708,9.82
297.75,9.82
297.792,9.82
297.833,9.82
297.875,9.82
297.917,9.82
297.958,9.82
298,9.89
298.042,9.89
298.083,9.89
298.125,9.89
298.167,9.89
298.208,9.89
298.25,9.89
298.292,9.89
298.333,9.89
298.375,9.89
298.417,9.89
298.458,9.89
298.5,9.89
298.542,9.89
298.583,9.89
298.625,9.89
298.667,9.89
298.708,9.89
298.75,9.89
298.792,9.89
298.833,9.89
298.875,9.89
298.917,9.89
298.958,9.89
299,8.92
299.042,8.92
299.083,8.92
299.125,8.92
299.167,8.92
299.208,8.92
299.25,8.92
299.292,8.92
299.333,8.92
299.375,8.92
299.417,8.92
299.458,8.92
299.5,8.92
299.542,8.92
299.583,8.92
299.625,8.92
299.667,8.92
299.708,8.92
299.75,8.92
299.792,8.92
299.833,8.92
299.875,8.92
299.917,8.92
299.958,8.92
300,9.68
300.042,9.68
300.083,9.68
300.125,9.68
300.167,9.68
300.208,9.68
300.25,9.68
300.292,9.68
300.333,9.68
300.375,9.68
300.417,9.68
300.458,9.68
300.5,9.68
300.542,9.68
300.583,9.68
300.625,9.68
300.667,9.68
300.708,9.68
300.75,9.68
300.792,9.68
300.833,9.68
300.875,9.68
300.917,9.68
300.958,9.68
301,9.24
301.042,9.24
301.083,9.24
301.125,9.24
301.167,9.24
301.208,9.24
301.25,9.24
301.292,9.24
301.333,9.24
301.375,9.24
301.417,9.24
301.458,9.24
301.5,9.24
301.542,9.24
301.583,9.24
301.625,9.24
301.667,9.24
301.708,9.24
301.75,9.24
301.792,9.24
301.833,9.24
301.875,9.24
301.917,9.24
301.958,9.24
302,8.47
302.042,8.47
302.083,8.47
302.125,8.47
302.167,8.47
302.208,8.47
302.25,8.47
302.292,8.47
302.333,8.47
302.375,8.47
302.417,8.47
302.458,8.47
302.5,8.47
302.542,8.47
302.583,8.47
302.625,8.47
302.667,8.47
302.708,8.47
302.75,8.47
302.792,8.47
302.833,8.47
302.875,8.47
302.917,8.47
302.958,8.47
303,9.39
303.042,9.39
303.083,9.39
303.125,9.39
303.167,9.39
303.208,9.39
303.25,9.39
303.292,9.39
303.333,9.39
303.375,9.39
303.417,9.39
303.458,9.39
303.5,9.39
303.542,9.39
303.583,9.39
303.625,9.39
303.667,9.39
303.708,9.39
303.75,9.39
303.792,9.39
303.833,9.39
303.875,9.39
303.917,9.39
303.958,9.39
304,8.66
304.042,8.66
304.083,8.66
304.125,8.66
304.167,8.66
304.208,8.66
304.25,8.66
304.292,8.66
304.333,8.66
304.375,8.66
304.417,8.66
304.458,8.66
304.5,8.66
304.542,8.66
304.583,8.66
304.625,8.66
304.667,8.66
304.708,8.66
304.75,8.66
304.792,8.66
304.833,8.66
304.875,8.66
304.917,8.66
304.958,8.66
305,8.12
305.042,8.12
305.083,8.12
305.125,8.12
305.167,8.12
305.208,8.12
305.25,8.12
305.292,8.12
305.333,8.12
305.375,8.12
305.417,8.12
305.458,8.12
305.5,8.12
305.542,8.12
305.583,8.12
305.625,8.12
305.667,8.12
305.708,8.12
305.75,8.12
305.792,8.12
305.833,8.12
305.875,8.12
305.917,8.12
305.958,8.12
306,8.29
306.042,8.29
306.083,8.29
306.125,8.29
306.167,8.29
306.208,8.29
306.25,8.29
306.292,8.29
306.333,8.29
306.375,8.29
306.417,8.29
306.458,8.29
306.5,8.29
306.542,8.29
306.583,8.29
306.625,8.29
306.667,8.29
306.708,8.29
306.75,8.29
306.792,8.29
306.833,8.29
306.875,8.29
306.917,8.29
306.958,8.29
307,7.81
307.042,7.81
307.083,7.81
307.125,7.81
307.167,7.81
307.208,7.81
307.25,7.81
307.292,7.81
307.333,7.81
307.375,7.81
307.417,7.81
307.458,7.81
307.5,7.81
307.542,7.81
307.583,7.81
307.625,7.81
307.667,7.81
307.708,7.81
307.75,7.81
307.792,7.81
307.833,7.81
307.875,7.81
307.917,7.81
307.958,7.81
308,8.05
308.042,8.05
308.083,8.05
308.125,8.05
308.167,8.05
308.208,8.05
308.25,8.05
308.292,8.05
308.333,8.05
308.375,8.05
308.417,8.05
308.458,8.05
308.5,8.05
308.542,8.05
308.583,8.05
308.625,8.05
308.667,8.05
308.708,8.05
308.75,8.05
308.792,8.05
308.833,8.05
308.875,8.05
308.917,8.05
308.958,8.05
309,8.7
309.042,8.7
309.083,8.7
309.125,8.7
309.167,8.7
309.208,8.7
309.25,8.7
309.292,8.7
309.333,8.7
309.375,8.7
309.417,8.7
309.458,8.7
309.5,8.7
309.542,8.7
309.583,8.7
309.625,8.7
309.667,8.7
309.708,8.7
309.75,8.7
309.792,8.7
309.833,8.7
309.875,8.7
309.917,8.7
309.958,8.7
310,8.59
310.042,8.59
310.083,8.59
310.125,8.59
310.167,8.59
310.208,8.59
310.25,8.59
310.292,8.59
310.333,8.59
310.375,8.59
310.417,8.59
310.458,8.59
310.5,8.59
310.542,8.59
310.583,8.59
310.625,8.59
310.667,8.59
310.708,8.59
310.75,8.59
310.792,8.59
310.833,8.59
310.875,8.59
310.917,8.59
310.958,8.59
311,9.21
311.042,9.21
311.083,9.21
311.125,9.21
311.167,9.21
311.208,9.21
311.25,9.21
311.292,9.21
311.333,9.21
311.375,9.21
311.417,9.21
311.458,9.21
311.5,9.21
311.542,9.21
311.583,9.21
311.625,9.21
311.667,9.21
311.708,9.21
311.75,9.21
311.792,9.21
311.833,9.21
311.875,9.21
311.917,9.21
311.958,9.21
312,9.31
312.042,9.31
312.083,9.31
312.125,9.31
312.167,9.31
312.208,9.31
312.25,9.31
312.292,9.31
312.333,9.31
312.375,9.31
312.417,9.31
312.458,9.31
312.5,9.31
312.542,9.31
312.583,9.31
312.625,9.31
312.667,9.31
312.708,9.31
312.75,9.31
312.792,9.31
312.833,9.31
312.875,9.31
312.917,9.31
312.958,9.31
313,9.19
313.042,9.19
313.083,9.19
313.125,9.19
313.167,9.19
313.208,9.19
313.25,9.19
313.292,9.19
313.333,9.19
313.375,9.19
313.417,9.19
313.458,9.19
313.5,9.19
313.542,9.19
313.583,9.19
313.625,9.19
313.667,9.19
313.708,9.19
313.75,9.19
313.792,9.19
313.833,9.19
313.875,9.19
313.917,9.19
313.958,9.19
314,9.03
314.042,9.03
314.083,9.03
314.125,9.03
314.167,9.03
314.208,9.03
314.25,9.03
314.292,9.03
314.333,9.03
314.375,9.03
314.417,9.03
314.458,9.03
314.5,9.03
314.542,9.03
314.583,9.03
314.625,9.03
314.667,9.03
314.708,9.03
314.75,9.03
314.792,9.03
314.833,9.03
314.875,9.03
314.917,9.03
314.958,9.03
315,9
315.042,9
315.083,9
315.125,9
315.167,9
315.208,9
315.25,9
315.292,9
315.333,9
315.375,9
315.417,9
315.458,9
315.5,9
315.542,9
315.583,9
315.625,9
315.667,9
315.708,9
315.75,9
315.792,9
315.833,9
315.875,9
315.917,9
315.958,9
316,9.32
316.042,9.32
316.083,9.32
316.125,9.32
316.167,9.32
316.208,9.32
316.25,9.32
316.292,9.32
316.333,9.32
316.375,9.32
316.417,9.32
316.458,9.32
316.5,9.32
316.542,9.32
316.583,9.32
316.625,9.32
316.667,9.32
316.708,9.32
316.75,9.32
316.792,9.32
316.833,9.32
316.875,9.32
316.917,9.32
316.958,9.32
317,9.61
317.042,9.61
317.083,9.61
317.125,9.61
317.167,9.61
317.208,9.61
317.25,9.61
317.292,9.61
317.333,9.61
317.375,9.61
317.417,9.61
317.458,9.61
317.5,9.61
317.542,9.61
317.583,9.61
317.625,9.61
317.667,9.61
317.708,9.61
317.75,9.61
317.792,9.61
317.833,9.61
317.875,9.61
317.917,9.61
317.958,9.61
318,8.56
318.042,8.56
318.083,8.56
318.125,8.56
318.167,8.56
318.208,8.56
318.25,8.56
318.292,8.56
318.333,8.56
318.375,8.56
318.417,8.56
318.458,8.56
318.5,8.56
318.542,8.56
318.583,8.56
318.625,8.56
318.667,8.56
318.708,8.56
318.75,8.56
318.792,8.56
318.833,8.56
318.875,8.56
318.917,8.56
318.958,8.56
319,8.88
319.042,8.88
319.083,8.88
319.125,8.88
319.167,8.88
319.208,8.88
319.25,8.88
319.292,8.88
319.333,8.88
319.375,8.88
319.417,8.88
319.458,8.88
319.5,8.88
319.542,8.88
319.583,8.88
319.625,8.88
319.667,8.88
319.708,8.88
319.75,8.88
319.792,8.88
319.833,8.88
319.875,8.88
319.917,8.88
319.958,8.88
320,9.41
320.042,9.41
320.083,9.41
320.125,9.41
320.167,9.41
320.208,9.41
320.25,9.41
320.292,9.41
320.333,9.41
320.375,9.41
320.417,9.41
320.458,9.41
320.5,9.41
320.542,9.41
320.583,9.41
320.625,9.41
320.667,9.41
320.708,9.41
320.75,9.41
320.792,9.41
320.833,9.41
320.875,9.41
320.917,9.41
320.958,9.41
321,7.18
321.042,7.18
321.083,7.18
321.125,7.18
321.167,7.18
321.208,7.18
321.25,7.18
321.292,7.18
321.333,7.18
321.375,7.18
321.417,7.18
321.458,7.18
321.5,7.18
321.542,7.18
321.583,7.18
321.625,7.18
321.667,7.18
321.708,7.18
321.75,7.18
321.792,7.18
321.833,7.18
321.875,7.18
321.917,7.18
321.958,7.18
322,6.32
322.042,6.32
322.083,6.32
322.125,6.32
322.167,6.32
322.208,6.32
322.25,6.32
322.292,6.32
322.333,6.32
322.375,6.32
322.417,6.32
322.458,6.32
322.5,6.32
322.542,6.32
322.583,6.32
322.625,6.32
322.667,6.32
322.708,6.32
322.75,6.32
322.792,6.32
322.833,6.32
322.875,6.32
322.917,6.32
322.958,6.32
323,6.34
323.042,6.34
323.083,6.34
323.125,6.34
323.167,6.34
323.208,6.34
323.25,6.34
323.292,6.34
323.333,6.34
323.375,6.34
323.417,6.34
323.458,6.34
323.5,6.34
323.542,6.34
323.583,6.34
323.625,6.34
323.667,6.34
323.708,6.34
323.75,6.34
323.792,6.34
323.833,6.34
323.875,6.34
323.917,6.34
323.958,6.34
324,6.87
324.042,6.87
324.083,6.87
324.125,6.87
324.167,6.87
324.208,6.87
324.25,6.87
324.292,6.87
324.333,6.87
324.375,6.87
324.417,6.87
324.458,6.87
324.5,6.87
324.542,6.87
324.583,6.87
324.625,6.87
324.667,6.87
324.708,6.87
324.75,6.87
324.792,6.87
324.833,6.87
324.875,6.87
324.917,6.87
324.958,6.87
325,7.49
325.042,7.49
325.083,7.49
325.125,7.49
325.167,7.49
325.208,7.49
325.25,7.49
325.292,7.49
325.333,7.49
325.375,7.49
325.417,7.49
325.458,7.49
325.5,7.49
325.542,7.49
325.583,7.49
325.625,7.49
325.667,7.49
325.708,7.49
325.75,7.49
325.792,7.49
325.833,7.49
325.875,7.49
325.917,7.49
325.958,7.49
326,7.61
326.042,7.61
326.083,7.61
326.125,7.61
326.167,7.61
326.208,7.61
326.25,7.61
326.292,7.61
326.333,7.61
326.375,7.61
326.417,7.61
326.458,7.61
326.5,7.61
326.542,7.61
326.583,7.61
326.625,7.61
326.667,7.61
326.708,7.61
326.75,7.61
326.792,7.61
326.833,7.61
326.875,7.61
326.917,7.61
326.958,7.61
327,6.85
327.042,6.85
327.083,6.85
327.125,6.85
327.167,6.85
327.208,6.85
327.25,6.85
327.292,6.85
327.333,6.85
327.375,6.85
327.417,6.85
327.458,6.85
327.5,6.85
327.542,6.85
327.583,6.85
327.625,6.85
327.667,6.85
327.708,6.85
327.75,6.85
327.792,6.85
327.833,6.85
327.875,6.85
327.917,6.85
327.958,6.85
328,6.36
328.042,6.36
328.083,6.36
328.125,6.36
328.167,6.36
328.208,6.36
328.25,6.36
328.292,6.36
328.333,6.36
328.375,6.36
328.417,6.36
328.458,6.36
328.5,6.36
328.542,6.36
328.583,6.36
328.625,6.36
328.667,6.36
328.708,6.36
328.75,6.36
328.792,6.36
328.833,6.36
328.875,6.36
328.917,6.36
328.958,6.36
329,5.93
329.042,5.93
329.083,5.93
329.125,5.93
329.167,5.93
329.208,5.93
329.25,5.93
329.292,5.93
329.333,5.93
329.375,5.93
329.417,5.93
329.458,5.93
329.5,5.93
329.542,5.93
329.583,5.93
329.625,5.93
329.667,5.93
329.708,5.93
329.75,5.93
329.792,5.93
329.833,5.93
329.875,5.93
329.917,5.93
329.958,5.93
330,6.54
330.042,6.54
330.083,6.54
330.125,6.54
330.167,6.54
330.208,6.54
330.25,6.54
330.292,6.54
330.333,6.54
330.375,6.54
330.417,6.54
330.458,6.54
330.5,6.54
330.542,6.54
330.583,6.54
330.625,6.54
330.667,6.54
330.708,6.54
330.75,6.54
330.792,6.54
330.833,6.54
330.875,6.54
330.917,6.54
330.958,6.54
331,6.49
331.042,6.49
331.083,6.49
331.125,6.49
331.167,6.49
331.208,6.49
331.25,6.49
331.292,6.49
331.333,6.49
331.375,6.49
331.417,6.49
331.458,6.49
331.5,6.49
331.542,6.49
331.583,6.49
331.625,6.49
331.667,6.49
331.708,6.49
331.75,6.49
331.792,6.49
331.833,6.49
331.875,6.49
331.917,6.49
331.958,6.49
332,5.9
332.042,5.9
332.083,5.9
332.125,5.9
332.167,5.9
332.208,5.9
332.25,5.9
332.292,5.9
332.333,5.9
332.375,5.9
332.417,5.9
332.458,5.9
332.5,5.9
332.542,5.9
332.583,5.9
332.625,5.9
332.667,5.9
332.708,5.9
332.75,5.9
332.792,5.9
332.833,5.9
332.875,5.9
332.917,5.9
332.958,5.9
333,6.28
333.042,6.28
333.083,6.28
333.125,6.28
333.167,6.28
333.208,6.28
333.25,6.28
333.292,6.28
333.333,6.28
333.375,6.28
333.417,6.28
333.458,6.28
333.5,6.28
333.542,6.28
333.583,6.28
333.625,6.28
333.667,6.28
333.708,6.28
333.75,6.28
333.792,6.28
333.833,6.28
333.875,6.28
333.917,6.28
333.958,6.28
334,5.69
334.042,5.69
334.083,5.69
334.125,5.69
334.167,5.69
334.208,5.69
334.25,5.69
334.292,5.69
334.333,5.69
334.375,5.69
334.417,5.69
334.458,5.69
334.5,5.69
334.542,5.69
334.583,5.69
334.625,5.69
334.667,5.69
334.708,5.69
334.75,5.69
334.792,5.69
334.833,5.69
334.875,5.69
334.917,5.69
334.958,5.69
335,6.14
335.042,6.14
335.083,6.14
335.125,6.14
335.167,6.14
335.208,6.14
335.25,6.14
335.292,6.14
335.333,6.14
335.375,6.14
335.417,6.14
335.458,6.14
335.5,6.14
335.542,6.14
335.583,6.14
335.625,6.14
335.667,6.14
335.708,6.14
335.75,6.14
335.792,6.14
335.833,6.14
335.875,6.14
335.917,6.14
335.958,6.14
336,5.43
336.042,5.43
336.083,5.43
336.125,5.43
336.167,5.43
336.208,5.43
336.25,5.43
336.292,5.43
336.333,5.43
336.375,5.43
336.417,5.43
336.458,5.43
336.5,5.43
336.542,5.43
336.583,5.43
336.625,5.43
336.667,5.43
336.708,5.43
336.75,5.43
336.792,5.43
336.833,5.43
336.875,5.43
336.917,5.43
336.958,5.43
337,4.81
337.042,4.81
337.083,4.81
337.125,4.81
337.167,4.81
337.208,4.81
337.25,4.81
337.292,4.81
337.333,4.81
337.375,4.81
337.417,4.81
337.458,4.81
337.5,4.81
337.542,4.81
337.583,4.81
337.625,4.81
337.667,4.81
337.708,4.81
337.75,4.81
337.792,4.81
337.833,4.81
337.875,4.81
337.917,4.81
337.958,4.81
338,4.81
338.042,4.81
338.083,4.81
338.125,4.81
338.167,4.81
338.208,4.81
338.25,4.81
338.292,4.81
338.333,4.81
338.375,4.81
338.417,4.81
338.458,4.81
338.5,4.81
338.542,4.81
338.583,4.81
338.625,4.81
338.667,4.81
338.708,4.81
338.75,4.81
338.792,4.81
338.833,4.81
338.875,4.81
338.917,4.81
338.958,4.81
339,5.46
339.042,5.46
339.083,5.46
339.125,5.46
339.167,5.46
339.208,5.46
339.25,5.46
339.292,5.46
339.333,5.46
339.375,5.46
339.417,5.46
339.458,5.46
339.5,5.46
339.542,5.46
339.583,5.46
339.625,5.46
339.667,5.46
339.708,5.46
339.75,5.46
339.792,5.46
339.833,5.46
339.875,5.46
339.917,5.46
339.958,5.46
340,5.06
340.042,5.06
340.083,5.06
340.125,5.06
340.167,5.06
340.208,5.06
340.25,5.06
340.292,5.06
340.333,5.06
340.375,5.06
340.417,5.06
340.458,5.06
340.5,5.06
340.542,5.06
340.583,5.06
340.625,5.06
340.667,5.06
340.708,5.06
340.75,5.06
340.792,5.06
340.833,5.06
340.875,5.06
340.917,5.06
340.958,5.06
341,4.32
341.042,4.32
341.083,4.32
341.125,4.32
341.167,4.32
341.208,4.32
341.25,4.32
341.292,4.32
341.333,4.32
341.375,4.32
341.417,4.32
341.458,4.32
341.5,4.32
341.542,4.32
341.583,4.32
341.625,4.32
341.667,4.32
341.708,4.32
341.75,4.32
341.792,4.32
341.833,4.32
341.875,4.32
341.917,4.32
341.958,4.32
342,2.83
342.042,2.83
342.083,2.83
342.125,2.83
342.167,2.83
342.208,2.83
342.25,2.83
342.292,2.83
342.333,2.83
342.375,2.83
342.417,2.83
342.458,2.83
342.5,2.83
342.542,2.83
342.583,2.83
342.625,2.83
342.667,2.83
342.708,2.83
342.75,2.83
342.792,2.83
342.833,2.83
342.875,2.83
342.917,2.83
342.958,2.83
343,3.08
343.042,3.08
343.083,3.08
343.125,3.08
343.167,3.08
343.208,3.08
343.25,3.08
343.292,3.08
343.333,3.08
343.375,3.08
343.417,3.08
343.458,3.08
343.5,3.08
343.542,3.08
343.583,3.08
343.625,3.08
343.667,3.08
343.708,3.08
343.75,3.08
343.792,3.08
343.833,3.08
343.875,3.08
343.917,3.08
343.958,3.08
344,3.93
344.042,3.93
344.083,3.93
344.125,3.93
344.167,3.93
344.208,3.93
344.25,3.93
344.292,3.93
344.333,3.93
344.375,3.93
344.417,3.93
344.458,3.93
344.5,3.93
344.542,3.93
344.583,3.93
344.625,3.93
344.667,3.93
344.708,3.93
344.75,3.93
344.792,3.93
344.833,3.93
344.875,3.93
344.917,3.93
344.958,3.93
345,5.13
345.042,5.13
345.083,5.13
345.125,5.13
345.167,5.13
345.208,5.13
345.25,5.13
345.292,5.13
345.333,5.13
345.375,5.13
345.417,5.13
345.458,5.13
345.5,5.13
345.542,5.13
345.583,5.13
345.625,5.13
345.667,5.13
345.708,5.13
345.75,5.13
345.792,5.13
345.833,5.13
345.875,5.13
345.917,5.13
345.958,5.13
346,4.49
346.042,4.49
346.083,4.49
346.125,4.49
346.167,4.49
346.208,4.49
346.25,4.49
346.292,4.49
346.333,4.49
346.375,4.49
346.417,4.49
346.458,4.49
346.5,4.49
346.542,4.49
346.583,4.49
346.625,4.49
346.667,4.49
346.708,4.49
346.75,4.49
346.792,4.49
346.833,4.49
346.875,4.49
346.917,4.49
346.958,4.49
347,4.28
347.042,4.28
347.083,4.28
347.125,4.28
347.167,4.28
347.208,4.28
347.25,4.28
347.292,4.28
347.333,4.28
347.375,4.28
347.417,4.28
347.458,4.28
347.5,4.28
347.542,4.28
347.583,4.28
347.625,4.28
347.667,4.28
347.708,4.28
347.75,4.28
347.792,4.28
347.833,4.28
347.875,4.28
347.917,4.28
347.958,4.28
348,4.36
348.042,4.36
348.083,4.36
348.125,4.36
348.167,4.36
348.208,4.36
348.25,4.36
348.292,4.36
348.333,4.36
348.375,4.36
348.417,4.36
348.458,4.36
348.5,4.36
348.542,4.36
348.583,4.36
348.625,4.36
348.667,4.36
348.708,4.36
348.75,4.36
348.792,4.36
348.833,4.36
348.875,4.36
348.917,4.36
348.958,4.36
349,4.65
349.042,4.65
349.083,4.65
349.125,4.65
349.167,4.65
349.208,4.65
349.25,4.65
349.292,4.65
349.333,4.65
349.375,4.65
349.417,4.65
349.458,4.65
349.5,4.65
349.542,4.65
349.583,4.65
349.625,4.65
349.667,4.65
349.708,4.65
349.75,4.65
349.792,4.65
349.833,4.65
349.875,4.65
349.917,4.65
349.958,4.65
350,5.96
350.042,5.96
350.083,5.96
350.125,5.96
350.167,5.96
350.208,5.96
350.25,5.96
350.292,5.96
350.333,5.96
350.375,5.96
350.417,5.96
350.458,5.96
350.5,5.96
350.542,5.96
350.583,5.96
350.625,5.96
350.667,5.96
350.708,5.96
350.75,5.96
350.792,5.96
350.833,5.96
350.875,5.96
350.917,5.96
350.958,5.96
351,5.29
351.042,5.29
351.083,5.29
351.125,5.29
351.167,5.29
351.208,5.29
351.25,5.29
351.292,5.29
351.333,5.29
351.375,5.29
351.417,5.29
351.458,5.29
351.5,5.29
351.542,5.29
351.583,5.29
351.625,5.29
351.667,5.29
351.708,5.29
351.75,5.29
351.792,5.29
351.833,5.29
351.875,5.29
351.917,5.29
351.958,5.29
352,3.88
352.042,3.88
352.083,3.88
352.125,3.88
352.167,3.88
352.208,3.88
352.25,3.88
352.292,3.88
352.333,3.88
352.375,3.88
352.417,3.88
352.458,3.88
352.5,3.88
352.542,3.88
352.583,3.88
352.625,3.88
352.667,3.88
352.708,3.88
352.75,3.88
352.792,3.88
352.833,3.88
352.875,3.88
352.917,3.88
352.958,3.88
353,3.31
353.042,3.31
353.083,3.31
353.125,3.31
353.167,3.31
353.208,3.31
353.25,3.31
353.292,3.31
353.333,3.31
353.375,3.31
353.417,3.31
353.458,3.31
353.5,3.31
353.542,3.31
353.583,3.31
353.625,3.31
353.667,3.31
353.708,3.31
353.75,3.31
353.792,3.31
353.833,3.31
353.875,3.31
353.917,3.31
353.958,3.31
354,3.54
354.042,3.54
354.083,3.54
354.125,3.54
354.167,3.54
354.208,3.54
354.25,3.54
354.292,3.54
354.333,3.54
354.375,3.54
354.417,3.54
354.458,3.54
354.5,3.54
354.542,3.54
354.583,3.54
354.625,3.54
354.667,3.54
354.708,3.54
354.75,3.54
354.792,3.54
354.833,3.54
354.875,3.54
354.917,3.54
354.958,3.54
355,4.53
355.042,4.53
355.083,4.53
355.125,4.53
355.167,4.53
355.208,4.53
355.25,4.53
355.292,4.53
355.333,4.53
355.375,4.53
355.417,4.53
355.458,4.53
355.5,4.53
355.542,4.53
355.583,4.53
355.625,4.53
355.667,4.53
355.708,4.53
355.75,4.53
355.792,4.53
355.833,4.53
355.875,4.53
355.917,4.53
355.958,4.53
356,4.6
356.042,4.6
356.083,4.6
356.125,4.6
356.167,4.6
356.208,4.6
356.25,4.6
356.292,4.6
356.333,4.6
356.375,4.6
356.417,4.6
356.458,4.6
356.5,4.6
356.542,4.6
356.583,4.6
356.625,4.6
356.667,4.6
356.708,4.6
356.75,4.6
356.792,4.6
356.833,4.6
356.875,4.6
356.917,4.6
356.958,4.6
357,3.48
357.042,3.48
357.083,3.48
357.125,3.48
357.167,3.48
357.208,3.48
357.25,3.48
357.292,3.48
357.333,3.48
357.375,3.48
357.417,3.48
357.458,3.48
357.5,3.48
357.542,3.48
357.583,3.48
357.625,3.48
357.667,3.48
357.708,3.48
357.75,3.48
357.792,3.48
357.833,3.48
357.875,3.48
357.917,3.48
357.958,3.48
358,3.78
358.042,3.78
358.083,3.78
358.125,3.78
358.167,3.78
358.208,3.78
358.25,3.78
358.292,3.78
358.333,3.78
358.375,3.78
358.417,3.78
358.458,3.78
358.5,3.78
358.542,3.78
358.583,3.78
358.625,3.78
358.667,3.78
358.708,3.78
358.75,3.78
358.792,3.78
358.833,3.78
358.875,3.78
358.917,3.78
358.958,3.78
359,3.26
359.042,3.26
359.083,3.26
359.125,3.26
359.167,3.26
359.208,3.26
359.25,3.26
359.292,3.26
359.333,3.26
359.375,3.26
359.417,3.26
359.458,3.26
359.5,3.26
359.542,3.26
359.583,3.26
359.625,3.26
359.667,3.26
359.708,3.26
359.75,3.26
359.792,3.26
359.833,3.26
359.875,3.26
359.917,3.26
359.958,3.26
360,2.93
360.042,2.93
360.083,2.93
360.125,2.93
360.167,2.93
360.208,2.93
360.25,2.93
360.292,2.93
360.333,2.93
360.375,2.93
360.417,2.93
360.458,2.93
360.5,2.93
360.542,2.93
360.583,2.93
360.625,2.93
360.667,2.93
360.708,2.93
360.75,2.93
360.792,2.93
360.833,2.93
360.875,2.93
360.917,2.93
360.958,2.93
361,2.01
361.042,2.01
361.083,2.01
361.125,2.01
361.167,2.01
361.208,2.01
361.25,2.01
361.292,2.01
361.333,2.01
361.375,2.01
361.417,2.01
361.458,2.01
361.5,2.01
361.542,2.01
361.583,2.01
361.625,2.01
361.667,2.01
361.708,2.01
361.75,2.01
361.792,2.01
361.833,2.01
361.875,2.01
361.917,2.01
361.958,2.01
362,2.73
362.042,2.73
362.083,2.73
362.125,2.73
362.167,2.73
362.208,2.73
362.25,2.73
362.292,2.73
362.333,2.73
362.375,2.73
362.417,2.73
362.458,2.73
362.5,2.73
362.542,2.73
362.583,2.73
362.625,2.73
362.667,2.73
362.708,2.73
362.75,2.73
362.792,2.73
362.833,2.73
362.875,2.73
362.917,2.73
362.958,2.73
363,3.42
363.042,3.42
363.083,3.42
363.125,3.42
363.167,3.42
363.208,3.42
363.25,3.42
363.292,3.42
363.333,3.42
363.375,3.42
363.417,3.42
363.458,3.42
363.5,3.42
363.542,3.42
363.583,3.42
363.625,3.42
363.667,3.42
363.708,3.42
363.75,3.42
363.792,3.42
363.833,3.42
363.875,3.42
363.917,3.42
363.958,3.42
364,3.22
364.042,3.22
364.083,3.22
364.125,3.22
364.167,3.22
364.208,3.22
364.25,3.22
364.292,3.22
364.333,3.22
364.375,3.22
364.417,3.22
364.458,3.22
364.5,3.22
364.542,3.22
364.583,3.22
364.625,3.22
364.667,3.22
364.708,3.22
364.75,3.22
364.792,3.22
364.833,3.22
364.875,3.22
364.917,3.22
364.958,3.22
365,3.48
365.042,3.48
365.083,3.48
365.125,3.48
365.167,3.48
365.208,3.48
365.25,3.48
365.292,3.48
365.333,3.48
365.375,3.48
365.417,3.48
365.458,3.48
365.5,3.48
365.542,3.48
365.583,3.48
365.625,3.48
365.667,3.48
365.708,3.48
365.75,3.48
365.792,3.48
365.833,3.48
365.875,3.48
365.917,3.48
365.958,3.48
366,3.73
366.042,3.73
366.083,3.73
366.125,3.73
366.167,3.73
366.208,3.73
366.25,3.73
366.292,3.73
366.333,3.73
366.375,3.73
366.417,3.73
366.458,3.73
366.5,3.73
366.542,3.73
366.583,3.73
366.625,3.73
366.667,3.73
366.708,3.73
366.75,3.73
366.792,3.73
366.833,3.73
366.875,3.73
366.917,3.73
366.958,3.73
367,3.37
