$Trinity Lake Br2 inflow Tw year 2016 updated YC 06/01/2023,
",,,",
Jday,EF Trinity R
146.917,11.97
146.958,11.97
147,12.69
147.042,12.69
147.083,12.69
147.125,12.69
147.167,12.69
147.208,12.69
147.25,12.69
147.292,12.69
147.333,12.69
147.375,12.69
147.417,12.69
147.458,12.69
147.5,12.69
147.542,12.69
147.583,12.69
147.625,12.69
147.667,12.69
147.708,12.69
147.75,12.69
147.792,12.69
147.833,12.69
147.875,12.69
147.917,12.69
147.958,12.69
148,12.83
148.042,12.83
148.083,12.83
148.125,12.83
148.167,12.83
148.208,12.83
148.25,12.83
148.292,12.83
148.333,12.83
148.375,12.83
148.417,12.83
148.458,12.83
148.5,12.83
148.542,12.83
148.583,12.83
148.625,12.83
148.667,12.83
148.708,12.83
148.75,12.83
148.792,12.83
148.833,12.83
148.875,12.83
148.917,12.83
148.958,12.83
149,12.71
149.042,12.71
149.083,12.71
149.125,12.71
149.167,12.71
149.208,12.71
149.25,12.71
149.292,12.71
149.333,12.71
149.375,12.71
149.417,12.71
149.458,12.71
149.5,12.71
149.542,12.71
149.583,12.71
149.625,12.71
149.667,12.71
149.708,12.71
149.75,12.71
149.792,12.71
149.833,12.71
149.875,12.71
149.917,12.71
149.958,12.71
150,13.32
150.042,13.32
150.083,13.32
150.125,13.32
150.167,13.32
150.208,13.32
150.25,13.32
150.292,13.32
150.333,13.32
150.375,13.32
150.417,13.32
150.458,13.32
150.5,13.32
150.542,13.32
150.583,13.32
150.625,13.32
150.667,13.32
150.708,13.32
150.75,13.32
150.792,13.32
150.833,13.32
150.875,13.32
150.917,13.32
150.958,13.32
151,13.77
151.042,13.77
151.083,13.77
151.125,13.77
151.167,13.77
151.208,13.77
151.25,13.77
151.292,13.77
151.333,13.77
151.375,13.77
151.417,13.77
151.458,13.77
151.5,13.77
151.542,13.77
151.583,13.77
151.625,13.77
151.667,13.77
151.708,13.77
151.75,13.77
151.792,13.77
151.833,13.77
151.875,13.77
151.917,13.77
151.958,13.77
152,14.36
152.042,14.36
152.083,14.36
152.125,14.36
152.167,14.36
152.208,14.36
152.25,14.36
152.292,14.36
152.333,14.36
152.375,14.36
152.417,14.36
152.458,14.36
152.5,14.36
152.542,14.36
152.583,14.36
152.625,14.36
152.667,14.36
152.708,14.36
152.75,14.36
152.792,14.36
152.833,14.36
152.875,14.36
152.917,14.36
152.958,14.36
153,14.6
153.042,14.6
153.083,14.6
153.125,14.6
153.167,14.6
153.208,14.6
153.25,14.6
153.292,14.6
153.333,14.6
153.375,14.6
153.417,14.6
153.458,14.6
153.5,14.6
153.542,14.6
153.583,14.6
153.625,14.6
153.667,14.6
153.708,14.6
153.75,14.6
153.792,14.6
153.833,14.6
153.875,14.6
153.917,14.6
153.958,14.6
154,13.97
154.042,13.97
154.083,13.97
154.125,13.97
154.167,13.97
154.208,13.97
154.25,13.97
154.292,13.97
154.333,13.97
154.375,13.97
154.417,13.97
154.458,13.97
154.5,13.97
154.542,13.97
154.583,13.97
154.625,13.97
154.667,13.97
154.708,13.97
154.75,13.97
154.792,13.97
154.833,13.97
154.875,13.97
154.917,13.97
154.958,13.97
155,14.51
155.042,14.51
155.083,14.51
155.125,14.51
155.167,14.51
155.208,14.51
155.25,14.51
155.292,14.51
155.333,14.51
155.375,14.51
155.417,14.51
155.458,14.51
155.5,14.51
155.542,14.51
155.583,14.51
155.625,14.51
155.667,14.51
155.708,14.51
155.75,14.51
155.792,14.51
155.833,14.51
155.875,14.51
155.917,14.51
155.958,14.51
156,14.86
156.042,14.86
156.083,14.86
156.125,14.86
156.167,14.86
156.208,14.86
156.25,14.86
156.292,14.86
156.333,14.86
156.375,14.86
156.417,14.86
156.458,14.86
156.5,14.86
156.542,14.86
156.583,14.86
156.625,14.86
156.667,14.86
156.708,14.86
156.75,14.86
156.792,14.86
156.833,14.86
156.875,14.86
156.917,14.86
156.958,14.86
157,15.72
157.042,15.72
157.083,15.72
157.125,15.72
157.167,15.72
157.208,15.72
157.25,15.72
157.292,15.72
157.333,15.72
157.375,15.72
157.417,15.72
157.458,15.72
157.5,15.72
157.542,15.72
157.583,15.72
157.625,15.72
157.667,15.72
157.708,15.72
157.75,15.72
157.792,15.72
157.833,15.72
157.875,15.72
157.917,15.72
157.958,15.72
158,16.08
158.042,16.08
158.083,16.08
158.125,16.08
158.167,16.08
158.208,16.08
158.25,16.08
158.292,16.08
158.333,16.08
158.375,16.08
158.417,16.08
158.458,16.08
158.5,16.08
158.542,16.08
158.583,16.08
158.625,16.08
158.667,16.08
158.708,16.08
158.75,16.08
158.792,16.08
158.833,16.08
158.875,16.08
158.917,16.08
158.958,16.08
159,16.32
159.042,16.32
159.083,16.32
159.125,16.32
159.167,16.32
159.208,16.32
159.25,16.32
159.292,16.32
159.333,16.32
159.375,16.32
159.417,16.32
159.458,16.32
159.5,16.32
159.542,16.32
159.583,16.32
159.625,16.32
159.667,16.32
159.708,16.32
159.75,16.32
159.792,16.32
159.833,16.32
159.875,16.32
159.917,16.32
159.958,16.32
160,15.26
160.042,15.26
160.083,15.26
160.125,15.26
160.167,15.26
160.208,15.26
160.25,15.26
160.292,15.26
160.333,15.26
160.375,15.26
160.417,15.26
160.458,15.26
160.5,15.26
160.542,15.26
160.583,15.26
160.625,15.26
160.667,15.26
160.708,15.26
160.75,15.26
160.792,15.26
160.833,15.26
160.875,15.26
160.917,15.26
160.958,15.26
161,14.69
161.042,14.69
161.083,14.69
161.125,14.69
161.167,14.69
161.208,14.69
161.25,14.69
161.292,14.69
161.333,14.69
161.375,14.69
161.417,14.69
161.458,14.69
161.5,14.69
161.542,14.69
161.583,14.69
161.625,14.69
161.667,14.69
161.708,14.69
161.75,14.69
161.792,14.69
161.833,14.69
161.875,14.69
161.917,14.69
161.958,14.69
162,14.66
162.042,14.66
162.083,14.66
162.125,14.66
162.167,14.66
162.208,14.66
162.25,14.66
162.292,14.66
162.333,14.66
162.375,14.66
162.417,14.66
162.458,14.66
162.5,14.66
162.542,14.66
162.583,14.66
162.625,14.66
162.667,14.66
162.708,14.66
162.75,14.66
162.792,14.66
162.833,14.66
162.875,14.66
162.917,14.66
162.958,14.66
163,14.22
163.042,14.22
163.083,14.22
163.125,14.22
163.167,14.22
163.208,14.22
163.25,14.22
163.292,14.22
163.333,14.22
163.375,14.22
163.417,14.22
163.458,14.22
163.5,14.22
163.542,14.22
163.583,14.22
163.625,14.22
163.667,14.22
163.708,14.22
163.75,14.22
163.792,14.22
163.833,14.22
163.875,14.22
163.917,14.22
163.958,14.22
164,14.61
164.042,14.61
164.083,14.61
164.125,14.61
164.167,14.61
164.208,14.61
164.25,14.61
164.292,14.61
164.333,14.61
164.375,14.61
164.417,14.61
164.458,14.61
164.5,14.61
164.542,14.61
164.583,14.61
164.625,14.61
164.667,14.61
164.708,14.61
164.75,14.61
164.792,14.61
164.833,14.61
164.875,14.61
164.917,14.61
164.958,14.61
165,15.13
165.042,15.13
165.083,15.13
165.125,15.13
165.167,15.13
165.208,15.13
165.25,15.13
165.292,15.13
165.333,15.13
165.375,15.13
165.417,15.13
165.458,15.13
165.5,15.13
165.542,15.13
165.583,15.13
165.625,15.13
165.667,15.13
165.708,15.13
165.75,15.13
165.792,15.13
165.833,15.13
165.875,15.13
165.917,15.13
165.958,15.13
166,14.07
166.042,14.07
166.083,14.07
166.125,14.07
166.167,14.07
166.208,14.07
166.25,14.07
166.292,14.07
166.333,14.07
166.375,14.07
166.417,14.07
166.458,14.07
166.5,14.07
166.542,14.07
166.583,14.07
166.625,14.07
166.667,14.07
166.708,14.07
166.75,14.07
166.792,14.07
166.833,14.07
166.875,14.07
166.917,14.07
166.958,14.07
167,13.01
167.042,13.01
167.083,13.01
167.125,13.01
167.167,13.01
167.208,13.01
167.25,13.01
167.292,13.01
167.333,13.01
167.375,13.01
167.417,13.01
167.458,13.01
167.5,13.01
167.542,13.01
167.583,13.01
167.625,13.01
167.667,13.01
167.708,13.01
167.75,13.01
167.792,13.01
167.833,13.01
167.875,13.01
167.917,13.01
167.958,13.01
168,12.59
168.042,12.59
168.083,12.59
168.125,12.59
168.167,12.59
168.208,12.59
168.25,12.59
168.292,12.59
168.333,12.59
168.375,12.59
168.417,12.59
168.458,12.59
168.5,12.59
168.542,12.59
168.583,12.59
168.625,12.59
168.667,12.59
168.708,12.59
168.75,12.59
168.792,12.59
168.833,12.59
168.875,12.59
168.917,12.59
168.958,12.59
169,12.6
169.042,12.6
169.083,12.6
169.125,12.6
169.167,12.6
169.208,12.6
169.25,12.6
169.292,12.6
169.333,12.6
169.375,12.6
169.417,12.6
169.458,12.6
169.5,12.6
169.542,12.6
169.583,12.6
169.625,12.6
169.667,12.6
169.708,12.6
169.75,12.6
169.792,12.6
169.833,12.6
169.875,12.6
169.917,12.6
169.958,12.6
170,13.26
170.042,13.26
170.083,13.26
170.125,13.26
170.167,13.26
170.208,13.26
170.25,13.26
170.292,13.26
170.333,13.26
170.375,13.26
170.417,13.26
170.458,13.26
170.5,13.26
170.542,13.26
170.583,13.26
170.625,13.26
170.667,13.26
170.708,13.26
170.75,13.26
170.792,13.26
170.833,13.26
170.875,13.26
170.917,13.26
170.958,13.26
171,14.1
171.042,14.1
171.083,14.1
171.125,14.1
171.167,14.1
171.208,14.1
171.25,14.1
171.292,14.1
171.333,14.1
171.375,14.1
171.417,14.1
171.458,14.1
171.5,14.1
171.542,14.1
171.583,14.1
171.625,14.1
171.667,14.1
171.708,14.1
171.75,14.1
171.792,14.1
171.833,14.1
171.875,14.1
171.917,14.1
171.958,14.1
172,15.21
172.042,15.21
172.083,15.21
172.125,15.21
172.167,15.21
172.208,15.21
172.25,15.21
172.292,15.21
172.333,15.21
172.375,15.21
172.417,15.21
172.458,15.21
172.5,15.21
172.542,15.21
172.583,15.21
172.625,15.21
172.667,15.21
172.708,15.21
172.75,15.21
172.792,15.21
172.833,15.21
172.875,15.21
172.917,15.21
172.958,15.21
173,15.98
173.042,15.98
173.083,15.98
173.125,15.98
173.167,15.98
173.208,15.98
173.25,15.98
173.292,15.98
173.333,15.98
173.375,15.98
173.417,15.98
173.458,15.98
173.5,15.98
173.542,15.98
173.583,15.98
173.625,15.98
173.667,15.98
173.708,15.98
173.75,15.98
173.792,15.98
173.833,15.98
173.875,15.98
173.917,15.98
173.958,15.98
174,16.43
174.042,16.43
174.083,16.43
174.125,16.43
174.167,16.43
174.208,16.43
174.25,16.43
174.292,16.43
174.333,16.43
174.375,16.43
174.417,16.43
174.458,16.43
174.5,16.43
174.542,16.43
174.583,16.43
174.625,16.43
174.667,16.43
174.708,16.43
174.75,16.43
174.792,16.43
174.833,16.43
174.875,16.43
174.917,16.43
174.958,16.43
175,16.11
175.042,16.11
175.083,16.11
175.125,16.11
175.167,16.11
175.208,16.11
175.25,16.11
175.292,16.11
175.333,16.11
175.375,16.11
175.417,16.11
175.458,16.11
175.5,16.11
175.542,16.11
175.583,16.11
175.625,16.11
175.667,16.11
175.708,16.11
175.75,16.11
175.792,16.11
175.833,16.11
175.875,16.11
175.917,16.11
175.958,16.11
176,15.02
176.042,15.02
176.083,15.02
176.125,15.02
176.167,15.02
176.208,15.02
176.25,15.02
176.292,15.02
176.333,15.02
176.375,15.02
176.417,15.02
176.458,15.02
176.5,15.02
176.542,15.02
176.583,15.02
176.625,15.02
176.667,15.02
176.708,15.02
176.75,15.02
176.792,15.02
176.833,15.02
176.875,15.02
176.917,15.02
176.958,15.02
177,15.57
177.042,15.57
177.083,15.57
177.125,15.57
177.167,15.57
177.208,15.57
177.25,15.57
177.292,15.57
177.333,15.57
177.375,15.57
177.417,15.57
177.458,15.57
177.5,15.57
177.542,15.57
177.583,15.57
177.625,15.57
177.667,15.57
177.708,15.57
177.75,15.57
177.792,15.57
177.833,15.57
177.875,15.57
177.917,15.57
177.958,15.57
178,16.02
178.042,16.02
178.083,16.02
178.125,16.02
178.167,16.02
178.208,16.02
178.25,16.02
178.292,16.02
178.333,16.02
178.375,16.02
178.417,16.02
178.458,16.02
178.5,16.02
178.542,16.02
178.583,16.02
178.625,16.02
178.667,16.02
178.708,16.02
178.75,16.02
178.792,16.02
178.833,16.02
178.875,16.02
178.917,16.02
178.958,16.02
179,16.25
179.042,16.25
179.083,16.25
179.125,16.25
179.167,16.25
179.208,16.25
179.25,16.25
179.292,16.25
179.333,16.25
179.375,16.25
179.417,16.25
179.458,16.25
179.5,16.25
179.542,16.25
179.583,16.25
179.625,16.25
179.667,16.25
179.708,16.25
179.75,16.25
179.792,16.25
179.833,16.25
179.875,16.25
179.917,16.25
179.958,16.25
180,16.43
180.042,16.43
180.083,16.43
180.125,16.43
180.167,16.43
180.208,16.43
180.25,16.43
180.292,16.43
180.333,16.43
180.375,16.43
180.417,16.43
180.458,16.43
180.5,16.43
180.542,16.43
180.583,16.43
180.625,16.43
180.667,16.43
180.708,16.43
180.75,16.43
180.792,16.43
180.833,16.43
180.875,16.43
180.917,16.43
180.958,16.43
181,17.1
181.042,17.1
181.083,17.1
181.125,17.1
181.167,17.1
181.208,17.1
181.25,17.1
181.292,17.1
181.333,17.1
181.375,17.1
181.417,17.1
181.458,17.1
181.5,17.1
181.542,17.1
181.583,17.1
181.625,17.1
181.667,17.1
181.708,17.1
181.75,17.1
181.792,17.1
181.833,17.1
181.875,17.1
181.917,17.1
181.958,17.1
182,17.46
182.042,17.46
182.083,17.46
182.125,17.46
182.167,17.46
182.208,17.46
182.25,17.46
182.292,17.46
182.333,17.46
182.375,17.46
182.417,17.46
182.458,17.46
182.5,17.46
182.542,17.46
182.583,17.46
182.625,17.46
182.667,17.46
182.708,17.46
182.75,17.46
182.792,17.46
182.833,17.46
182.875,17.46
182.917,17.46
182.958,17.46
183,17.71
183.042,17.71
183.083,17.71
183.125,17.71
183.167,17.71
183.208,17.71
183.25,17.71
183.292,17.71
183.333,17.71
183.375,17.71
183.417,17.71
183.458,17.71
183.5,17.71
183.542,17.71
183.583,17.71
183.625,17.71
183.667,17.71
183.708,17.71
183.75,17.71
183.792,17.71
183.833,17.71
183.875,17.71
183.917,17.71
183.958,17.71
184,18.02
184.042,18.02
184.083,18.02
184.125,18.02
184.167,18.02
184.208,18.02
184.25,18.02
184.292,18.02
184.333,18.02
184.375,18.02
184.417,18.02
184.458,18.02
184.5,18.02
184.542,18.02
184.583,18.02
184.625,18.02
184.667,18.02
184.708,18.02
184.75,18.02
184.792,18.02
184.833,18.02
184.875,18.02
184.917,18.02
184.958,18.02
185,18.27
185.042,18.27
185.083,18.27
185.125,18.27
185.167,18.27
185.208,18.27
185.25,18.27
185.292,18.27
185.333,18.27
185.375,18.27
185.417,18.27
185.458,18.27
185.5,18.27
185.542,18.27
185.583,18.27
185.625,18.27
185.667,18.27
185.708,18.27
185.75,18.27
185.792,18.27
185.833,18.27
185.875,18.27
185.917,18.27
185.958,18.27
186,17.76
186.042,17.76
186.083,17.76
186.125,17.76
186.167,17.76
186.208,17.76
186.25,17.76
186.292,17.76
186.333,17.76
186.375,17.76
186.417,17.76
186.458,17.76
186.5,17.76
186.542,17.76
186.583,17.76
186.625,17.76
186.667,17.76
186.708,17.76
186.75,17.76
186.792,17.76
186.833,17.76
186.875,17.76
186.917,17.76
186.958,17.76
187,17.34
187.042,17.34
187.083,17.34
187.125,17.34
187.167,17.34
187.208,17.34
187.25,17.34
187.292,17.34
187.333,17.34
187.375,17.34
187.417,17.34
187.458,17.34
187.5,17.34
187.542,17.34
187.583,17.34
187.625,17.34
187.667,17.34
187.708,17.34
187.75,17.34
187.792,17.34
187.833,17.34
187.875,17.34
187.917,17.34
187.958,17.34
188,17.54
188.042,17.54
188.083,17.54
188.125,17.54
188.167,17.54
188.208,17.54
188.25,17.54
188.292,17.54
188.333,17.54
188.375,17.54
188.417,17.54
188.458,17.54
188.5,17.54
188.542,17.54
188.583,17.54
188.625,17.54
188.667,17.54
188.708,17.54
188.75,17.54
188.792,17.54
188.833,17.54
188.875,17.54
188.917,17.54
188.958,17.54
189,17.83
189.042,17.83
189.083,17.83
189.125,17.83
189.167,17.83
189.208,17.83
189.25,17.83
189.292,17.83
189.333,17.83
189.375,17.83
189.417,17.83
189.458,17.83
189.5,17.83
189.542,17.83
189.583,17.83
189.625,17.83
189.667,17.83
189.708,17.83
189.75,17.83
189.792,17.83
189.833,17.83
189.875,17.83
189.917,17.83
189.958,17.83
190,16.83
190.042,16.83
190.083,16.83
190.125,16.83
190.167,16.83
190.208,16.83
190.25,16.83
190.292,16.83
190.333,16.83
190.375,16.83
190.417,16.83
190.458,16.83
190.5,16.83
190.542,16.83
190.583,16.83
190.625,16.83
190.667,16.83
190.708,16.83
190.75,16.83
190.792,16.83
190.833,16.83
190.875,16.83
190.917,16.83
190.958,16.83
191,17.09
191.042,17.09
191.083,17.09
191.125,17.09
191.167,17.09
191.208,17.09
191.25,17.09
191.292,17.09
191.333,17.09
191.375,17.09
191.417,17.09
191.458,17.09
191.5,17.09
191.542,17.09
191.583,17.09
191.625,17.09
191.667,17.09
191.708,17.09
191.75,17.09
191.792,17.09
191.833,17.09
191.875,17.09
191.917,17.09
191.958,17.09
192,16.04
192.042,16.04
192.083,16.04
192.125,16.04
192.167,16.04
192.208,16.04
192.25,16.04
192.292,16.04
192.333,16.04
192.375,16.04
192.417,16.04
192.458,16.04
192.5,16.04
192.542,16.04
192.583,16.04
192.625,16.04
192.667,16.04
192.708,16.04
192.75,16.04
192.792,16.04
192.833,16.04
192.875,16.04
192.917,16.04
192.958,16.04
193,16.48
193.042,16.48
193.083,16.48
193.125,16.48
193.167,16.48
193.208,16.48
193.25,16.48
193.292,16.48
193.333,16.48
193.375,16.48
193.417,16.48
193.458,16.48
193.5,16.48
193.542,16.48
193.583,16.48
193.625,16.48
193.667,16.48
193.708,16.48
193.75,16.48
193.792,16.48
193.833,16.48
193.875,16.48
193.917,16.48
193.958,16.48
194,17.14
194.042,17.14
194.083,17.14
194.125,17.14
194.167,17.14
194.208,17.14
194.25,17.14
194.292,17.14
194.333,17.14
194.375,17.14
194.417,17.14
194.458,17.14
194.5,17.14
194.542,17.14
194.583,17.14
194.625,17.14
194.667,17.14
194.708,17.14
194.75,17.14
194.792,17.14
194.833,17.14
194.875,17.14
194.917,17.14
194.958,17.14
195,17.88
195.042,17.88
195.083,17.88
195.125,17.88
195.167,17.88
195.208,17.88
195.25,17.88
195.292,17.88
195.333,17.88
195.375,17.88
195.417,17.88
195.458,17.88
195.5,17.88
195.542,17.88
195.583,17.88
195.625,17.88
195.667,17.88
195.708,17.88
195.75,17.88
195.792,17.88
195.833,17.88
195.875,17.88
195.917,17.88
195.958,17.88
196,18.58
196.042,18.58
196.083,18.58
196.125,18.58
196.167,18.58
196.208,18.58
196.25,18.58
196.292,18.58
196.333,18.58
196.375,18.58
196.417,18.58
196.458,18.58
196.5,18.58
196.542,18.58
196.583,18.58
196.625,18.58
196.667,18.58
196.708,18.58
196.75,18.58
196.792,18.58
196.833,18.58
196.875,18.58
196.917,18.58
196.958,18.58
197,19.2
197.042,19.2
197.083,19.2
197.125,19.2
197.167,19.2
197.208,19.2
197.25,19.2
197.292,19.2
197.333,19.2
197.375,19.2
197.417,19.2
197.458,19.2
197.5,19.2
197.542,19.2
197.583,19.2
197.625,19.2
197.667,19.2
197.708,19.2
197.75,19.2
197.792,19.2
197.833,19.2
197.875,19.2
197.917,19.2
197.958,19.2
198,18.8
198.042,18.8
198.083,18.8
198.125,18.8
198.167,18.8
198.208,18.8
198.25,18.8
198.292,18.8
198.333,18.8
198.375,18.8
198.417,18.8
198.458,18.8
198.5,18.8
198.542,18.8
198.583,18.8
198.625,18.8
198.667,18.8
198.708,18.8
198.75,18.8
198.792,18.8
198.833,18.8
198.875,18.8
198.917,18.8
198.958,18.8
199,18.67
199.042,18.67
199.083,18.67
199.125,18.67
199.167,18.67
199.208,18.67
199.25,18.67
199.292,18.67
199.333,18.67
199.375,18.67
199.417,18.67
199.458,18.67
199.5,18.67
199.542,18.67
199.583,18.67
199.625,18.67
199.667,18.67
199.708,18.67
199.75,18.67
199.792,18.67
199.833,18.67
199.875,18.67
199.917,18.67
199.958,18.67
200,18.29
200.042,18.29
200.083,18.29
200.125,18.29
200.167,18.29
200.208,18.29
200.25,18.29
200.292,18.29
200.333,18.29
200.375,18.29
200.417,18.29
200.458,18.29
200.5,18.29
200.542,18.29
200.583,18.29
200.625,18.29
200.667,18.29
200.708,18.29
200.75,18.29
200.792,18.29
200.833,18.29
200.875,18.29
200.917,18.29
200.958,18.29
201,18.54
201.042,18.54
201.083,18.54
201.125,18.54
201.167,18.54
201.208,18.54
201.25,18.54
201.292,18.54
201.333,18.54
201.375,18.54
201.417,18.54
201.458,18.54
201.5,18.54
201.542,18.54
201.583,18.54
201.625,18.54
201.667,18.54
201.708,18.54
201.75,18.54
201.792,18.54
201.833,18.54
201.875,18.54
201.917,18.54
201.958,18.54
202,18.78
202.042,18.78
202.083,18.78
202.125,18.78
202.167,18.78
202.208,18.78
202.25,18.78
202.292,18.78
202.333,18.78
202.375,18.78
202.417,18.78
202.458,18.78
202.5,18.78
202.542,18.78
202.583,18.78
202.625,18.78
202.667,18.78
202.708,18.78
202.75,18.78
202.792,18.78
202.833,18.78
202.875,18.78
202.917,18.78
202.958,18.78
203,19.04
203.042,19.04
203.083,19.04
203.125,19.04
203.167,19.04
203.208,19.04
203.25,19.04
203.292,19.04
203.333,19.04
203.375,19.04
203.417,19.04
203.458,19.04
203.5,19.04
203.542,19.04
203.583,19.04
203.625,19.04
203.667,19.04
203.708,19.04
203.75,19.04
203.792,19.04
203.833,19.04
203.875,19.04
203.917,19.04
203.958,19.04
204,18.83
204.042,18.83
204.083,18.83
204.125,18.83
204.167,18.83
204.208,18.83
204.25,18.83
204.292,18.83
204.333,18.83
204.375,18.83
204.417,18.83
204.458,18.83
204.5,18.83
204.542,18.83
204.583,18.83
204.625,18.83
204.667,18.83
204.708,18.83
204.75,18.83
204.792,18.83
204.833,18.83
204.875,18.83
204.917,18.83
204.958,18.83
205,19.26
205.042,19.26
205.083,19.26
205.125,19.26
205.167,19.26
205.208,19.26
205.25,19.26
205.292,19.26
205.333,19.26
205.375,19.26
205.417,19.26
205.458,19.26
205.5,19.26
205.542,19.26
205.583,19.26
205.625,19.26
205.667,19.26
205.708,19.26
205.75,19.26
205.792,19.26
205.833,19.26
205.875,19.26
205.917,19.26
205.958,19.26
206,20.11
206.042,20.11
206.083,20.11
206.125,20.11
206.167,20.11
206.208,20.11
206.25,20.11
206.292,20.11
206.333,20.11
206.375,20.11
206.417,20.11
206.458,20.11
206.5,20.11
206.542,20.11
206.583,20.11
206.625,20.11
206.667,20.11
206.708,20.11
206.75,20.11
206.792,20.11
206.833,20.11
206.875,20.11
206.917,20.11
206.958,20.11
207,20.74
207.042,20.74
207.083,20.74
207.125,20.74
207.167,20.74
207.208,20.74
207.25,20.74
207.292,20.74
207.333,20.74
207.375,20.74
207.417,20.74
207.458,20.74
207.5,20.74
207.542,20.74
207.583,20.74
207.625,20.74
207.667,20.74
207.708,20.74
207.75,20.74
207.792,20.74
207.833,20.74
207.875,20.74
207.917,20.74
207.958,20.74
208,21.17
208.042,21.17
208.083,21.17
208.125,21.17
208.167,21.17
208.208,21.17
208.25,21.17
208.292,21.17
208.333,21.17
208.375,21.17
208.417,21.17
208.458,21.17
208.5,21.17
208.542,21.17
208.583,21.17
208.625,21.17
208.667,21.17
208.708,21.17
208.75,21.17
208.792,21.17
208.833,21.17
208.875,21.17
208.917,21.17
208.958,21.17
209,21.45
209.042,21.45
209.083,21.45
209.125,21.45
209.167,21.45
209.208,21.45
209.25,21.45
209.292,21.45
209.333,21.45
209.375,21.45
209.417,21.45
209.458,21.45
209.5,21.45
209.542,21.45
209.583,21.45
209.625,21.45
209.667,21.45
209.708,21.45
209.75,21.45
209.792,21.45
209.833,21.45
209.875,21.45
209.917,21.45
209.958,21.45
210,21.84
210.042,21.84
210.083,21.84
210.125,21.84
210.167,21.84
210.208,21.84
210.25,21.84
210.292,21.84
210.333,21.84
210.375,21.84
210.417,21.84
210.458,21.84
210.5,21.84
210.542,21.84
210.583,21.84
210.625,21.84
210.667,21.84
210.708,21.84
210.75,21.84
210.792,21.84
210.833,21.84
210.875,21.84
210.917,21.84
210.958,21.84
211,22.35
211.042,22.35
211.083,22.35
211.125,22.35
211.167,22.35
211.208,22.35
211.25,22.35
211.292,22.35
211.333,22.35
211.375,22.35
211.417,22.35
211.458,22.35
211.5,22.35
211.542,22.35
211.583,22.35
211.625,22.35
211.667,22.35
211.708,22.35
211.75,22.35
211.792,22.35
211.833,22.35
211.875,22.35
211.917,22.35
211.958,22.35
212,22.69
212.042,22.69
212.083,22.69
212.125,22.69
212.167,22.69
212.208,22.69
212.25,22.69
212.292,22.69
212.333,22.69
212.375,22.69
212.417,22.69
212.458,22.69
212.5,22.69
212.542,22.69
212.583,22.69
212.625,22.69
212.667,22.69
212.708,22.69
212.75,22.69
212.792,22.69
212.833,22.69
212.875,22.69
212.917,22.69
212.958,22.69
213,22.39
213.042,22.39
213.083,22.39
213.125,22.39
213.167,22.39
213.208,22.39
213.25,22.39
213.292,22.39
213.333,22.39
213.375,22.39
213.417,22.39
213.458,22.39
213.5,22.39
213.542,22.39
213.583,22.39
213.625,22.39
213.667,22.39
213.708,22.39
213.75,22.39
213.792,22.39
213.833,22.39
213.875,22.39
213.917,22.39
213.958,22.39
214,22.07
214.042,22.07
214.083,22.07
214.125,22.07
214.167,22.07
214.208,22.07
214.25,22.07
214.292,22.07
214.333,22.07
214.375,22.07
214.417,22.07
214.458,22.07
214.5,22.07
214.542,22.07
214.583,22.07
214.625,22.07
214.667,22.07
214.708,22.07
214.75,22.07
214.792,22.07
214.833,22.07
214.875,22.07
214.917,22.07
214.958,22.07
215,21.26
215.042,21.26
215.083,21.26
215.125,21.26
215.167,21.26
215.208,21.26
215.25,21.26
215.292,21.26
215.333,21.26
215.375,21.26
215.417,21.26
215.458,21.26
215.5,21.26
215.542,21.26
215.583,21.26
215.625,21.26
215.667,21.26
215.708,21.26
215.75,21.26
215.792,21.26
215.833,21.26
215.875,21.26
215.917,21.26
215.958,21.26
216,21.02
216.042,21.02
216.083,21.02
216.125,21.02
216.167,21.02
216.208,21.02
216.25,21.02
216.292,21.02
216.333,21.02
216.375,21.02
216.417,21.02
216.458,21.02
216.5,21.02
216.542,21.02
216.583,21.02
216.625,21.02
216.667,21.02
216.708,21.02
216.75,21.02
216.792,21.02
216.833,21.02
216.875,21.02
216.917,21.02
216.958,21.02
217,21.48
217.042,21.48
217.083,21.48
217.125,21.48
217.167,21.48
217.208,21.48
217.25,21.48
217.292,21.48
217.333,21.48
217.375,21.48
217.417,21.48
217.458,21.48
217.5,21.48
217.542,21.48
217.583,21.48
217.625,21.48
217.667,21.48
217.708,21.48
217.75,21.48
217.792,21.48
217.833,21.48
217.875,21.48
217.917,21.48
217.958,21.48
218,21.16
218.042,21.16
218.083,21.16
218.125,21.16
218.167,21.16
218.208,21.16
218.25,21.16
218.292,21.16
218.333,21.16
218.375,21.16
218.417,21.16
218.458,21.16
218.5,21.16
218.542,21.16
218.583,21.16
218.625,21.16
218.667,21.16
218.708,21.16
218.75,21.16
218.792,21.16
218.833,21.16
218.875,21.16
218.917,21.16
218.958,21.16
219,20.69
219.042,20.69
219.083,20.69
219.125,20.69
219.167,20.69
219.208,20.69
219.25,20.69
219.292,20.69
219.333,20.69
219.375,20.69
219.417,20.69
219.458,20.69
219.5,20.69
219.542,20.69
219.583,20.69
219.625,20.69
219.667,20.69
219.708,20.69
219.75,20.69
219.792,20.69
219.833,20.69
219.875,20.69
219.917,20.69
219.958,20.69
220,20.09
220.042,20.09
220.083,20.09
220.125,20.09
220.167,20.09
220.208,20.09
220.25,20.09
