$Trinity Lake updated withdrawals year 2016 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
189.083,45.8306614,0.0283
189.125,41.5264295,0.0283
189.167,42.0310751,0.0283
189.208,41.4800458,0.0283
189.25,53.3657911,0.0283
189.292,58.0663645,0.0283
189.333,54.0324825,0.0283
189.375,58.4737147,0.0283
189.417,58.2822935,0.0283
189.458,58.1973369,0.0283
189.5,54.3923736,0.0283
189.542,59.9032326,0.0283
189.583,98.262977,0.0283
189.625,99.6188866,0.0283
189.667,100.1804718,0.0283
189.708,100.4383131,0.0283
189.75,100.318689,0.0283
189.792,100.4569062,0.0283
189.833,100.3187456,0.0283
189.875,99.1842552,0.0283
189.917,60.5626509,0.0283
189.958,58.04896,0.0283
190,54.7320302,0.0283
190.042,53.9719771,0.0283
190.083,54.5796064,0.0283
190.125,54.5563721,0.0283
190.167,54.2497699,0.0283
190.208,54.0940067,0.0283
190.25,54.5391657,0.0283
190.292,54.3361981,0.0283
190.333,54.8302595,0.0283
190.375,54.0681688,0.0283
190.417,54.668808,0.0283
190.458,54.2311202,0.0283
190.5,54.6572333,0.0283
190.542,54.6024728,0.0283
190.583,56.3012652,0.0283
190.625,98.2656938,0.0283
190.667,100.360573,0.0283
190.708,100.5059501,0.0283
190.75,100.6571004,0.0283
190.792,100.884689,0.0283
190.833,100.6901548,0.0283
190.875,99.161219,0.0283
190.917,54.2969743,0.0283
190.958,47.9885647,0.0283
191,24.0429442,0.0283
191.042,22.5068202,0.0283
191.083,23.1028465,0.0283
191.125,24.1997262,0.0283
191.167,22.0562559,0.0283
191.208,22.7515586,0.0283
191.25,50.4909073,0.0283
191.292,52.4142036,0.0283
191.333,66.5991541,0.0283
191.375,68.5628911,0.0283
191.417,97.8364111,0.0283
191.458,100.5767567,0.0283
191.5,100.4526612,0.0283
191.542,100.3662896,0.0283
191.583,100.2767201,0.0283
191.625,100.5851618,0.0283
191.667,100.4841308,0.0283
191.708,100.1312581,0.0283
191.75,100.6081697,0.0283
191.792,101.1541616,0.0283
191.833,100.4638397,0.0283
191.875,98.1087986,0.0283
191.917,31.0353648,0.0283
191.958,27.3343474,0.0283
192,27.0428574,0.0283
192.042,27.289407,0.0283
192.083,27.2246283,0.0283
192.125,27.4952612,0.0283
192.167,27.1323986,0.0283
192.208,28.017849,0.0283
192.25,48.1571195,0.0283
192.292,46.6080907,0.0283
192.333,43.8309551,0.0283
192.375,47.5452735,0.0283
192.417,50.0876323,0.0283
192.458,49.7954914,0.0283
192.5,50.7816615,0.0283
192.542,51.6266995,0.0283
192.583,91.5641406,0.0283
192.625,93.1506386,0.0283
192.667,100.1300695,0.0283
192.708,100.4642359,0.0283
192.75,100.3130007,0.0283
192.792,100.4138053,0.0283
192.833,100.664232,0.0283
192.875,97.5730796,0.0283
192.917,15.0757779,0.0283
192.958,13.3261587,0.0283
193,14.0345077,0.0283
193.042,13.9477682,0.0283
193.083,13.7224153,0.0283
193.125,14.1151344,0.0283
193.167,13.2984813,0.0283
193.208,13.377976,0.0283
193.25,13.4661305,0.0283
193.292,13.6051684,0.0283
193.333,13.4715924,0.0283
193.375,14.6693333,0.0283
193.417,51.1352134,0.0283
193.458,97.4999807,0.0283
193.5,100.1905749,0.0283
193.542,100.1949331,0.0283
193.583,100.3691479,0.0283
193.625,100.5779736,0.0283
193.667,100.3289902,0.0283
193.708,100.7579616,0.0283
193.75,100.5418345,0.0283
193.792,100.5390611,0.0283
193.833,80.6645937,0.0283
193.875,75.7525061,0.0283
193.917,21.630822,0.0283
193.958,14.4361696,0.0283
194,13.5982349,0.0283
194.042,13.641449,0.0283
194.083,13.9884636,0.0283
194.125,13.4298216,0.0283
194.167,13.7695914,0.0283
194.208,17.2947526,0.0283
194.25,56.9275442,0.0283
194.292,59.036347,0.0283
194.333,59.1117948,0.0283
194.375,60.6892934,0.0283
194.417,97.8032718,0.0283
194.458,101.0807231,0.0283
194.5,100.8412485,0.0283
194.542,100.5819922,0.0283
194.583,100.3484323,0.0283
194.625,101.0776384,0.0283
194.667,101.1018066,0.0283
194.708,100.771772,0.0283
194.75,100.628291,0.0283
194.792,101.3297631,0.0283
194.833,100.8237308,0.0283
194.875,101.0572341,0.0283
194.917,98.1190149,0.0283
194.958,22.1696257,0.0283
195,14.0896078,0.0283
195.042,13.5550774,0.0283
195.083,13.6846348,0.0283
195.125,13.8574063,0.0283
195.167,14.069062,0.0283
195.208,19.2426982,0.0283
195.25,96.3667638,0.0283
195.292,101.089015,0.0283
195.333,99.9054241,0.0283
195.375,75.0081312,0.0283
195.417,73.0387059,0.0283
195.458,73.6317041,0.0283
195.5,99.1194199,0.0283
195.542,99.8408435,0.0283
195.583,100.8311454,0.0283
195.625,100.4569345,0.0283
195.667,100.3289336,0.0283
195.708,100.7909594,0.0283
195.75,100.632536,0.0283
195.792,100.783658,0.0283
195.833,101.1868764,0.0283
195.875,97.6078603,0.0283
195.917,22.3546794,0.0283
195.958,15.6167607,0.0283
196,41.8208061,0.0283
196.042,16.0100175,0.0283
196.083,37.2776656,0.0283
196.125,31.9649066,0.0283
196.167,40.2706453,0.0283
196.208,44.5998378,0.0283
196.25,88.3320542,0.0283
196.292,91.2963943,0.0283
196.333,91.2763013,0.0283
196.375,91.2733298,0.0283
196.417,94.0215428,0.0283
196.458,91.8951657,0.0283
196.5,91.1033883,0.0283
196.542,91.1985895,0.0283
196.583,91.0472411,0.0283
196.625,91.2071644,0.0283
196.667,91.0804936,0.0283
196.708,91.3755777,0.0283
196.75,91.2733298,0.0283
196.792,91.0285631,0.0283
196.833,91.1438856,0.0283
196.875,88.6503443,0.0283
196.917,21.7694354,0.0283
196.958,20.1090461,0.0283
197,58.1009188,0.0283
197.042,61.2350023,0.0283
197.083,67.0684247,0.0283
197.125,65.7555594,0.0283
197.167,66.5487518,0.0283
197.208,68.4417671,0.0283
197.25,93.5379241,0.0283
197.292,95.1068195,0.0283
197.333,95.9253404,0.0283
197.375,95.3993,0.0283
197.417,95.3388795,0.0283
197.458,95.1830597,0.0283
197.5,95.8373274,0.0283
197.542,95.2452631,0.0283
197.583,95.3371532,0.0283
197.625,95.5980226,0.0283
197.667,95.6358314,0.0283
197.708,90.5531514,0.0283
197.75,93.9884601,0.0283
197.792,95.7017987,0.0283
197.833,95.7017987,0.0283
197.875,95.0165425,0.0283
197.917,79.6538592,0.0283
197.958,79.8583267,0.0283
198,95.8312429,0.0283
198.042,98.3564802,0.0283
198.083,97.8597303,0.0283
198.125,70.2214126,0.0283
198.167,69.2566656,0.0283
198.208,93.9179931,0.0283
198.25,101.4069938,0.0283
198.292,95.4858697,0.0283
198.333,95.8571374,0.0283
198.375,97.4870193,0.0283
198.417,104.1020594,0.0283
198.458,103.8356715,0.0283
198.5,104.8321428,0.0283
198.542,96.6246617,0.0283
198.583,95.5964661,0.0283
198.625,95.5476486,0.0283
198.667,95.2266983,0.0283
198.708,95.6153422,0.0283
198.75,95.5231691,0.0283
198.792,95.5290838,0.0283
198.833,95.63985,0.0283
198.875,95.4037997,0.0283
198.917,95.1888895,0.0283
198.958,93.015308,0.0283
199,22.2050007,0.0283
199.042,14.4061716,0.0283
199.083,13.922185,0.0283
199.125,13.641449,0.0283
199.167,13.7224153,0.0283
199.208,14.9497297,0.0283
199.25,52.9959384,0.0283
199.292,55.9024333,0.0283
199.333,55.7298882,0.0283
199.375,55.477905,0.0283
199.417,55.5944727,0.0283
199.458,59.3970022,0.0283
199.5,93.5897414,0.0283
199.542,95.9695167,0.0283
199.583,95.8946632,0.0283
199.625,95.9608003,0.0283
199.667,95.9810348,0.0283
199.708,96.1538063,0.0283
199.75,96.0040144,0.0283
199.792,95.6787342,0.0283
199.833,95.7016572,0.0283
199.875,94.1397236,0.0283
199.917,48.1692885,0.0283
199.958,40.8788689,0.0283
200,32.8190572,0.0283
200.042,32.2144277,0.0283
200.083,32.2316907,0.0283
200.125,32.1208113,0.0283
200.167,32.1812318,0.0283
200.208,36.7415787,0.0283
200.25,90.500287,0.0283
200.292,92.4908807,0.0283
200.333,93.2057953,0.0283
200.375,93.4961533,0.0283
200.417,95.8194418,0.0283
200.458,96.1470143,0.0283
200.5,95.9264441,0.0283
200.542,95.364491,0.0283
200.583,96.349614,0.0283
200.625,96.2894482,0.0283
200.667,95.561742,0.0283
200.708,96.3339075,0.0283
200.75,96.1609379,0.0283
200.792,96.2905519,0.0283
200.833,96.090386,0.0283
200.875,93.8876555,0.0283
200.917,30.0013111,0.0283
200.958,19.2567916,0.0283
201,13.1750084,0.0283
201.042,14.880989,0.0283
201.083,20.5733642,0.0283
201.125,22.2937778,0.0283
201.167,20.0478898,0.0283
201.208,22.8825876,0.0283
201.25,53.3961287,0.0283
201.292,57.9387032,0.0283
201.333,55.693834,0.0283
201.375,53.7645381,0.0283
201.417,53.9388661,0.0283
201.458,57.5991315,0.0283
201.5,93.193598,0.0283
201.542,96.2751284,0.0283
201.583,96.3365111,0.0283
201.625,95.907285,0.0283
201.667,95.9565553,0.0283
201.708,96.2761472,0.0283
201.75,96.1625227,0.0283
201.792,96.2747888,0.0283
201.833,96.2315747,0.0283
201.875,94.132592,0.0283
201.917,31.4943342,0.0283
201.958,23.8418444,0.0283
202,14.6377222,0.0283
202.042,13.9452212,0.0283
202.083,13.7004828,0.0283
202.125,13.8387,0.0283
202.167,13.5881601,0.0283
202.208,14.8478497,0.0283
202.25,52.9425929,0.0283
202.292,56.0599794,0.0283
202.333,54.3543384,0.0283
202.375,53.1399854,0.0283
202.417,53.7214938,0.0283
202.458,57.5767179,0.0283
202.5,94.2880722,0.0283
202.542,97.1427498,0.0283
202.583,95.8744853,0.0283
202.625,95.8603636,0.0283
202.667,95.658245,0.0283
202.708,96.1037153,0.0283
202.75,96.0128157,0.0283
202.792,95.6796398,0.0283
202.833,95.8241113,0.0283
202.875,93.4188094,0.0283
202.917,22.0711417,0.0283
202.958,14.27735,0.0283
203,26.8520871,0.0283
203.042,27.7943922,0.0283
203.083,27.8451341,0.0283
203.125,28.2309197,0.0283
203.167,27.9646167,0.0283
203.208,28.1675843,0.0283
203.25,35.8870602,0.0283
203.292,36.3650189,0.0283
203.333,36.6874974,0.0283
203.375,36.0367955,0.0283
203.417,36.6126439,0.0283
203.458,36.5781179,0.0283
203.5,40.5217512,0.0283
203.542,93.0326276,0.0283
203.583,95.6584714,0.0283
203.625,95.6109274,0.0283
203.667,95.8398744,0.0283
203.708,95.7968018,0.0283
203.75,95.7838121,0.0283
203.792,95.8269696,0.0283
203.833,93.3663129,0.0283
203.875,35.8857018,0.0283
203.917,28.1484818,0.0283
203.958,27.5727183,0.0283
204,14.9389757,0.0283
204.042,13.7652898,0.0283
204.083,13.6497409,0.0283
204.125,13.822852,0.0283
204.167,14.0218859,0.0283
204.208,13.7278489,0.0283
204.25,13.6468543,0.0283
204.292,13.772478,0.0283
204.333,13.8073719,0.0283
204.375,13.6915117,0.0283
204.417,13.7696197,0.0283
204.458,18.4650991,0.0283
204.5,83.2963805,0.0283
204.542,86.8853016,0.0283
204.583,87.1084188,0.0283
204.625,87.0595164,0.0283
204.667,87.1502179,0.0283
204.708,87.1070038,0.0283
204.75,87.1069755,0.0283
204.792,87.1069189,0.0283
204.833,87.1070887,0.0283
204.875,84.7575661,0.0283
204.917,22.0037877,0.0283
204.958,15.0196873,0.0283
205,13.6831915,0.0283
205.042,13.9452212,0.0283
205.083,13.8113339,0.0283
205.125,13.6860781,0.0283
205.167,13.6846348,0.0283
205.208,13.6468543,0.0283
205.25,13.6414773,0.0283
205.292,13.6792012,0.0283
205.333,13.641449,0.0283
205.375,14.1795452,0.0283
205.417,31.3175158,0.0283
205.458,32.3024973,0.0283
205.5,36.4886333,0.0283
205.542,87.9217891,0.0283
205.583,91.045911,0.0283
205.625,90.8585933,0.0283
205.667,91.0891534,0.0283
205.708,91.0387794,0.0283
205.75,90.9552378,0.0283
205.792,90.9121086,0.0283
205.833,91.0287046,0.0283
205.875,88.267417,0.0283
205.917,21.9197367,0.0283
205.958,14.3584012,0.0283
206,13.8156638,0.0283
206.042,13.9020637,0.0283
206.083,13.8243236,0.0283
206.125,13.9337031,0.0283
206.167,13.690408,0.0283
206.208,13.7710064,0.0283
206.25,13.8602929,0.0283
206.292,13.8628682,0.0283
206.333,13.8952151,0.0283
206.375,13.6846348,0.0283
206.417,13.7710064,0.0283
206.458,18.6504358,0.0283
206.5,87.3694014,0.0283
206.542,90.9452196,0.0283
206.583,90.7388843,0.0283
206.625,90.9969803,0.0283
206.667,91.5169928,0.0283
206.708,90.6640025,0.0283
206.75,90.9580395,0.0283
206.792,90.9422764,0.0283
206.833,91.0718055,0.0283
206.875,88.4832611,0.0283
206.917,22.1548248,0.0283
206.958,14.1247847,0.0283
207,13.6587403,0.0283
207.042,13.788326,0.0283
207.083,13.8746976,0.0283
207.125,14.1410006,0.0283
207.167,13.9337031,0.0283
207.208,13.7508851,0.0283
207.25,13.8602929,0.0283
207.292,13.7710347,0.0283
207.333,13.9106952,0.0283
207.375,13.641449,0.0283
207.417,13.5982349,0.0283
207.458,19.0532863,0.0283
207.5,87.7506307,0.0283
207.542,91.240332,0.0283
207.583,91.166752,0.0283
207.625,91.2471523,0.0283
207.667,91.5558487,0.0283
207.708,91.212881,0.0283
207.75,91.4072454,0.0283
207.792,90.9851509,0.0283
207.833,91.6351736,0.0283
207.875,88.5725193,0.0283
207.917,18.2121537,0.0283
207.958,13.8012874,0.0283
208,13.7670444,0.0283
208.042,13.6151866,0.0283
208.083,13.7148875,0.0283
208.125,14.0733919,0.0283
208.167,13.7854111,0.0283
208.208,13.7595166,0.0283
208.25,13.6644852,0.0283
208.292,13.7134442,0.0283
208.333,13.5982632,0.0283
208.375,13.7566583,0.0283
208.417,13.6990112,0.0283
208.458,18.4472701,0.0283
208.5,87.2063651,0.0283
208.542,90.663012,0.0283
208.583,90.3837193,0.0283
208.625,90.3937092,0.0283
208.667,90.3648715,0.0283
208.708,90.3290154,0.0283
208.75,90.4629027,0.0283
208.792,90.8169923,0.0283
208.833,92.0896433,0.0283
208.875,89.7934096,0.0283
208.917,22.2002746,0.0283
208.958,14.4388298,0.0283
209,13.8433695,0.0283
209.042,13.6256576,0.0283
209.083,13.9408913,0.0283
209.125,14.0197634,0.0283
209.167,13.8894419,0.0283
209.208,14.0143581,0.0283
209.25,13.9938689,0.0283
209.292,13.7897693,0.0283
209.333,13.6360154,0.0283
209.375,13.7577337,0.0283
209.417,13.8141922,0.0283
209.458,18.2628107,0.0283
209.5,75.3320813,0.0283
209.542,78.4216489,0.0283
209.583,78.4129325,0.0283
209.625,78.4373837,0.0283
209.667,78.3812365,0.0283
209.708,78.8823163,0.0283
209.75,78.9903091,0.0283
209.792,78.9138142,0.0283
209.833,78.7541456,0.0283
209.875,76.1901656,0.0283
209.917,21.8405533,0.0283
209.958,14.2446635,0.0283
210,13.8574063,0.0283
210.042,13.6615986,0.0283
210.083,13.922185,0.0283
210.125,13.6860781,0.0283
210.167,13.9913219,0.0283
210.208,14.0733636,0.0283
210.25,13.7695914,0.0283
210.292,13.9477682,0.0283
210.333,13.7886373,0.0283
210.375,18.5085396,0.0283
210.417,88.0110756,0.0283
210.458,90.7633072,0.0283
210.5,89.9938585,0.0283
210.542,90.9724725,0.0283
210.583,90.5575662,0.0283
210.625,92.1630252,0.0283
210.667,92.5924211,0.0283
210.708,91.9107873,0.0283
210.75,91.9226167,0.0283
210.792,92.1230373,0.0283
210.833,92.1094816,0.0283
210.875,89.6063183,0.0283
210.917,22.3238607,0.0283
210.958,14.1943178,0.0283
211,13.6659568,0.0283
211.042,13.9625125,0.0283
211.083,13.8314835,0.0283
211.125,13.7523284,0.0283
211.167,13.5982349,0.0283
211.208,13.5982349,0.0283
211.25,13.7868544,0.0283
211.292,13.7378954,0.0283
211.333,13.6587403,0.0283
211.375,13.8833574,0.0283
211.417,18.3163826,0.0283
211.458,79.3645766,0.0283
211.5,82.8255251,0.0283
211.542,82.896077,0.0283
211.583,83.1306557,0.0283
211.625,83.5640419,0.0283
211.667,83.536789,0.0283
211.708,83.0787252,0.0283
211.75,82.0274934,0.0283
211.792,83.614614,0.0283
211.833,83.2904658,0.0283
211.875,80.3607366,0.0283
211.917,21.433288,0.0283
211.958,14.0047361,0.0283
212,13.7393387,0.0283
212.042,13.6468543,0.0283
212.083,13.5982632,0.0283
212.125,13.7508851,0.0283
212.167,13.6644852,0.0283
212.208,13.5982632,0.0283
212.25,13.9178834,0.0283
212.292,13.8271536,0.0283
212.333,13.8142205,0.0283
212.375,13.7710064,0.0283
212.417,14.086325,0.0283
212.458,14.1165777,0.0283
212.5,13.986992,0.0283
212.542,18.951661,0.0283
212.583,88.3048296,0.0283
212.625,92.0191763,0.0283
212.667,92.1169245,0.0283
212.708,92.3416831,0.0283
212.75,92.5201995,0.0283
212.792,92.4193383,0.0283
212.833,91.9528977,0.0283
212.875,90.0165834,0.0283
212.917,21.9795629,0.0283
212.958,14.312442,0.0283
213,14.1050596,0.0283
213.042,13.8891023,0.0283
213.083,13.9121385,0.0283
213.125,13.5259284,0.0283
213.167,13.8462278,0.0283
213.208,14.0787972,0.0283
213.25,13.8645945,0.0283
213.292,13.9351464,0.0283
213.333,13.6029044,0.0283
213.375,13.7404141,0.0283
213.417,18.7668054,0.0283
213.458,83.5208278,0.0283
213.5,87.3880228,0.0283
213.542,87.2894822,0.0283
213.583,87.3992579,0.0283
213.625,87.5301454,0.0283
213.667,87.1516046,0.0283
213.708,88.1507927,0.0283
213.75,87.1891587,0.0283
213.792,87.2221848,0.0283
213.833,87.8786316,0.0283
213.875,85.6860042,0.0283
213.917,28.5794342,0.0283
213.958,19.471249,0.0283
214,13.9927652,0.0283
214.042,14.0647604,0.0283
214.083,13.6429206,0.0283
214.125,13.7278206,0.0283
214.167,13.9495794,0.0283
214.208,17.1311786,0.0283
214.25,14.2605115,0.0283
214.292,15.9621622,0.0283
214.333,24.3524613,0.0283
214.375,24.7800177,0.0283
214.417,21.3219841,0.0283
214.458,20.2869399,0.0283
214.5,34.0900102,0.0283
214.542,88.4243405,0.0283
214.583,94.5510924,0.0283
214.625,88.0474128,0.0283
214.667,87.9851528,0.0283
214.708,87.9344109,0.0283
214.75,87.3573173,0.0283
214.792,88.1798002,0.0283
214.833,88.7585069,0.0283
214.875,84.8724075,0.0283
214.917,22.0784714,0.0283
214.958,14.2723409,0.0283
215,13.77644,0.0283
215.042,13.8141922,0.0283
215.083,13.6831915,0.0283
215.125,13.6831915,0.0283
215.167,13.9005921,0.0283
215.208,13.8170788,0.0283
215.25,13.724934,0.0283
215.292,13.7307072,0.0283
215.333,13.9006204,0.0283
215.375,13.7263773,0.0283
215.417,13.8127772,0.0283
215.458,13.8142205,0.0283
215.5,21.8093101,0.0283
215.542,80.2614885,0.0283
215.583,87.143058,0.0283
215.625,85.8344094,0.0283
215.667,83.529431,0.0283
215.708,84.0822998,0.0283
215.75,88.4920058,0.0283
215.792,84.6811844,0.0283
215.833,83.1782563,0.0283
215.875,81.4605029,0.0283
215.917,21.6876201,0.0283
215.958,14.7921553,0.0283
216,13.8588779,0.0283
216.042,14.0312532,0.0283
216.083,13.8087586,0.0283
216.125,13.7764117,0.0283
216.167,13.771346,0.0283
216.208,13.8962905,0.0283
216.25,14.0341398,0.0283
216.292,14.1586315,0.0283
216.333,13.9880674,0.0283
216.375,13.9495228,0.0283
216.417,18.9742727,0.0283
216.458,79.3152497,0.0283
216.5,83.1797562,0.0283
216.542,83.5567405,0.0283
216.583,83.6501588,0.0283
216.625,83.7597647,0.0283
216.667,83.9152732,0.0283
216.708,83.3249635,0.0283
216.75,83.5914363,0.0283
216.792,83.2372618,0.0283
216.833,83.5134981,0.0283
216.875,80.5321214,0.0283
216.917,22.081641,0.0283
216.958,14.2989995,0.0283
217,13.8646228,0.0283
217.042,13.9466645,0.0283
217.083,13.8127489,0.0283
217.125,14.0661754,0.0283
217.167,14.3382516,0.0283
217.208,13.8631795,0.0283
217.25,14.2461068,0.0283
217.292,14.1050313,0.0283
217.333,18.519237,0.0283
217.375,79.8710051,0.0283
217.417,83.5961907,0.0283
217.458,83.3005972,0.0283
217.5,83.0008719,0.0283
217.542,83.4045997,0.0283
217.583,83.6373106,0.0283
217.625,83.284353,0.0283
217.667,83.0558305,0.0283
217.708,83.8609089,0.0283
217.75,81.015825,0.0283
217.792,22.1568341,0.0283
217.833,14.4112373,0.0283
217.875,14.017556,0.0283
217.917,14.0658358,0.0283
217.958,13.7335938,0.0283
218,13.9945198,0.0283
218.042,13.9866241,0.0283
218.083,13.9941802,0.0283
218.125,13.9639275,0.0283
218.167,14.0171881,0.0283
218.208,14.0733636,0.0283
218.25,13.8703394,0.0283
218.292,13.8574063,0.0283
218.333,14.0503557,0.0283
218.375,2.9894705,0.0283
218.417,0.0283,0.0283
218.458,0.0283,0.0283
218.5,0.0283,0.0283
218.542,5.5171699,0.0283
218.583,88.1896203,0.0283
218.625,91.4144619,0.0283
218.667,92.7332136,0.0283
218.708,92.6352673,0.0283
218.75,92.9461994,0.0283
218.792,92.3156471,0.0283
218.833,83.7410584,0.0283
218.875,73.1136443,0.0283
218.917,11.4548212,0.0283
218.958,0.3804935,0.0283
219,0.0283,0.0283
219.042,0.0283,0.0283
219.083,0.0283,0.0283
219.125,0.0283,0.0283
219.167,0.0283,0.0283
219.208,0.0283,0.0283
219.25,0.0283,0.0283
219.292,0.0283,0.0283
219.333,0.0283,0.0283
219.375,0.0283,0.0283
219.417,27.7753463,0.0283
219.458,60.5007305,0.0283
219.5,79.4609947,0.0283
219.542,80.4414482,0.0283
219.583,80.3535484,0.0283
219.625,80.2398107,0.0283
219.667,80.3305405,0.0283
219.708,80.4672295,0.0283
219.75,80.596985,0.0283
219.792,82.8111204,0.0283
219.833,81.0215982,0.0283
219.875,7.0826693,0.0283
219.917,0.0283,0.0283
219.958,0.0283,0.0283
220,0.0283,0.0283
220.042,0.0283,0.0283
220.083,0.0283,0.0283
220.125,0.0283,0.0283
220.167,0.0283,0.0283
220.208,0.0283,0.0283
220.25,0.0283,0.0283
220.292,0.0283,0.0283
220.333,2.9633779,0.0283
220.375,38.8669653,0.0283
220.417,40.9054992,0.0283
220.458,41.1516526,0.0283
220.5,44.7083966,0.0283
220.542,81.4027426,0.0283
220.583,84.0567449,0.0283
220.625,83.7267669,0.0283
220.667,83.5147999,0.0283
220.708,83.4990934,0.0283
220.75,83.9414507,0.0283
220.792,83.3850161,0.0283
220.833,83.5871064,0.0283
220.875,81.4491829,0.0283
220.917,30.8453586,0.0283
220.958,15.8854692,0.0283
221,14.0949848,0.0283
221.042,14.0085849,0.0283
221.083,14.0517424,0.0283
221.125,14.051799,0.0283
221.167,14.1165777,0.0283
221.208,14.0517707,0.0283
221.25,13.9006487,0.0283
221.292,13.5982349,0.0283
221.333,13.6860781,0.0283
221.375,13.922185,0.0283
221.417,13.8156355,0.0283
221.458,14.0690337,0.0283
221.5,13.985577,0.0283
221.542,18.7609756,0.0283
221.583,79.8943243,0.0283
221.625,84.1297589,0.0283
221.667,83.4617374,0.0283
221.708,83.608671,0.0283
221.75,83.8879071,0.0283
221.792,83.5942946,0.0283
221.833,84.0030315,0.0283
221.875,81.2764397,0.0283
221.917,21.9731954,0.0283
221.958,14.1514716,0.0283
222,0.2769438,0.0283
222.042,0.0283,0.0283
222.083,0.0283,0.0283
222.125,0.0283,0.0283
222.167,0.0283,0.0283
222.208,0.0283,0.0283
222.25,0.0283,0.0283
222.292,2.2311437,0.0283
222.333,47.551358,0.0283
222.375,49.7014505,0.0283
222.417,50.1509677,0.0283
222.458,50.0876323,0.0283
222.5,48.9058243,0.0283
222.542,2.8675541,0.0283
222.583,0.4082841,0.0283
222.625,12.6620709,0.0283
222.667,75.6258353,0.0283
222.708,78.9556416,0.0283
222.75,78.8736282,0.0283
222.792,78.7555323,0.0283
222.833,78.7987181,0.0283
222.875,76.5369538,0.0283
222.917,8.4753406,0.0283
222.958,0.0283,0.0283
223,0.0283,0.0283
223.042,0.0283,0.0283
223.083,0.0283,0.0283
223.125,0.0283,0.0283
223.167,0.0283,0.0283
223.208,2.3422778,0.0283
223.25,47.6848208,0.0283
223.292,50.5209902,0.0283
223.333,50.7037233,0.0283
223.375,50.1408363,0.0283
223.417,37.5475627,0.0283
223.458,81.4927366,0.0283
223.5,83.928178,0.0283
223.542,83.7494918,0.0283
223.583,83.8044221,0.0283
223.625,83.9977111,0.0283
223.667,83.4152971,0.0283
223.708,83.8447779,0.0283
223.75,83.7700093,0.0283
223.792,84.1705392,0.0283
223.833,83.578107,0.0283
223.875,81.066199,0.0283
223.917,6.8620142,0.0283
223.958,1.1640073,0.0283
224,0.0283,0.0283
224.042,0.0283,0.0283
224.083,0.0283,0.0283
224.125,0.0283,0.0283
224.167,0.0283,0.0283
224.208,0.0283,0.0283
224.25,0.0283,0.0283
224.292,0.0283,0.0283
224.333,0.0283,0.0283
224.375,0.0283,0.0283
224.417,5.0061285,0.0283
224.458,79.8310455,0.0283
224.5,83.4920467,0.0283
224.542,83.6949011,0.0283
224.583,83.1776903,0.0283
224.625,83.8494757,0.0283
224.667,83.5828048,0.0283
224.708,83.6862979,0.0283
224.75,83.4168253,0.0283
224.792,84.0423685,0.0283
224.833,83.4127501,0.0283
224.875,80.7708036,0.0283
224.917,12.8845372,0.0283
224.958,0.3808048,0.0283
225,0.0283,0.0283
225.042,0.0283,0.0283
225.083,0.0283,0.0283
225.125,0.0283,0.0283
225.167,0.0283,0.0283
225.208,0.0283,0.0283
225.25,0.0283,0.0283
225.292,0.0283,0.0283
225.333,0.0283,0.0283
225.375,0.0283,4.7458534
225.417,43.7692611,0.0283
225.458,83.525186,0.0283
225.5,83.6950709,0.0283
225.542,83.6561018,0.0283
225.583,83.7296818,0.0283
225.625,83.7078625,0.0283
225.667,83.7814991,0.0283
225.708,83.7641229,0.0283
225.75,83.492075,0.0283
225.792,83.5610421,0.0283
225.833,83.5683435,0.0283
225.875,81.1338926,0.0283
225.917,10.6587422,0.0283
225.958,0.1096908,0.0283
226,0.0283,0.0283
226.042,0.0283,0.0283
226.083,0.0283,0.0283
226.125,0.0283,0.0283
226.167,0.0283,0.0283
226.208,0.0283,0.0283
226.25,0.0283,0.0283
226.292,0.0283,0.0283
226.333,0.0283,0.0283
226.375,0.0283,0.0283
226.417,4.2282181,0.0283
226.458,79.8352622,0.0283
226.5,83.5654569,0.0283
226.542,84.1416732,0.0283
226.583,83.2482988,0.0283
226.625,83.7380303,0.0283
226.667,83.6708461,0.0283
226.708,83.5464959,0.0283
226.75,83.8246,0.0283
226.792,83.7756976,0.0283
226.833,83.6085578,0.0283
226.875,80.5450545,0.0283
226.917,11.9050742,0.0283
226.958,0.584961,0.0283
227,0.0283,0.0283
227.042,0.0283,0.0283
227.083,0.0283,0.0283
227.125,0.0283,0.0283
227.167,0.0283,0.0283
227.208,0.0283,0.0283
227.25,0.0283,0.0283
227.292,0.0283,0.0283
227.333,0.0283,0.0283
227.375,0.0283,0.0283
227.417,4.3271266,0.0283
227.458,80.0685674,0.0283
227.5,88.8375488,0.0283
227.542,84.616434,0.0283
227.583,84.3428579,0.0283
227.625,85.4341625,0.0283
227.667,76.9401156,0.0283
227.708,74.6252039,0.0283
227.75,74.0491291,0.0283
227.792,74.683134,0.0283
227.833,74.2192687,0.0283
227.875,56.5961512,0.0283
227.917,54.1320702,0.0283
227.958,9.6345369,0.0283
228,0.7416581,0.0283
228.042,0.0283,0.0283
228.083,0.0283,0.0283
228.125,0.0283,0.0283
228.167,0.0283,0.0283
228.208,2.2526517,0.0283
228.25,39.248421,0.0283
228.292,41.2740218,0.0283
228.333,41.2437974,0.0283
228.375,41.2380242,0.0283
228.417,41.2826816,0.0283
