$Trinity Lake updated withdrawals year 2016 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
228.458,41.1027219,0.0283
228.5,41.3834862,0.0283
228.542,50.3308708,0.0283
228.583,50.4460235,0.0283
228.625,50.669169,0.0283
228.667,50.483521,0.0283
228.708,50.6433028,0.0283
228.75,50.3482753,0.0283
228.792,50.6217099,0.0283
228.833,50.4979257,0.0283
228.875,49.8543271,0.0283
228.917,29.155226,0.0283
228.958,28.0149907,0.0283
229,27.9976994,0.0283
229.042,28.2136567,0.0283
229.083,28.0236222,0.0283
229.125,28.1618394,0.0283
229.167,28.0477621,0.0283
229.208,28.1650656,0.0283
229.25,28.1099938,0.0283
229.292,28.2050252,0.0283
229.333,28.5890845,0.0283
229.375,49.2874781,0.0283
229.417,50.6418029,0.0283
229.458,50.5682229,0.0283
229.5,50.6980067,0.0283
229.542,50.9574328,0.0283
229.583,50.4730217,0.0283
229.625,50.8491004,0.0283
229.667,50.7109398,0.0283
229.708,50.6980633,0.0283
229.75,50.7973397,0.0283
229.792,50.7584838,0.0283
229.833,50.5987586,0.0283
229.875,49.9896294,0.0283
229.917,29.5770092,0.0283
229.958,27.9113278,0.0283
230,28.2222882,0.0283
230.042,28.1575378,0.0283
230.083,28.1258701,0.0283
230.125,28.2467677,0.0283
230.167,28.3705802,0.0283
230.208,28.4439904,0.0283
230.25,27.8738869,0.0283
230.292,28.3374692,0.0283
230.333,28.29717,0.0283
230.375,29.0025758,0.0283
230.417,49.3029582,0.0283
230.458,50.7556255,0.0283
230.5,50.8275075,0.0283
230.542,50.3852068,0.0283
230.583,50.9413301,0.0283
230.625,50.9024176,0.0283
230.667,50.61172,0.0283
230.708,50.6980633,0.0283
230.75,50.7615119,0.0283
230.792,50.7052232,0.0283
230.833,50.7255143,0.0283
230.875,50.7124114,0.0283
230.917,50.5367533,0.0283
230.958,40.0419247,0.0283
231,25.0781299,0.0283
231.042,25.2825125,0.0283
231.083,23.5059234,0.0283
231.125,24.8966703,0.0283
231.167,26.1146174,0.0283
231.208,28.3345543,0.0283
231.25,29.5280219,0.0283
231.292,32.4678825,0.0283
231.333,28.4555368,0.0283
231.375,28.8240311,0.0283
231.417,28.7477909,0.0283
231.458,49.2064552,0.0283
231.5,50.6418595,0.0283
231.542,50.5292538,0.0283
231.583,50.9042854,0.0283
231.625,50.7037516,0.0283
231.667,50.6415765,0.0283
231.708,50.8736931,0.0283
231.75,50.8538548,0.0283
231.792,50.5854293,0.0283
231.833,50.6547926,0.0283
231.875,50.3427851,0.0283
231.917,33.5067755,0.0283
231.958,32.5368779,0.0283
232,28.5202872,0.0283
232.042,28.2327309,0.0283
232.083,28.0736849,0.0283
232.125,28.0452434,0.0283
232.167,28.1100221,0.0283
232.208,28.1531796,0.0283
232.25,28.3878432,0.0283
232.292,28.5922824,0.0283
232.333,49.012204,0.0283
232.375,50.7225145,0.0283
232.417,50.824819,0.0283
232.458,50.8074145,0.0283
232.5,50.6951484,0.0283
232.542,50.8506003,0.0283
232.583,51.0234284,0.0283
232.625,51.0405782,0.0283
232.667,50.8564301,0.0283
232.708,50.6290113,0.0283
232.75,50.7455507,0.0283
232.792,50.8420537,0.0283
232.833,50.8044996,0.0283
232.875,50.3611801,0.0283
232.917,33.6338708,0.0283
232.958,32.4044339,0.0283
233,28.2622761,0.0283
233.042,28.0426681,0.0283
233.083,28.3691369,0.0283
233.125,28.0391306,0.0283
233.167,28.1963937,0.0283
233.208,28.4025875,0.0283
233.25,28.600546,0.0283
233.292,28.2079118,0.0283
233.333,28.4166243,0.0283
233.375,29.9271368,0.0283
233.417,49.7287883,0.0283
233.458,50.7713886,0.0283
233.5,50.6979784,0.0283
233.542,50.8708065,0.0283
233.583,50.9844876,0.0283
233.625,50.7958681,0.0283
233.667,50.7729734,0.0283
233.708,50.7988113,0.0283
233.75,50.9297271,0.0283
233.792,50.724071,0.0283
233.833,50.6116068,0.0283
233.875,50.7843783,0.0283
233.917,46.4943813,0.0283
233.958,50.3380307,0.0283
234,46.1633279,0.0283
234.042,46.2208335,0.0283
234.083,46.2640476,0.0283
234.125,45.7745708,0.0283
234.167,37.5239322,0.0283
234.208,37.2762789,0.0283
234.25,50.0617944,0.0283
234.292,51.0926785,0.0283
234.333,50.9544613,0.0283
234.375,50.1941252,0.0283
234.417,25.2695794,0.0283
234.458,24.2888146,0.0283
234.5,49.1738536,0.0283
234.542,50.9141055,0.0283
234.583,50.8920598,0.0283
234.625,51.0306166,0.0283
234.667,50.8869658,0.0283
234.708,50.8159894,0.0283
234.75,50.8445724,0.0283
234.792,50.7646249,0.0283
234.833,50.7642287,0.0283
234.875,50.123262,0.0283
234.917,29.3668251,0.0283
234.958,28.4140773,0.0283
235,27.935496,0.0283
235.042,28.2957267,0.0283
235.083,28.0955891,0.0283
235.125,28.2107701,0.0283
235.167,28.2424378,0.0283
235.208,28.3633637,0.0283
235.25,34.016883,0.0283
235.292,52.1809267,0.0283
235.333,57.6618443,0.0283
235.375,57.4140778,0.0283
235.417,57.6846541,0.0283
235.458,57.1767257,0.0283
235.5,57.1421148,0.0283
235.542,57.2716439,0.0283
235.583,57.4617067,0.0283
235.625,57.5134957,0.0283
235.667,51.9246419,0.0283
235.708,51.6785734,0.0283
235.75,51.4596163,0.0283
235.792,51.243376,0.0283
235.833,51.6428871,0.0283
235.875,51.3155976,0.0283
235.917,51.3872249,0.0283
235.958,51.3659999,0.0283
236,51.061124,0.0283
236.042,50.6976954,0.0283
236.083,51.0868204,0.0283
236.125,51.0151931,0.0283
236.167,50.9727431,0.0283
236.208,51.0451628,0.0283
236.25,51.0449364,0.0283
236.292,51.85409,0.0283
236.333,57.3047549,0.0283
236.375,57.1851874,0.0283
236.417,57.2326748,0.0283
236.458,56.4985445,0.0283
236.5,52.4660775,0.0283
236.542,51.6569805,0.0283
236.583,51.5964751,0.0283
236.625,51.648349,0.0283
236.667,51.7362771,0.0283
236.708,51.6036916,0.0283
236.75,51.5143768,0.0283
236.792,51.6453775,0.0283
236.833,51.693063,0.0283
236.875,51.3027494,0.0283
236.917,51.0867072,0.0283
236.958,50.1825505,0.0283
237,25.3932787,0.0283
237.042,23.8773609,0.0283
237.083,23.6585453,0.0283
237.125,23.4483895,0.0283
237.167,23.6236514,0.0283
237.208,24.542892,0.0283
237.25,49.4111491,0.0283
237.292,51.2435458,0.0283
237.333,51.3013344,0.0283
237.375,51.2743362,0.0283
237.417,51.2164061,0.0283
237.458,50.9856479,0.0283
237.5,51.0867921,0.0283
237.542,51.356293,0.0283
237.583,51.0331353,0.0283
237.625,51.0436346,0.0283
237.667,51.0048353,0.0283
237.708,51.1745787,0.0283
237.75,51.2970328,0.0283
237.792,51.0852639,0.0283
237.833,51.1299496,0.0283
237.875,51.0867638,0.0283
237.917,51.0450779,0.0283
237.958,50.3941779,0.0283
238,25.3458479,0.0283
238.042,23.7046743,0.0283
238.083,23.8342317,0.0283
238.125,23.7910742,0.0283
238.167,23.7032027,0.0283
238.208,23.6485271,0.0283
238.25,32.0574476,0.0283
238.292,33.3833875,0.0283
238.333,50.2432823,0.0283
238.375,51.6484056,0.0283
238.417,51.5157352,0.0283
238.458,51.3487652,0.0283
238.5,51.2192078,0.0283
238.542,50.6303414,0.0283
238.583,50.2511214,0.0283
238.625,49.972706,0.0283
238.667,50.3003634,0.0283
238.708,50.0719258,0.0283
238.75,49.9815922,0.0283
238.792,50.1339594,0.0283
238.833,37.9717797,0.0283
238.875,42.9013001,0.0283
238.917,42.6890784,0.0283
238.958,45.3405337,0.0283
239,28.3009622,0.0283
239.042,39.711409,0.0283
239.083,40.2298367,0.0283
239.125,40.3542152,0.0283
239.167,40.4652644,0.0283
239.208,49.7075916,0.0283
239.25,50.1791262,0.0283
239.292,50.1592879,0.0283
239.333,50.1534015,0.0283
239.375,50.1547882,0.0283
239.417,50.171655,0.0283
239.458,50.1308181,0.0283
239.5,50.0903208,0.0283
239.542,50.0557099,0.0283
239.583,50.1091403,0.0283
239.625,50.073171,0.0283
239.667,50.1236582,0.0283
239.708,50.0795951,0.0283
239.75,50.0259383,0.0283
239.792,49.9601125,0.0283
239.833,50.1257524,0.0283
239.875,50.0364093,0.0283
239.917,49.9306239,0.0283
239.958,50.0508423,0.0283
240,50.2046245,0.0283
240.042,49.9578485,0.0283
240.083,50.1182246,0.0283
240.125,50.2815156,0.0283
240.167,49.9915538,0.0283
240.208,50.2317925,0.0283
240.25,50.188918,0.0283
240.292,50.2578851,0.0283
240.333,50.2176142,0.0283
240.375,50.2889868,0.0283
240.417,50.2150106,0.0283
240.458,50.3029104,0.0283
240.5,50.1890312,0.0283
240.542,50.1951723,0.0283
240.583,50.1879275,0.0283
240.625,50.2411598,0.0283
240.667,50.2412447,0.0283
240.708,50.2064923,0.0283
240.75,50.2045396,0.0283
240.792,50.1713437,0.0283
240.833,50.2285663,0.0283
240.875,50.1154795,0.0283
240.917,50.1562315,0.0283
240.958,50.1578729,0.0283
241,50.2271796,0.0283
241.042,50.2028133,0.0283
241.083,50.2537533,0.0283
241.125,50.2187745,0.0283
241.167,50.2089261,0.0283
241.208,50.2583662,0.0283
241.25,50.2444992,0.0283
241.292,50.3521807,0.0283
241.333,50.211558,0.0283
241.375,50.3000238,0.0283
241.417,50.5035574,0.0283
241.458,50.1764943,0.0283
241.5,50.3224091,0.0283
241.542,50.497105,0.0283
241.583,50.2463953,0.0283
241.625,50.2203027,0.0283
241.667,50.346266,0.0283
241.708,50.248348,0.0283
241.75,50.3385967,0.0283
241.792,50.2602057,0.0283
241.833,50.2453199,0.0283
241.875,50.2800723,0.0283
241.917,50.1810506,0.0283
241.958,50.2558758,0.0283
242,50.2891283,0.0283
242.042,50.2453482,0.0283
242.083,50.3099854,0.0283
242.125,50.3259183,0.0283
242.167,50.3645761,0.0283
242.208,50.3317481,0.0283
242.25,50.3818108,0.0283
242.292,50.4625224,0.0283
242.333,50.488898,0.0283
242.375,50.4538626,0.0283
242.417,50.4766441,0.0283
242.458,50.3895933,0.0283
242.5,50.9536972,0.0283
242.542,50.6649523,0.0283
242.583,51.472606,0.0283
242.625,51.4337784,0.0283
242.667,51.5159333,0.0283
242.708,51.6684986,0.0283
242.75,51.3340492,0.0283
242.792,51.683158,0.0283
242.833,51.4956422,0.0283
242.875,51.3125129,0.0283
242.917,51.3459635,0.0283
242.958,51.7509648,0.0283
243,51.3731315,0.0283
243.042,50.4060073,0.0283
243.083,16.6014026,0.0283
243.125,14.1298504,0.0283
243.167,14.1075783,0.0283
243.208,15.180403,0.0283
243.25,48.8280276,0.0283
243.292,51.6280013,0.0283
243.333,51.60505,0.0283
243.375,51.475436,0.0283
243.417,51.8009426,0.0283
243.458,51.9045772,0.0283
243.5,51.9305283,0.0283
243.542,51.6743001,0.0283
243.583,51.7086846,0.0283
243.625,51.6179548,0.0283
243.667,51.7086846,0.0283
243.708,51.6324444,0.0283
243.75,51.672687,0.0283
243.792,51.6669421,0.0283
243.833,51.5619208,0.0283
243.875,51.7160709,0.0283
243.917,51.5806554,0.0283
243.958,51.6914499,0.0283
244,51.8641931,0.0283
244.042,51.7072696,0.0283
244.083,51.606465,0.0283
244.125,51.6669421,0.0283
244.167,51.8224789,0.0283
244.208,51.6508111,0.0283
244.25,51.8916158,0.0283
244.292,52.0747734,0.0283
244.333,51.0463231,0.0283
244.375,29.9325704,0.0283
244.417,29.0820988,0.0283
244.458,40.6029156,0.0283
244.5,41.7333591,0.0283
244.542,42.2516736,0.0283
244.583,50.9273782,0.0283
244.625,51.7660487,0.0283
244.667,51.9334432,0.0283
244.708,51.9261984,0.0283
244.75,51.8671646,0.0283
244.792,51.691365,0.0283
244.833,51.6051066,0.0283
244.875,51.4755209,0.0283
244.917,51.633916,0.0283
244.958,51.2164061,0.0283
245,42.3451768,0.0283
245.042,41.6354128,0.0283
245.083,41.5822371,0.0283
245.125,41.5894253,0.0283
245.167,41.7002481,0.0283
245.208,42.2906993,0.0283
245.25,51.328842,0.0283
245.292,51.9506213,0.0283
245.333,51.8253655,0.0283
245.375,51.5933055,0.0283
245.417,52.1784363,0.0283
245.458,52.0802636,0.0283
245.5,52.1247795,0.0283
245.542,51.9415936,0.0283
245.583,52.0588971,0.0283
245.625,51.8237807,0.0283
245.667,51.5759859,0.0283
245.708,51.6914499,0.0283
245.75,51.8473546,0.0283
245.792,51.718533,0.0283
245.833,51.897389,0.0283
245.875,51.9031056,0.0283
245.917,42.6302993,0.0283
245.958,41.9262802,0.0283
246,41.919092,0.0283
246.042,42.0991649,0.0283
246.083,42.0126235,0.0283
246.125,41.7736866,0.0283
246.167,41.7563953,0.0283
246.208,44.5004482,0.0283
246.25,51.4497962,0.0283
246.292,52.2530351,0.0283
246.333,52.1320526,0.0283
246.375,51.9506213,0.0283
246.417,52.0371344,0.0283
246.458,51.8555899,0.0283
246.5,51.8311104,0.0283
246.542,51.8123192,0.0283
246.583,47.2458595,0.0283
246.625,46.6412017,0.0283
246.667,46.5865544,0.0283
246.708,46.5141913,0.0283
246.75,47.036015,0.0283
246.792,46.7607409,0.0283
246.833,46.4465543,0.0283
246.875,46.441432,0.0283
246.917,41.9594195,0.0283
246.958,41.8784532,0.0283
247,41.8011376,0.0283
247.042,42.0000583,0.0283
247.083,41.9767391,0.0283
247.125,41.9923041,0.0283
247.167,42.254447,0.0283
247.208,42.0904485,0.0283
247.25,51.3070793,0.0283
247.292,51.9549512,0.0283
247.333,52.3137669,0.0283
247.375,51.971818,0.0283
247.417,51.8642214,0.0283
247.458,42.5208066,0.0283
247.5,41.8543133,0.0283
247.542,42.0990517,0.0283
247.583,51.5460162,0.0283
247.625,52.0369363,0.0283
247.667,51.9938071,0.0283
247.708,51.8729095,0.0283
247.75,52.1233362,0.0283
247.792,52.0311348,0.0283
247.833,52.0369646,0.0283
247.875,51.6625273,0.0283
247.917,42.4287467,0.0283
247.958,42.1063814,0.0283
248,41.9277235,0.0283
248.042,42.0212833,0.0283
248.083,41.7981661,0.0283
248.125,41.7549803,0.0283
248.167,41.8456535,0.0283
248.208,42.0588657,0.0283
248.25,42.2849544,0.0283
248.292,51.0462665,0.0283
248.333,52.2230088,0.0283
248.375,52.0801221,0.0283
248.417,52.0668777,0.0283
248.458,52.2529502,0.0283
248.5,52.391507,0.0283
248.542,52.1561642,0.0283
248.583,52.2544501,0.0283
248.625,52.5728251,0.0283
248.667,52.0971304,0.0283
248.708,52.296136,0.0283
248.75,52.474709,0.0283
248.792,52.2529502,0.0283
248.833,52.2962209,0.0283
248.875,50.7370041,0.0283
248.917,16.9267394,0.0283
248.958,40.360045,0.0283
249,42.0169817,0.0283
249.042,42.0154252,0.0283
249.083,42.1394641,0.0283
249.125,41.9306101,0.0283
249.167,41.9306101,0.0283
249.208,42.3135657,0.0283
249.25,47.4357808,0.0283
249.292,48.1902588,0.0283
249.333,47.5913176,0.0283
249.375,50.0244384,0.0283
249.417,52.0772355,0.0283
249.458,52.1219495,0.0283
249.5,50.117885,0.0283
249.542,52.1651353,0.0283
249.583,51.2235943,0.0283
249.625,26.1620765,0.0283
249.667,50.4232703,0.0283
249.708,51.9805344,0.0283
249.75,50.0594172,0.0283
249.792,44.6875961,0.0283
249.833,37.3997235,0.0283
249.875,50.553139,0.0283
249.917,42.4445947,0.0283
249.958,41.5545314,0.0283
250,41.8931692,0.0283
250.042,42.0461024,0.0283
250.083,42.1204182,0.0283
250.125,42.2330522,0.0283
250.167,42.4320861,0.0283
250.208,42.3002647,0.0283
250.25,51.3819045,0.0283
250.292,52.2098493,0.0283
250.333,52.3854508,0.0283
250.375,52.4156752,0.0283
250.417,52.7266356,0.0283
250.458,52.523668,0.0283
250.5,52.3034657,0.0283
250.542,52.5150082,0.0283
250.583,52.2442621,0.0283
250.625,52.2961643,0.0283
250.667,46.8786104,0.0283
250.708,40.3139443,0.0283
250.75,52.192558,0.0283
250.792,52.1666352,0.0283
250.833,52.1666352,0.0283
250.875,51.9707992,0.0283
250.917,42.4848939,0.0283
250.958,41.8298338,0.0283
251,42.126531,0.0283
251.042,42.2330522,0.0283
251.083,42.1898664,0.0283
251.125,42.309349,0.0283
251.167,42.0601675,0.0283
251.208,42.3985223,0.0283
251.25,51.4107705,0.0283
251.292,52.2112643,0.0283
251.333,52.2223579,0.0283
251.375,52.3958935,0.0283
251.417,52.2397907,0.0283
251.458,52.0785656,0.0283
251.5,52.3998838,0.0283
251.542,52.3901486,0.0283
251.583,52.1417312,0.0283
251.625,51.9806759,0.0283
251.667,52.1968313,0.0283
251.708,52.4102416,0.0283
251.75,52.2583272,0.0283
251.792,52.4588893,0.0283
251.833,52.4851517,0.0283
251.875,51.7200329,0.0283
251.917,42.5856702,0.0283
251.958,41.9450148,0.0283
252,41.9593912,0.0283
252.042,41.9450148,0.0283
252.083,42.117758,0.0283
252.125,42.2618616,0.0283
252.167,42.4633859,0.0283
252.208,42.5210047,0.0283
252.25,51.4221471,0.0283
252.292,52.3349919,0.0283
252.333,52.4689641,0.0283
252.375,52.4631909,0.0283
252.417,52.5566941,0.0283
252.458,51.978044,0.0283
252.5,29.7828068,0.0283
252.542,28.6598911,0.0283
252.583,29.2300512,0.0283
252.625,50.9026157,0.0283
252.667,52.2745997,0.0283
252.708,52.2328289,0.0283
252.75,52.3466515,0.0283
252.792,52.3479533,0.0283
252.833,52.3652446,0.0283
252.875,52.5693442,0.0283
252.917,42.7241704,0.0283
252.958,41.7059647,0.0283
253,33.3053078,0.0283
253.042,32.8852792,0.0283
253.083,33.2873656,0.0283
253.125,33.3097226,0.0283
253.167,33.3171938,0.0283
253.208,33.9006266,0.0283
253.25,50.7365796,0.0283
253.292,52.5294412,0.0283
253.333,52.5999365,0.0283
253.375,52.6549234,0.0283
253.417,52.5420347,0.0283
253.458,52.2962492,0.0283
253.5,52.4056287,0.0283
253.542,52.3394067,0.0283
253.583,52.4487579,0.0283
253.625,52.5985498,0.0283
253.667,52.4286083,0.0283
253.708,52.5135366,0.0283
253.75,52.4703791,0.0283
253.792,52.2544784,0.0283
253.833,52.1205628,0.0283
253.875,51.8484017,0.0283
253.917,34.1564303,0.0283
253.958,33.0551924,0.0283
254,32.8392351,0.0283
254.042,24.4388046,0.0283
254.083,23.8773609,0.0283
254.125,23.8989538,0.0283
254.167,24.0328411,0.0283
254.208,24.9542042,0.0283
254.25,50.6348128,0.0283
254.292,52.5755136,0.0283
254.333,52.7337955,0.0283
254.375,52.5351295,0.0283
254.417,52.6186711,0.0283
254.458,52.3893845,0.0283
254.5,52.237555,0.0283
254.542,34.8878721,0.0283
254.583,33.9603962,0.0283
254.625,51.066784,0.0283
254.667,52.5902579,0.0283
254.708,52.1965483,0.0283
254.75,52.3509531,0.0283
254.792,52.4200617,0.0283
254.833,52.4429847,0.0283
254.875,51.5490443,0.0283
254.917,25.2277237,0.0283
254.958,24.2401669,0.0283
255,32.7226674,0.0283
255.042,33.1631286,0.0283
255.083,33.0250246,0.0283
255.125,33.2409819,0.0283
255.167,33.2063427,0.0283
255.208,33.6698967,0.0283
255.25,51.0134385,0.0283
255.292,52.6042664,0.0283
255.333,52.5568356,0.0283
255.375,52.4647191,0.0283
255.417,52.2645532,0.0283
255.458,52.3450667,0.0283
255.5,52.4257217,0.0283
255.542,51.1488257,0.0283
255.583,45.2563412,0.0283
255.625,51.7445124,0.0283
255.667,52.65498,0.0283
255.708,52.5610806,0.0283
255.75,52.1878602,0.0283
255.792,52.2530068,0.0283
255.833,52.3713574,0.0283
255.875,51.5774858,0.0283
255.917,33.9535193,0.0283
255.958,33.2755362,0.0283
256,33.4482794,0.0283
256.042,33.2668764,0.0283
256.083,33.1027081,0.0283
256.125,29.6089599,0.0283
256.167,30.5325304,0.0283
256.208,33.2136158,0.0283
256.25,32.034468,0.0283
256.292,31.2930363,0.0283
256.333,33.3964621,0.0283
256.375,33.3561063,0.0283
256.417,33.6353424,0.0283
256.458,51.4280052,0.0283
256.5,53.0188897,0.0283
256.542,52.6301609,0.0283
256.583,52.4258915,0.0283
256.625,52.3608298,0.0283
256.667,52.4575026,0.0283
256.708,52.5408744,0.0283
256.75,52.3869507,0.0283
256.792,52.4403245,0.0283
256.833,52.6086529,0.0283
256.875,52.6517255,0.0283
256.917,52.588475,0.0283
256.958,51.8801543,0.0283
257,34.0773035,0.0283
257.042,32.9007876,0.0283
257.083,33.2570563,0.0283
257.125,33.3690677,0.0283
257.167,33.3111376,0.0283
257.208,33.8012936,0.0283
257.25,51.3977808,0.0283
257.292,52.6331607,0.0283
257.333,52.3274924,0.0283
257.375,52.4807652,0.0283
257.417,52.5553357,0.0283
257.458,52.5363181,0.0283
257.5,52.857608,0.0283
257.542,53.1230054,0.0283
257.583,52.6657623,0.0283
257.625,52.804404,0.0283
257.667,52.5552791,0.0283
257.708,52.5553357,0.0283
257.75,52.8476747,0.0283
257.792,52.8518914,0.0283
257.833,52.9499509,0.0283
257.875,52.1046582,0.0283
257.917,34.2040592,0.0283
257.958,33.0451176,0.0283
258,32.3512582,0.0283
258.042,31.9912539,0.0283
258.083,33.371926,0.0283
258.125,33.3013458,0.0283
258.167,33.1717884,0.0283
258.208,32.9832255,0.0283
258.25,44.3348083,0.0283
258.292,45.8782337,0.0283
258.333,34.8806839,0.0283
258.375,33.3359001,0.0283
258.417,33.1112547,0.0283
258.458,33.5244913,0.0283
258.5,51.4971704,0.0283
258.542,52.851948,0.0283
258.583,52.7911313,0.0283
258.625,52.8853137,0.0283
258.667,52.7281921,0.0283
258.708,52.4513615,0.0283
258.75,52.5986913,0.0283
258.792,52.8349114,0.0283
258.833,52.5778625,0.0283
258.875,52.2371022,0.0283
258.917,34.0111664,0.0283
258.958,33.5101432,0.0283
259,25.9793434,0.0283
259.042,30.050638,0.0283
259.083,33.0321562,0.0283
259.125,33.2970725,0.0283
259.167,32.7384305,0.0283
259.208,33.3358718,0.0283
259.25,31.0454396,0.0283
259.292,30.9259287,0.0283
259.333,31.0583444,0.0283
259.375,49.4630513,0.0283
259.417,52.7713496,0.0283
259.458,52.5552508,0.0283
259.5,52.7280789,0.0283
259.542,52.6460938,0.0283
259.583,52.9397629,0.0283
259.625,52.9930518,0.0283
259.667,52.8533347,0.0283
259.708,52.8475898,0.0283
259.75,52.8145637,0.0283
259.792,52.5569488,0.0283
259.833,52.5135083,0.0283
259.875,52.028418,0.0283
259.917,34.2213505,0.0283
259.958,33.5058133,0.0283
260,28.6815123,0.0283
260.042,27.2256754,0.0283
260.083,27.1976018,0.0283
260.125,29.4330188,0.0283
260.167,32.4904942,0.0283
260.208,33.0148649,0.0283
260.25,32.4695805,0.0283
260.292,33.2519906,0.0283
260.333,33.2037674,0.0283
260.375,33.1569875,0.0283
260.417,33.3316268,0.0283
260.458,33.1962962,0.0283
260.5,51.7305039,0.0283
260.542,52.4071003,0.0283
260.583,29.9757279,0.0283
260.625,29.1407364,0.0283
260.667,51.1633436,0.0283
260.708,52.6158694,0.0283
260.75,52.6792331,0.0283
260.792,52.7711515,0.0283
260.833,52.7827545,0.0283
260.875,52.3319921,0.0283
260.917,34.4357796,0.0283
260.958,33.58361,0.0283
261,33.4971818,0.0283
261.042,33.6886596,0.0283
261.083,33.1185844,0.0283
261.125,33.1559404,0.0283
261.167,32.7528352,0.0283
261.208,33.2293789,0.0283
261.25,33.4655424,0.0283
261.292,33.5087282,0.0283
261.333,33.4295448,0.0283
261.375,33.6483604,0.0283
261.417,33.551914,0.0283
261.458,34.2052195,0.0283
261.5,51.9481026,0.0283
261.542,52.9497528,0.0283
261.583,52.7005147,0.0283
261.625,52.8450428,0.0283
261.667,52.5193947,0.0283
261.708,52.5679292,0.0283
261.75,52.8246102,0.0283
261.792,53.0407373,0.0283
261.833,52.7177211,0.0283
261.875,52.4617759,0.0283
261.917,34.1162726,0.0283
261.958,33.9996483,0.0283
262,33.834065,0.0283
262.042,33.5058699,0.0283
262.083,33.4151684,0.0283
262.125,33.0364578,0.0283
262.167,33.2193041,0.0283
262.208,32.8924957,0.0283
262.25,33.2264923,0.0283
262.292,33.4655424,0.0283
262.333,33.5835534,0.0283
262.375,34.2371702,0.0283
262.417,51.3417751,0.0283
262.458,52.8145354,0.0283
262.5,52.9700156,0.0283
262.542,52.9971836,0.0283
262.583,52.9138401,0.0283
262.625,53.119666,0.0283
262.667,53.0375677,0.0283
262.708,53.0318228,0.0283
262.75,52.7249376,0.0283
262.792,52.8435995,0.0283
262.833,52.9009353,0.0283
