$Trinity Lake Swift Cr inflow Tw updated year 2016 YC 06/01/23,
",,,",
Jday,Swift 
151.042,12.43
151.083,12.43
151.125,12.43
151.167,12.43
151.208,12.43
151.25,12.43
151.292,12.43
151.333,12.43
151.375,12.43
151.417,12.43
151.458,12.43
151.5,12.43
151.542,12.43
151.583,12.43
151.625,12.43
151.667,12.43
151.708,12.43
151.75,12.43
151.792,12.43
151.833,12.43
151.875,12.43
151.917,12.43
151.958,12.43
152,12.99
152.042,12.99
152.083,12.99
152.125,12.99
152.167,12.99
152.208,12.99
152.25,12.99
152.292,12.99
152.333,12.99
152.375,12.99
152.417,12.99
152.458,12.99
152.5,12.99
152.542,12.99
152.583,12.99
152.625,12.99
152.667,12.99
152.708,12.99
152.75,12.99
152.792,12.99
152.833,12.99
152.875,12.99
152.917,12.99
152.958,12.99
153,13.22
153.042,13.22
153.083,13.22
153.125,13.22
153.167,13.22
153.208,13.22
153.25,13.22
153.292,13.22
153.333,13.22
153.375,13.22
153.417,13.22
153.458,13.22
153.5,13.22
153.542,13.22
153.583,13.22
153.625,13.22
153.667,13.22
153.708,13.22
153.75,13.22
153.792,13.22
153.833,13.22
153.875,13.22
153.917,13.22
153.958,13.22
154,12.61
154.042,12.61
154.083,12.61
154.125,12.61
154.167,12.61
154.208,12.61
154.25,12.61
154.292,12.61
154.333,12.61
154.375,12.61
154.417,12.61
154.458,12.61
154.5,12.61
154.542,12.61
154.583,12.61
154.625,12.61
154.667,12.61
154.708,12.61
154.75,12.61
154.792,12.61
154.833,12.61
154.875,12.61
154.917,12.61
154.958,12.61
155,13.14
155.042,13.14
155.083,13.14
155.125,13.14
155.167,13.14
155.208,13.14
155.25,13.14
155.292,13.14
155.333,13.14
155.375,13.14
155.417,13.14
155.458,13.14
155.5,13.14
155.542,13.14
155.583,13.14
155.625,13.14
155.667,13.14
155.708,13.14
155.75,13.14
155.792,13.14
155.833,13.14
155.875,13.14
155.917,13.14
155.958,13.14
156,13.48
156.042,13.48
156.083,13.48
156.125,13.48
156.167,13.48
156.208,13.48
156.25,13.48
156.292,13.48
156.333,13.48
156.375,13.48
156.417,13.48
156.458,13.48
156.5,13.48
156.542,13.48
156.583,13.48
156.625,13.48
156.667,13.48
156.708,13.48
156.75,13.48
156.792,13.48
156.833,13.48
156.875,13.48
156.917,13.48
156.958,13.48
157,14.3
157.042,14.3
157.083,14.3
157.125,14.3
157.167,14.3
157.208,14.3
157.25,14.3
157.292,14.3
157.333,14.3
157.375,14.3
157.417,14.3
157.458,14.3
157.5,14.3
157.542,14.3
157.583,14.3
157.625,14.3
157.667,14.3
157.708,14.3
157.75,14.3
157.792,14.3
157.833,14.3
157.875,14.3
157.917,14.3
157.958,14.3
158,14.65
158.042,14.65
158.083,14.65
158.125,14.65
158.167,14.65
158.208,14.65
158.25,14.65
158.292,14.65
158.333,14.65
158.375,14.65
158.417,14.65
158.458,14.65
158.5,14.65
158.542,14.65
158.583,14.65
158.625,14.65
158.667,14.65
158.708,14.65
158.75,14.65
158.792,14.65
158.833,14.65
158.875,14.65
158.917,14.65
158.958,14.65
159,14.88
159.042,14.88
159.083,14.88
159.125,14.88
159.167,14.88
159.208,14.88
159.25,14.88
159.292,14.88
159.333,14.88
159.375,14.88
159.417,14.88
159.458,14.88
159.5,14.88
159.542,14.88
159.583,14.88
159.625,14.88
159.667,14.88
159.708,14.88
159.75,14.88
159.792,14.88
159.833,14.88
159.875,14.88
159.917,14.88
159.958,14.88
160,13.85
160.042,13.85
160.083,13.85
160.125,13.85
160.167,13.85
160.208,13.85
160.25,13.85
160.292,13.85
160.333,13.85
160.375,13.85
160.417,13.85
160.458,13.85
160.5,13.85
160.542,13.85
160.583,13.85
160.625,13.85
160.667,13.85
160.708,13.85
160.75,13.85
160.792,13.85
160.833,13.85
160.875,13.85
160.917,13.85
160.958,13.85
161,13.31
161.042,13.31
161.083,13.31
161.125,13.31
161.167,13.31
161.208,13.31
161.25,13.31
161.292,13.31
161.333,13.31
161.375,13.31
161.417,13.31
161.458,13.31
161.5,13.31
161.542,13.31
161.583,13.31
161.625,13.31
161.667,13.31
161.708,13.31
161.75,13.31
161.792,13.31
161.833,13.31
161.875,13.31
161.917,13.31
161.958,13.31
162,13.28
162.042,13.28
162.083,13.28
162.125,13.28
162.167,13.28
162.208,13.28
162.25,13.28
162.292,13.28
162.333,13.28
162.375,13.28
162.417,13.28
162.458,13.28
162.5,13.28
162.542,13.28
162.583,13.28
162.625,13.28
162.667,13.28
162.708,13.28
162.75,13.28
162.792,13.28
162.833,13.28
162.875,13.28
162.917,13.28
162.958,13.28
163,12.86
163.042,12.86
163.083,12.86
163.125,12.86
163.167,12.86
163.208,12.86
163.25,12.86
163.292,12.86
163.333,12.86
163.375,12.86
163.417,12.86
163.458,12.86
163.5,12.86
163.542,12.86
163.583,12.86
163.625,12.86
163.667,12.86
163.708,12.86
163.75,12.86
163.792,12.86
163.833,12.86
163.875,12.86
163.917,12.86
163.958,12.86
164,13.23
164.042,13.23
164.083,13.23
164.125,13.23
164.167,13.23
164.208,13.23
164.25,13.23
164.292,13.23
164.333,13.23
164.375,13.23
164.417,13.23
164.458,13.23
164.5,13.23
164.542,13.23
164.583,13.23
164.625,13.23
164.667,13.23
164.708,13.23
164.75,13.23
164.792,13.23
164.833,13.23
164.875,13.23
164.917,13.23
164.958,13.23
165,13.74
165.042,13.74
165.083,13.74
165.125,13.74
165.167,13.74
165.208,13.74
165.25,13.74
165.292,13.74
165.333,13.74
165.375,13.74
165.417,13.74
165.458,13.74
165.5,13.74
165.542,13.74
165.583,13.74
165.625,13.74
165.667,13.74
165.708,13.74
165.75,13.74
165.792,13.74
165.833,13.74
165.875,13.74
165.917,13.74
165.958,13.74
166,12.71
166.042,12.71
166.083,12.71
166.125,12.71
166.167,12.71
166.208,12.71
166.25,12.71
166.292,12.71
166.333,12.71
166.375,12.71
166.417,12.71
166.458,12.71
166.5,12.71
166.542,12.71
166.583,12.71
166.625,12.71
166.667,12.71
166.708,12.71
166.75,12.71
166.792,12.71
166.833,12.71
166.875,12.71
166.917,12.71
166.958,12.71
167,11.69
167.042,11.69
167.083,11.69
167.125,11.69
167.167,11.69
167.208,11.69
167.25,11.69
167.292,11.69
167.333,11.69
167.375,11.69
167.417,11.69
167.458,11.69
167.5,11.69
167.542,11.69
167.583,11.69
167.625,11.69
167.667,11.69
167.708,11.69
167.75,11.69
167.792,11.69
167.833,11.69
167.875,11.69
167.917,11.69
167.958,11.69
168,11.29
168.042,11.29
168.083,11.29
168.125,11.29
168.167,11.29
168.208,11.29
168.25,11.29
168.292,11.29
168.333,11.29
168.375,11.29
168.417,11.29
168.458,11.29
168.5,11.29
168.542,11.29
168.583,11.29
168.625,11.29
168.667,11.29
168.708,11.29
168.75,11.29
168.792,11.29
168.833,11.29
168.875,11.29
168.917,11.29
168.958,11.29
169,11.3
169.042,11.3
169.083,11.3
169.125,11.3
169.167,11.3
169.208,11.3
169.25,11.3
169.292,11.3
169.333,11.3
169.375,11.3
169.417,11.3
169.458,11.3
169.5,11.3
169.542,11.3
169.583,11.3
169.625,11.3
169.667,11.3
169.708,11.3
169.75,11.3
169.792,11.3
169.833,11.3
169.875,11.3
169.917,11.3
169.958,11.3
170,11.94
170.042,11.94
170.083,11.94
170.125,11.94
170.167,11.94
170.208,11.94
170.25,11.94
170.292,11.94
170.333,11.94
170.375,11.94
170.417,11.94
170.458,11.94
170.5,11.94
170.542,11.94
170.583,11.94
170.625,11.94
170.667,11.94
170.708,11.94
170.75,11.94
170.792,11.94
170.833,11.94
170.875,11.94
170.917,11.94
170.958,11.94
171,12.74
171.042,12.74
171.083,12.74
171.125,12.74
171.167,12.74
171.208,12.74
171.25,12.74
171.292,12.74
171.333,12.74
171.375,12.74
171.417,12.74
171.458,12.74
171.5,12.74
171.542,12.74
171.583,12.74
171.625,12.74
171.667,12.74
171.708,12.74
171.75,12.74
171.792,12.74
171.833,12.74
171.875,12.74
171.917,12.74
171.958,12.74
172,13.82
172.042,13.82
172.083,13.82
172.125,13.82
172.167,13.82
172.208,13.82
172.25,13.82
172.292,13.82
172.333,13.82
172.375,13.82
172.417,13.82
172.458,13.82
172.5,13.82
172.542,13.82
172.583,13.82
172.625,13.82
172.667,13.82
172.708,13.82
172.75,13.82
172.792,13.82
172.833,13.82
172.875,13.82
172.917,13.82
172.958,13.82
173,14.55
173.042,14.55
173.083,14.55
173.125,14.55
173.167,14.55
173.208,14.55
173.25,14.55
173.292,14.55
173.333,14.55
173.375,14.55
173.417,14.55
173.458,14.55
173.5,14.55
173.542,14.55
173.583,14.55
173.625,14.55
173.667,14.55
173.708,14.55
173.75,14.55
173.792,14.55
173.833,14.55
173.875,14.55
173.917,14.55
173.958,14.55
174,14.99
174.042,14.99
174.083,14.99
174.125,14.99
174.167,14.99
174.208,14.99
174.25,14.99
174.292,14.99
174.333,14.99
174.375,14.99
174.417,14.99
174.458,14.99
174.5,14.99
174.542,14.99
174.583,14.99
174.625,14.99
174.667,14.99
174.708,14.99
174.75,14.99
174.792,14.99
174.833,14.99
174.875,14.99
174.917,14.99
174.958,14.99
175,14.68
175.042,14.68
175.083,14.68
175.125,14.68
175.167,14.68
175.208,14.68
175.25,14.68
175.292,14.68
175.333,14.68
175.375,14.68
175.417,14.68
175.458,14.68
175.5,14.68
175.542,14.68
175.583,14.68
175.625,14.68
175.667,14.68
175.708,14.68
175.75,14.68
175.792,14.68
175.833,14.68
175.875,14.68
175.917,14.68
175.958,14.68
176,13.47
176.042,13.47
176.083,13.47
176.125,13.47
176.167,13.47
176.208,13.47
176.25,13.47
176.292,13.47
176.333,13.47
176.375,13.47
176.417,13.47
176.458,13.47
176.5,13.47
176.542,13.47
176.583,13.47
176.625,13.47
176.667,13.47
176.708,13.47
176.75,13.47
176.792,13.47
176.833,13.47
176.875,13.47
176.917,13.47
176.958,13.47
177,13.99
177.042,13.99
177.083,13.99
177.125,13.99
177.167,13.99
177.208,13.99
177.25,13.99
177.292,13.99
177.333,13.99
177.375,13.99
177.417,13.99
177.458,13.99
177.5,13.99
177.542,13.99
177.583,13.99
177.625,13.99
177.667,13.99
177.708,13.99
177.75,13.99
177.792,13.99
177.833,13.99
177.875,13.99
177.917,13.99
177.958,13.99
178,14.42
178.042,14.42
178.083,14.42
178.125,14.42
178.167,14.42
178.208,14.42
178.25,14.42
178.292,14.42
178.333,14.42
178.375,14.42
178.417,14.42
178.458,14.42
178.5,14.42
178.542,14.42
178.583,14.42
178.625,14.42
178.667,14.42
178.708,14.42
178.75,14.42
178.792,14.42
178.833,14.42
178.875,14.42
178.917,14.42
178.958,14.42
179,14.64
179.042,14.64
179.083,14.64
179.125,14.64
179.167,14.64
179.208,14.64
179.25,14.64
179.292,14.64
179.333,14.64
179.375,14.64
179.417,14.64
179.458,14.64
179.5,14.64
179.542,14.64
179.583,14.64
179.625,14.64
179.667,14.64
179.708,14.64
179.75,14.64
179.792,14.64
179.833,14.64
179.875,14.64
179.917,14.64
179.958,14.64
180,14.81
180.042,14.81
180.083,14.81
180.125,14.81
180.167,14.81
180.208,14.81
180.25,14.81
180.292,14.81
180.333,14.81
180.375,14.81
180.417,14.81
180.458,14.81
180.5,14.81
180.542,14.81
180.583,14.81
180.625,14.81
180.667,14.81
180.708,14.81
180.75,14.81
180.792,14.81
180.833,14.81
180.875,14.81
180.917,14.81
180.958,14.81
181,15.45
181.042,15.45
181.083,15.45
181.125,15.45
181.167,15.45
181.208,15.45
181.25,15.45
181.292,15.45
181.333,15.45
181.375,15.45
181.417,15.45
181.458,15.45
181.5,15.45
181.542,15.45
181.583,15.45
181.625,15.45
181.667,15.45
181.708,15.45
181.75,15.45
181.792,15.45
181.833,15.45
181.875,15.45
181.917,15.45
181.958,15.45
182,15.8
182.042,15.8
182.083,15.8
182.125,15.8
182.167,15.8
182.208,15.8
182.25,15.8
182.292,15.8
182.333,15.8
182.375,15.8
182.417,15.8
182.458,15.8
182.5,15.8
182.542,15.8
182.583,15.8
182.625,15.8
182.667,15.8
182.708,15.8
182.75,15.8
182.792,15.8
182.833,15.8
182.875,15.8
182.917,15.8
182.958,15.8
183,16.03
183.042,16.03
183.083,16.03
183.125,16.03
183.167,16.03
183.208,16.03
183.25,16.03
183.292,16.03
183.333,16.03
183.375,16.03
183.417,16.03
183.458,16.03
183.5,16.03
183.542,16.03
183.583,16.03
183.625,16.03
183.667,16.03
183.708,16.03
183.75,16.03
183.792,16.03
183.833,16.03
183.875,16.03
183.917,16.03
183.958,16.03
184,16.33
184.042,16.33
184.083,16.33
184.125,16.33
184.167,16.33
184.208,16.33
184.25,16.33
184.292,16.33
184.333,16.33
184.375,16.33
184.417,16.33
184.458,16.33
184.5,16.33
184.542,16.33
184.583,16.33
184.625,16.33
184.667,16.33
184.708,16.33
184.75,16.33
184.792,16.33
184.833,16.33
184.875,16.33
184.917,16.33
184.958,16.33
185,16.57
185.042,16.57
185.083,16.57
185.125,16.57
185.167,16.57
185.208,16.57
185.25,16.57
185.292,16.57
185.333,16.57
185.375,16.57
185.417,16.57
185.458,16.57
185.5,16.57
185.542,16.57
185.583,16.57
185.625,16.57
185.667,16.57
185.708,16.57
185.75,16.57
185.792,16.57
185.833,16.57
185.875,16.57
185.917,16.57
185.958,16.57
186,16.08
186.042,16.08
186.083,16.08
186.125,16.08
186.167,16.08
186.208,16.08
186.25,16.08
186.292,16.08
186.333,16.08
186.375,16.08
186.417,16.08
186.458,16.08
186.5,16.08
186.542,16.08
186.583,16.08
186.625,16.08
186.667,16.08
186.708,16.08
186.75,16.08
186.792,16.08
186.833,16.08
186.875,16.08
186.917,16.08
186.958,16.08
187,15.68
187.042,15.68
187.083,15.68
187.125,15.68
187.167,15.68
187.208,15.68
187.25,15.68
187.292,15.68
187.333,15.68
187.375,15.68
187.417,15.68
187.458,15.68
187.5,15.68
187.542,15.68
187.583,15.68
187.625,15.68
187.667,15.68
187.708,15.68
187.75,15.68
187.792,15.68
187.833,15.68
187.875,15.68
187.917,15.68
187.958,15.68
188,15.88
188.042,15.88
188.083,15.88
188.125,15.88
188.167,15.88
188.208,15.88
188.25,15.88
188.292,15.88
188.333,15.88
188.375,15.88
188.417,15.88
188.458,15.88
188.5,15.88
188.542,15.88
188.583,15.88
188.625,15.88
188.667,15.88
188.708,15.88
188.75,15.88
188.792,15.88
188.833,15.88
188.875,15.88
188.917,15.88
188.958,15.88
189,16.14
189.042,16.14
189.083,16.14
189.125,16.14
189.167,16.14
189.208,16.14
189.25,16.14
189.292,16.14
189.333,16.14
189.375,16.14
189.417,16.14
189.458,16.14
189.5,16.14
189.542,16.14
189.583,16.14
189.625,16.14
189.667,16.14
189.708,16.14
189.75,16.14
189.792,16.14
189.833,16.14
189.875,16.14
189.917,16.14
189.958,16.14
190,15.19
190.042,15.19
190.083,15.19
190.125,15.19
190.167,15.19
190.208,15.19
190.25,15.19
190.292,15.19
190.333,15.19
190.375,15.19
190.417,15.19
190.458,15.19
190.5,15.19
190.542,15.19
190.583,15.19
190.625,15.19
190.667,15.19
190.708,15.19
190.75,15.19
190.792,15.19
190.833,15.19
190.875,15.19
190.917,15.19
190.958,15.19
191,15.44
191.042,15.44
191.083,15.44
191.125,15.44
191.167,15.44
191.208,15.44
191.25,15.44
191.292,15.44
191.333,15.44
191.375,15.44
191.417,15.44
191.458,15.44
191.5,15.44
191.542,15.44
191.583,15.44
191.625,15.44
191.667,15.44
191.708,15.44
191.75,15.44
191.792,15.44
191.833,15.44
191.875,15.44
191.917,15.44
191.958,15.44
192,14.44
192.042,14.44
192.083,14.44
192.125,14.44
192.167,14.44
192.208,14.44
192.25,14.44
192.292,14.44
192.333,14.44
192.375,14.44
192.417,14.44
192.458,14.44
192.5,14.44
192.542,14.44
192.583,14.44
192.625,14.44
192.667,14.44
192.708,14.44
192.75,14.44
192.792,14.44
192.833,14.44
192.875,14.44
192.917,14.44
192.958,14.44
193,14.86
193.042,14.86
193.083,14.86
193.125,14.86
193.167,14.86
193.208,14.86
193.25,14.86
193.292,14.86
193.333,14.86
193.375,14.86
193.417,14.86
193.458,14.86
193.5,14.86
193.542,14.86
193.583,14.86
193.625,14.86
193.667,14.86
193.708,14.86
193.75,14.86
193.792,14.86
193.833,14.86
193.875,14.86
193.917,14.86
193.958,14.86
194,15.49
194.042,15.49
194.083,15.49
194.125,15.49
194.167,15.49
194.208,15.49
194.25,15.49
194.292,15.49
194.333,15.49
194.375,15.49
194.417,15.49
194.458,15.49
194.5,15.49
194.542,15.49
194.583,15.49
194.625,15.49
194.667,15.49
194.708,15.49
194.75,15.49
194.792,15.49
194.833,15.49
194.875,15.49
194.917,15.49
194.958,15.49
195,16.2
195.042,16.2
195.083,16.2
195.125,16.2
195.167,16.2
195.208,16.2
195.25,16.2
195.292,16.2
195.333,16.2
195.375,16.2
195.417,16.2
195.458,16.2
195.5,16.2
195.542,16.2
195.583,16.2
195.625,16.2
195.667,16.2
195.708,16.2
195.75,16.2
195.792,16.2
195.833,16.2
195.875,16.2
195.917,16.2
195.958,16.2
196,16.86
196.042,16.86
196.083,16.86
196.125,16.86
196.167,16.86
196.208,16.86
196.25,16.86
196.292,16.86
196.333,16.86
196.375,16.86
196.417,16.86
196.458,16.86
196.5,16.86
196.542,16.86
196.583,16.86
196.625,16.86
196.667,16.86
196.708,16.86
196.75,16.86
196.792,16.86
196.833,16.86
196.875,16.86
196.917,16.86
196.958,16.86
197,17.45
197.042,17.45
197.083,17.45
197.125,17.45
197.167,17.45
197.208,17.45
197.25,17.45
197.292,17.45
197.333,17.45
197.375,17.45
197.417,17.45
197.458,17.45
197.5,17.45
197.542,17.45
197.583,17.45
197.625,17.45
197.667,17.45
197.708,17.45
197.75,17.45
197.792,17.45
197.833,17.45
197.875,17.45
197.917,17.45
197.958,17.45
198,17.07
198.042,17.07
198.083,17.07
198.125,17.07
198.167,17.07
198.208,17.07
198.25,17.07
198.292,17.07
198.333,17.07
198.375,17.07
198.417,17.07
198.458,17.07
198.5,17.07
198.542,17.07
198.583,17.07
198.625,17.07
198.667,17.07
198.708,17.07
198.75,17.07
198.792,17.07
198.833,17.07
198.875,17.07
198.917,17.07
198.958,17.07
199,16.95
199.042,16.95
199.083,16.95
199.125,16.95
199.167,16.95
199.208,16.95
199.25,16.95
199.292,16.95
199.333,16.95
199.375,16.95
199.417,16.95
199.458,16.95
199.5,16.95
199.542,16.95
199.583,16.95
199.625,16.95
199.667,16.95
199.708,16.95
199.75,16.95
199.792,16.95
199.833,16.95
199.875,16.95
199.917,16.95
199.958,16.95
200,16.59
200.042,16.59
200.083,16.59
200.125,16.59
200.167,16.59
200.208,16.59
200.25,16.59
200.292,16.59
200.333,16.59
200.375,16.59
200.417,16.59
200.458,16.59
200.5,16.59
200.542,16.59
200.583,16.59
200.625,16.59
200.667,16.59
200.708,16.59
200.75,16.59
200.792,16.59
200.833,16.59
200.875,16.59
200.917,16.59
200.958,16.59
201,16.82
201.042,16.82
201.083,16.82
201.125,16.82
201.167,16.82
201.208,16.82
201.25,16.82
201.292,16.82
201.333,16.82
201.375,16.82
201.417,16.82
201.458,16.82
201.5,16.82
201.542,16.82
201.583,16.82
201.625,16.82
201.667,16.82
201.708,16.82
201.75,16.82
201.792,16.82
201.833,16.82
201.875,16.82
201.917,16.82
201.958,16.82
202,17.05
202.042,17.05
202.083,17.05
202.125,17.05
202.167,17.05
202.208,17.05
202.25,17.05
202.292,17.05
202.333,17.05
202.375,17.05
202.417,17.05
202.458,17.05
202.5,17.05
202.542,17.05
202.583,17.05
202.625,17.05
202.667,17.05
202.708,17.05
202.75,17.05
202.792,17.05
202.833,17.05
202.875,17.05
202.917,17.05
202.958,17.05
203,17.3
203.042,17.3
203.083,17.3
203.125,17.3
203.167,17.3
203.208,17.3
203.25,17.3
203.292,17.3
203.333,17.3
203.375,17.3
203.417,17.3
203.458,17.3
203.5,17.3
203.542,17.3
203.583,17.3
203.625,17.3
203.667,17.3
203.708,17.3
203.75,17.3
203.792,17.3
203.833,17.3
203.875,17.3
203.917,17.3
203.958,17.3
204,17.1
204.042,17.1
204.083,17.1
204.125,17.1
204.167,17.1
204.208,17.1
204.25,17.1
204.292,17.1
204.333,17.1
204.375,17.1
204.417,17.1
204.458,17.1
204.5,17.1
204.542,17.1
204.583,17.1
204.625,17.1
204.667,17.1
204.708,17.1
204.75,17.1
204.792,17.1
204.833,17.1
204.875,17.1
204.917,17.1
204.958,17.1
205,17.51
205.042,17.51
205.083,17.51
205.125,17.51
205.167,17.51
205.208,17.51
205.25,17.51
205.292,17.51
205.333,17.51
205.375,17.51
205.417,17.51
205.458,17.51
205.5,17.51
205.542,17.51
205.583,17.51
205.625,17.51
205.667,17.51
205.708,17.51
205.75,17.51
205.792,17.51
205.833,17.51
205.875,17.51
205.917,17.51
205.958,17.51
206,18.32
206.042,18.32
206.083,18.32
206.125,18.32
206.167,18.32
206.208,18.32
206.25,18.32
206.292,18.32
206.333,18.32
206.375,18.32
206.417,18.32
206.458,18.32
206.5,18.32
206.542,18.32
206.583,18.32
206.625,18.32
206.667,18.32
206.708,18.32
206.75,18.32
206.792,18.32
206.833,18.32
206.875,18.32
206.917,18.32
206.958,18.32
207,18.92
207.042,18.92
207.083,18.92
207.125,18.92
207.167,18.92
207.208,18.92
207.25,18.92
207.292,18.92
207.333,18.92
207.375,18.92
207.417,18.92
207.458,18.92
207.5,18.92
207.542,18.92
207.583,18.92
207.625,18.92
207.667,18.92
207.708,18.92
207.75,18.92
207.792,18.92
207.833,18.92
207.875,18.92
207.917,18.92
207.958,18.92
208,19.33
208.042,19.33
208.083,19.33
208.125,19.33
208.167,19.33
208.208,19.33
208.25,19.33
208.292,19.33
208.333,19.33
208.375,19.33
208.417,19.33
208.458,19.33
208.5,19.33
208.542,19.33
208.583,19.33
208.625,19.33
208.667,19.33
208.708,19.33
208.75,19.33
208.792,19.33
208.833,19.33
208.875,19.33
208.917,19.33
208.958,19.33
209,19.6
209.042,19.6
209.083,19.6
209.125,19.6
209.167,19.6
209.208,19.6
209.25,19.6
209.292,19.6
209.333,19.6
209.375,19.6
209.417,19.6
209.458,19.6
209.5,19.6
209.542,19.6
209.583,19.6
209.625,19.6
209.667,19.6
209.708,19.6
209.75,19.6
209.792,19.6
209.833,19.6
209.875,19.6
209.917,19.6
209.958,19.6
210,19.97
210.042,19.97
210.083,19.97
210.125,19.97
210.167,19.97
210.208,19.97
210.25,19.97
210.292,19.97
210.333,19.97
210.375,19.97
210.417,19.97
210.458,19.97
210.5,19.97
210.542,19.97
210.583,19.97
210.625,19.97
210.667,19.97
210.708,19.97
210.75,19.97
210.792,19.97
210.833,19.97
210.875,19.97
210.917,19.97
210.958,19.97
211,20.46
211.042,20.46
211.083,20.46
211.125,20.46
211.167,20.46
211.208,20.46
211.25,20.46
211.292,20.46
211.333,20.46
211.375,20.46
211.417,20.46
211.458,20.46
211.5,20.46
211.542,20.46
211.583,20.46
211.625,20.46
211.667,20.46
211.708,20.46
211.75,20.46
211.792,20.46
211.833,20.46
211.875,20.46
211.917,20.46
211.958,20.46
212,20.78
212.042,20.78
212.083,20.78
212.125,20.78
212.167,20.78
212.208,20.78
212.25,20.78
212.292,20.78
212.333,20.78
212.375,20.78
212.417,20.78
212.458,20.78
212.5,20.78
212.542,20.78
212.583,20.78
212.625,20.78
212.667,20.78
212.708,20.78
212.75,20.78
212.792,20.78
212.833,20.78
212.875,20.78
212.917,20.78
212.958,20.78
213,20.5
213.042,20.5
213.083,20.5
213.125,20.5
213.167,20.5
213.208,20.5
213.25,20.5
213.292,20.5
213.333,20.5
213.375,20.5
213.417,20.5
213.458,20.5
213.5,20.5
213.542,20.5
213.583,20.5
213.625,20.5
213.667,20.5
213.708,20.5
213.75,20.5
213.792,20.5
213.833,20.5
213.875,20.5
213.917,20.5
213.958,20.5
214,20.19
214.042,20.19
214.083,20.19
214.125,20.19
214.167,20.19
214.208,20.19
214.25,20.19
214.292,20.19
214.333,20.19
214.375,20.19
214.417,20.19
214.458,20.19
214.5,20.19
214.542,20.19
214.583,20.19
214.625,20.19
214.667,20.19
214.708,20.19
214.75,20.19
214.792,20.19
214.833,20.19
214.875,20.19
214.917,20.19
214.958,20.19
215,19.42
215.042,19.42
215.083,19.42
215.125,19.42
215.167,19.42
215.208,19.42
215.25,19.42
215.292,19.42
215.333,19.42
215.375,19.42
215.417,19.42
215.458,19.42
215.5,19.42
215.542,19.42
215.583,19.42
215.625,19.42
215.667,19.42
215.708,19.42
215.75,19.42
215.792,19.42
215.833,19.42
215.875,19.42
215.917,19.42
215.958,19.42
216,19.19
216.042,19.19
216.083,19.19
216.125,19.19
216.167,19.19
216.208,19.19
216.25,19.19
216.292,19.19
216.333,19.19
216.375,19.19
216.417,19.19
216.458,19.19
216.5,19.19
216.542,19.19
216.583,19.19
216.625,19.19
216.667,19.19
216.708,19.19
216.75,19.19
216.792,19.19
216.833,19.19
216.875,19.19
216.917,19.19
216.958,19.19
217,19.63
217.042,19.63
217.083,19.63
217.125,19.63
217.167,19.63
217.208,19.63
217.25,19.63
217.292,19.63
217.333,19.63
217.375,19.63
217.417,19.63
217.458,19.63
217.5,19.63
217.542,19.63
217.583,19.63
217.625,19.63
217.667,19.63
217.708,19.63
217.75,19.63
217.792,19.63
217.833,19.63
217.875,19.63
217.917,19.63
217.958,19.63
218,19.32
218.042,19.32
218.083,19.32
218.125,19.32
218.167,19.32
218.208,19.32
218.25,19.32
218.292,19.32
218.333,19.32
218.375,19.32
218.417,19.32
218.458,19.32
218.5,19.32
218.542,19.32
218.583,19.32
218.625,19.32
218.667,19.32
218.708,19.32
218.75,19.32
218.792,19.32
218.833,19.32
218.875,19.32
218.917,19.32
218.958,19.32
219,18.88
219.042,18.88
219.083,18.88
219.125,18.88
219.167,18.88
219.208,18.88
219.25,18.88
219.292,18.88
219.333,18.88
219.375,18.88
219.417,18.88
219.458,18.88
219.5,18.88
219.542,18.88
219.583,18.88
219.625,18.88
219.667,18.88
219.708,18.88
219.75,18.88
219.792,18.88
219.833,18.88
219.875,18.88
219.917,18.88
219.958,18.88
220,18.3
220.042,18.3
220.083,18.3
220.125,18.3
220.167,18.3
220.208,18.3
220.25,18.3
220.292,18.3
220.333,18.3
220.375,18.3
220.417,18.3
220.458,18.3
220.5,18.3
220.542,18.3
220.583,18.3
220.625,18.3
220.667,18.3
220.708,18.3
220.75,18.3
220.792,18.3
220.833,18.3
220.875,18.3
220.917,18.3
220.958,18.3
221,18.18
221.042,18.18
221.083,18.18
221.125,18.18
221.167,18.18
221.208,18.18
221.25,18.18
221.292,18.18
221.333,18.18
221.375,18.18
221.417,18.18
221.458,18.18
221.5,18.18
221.542,18.18
221.583,18.18
221.625,18.18
221.667,18.18
221.708,18.18
221.75,18.18
221.792,18.18
221.833,18.18
221.875,18.18
221.917,18.18
221.958,18.18
222,18.4
222.042,18.4
222.083,18.4
222.125,18.4
222.167,18.4
222.208,18.4
222.25,18.4
222.292,18.4
222.333,18.4
222.375,18.4
222.417,18.4
222.458,18.4
222.5,18.4
222.542,18.4
222.583,18.4
222.625,18.4
222.667,18.4
222.708,18.4
222.75,18.4
222.792,18.4
222.833,18.4
222.875,18.4
222.917,18.4
222.958,18.4
223,19.01
223.042,19.01
223.083,19.01
223.125,19.01
223.167,19.01
223.208,19.01
223.25,19.01
223.292,19.01
223.333,19.01
223.375,19.01
223.417,19.01
223.458,19.01
223.5,19.01
223.542,19.01
223.583,19.01
223.625,19.01
223.667,19.01
223.708,19.01
223.75,19.01
223.792,19.01
223.833,19.01
223.875,19.01
223.917,19.01
223.958,19.01
224,19.47
224.042,19.47
224.083,19.47
224.125,19.47
224.167,19.47
224.208,19.47
224.25,19.47
224.292,19.47
224.333,19.47
224.375,19.47
