$Trinity Lake Br1 inflow year 2016 updated YC 06/01/23,
",,,",
Jday,USBR TL Inflow (QI)
6.417,16.53688234
6.458,16.53688234
6.5,16.53688234
6.542,16.53688234
6.583,16.53688234
6.625,16.53688234
6.667,16.53688234
6.708,16.53688234
6.75,16.53688234
6.792,16.53688234
6.833,16.53688234
6.875,16.53688234
6.917,16.53688234
6.958,16.53688234
7,12.3460286
7.042,12.3460286
7.083,12.3460286
7.125,12.3460286
7.167,12.3460286
7.208,12.3460286
7.25,12.3460286
7.292,12.3460286
7.333,12.3460286
7.375,12.3460286
7.417,12.3460286
7.458,12.3460286
7.5,12.3460286
7.542,12.3460286
7.583,12.3460286
7.625,12.3460286
7.667,12.3460286
7.708,12.3460286
7.75,12.3460286
7.792,12.3460286
7.833,12.3460286
7.875,12.3460286
7.917,12.3460286
7.958,12.3460286
8,10.4205012
8.042,10.4205012
8.083,10.4205012
8.125,10.4205012
8.167,10.4205012
8.208,10.4205012
8.25,10.4205012
8.292,10.4205012
8.333,10.4205012
8.375,10.4205012
8.417,10.4205012
8.458,10.4205012
8.5,10.4205012
8.542,10.4205012
8.583,10.4205012
8.625,10.4205012
8.667,10.4205012
8.708,10.4205012
8.75,10.4205012
8.792,10.4205012
8.833,10.4205012
8.875,10.4205012
8.917,10.4205012
8.958,10.4205012
9,10.84524989
9.042,10.84524989
9.083,10.84524989
9.125,10.84524989
9.167,10.84524989
9.208,10.84524989
9.25,10.84524989
9.292,10.84524989
9.333,10.84524989
9.375,10.84524989
9.417,10.84524989
9.458,10.84524989
9.5,10.84524989
9.542,10.84524989
9.583,10.84524989
9.625,10.84524989
9.667,10.84524989
9.708,10.84524989
9.75,10.84524989
9.792,10.84524989
9.833,10.84524989
9.875,10.84524989
9.917,10.84524989
9.958,10.84524989
10,9.061305394
10.042,9.061305394
10.083,9.061305394
10.125,9.061305394
10.167,9.061305394
10.208,9.061305394
10.25,9.061305394
10.292,9.061305394
10.333,9.061305394
10.375,9.061305394
10.417,9.061305394
10.458,9.061305394
10.5,9.061305394
10.542,9.061305394
10.583,9.061305394
10.625,9.061305394
10.667,9.061305394
10.708,9.061305394
10.75,9.061305394
10.792,9.061305394
10.833,9.061305394
10.875,9.061305394
10.917,9.061305394
10.958,9.061305394
11,8.693189863
11.042,8.693189863
11.083,8.693189863
11.125,8.693189863
11.167,8.693189863
11.208,8.693189863
11.25,8.693189863
11.292,8.693189863
11.333,8.693189863
11.375,8.693189863
11.417,8.693189863
11.458,8.693189863
11.5,8.693189863
11.542,8.693189863
11.583,8.693189863
11.625,8.693189863
11.667,8.693189863
11.708,8.693189863
11.75,8.693189863
11.792,8.693189863
11.833,8.693189863
11.875,8.693189863
11.917,8.693189863
11.958,8.693189863
12,9.627636981
12.042,9.627636981
12.083,9.627636981
12.125,9.627636981
12.167,9.627636981
12.208,9.627636981
12.25,9.627636981
12.292,9.627636981
12.333,9.627636981
12.375,9.627636981
12.417,9.627636981
12.458,9.627636981
12.5,9.627636981
12.542,9.627636981
12.583,9.627636981
12.625,9.627636981
12.667,9.627636981
12.708,9.627636981
12.75,9.627636981
12.792,9.627636981
12.833,9.627636981
12.875,9.627636981
12.917,9.627636981
12.958,9.627636981
13,36.47175421
13.042,36.47175421
13.083,36.47175421
13.125,36.47175421
13.167,36.47175421
13.208,36.47175421
13.25,36.47175421
13.292,36.47175421
13.333,36.47175421
13.375,36.47175421
13.417,36.47175421
13.458,36.47175421
13.5,36.47175421
13.542,36.47175421
13.583,36.47175421
13.625,36.47175421
13.667,36.47175421
13.708,36.47175421
13.75,36.47175421
13.792,36.47175421
13.833,36.47175421
13.875,36.47175421
13.917,36.47175421
13.958,36.47175421
14,26.70253433
14.042,26.70253433
14.083,26.70253433
14.125,26.70253433
14.167,26.70253433
14.208,26.70253433
14.25,26.70253433
14.292,26.70253433
14.333,26.70253433
14.375,26.70253433
14.417,26.70253433
14.458,26.70253433
14.5,26.70253433
14.542,26.70253433
14.583,26.70253433
14.625,26.70253433
14.667,26.70253433
14.708,26.70253433
14.75,26.70253433
14.792,26.70253433
14.833,26.70253433
14.875,26.70253433
14.917,26.70253433
14.958,26.70253433
15,17.81112842
15.042,17.81112842
15.083,17.81112842
15.125,17.81112842
15.167,17.81112842
15.208,17.81112842
15.25,17.81112842
15.292,17.81112842
15.333,17.81112842
15.375,17.81112842
15.417,17.81112842
15.458,17.81112842
15.5,17.81112842
15.542,17.81112842
15.583,17.81112842
15.625,17.81112842
15.667,17.81112842
15.708,17.81112842
15.75,17.81112842
15.792,17.81112842
15.833,17.81112842
15.875,17.81112842
15.917,17.81112842
15.958,17.81112842
16,19.62338949
16.042,19.62338949
16.083,19.62338949
16.125,19.62338949
16.167,19.62338949
16.208,19.62338949
16.25,19.62338949
16.292,19.62338949
16.333,19.62338949
16.375,19.62338949
16.417,19.62338949
16.458,19.62338949
16.5,19.62338949
16.542,19.62338949
16.583,19.62338949
16.625,19.62338949
16.667,19.62338949
16.708,19.62338949
16.75,19.62338949
16.792,19.62338949
16.833,19.62338949
16.875,19.62338949
16.917,19.62338949
16.958,19.62338949
17,106.1871726
17.042,106.1871726
17.083,106.1871726
17.125,106.1871726
17.167,106.1871726
17.208,106.1871726
17.25,106.1871726
17.292,106.1871726
17.333,106.1871726
17.375,106.1871726
17.417,106.1871726
17.458,106.1871726
17.5,106.1871726
17.542,106.1871726
17.583,106.1871726
17.625,106.1871726
17.667,106.1871726
17.708,106.1871726
17.75,106.1871726
17.792,106.1871726
17.833,106.1871726
17.875,106.1871726
17.917,106.1871726
17.958,106.1871726
18,98.6266459
18.042,98.6266459
18.083,98.6266459
18.125,98.6266459
18.167,98.6266459
18.208,98.6266459
18.25,98.6266459
18.292,98.6266459
18.333,98.6266459
18.375,98.6266459
18.417,98.6266459
18.458,98.6266459
18.5,98.6266459
18.542,98.6266459
18.583,98.6266459
18.625,98.6266459
18.667,98.6266459
18.708,98.6266459
18.75,98.6266459
18.792,98.6266459
18.833,98.6266459
18.875,98.6266459
18.917,98.6266459
18.958,98.6266459
19,108.2259663
19.042,108.2259663
19.083,108.2259663
19.125,108.2259663
19.167,108.2259663
19.208,108.2259663
19.25,108.2259663
19.292,108.2259663
19.333,108.2259663
19.375,108.2259663
19.417,108.2259663
19.458,108.2259663
19.5,108.2259663
19.542,108.2259663
19.583,108.2259663
19.625,108.2259663
19.667,108.2259663
19.708,108.2259663
19.75,108.2259663
19.792,108.2259663
19.833,108.2259663
19.875,108.2259663
19.917,108.2259663
19.958,108.2259663
20,71.13124735
20.042,71.13124735
20.083,71.13124735
20.125,71.13124735
20.167,71.13124735
20.208,71.13124735
20.25,71.13124735
20.292,71.13124735
20.333,71.13124735
20.375,71.13124735
20.417,71.13124735
20.458,71.13124735
20.5,71.13124735
20.542,71.13124735
20.583,71.13124735
20.625,71.13124735
20.667,71.13124735
20.708,71.13124735
20.75,71.13124735
20.792,71.13124735
20.833,71.13124735
20.875,71.13124735
20.917,71.13124735
20.958,71.13124735
21,42.61645193
21.042,42.61645193
21.083,42.61645193
21.125,42.61645193
21.167,42.61645193
21.208,42.61645193
21.25,42.61645193
21.292,42.61645193
21.333,42.61645193
21.375,42.61645193
21.417,42.61645193
21.458,42.61645193
21.5,42.61645193
21.542,42.61645193
21.583,42.61645193
21.625,42.61645193
21.667,42.61645193
21.708,42.61645193
21.75,42.61645193
21.792,42.61645193
21.833,42.61645193
21.875,42.61645193
21.917,42.61645193
21.958,42.61645193
22,103.6103639
22.042,103.6103639
22.083,103.6103639
22.125,103.6103639
22.167,103.6103639
22.208,103.6103639
22.25,103.6103639
22.292,103.6103639
22.333,103.6103639
22.375,103.6103639
22.417,103.6103639
22.458,103.6103639
22.5,103.6103639
22.542,103.6103639
22.583,103.6103639
22.625,103.6103639
22.667,103.6103639
22.708,103.6103639
22.75,103.6103639
22.792,103.6103639
22.833,103.6103639
22.875,103.6103639
22.917,103.6103639
22.958,103.6103639
23,107.772901
23.042,107.772901
23.083,107.772901
23.125,107.772901
23.167,107.772901
23.208,107.772901
23.25,107.772901
23.292,107.772901
23.333,107.772901
23.375,107.772901
23.417,107.772901
23.458,107.772901
23.5,107.772901
23.542,107.772901
23.583,107.772901
23.625,107.772901
23.667,107.772901
23.708,107.772901
23.75,107.772901
23.792,107.772901
23.833,107.772901
23.875,107.772901
23.917,107.772901
23.958,107.772901
24,64.56180093
24.042,64.56180093
24.083,64.56180093
24.125,64.56180093
24.167,64.56180093
24.208,64.56180093
24.25,64.56180093
24.292,64.56180093
24.333,64.56180093
24.375,64.56180093
24.417,64.56180093
24.458,64.56180093
24.5,64.56180093
24.542,64.56180093
24.583,64.56180093
24.625,64.56180093
24.667,64.56180093
24.708,64.56180093
24.75,64.56180093
24.792,64.56180093
24.833,64.56180093
24.875,64.56180093
24.917,64.56180093
24.958,64.56180093
25,44.96672802
25.042,44.96672802
25.083,44.96672802
25.125,44.96672802
25.167,44.96672802
25.208,44.96672802
25.25,44.96672802
25.292,44.96672802
25.333,44.96672802
25.375,44.96672802
25.417,44.96672802
25.458,44.96672802
25.5,44.96672802
25.542,44.96672802
25.583,44.96672802
25.625,44.96672802
25.667,44.96672802
25.708,44.96672802
25.75,44.96672802
25.792,44.96672802
25.833,44.96672802
25.875,44.96672802
25.917,44.96672802
25.958,44.96672802
26,32.93218179
26.042,32.93218179
26.083,32.93218179
26.125,32.93218179
26.167,32.93218179
26.208,32.93218179
26.25,32.93218179
26.292,32.93218179
26.333,32.93218179
26.375,32.93218179
26.417,32.93218179
26.458,32.93218179
26.5,32.93218179
26.542,32.93218179
26.583,32.93218179
26.625,32.93218179
26.667,32.93218179
26.708,32.93218179
26.75,32.93218179
26.792,32.93218179
26.833,32.93218179
26.875,32.93218179
26.917,32.93218179
26.958,32.93218179
27,30.89338808
27.042,30.89338808
27.083,30.89338808
27.125,30.89338808
27.167,30.89338808
27.208,30.89338808
27.25,30.89338808
27.292,30.89338808
27.333,30.89338808
27.375,30.89338808
27.417,30.89338808
27.458,30.89338808
27.5,30.89338808
27.542,30.89338808
27.583,30.89338808
27.625,30.89338808
27.667,30.89338808
27.708,30.89338808
27.75,30.89338808
27.792,30.89338808
27.833,30.89338808
27.875,30.89338808
27.917,30.89338808
27.958,30.89338808
28,36.16027184
28.042,36.16027184
28.083,36.16027184
28.125,36.16027184
28.167,36.16027184
28.208,36.16027184
28.25,36.16027184
28.292,36.16027184
28.333,36.16027184
28.375,36.16027184
28.417,36.16027184
28.458,36.16027184
28.5,36.16027184
28.542,36.16027184
28.583,36.16027184
28.625,36.16027184
28.667,36.16027184
28.708,36.16027184
28.75,36.16027184
28.792,36.16027184
28.833,36.16027184
28.875,36.16027184
28.917,36.16027184
28.958,36.16027184
29,101.5432536
29.042,101.5432536
29.083,101.5432536
29.125,101.5432536
29.167,101.5432536
29.208,101.5432536
29.25,101.5432536
29.292,101.5432536
29.333,101.5432536
29.375,101.5432536
29.417,101.5432536
29.458,101.5432536
29.5,101.5432536
29.542,101.5432536
29.583,101.5432536
29.625,101.5432536
29.667,101.5432536
29.708,101.5432536
29.75,101.5432536
29.792,101.5432536
29.833,101.5432536
29.875,101.5432536
29.917,101.5432536
29.958,101.5432536
30,81.09868328
30.042,81.09868328
30.083,81.09868328
30.125,81.09868328
30.167,81.09868328
30.208,81.09868328
30.25,81.09868328
30.292,81.09868328
30.333,81.09868328
30.375,81.09868328
30.417,81.09868328
30.458,81.09868328
30.5,81.09868328
30.542,81.09868328
30.583,81.09868328
30.625,81.09868328
30.667,81.09868328
30.708,81.09868328
30.75,81.09868328
30.792,81.09868328
30.833,81.09868328
30.875,81.09868328
30.917,81.09868328
30.958,81.09868328
31,52.52725471
31.042,52.52725471
31.083,52.52725471
31.125,52.52725471
31.167,52.52725471
31.208,52.52725471
31.25,52.52725471
31.292,52.52725471
31.333,52.52725471
31.375,52.52725471
31.417,52.52725471
31.458,52.52725471
31.5,52.52725471
31.542,52.52725471
31.583,52.52725471
31.625,52.52725471
31.667,52.52725471
31.708,52.52725471
31.75,52.52725471
31.792,52.52725471
31.833,52.52725471
31.875,52.52725471
31.917,52.52725471
31.958,52.52725471
32,38.31233187
32.042,38.31233187
32.083,38.31233187
32.125,38.31233187
32.167,38.31233187
32.208,38.31233187
32.25,38.31233187
32.292,38.31233187
32.333,38.31233187
32.375,38.31233187
32.417,38.31233187
32.458,38.31233187
32.5,38.31233187
32.542,38.31233187
32.583,38.31233187
32.625,38.31233187
32.667,38.31233187
32.708,38.31233187
32.75,38.31233187
32.792,38.31233187
32.833,38.31233187
32.875,38.31233187
32.917,38.31233187
32.958,38.31233187
33,31.91278494
33.042,31.91278494
33.083,31.91278494
33.125,31.91278494
33.167,31.91278494
33.208,31.91278494
33.25,31.91278494
33.292,31.91278494
33.333,31.91278494
33.375,31.91278494
33.417,31.91278494
33.458,31.91278494
33.5,31.91278494
33.542,31.91278494
33.583,31.91278494
33.625,31.91278494
33.667,31.91278494
33.708,31.91278494
33.75,31.91278494
33.792,31.91278494
33.833,31.91278494
33.875,31.91278494
33.917,31.91278494
33.958,31.91278494
34,27.86351409
34.042,27.86351409
34.083,27.86351409
34.125,27.86351409
34.167,27.86351409
34.208,27.86351409
34.25,27.86351409
34.292,27.86351409
34.333,27.86351409
34.375,27.86351409
34.417,27.86351409
34.458,27.86351409
34.5,27.86351409
34.542,27.86351409
34.583,27.86351409
34.625,27.86351409
34.667,27.86351409
34.708,27.86351409
34.75,27.86351409
34.792,27.86351409
34.833,27.86351409
34.875,27.86351409
34.917,27.86351409
34.958,27.86351409
35,23.55939403
35.042,23.55939403
35.083,23.55939403
35.125,23.55939403
35.167,23.55939403
35.208,23.55939403
35.25,23.55939403
35.292,23.55939403
35.333,23.55939403
35.375,23.55939403
35.417,23.55939403
35.458,23.55939403
35.5,23.55939403
35.542,23.55939403
35.583,23.55939403
35.625,23.55939403
35.667,23.55939403
35.708,23.55939403
35.75,23.55939403
35.792,23.55939403
35.833,23.55939403
35.875,23.55939403
35.917,23.55939403
35.958,23.55939403
36,21.18080136
36.042,21.18080136
36.083,21.18080136
36.125,21.18080136
36.167,21.18080136
36.208,21.18080136
36.25,21.18080136
36.292,21.18080136
36.333,21.18080136
36.375,21.18080136
36.417,21.18080136
36.458,21.18080136
36.5,21.18080136
36.542,21.18080136
36.583,21.18080136
36.625,21.18080136
36.667,21.18080136
36.708,21.18080136
36.75,21.18080136
36.792,21.18080136
36.833,21.18080136
36.875,21.18080136
36.917,21.18080136
36.958,21.18080136
37,19.73665581
37.042,19.73665581
37.083,19.73665581
37.125,19.73665581
37.167,19.73665581
37.208,19.73665581
37.25,19.73665581
37.292,19.73665581
37.333,19.73665581
37.375,19.73665581
37.417,19.73665581
37.458,19.73665581
37.5,19.73665581
37.542,19.73665581
37.583,19.73665581
37.625,19.73665581
37.667,19.73665581
37.708,19.73665581
37.75,19.73665581
37.792,19.73665581
37.833,19.73665581
37.875,19.73665581
37.917,19.73665581
37.958,19.73665581
38,21.52060031
38.042,21.52060031
38.083,21.52060031
38.125,21.52060031
38.167,21.52060031
38.208,21.52060031
38.25,21.52060031
38.292,21.52060031
38.333,21.52060031
38.375,21.52060031
38.417,21.52060031
38.458,21.52060031
38.5,21.52060031
38.542,21.52060031
38.583,21.52060031
38.625,21.52060031
38.667,21.52060031
38.708,21.52060031
38.75,21.52060031
38.792,21.52060031
38.833,21.52060031
38.875,21.52060031
38.917,21.52060031
38.958,21.52060031
39,27.75024777
39.042,27.75024777
39.083,27.75024777
39.125,27.75024777
39.167,27.75024777
39.208,27.75024777
39.25,27.75024777
39.292,27.75024777
39.333,27.75024777
39.375,27.75024777
39.417,27.75024777
39.458,27.75024777
39.5,27.75024777
39.542,27.75024777
39.583,27.75024777
39.625,27.75024777
39.667,27.75024777
39.708,27.75024777
39.75,27.75024777
39.792,27.75024777
39.833,27.75024777
39.875,27.75024777
39.917,27.75024777
39.958,27.75024777
40,34.71612629
40.042,34.71612629
40.083,34.71612629
40.125,34.71612629
40.167,34.71612629
40.208,34.71612629
40.25,34.71612629
40.292,34.71612629
40.333,34.71612629
40.375,34.71612629
40.417,34.71612629
40.458,34.71612629
40.5,34.71612629
40.542,34.71612629
40.583,34.71612629
40.625,34.71612629
40.667,34.71612629
40.708,34.71612629
40.75,34.71612629
40.792,34.71612629
40.833,34.71612629
40.875,34.71612629
40.917,34.71612629
40.958,34.71612629
41,36.50007079
41.042,36.50007079
41.083,36.50007079
41.125,36.50007079
41.167,36.50007079
41.208,36.50007079
41.25,36.50007079
41.292,36.50007079
41.333,36.50007079
41.375,36.50007079
41.417,36.50007079
41.458,36.50007079
41.5,36.50007079
41.542,36.50007079
41.583,36.50007079
41.625,36.50007079
41.667,36.50007079
41.708,36.50007079
41.75,36.50007079
41.792,36.50007079
41.833,36.50007079
41.875,36.50007079
41.917,36.50007079
41.958,36.50007079
42,37.43451791
42.042,37.43451791
42.083,37.43451791
42.125,37.43451791
42.167,37.43451791
42.208,37.43451791
42.25,37.43451791
42.292,37.43451791
42.333,37.43451791
42.375,37.43451791
42.417,37.43451791
42.458,37.43451791
42.5,37.43451791
42.542,37.43451791
42.583,37.43451791
42.625,37.43451791
42.667,37.43451791
42.708,37.43451791
42.75,37.43451791
42.792,37.43451791
42.833,37.43451791
42.875,37.43451791
42.917,37.43451791
42.958,37.43451791
43,42.58813535
43.042,42.58813535
43.083,42.58813535
43.125,42.58813535
43.167,42.58813535
43.208,42.58813535
43.25,42.58813535
43.292,42.58813535
43.333,42.58813535
43.375,42.58813535
43.417,42.58813535
43.458,42.58813535
43.5,42.58813535
43.542,42.58813535
43.583,42.58813535
43.625,42.58813535
43.667,42.58813535
43.708,42.58813535
43.75,42.58813535
43.792,42.58813535
43.833,42.58813535
43.875,42.58813535
43.917,42.58813535
43.958,42.58813535
44,42.81466799
44.042,42.81466799
44.083,42.81466799
44.125,42.81466799
44.167,42.81466799
44.208,42.81466799
44.25,42.81466799
44.292,42.81466799
44.333,42.81466799
44.375,42.81466799
44.417,42.81466799
44.458,42.81466799
44.5,42.81466799
44.542,42.81466799
44.583,42.81466799
44.625,42.81466799
44.667,42.81466799
44.708,42.81466799
44.75,42.81466799
44.792,42.81466799
44.833,42.81466799
44.875,42.81466799
44.917,42.81466799
44.958,42.81466799
45,42.47486904
45.042,42.47486904
45.083,42.47486904
45.125,42.47486904
45.167,42.47486904
45.208,42.47486904
45.25,42.47486904
45.292,42.47486904
45.333,42.47486904
45.375,42.47486904
45.417,42.47486904
45.458,42.47486904
45.5,42.47486904
45.542,42.47486904
45.583,42.47486904
45.625,42.47486904
45.667,42.47486904
45.708,42.47486904
45.75,42.47486904
45.792,42.47486904
45.833,42.47486904
45.875,42.47486904
45.917,42.47486904
45.958,42.47486904
46,52.30072207
46.042,52.30072207
46.083,52.30072207
46.125,52.30072207
46.167,52.30072207
46.208,52.30072207
46.25,52.30072207
46.292,52.30072207
46.333,52.30072207
46.375,52.30072207
46.417,52.30072207
46.458,52.30072207
46.5,52.30072207
46.542,52.30072207
46.583,52.30072207
46.625,52.30072207
46.667,52.30072207
46.708,52.30072207
46.75,52.30072207
46.792,52.30072207
46.833,52.30072207
46.875,52.30072207
46.917,52.30072207
46.958,52.30072207
47,49.80886309
47.042,49.80886309
47.083,49.80886309
47.125,49.80886309
47.167,49.80886309
47.208,49.80886309
47.25,49.80886309
47.292,49.80886309
47.333,49.80886309
47.375,49.80886309
47.417,49.80886309
47.458,49.80886309
47.5,49.80886309
47.542,49.80886309
47.583,49.80886309
47.625,49.80886309
47.667,49.80886309
47.708,49.80886309
47.75,49.80886309
47.792,49.80886309
47.833,49.80886309
47.875,49.80886309
47.917,49.80886309
47.958,49.80886309
48,100.4105904
48.042,100.4105904
48.083,100.4105904
48.125,100.4105904
48.167,100.4105904
48.208,100.4105904
48.25,100.4105904
48.292,100.4105904
48.333,100.4105904
48.375,100.4105904
48.417,100.4105904
48.458,100.4105904
48.5,100.4105904
48.542,100.4105904
48.583,100.4105904
48.625,100.4105904
48.667,100.4105904
48.708,100.4105904
48.75,100.4105904
48.792,100.4105904
48.833,100.4105904
48.875,100.4105904
48.917,100.4105904
48.958,100.4105904
49,118.2500354
49.042,118.2500354
49.083,118.2500354
49.125,118.2500354
49.167,118.2500354
49.208,118.2500354
49.25,118.2500354
49.292,118.2500354
49.333,118.2500354
49.375,118.2500354
49.417,118.2500354
49.458,118.2500354
49.5,118.2500354
49.542,118.2500354
49.583,118.2500354
49.625,118.2500354
49.667,118.2500354
49.708,118.2500354
49.75,118.2500354
49.792,118.2500354
49.833,118.2500354
49.875,118.2500354
49.917,118.2500354
49.958,118.2500354
50,73.67973949
50.042,73.67973949
50.083,73.67973949
50.125,73.67973949
50.167,73.67973949
50.208,73.67973949
50.25,73.67973949
50.292,73.67973949
50.333,73.67973949
50.375,73.67973949
50.417,73.67973949
50.458,73.67973949
50.5,73.67973949
50.542,73.67973949
50.583,73.67973949
50.625,73.67973949
50.667,73.67973949
50.708,73.67973949
50.75,73.67973949
50.792,73.67973949
50.833,73.67973949
50.875,73.67973949
50.917,73.67973949
50.958,73.67973949
51,55.18901317
51.042,55.18901317
51.083,55.18901317
51.125,55.18901317
51.167,55.18901317
51.208,55.18901317
51.25,55.18901317
51.292,55.18901317
51.333,55.18901317
51.375,55.18901317
51.417,55.18901317
51.458,55.18901317
51.5,55.18901317
51.542,55.18901317
51.583,55.18901317
51.625,55.18901317
51.667,55.18901317
51.708,55.18901317
51.75,55.18901317
51.792,55.18901317
51.833,55.18901317
51.875,55.18901317
51.917,55.18901317
51.958,55.18901317
52,44.31544669
52.042,44.31544669
52.083,44.31544669
52.125,44.31544669
52.167,44.31544669
52.208,44.31544669
52.25,44.31544669
52.292,44.31544669
52.333,44.31544669
52.375,44.31544669
52.417,44.31544669
52.458,44.31544669
52.5,44.31544669
52.542,44.31544669
52.583,44.31544669
52.625,44.31544669
52.667,44.31544669
52.708,44.31544669
52.75,44.31544669
52.792,44.31544669
52.833,44.31544669
52.875,44.31544669
52.917,44.31544669
52.958,44.31544669
53,38.11411581
53.042,38.11411581
53.083,38.11411581
53.125,38.11411581
53.167,38.11411581
53.208,38.11411581
53.25,38.11411581
53.292,38.11411581
53.333,38.11411581
53.375,38.11411581
53.417,38.11411581
53.458,38.11411581
53.5,38.11411581
53.542,38.11411581
53.583,38.11411581
53.625,38.11411581
53.667,38.11411581
53.708,38.11411581
53.75,38.11411581
53.792,38.11411581
53.833,38.11411581
53.875,38.11411581
53.917,38.11411581
53.958,38.11411581
54,35.42404078
54.042,35.42404078
54.083,35.42404078
54.125,35.42404078
54.167,35.42404078
54.208,35.42404078
54.25,35.42404078
54.292,35.42404078
54.333,35.42404078
54.375,35.42404078
54.417,35.42404078
54.458,35.42404078
54.5,35.42404078
54.542,35.42404078
54.583,35.42404078
54.625,35.42404078
54.667,35.42404078
54.708,35.42404078
54.75,35.42404078
54.792,35.42404078
54.833,35.42404078
54.875,35.42404078
54.917,35.42404078
54.958,35.42404078
55,31.65793572
55.042,31.65793572
55.083,31.65793572
55.125,31.65793572
55.167,31.65793572
55.208,31.65793572
55.25,31.65793572
55.292,31.65793572
55.333,31.65793572
55.375,31.65793572
55.417,31.65793572
55.458,31.65793572
55.5,31.65793572
55.542,31.65793572
55.583,31.65793572
55.625,31.65793572
55.667,31.65793572
55.708,31.65793572
55.75,31.65793572
55.792,31.65793572
55.833,31.65793572
55.875,31.65793572
55.917,31.65793572
55.958,31.65793572
56,30.63853886
56.042,30.63853886
56.083,30.63853886
56.125,30.63853886
56.167,30.63853886
56.208,30.63853886
56.25,30.63853886
56.292,30.63853886
56.333,30.63853886
56.375,30.63853886
56.417,30.63853886
56.458,30.63853886
56.5,30.63853886
56.542,30.63853886
56.583,30.63853886
56.625,30.63853886
56.667,30.63853886
56.708,30.63853886
56.75,30.63853886
56.792,30.63853886
56.833,30.63853886
56.875,30.63853886
56.917,30.63853886
56.958,30.63853886
57,32.73396574
57.042,32.73396574
57.083,32.73396574
57.125,32.73396574
57.167,32.73396574
57.208,32.73396574
57.25,32.73396574
57.292,32.73396574
57.333,32.73396574
57.375,32.73396574
57.417,32.73396574
57.458,32.73396574
57.5,32.73396574
57.542,32.73396574
57.583,32.73396574
57.625,32.73396574
57.667,32.73396574
57.708,32.73396574
57.75,32.73396574
57.792,32.73396574
57.833,32.73396574
57.875,32.73396574
57.917,32.73396574
57.958,32.73396574
58,42.55981877
58.042,42.55981877
58.083,42.55981877
58.125,42.55981877
58.167,42.55981877
58.208,42.55981877
58.25,42.55981877
58.292,42.55981877
58.333,42.55981877
58.375,42.55981877
58.417,42.55981877
58.458,42.55981877
58.5,42.55981877
58.542,42.55981877
58.583,42.55981877
58.625,42.55981877
58.667,42.55981877
58.708,42.55981877
58.75,42.55981877
58.792,42.55981877
58.833,42.55981877
58.875,42.55981877
58.917,42.55981877
58.958,42.55981877
59,36.81155316
59.042,36.81155316
59.083,36.81155316
59.125,36.81155316
59.167,36.81155316
59.208,36.81155316
59.25,36.81155316
59.292,36.81155316
59.333,36.81155316
59.375,36.81155316
59.417,36.81155316
