 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  187.8578,     10.80,     56.48,    327.66,
  187.8997,     10.80,     54.90,    327.66,
  187.9416,     10.60,      3.60,    327.66,
  187.9830,     10.54,      0.40,    327.66,
  188.0250,     10.52,      0.40,    327.66,
  188.0663,     10.51,      0.40,    327.66,
  188.1080,     10.50,      0.40,    327.66,
  188.1500,     10.48,      0.40,    327.66,
  188.1913,     10.47,      0.40,    327.66,
  188.2330,     10.46,      0.40,    327.66,
  188.2750,     10.46,      0.40,    327.66,
  188.3170,     10.45,      0.40,    327.66,
  188.3587,     10.50,      3.17,    327.66,
  188.4001,     10.77,     53.35,    327.66,
  188.4415,     10.76,     55.76,    327.66,
  188.4835,     10.77,     55.74,    327.66,
  188.5250,     10.78,     55.70,    327.66,
  188.5669,     10.78,     55.98,    327.66,
  188.6085,     10.80,     55.68,    327.66,
  188.6503,     10.81,     55.57,    327.66,
  188.6918,     10.83,     56.00,    327.66,
  188.7334,     10.84,     55.98,    327.66,
  188.7752,     10.84,     56.04,    327.66,
  188.8171,     10.85,     56.07,    327.66,
  188.8586,     10.85,     56.71,    327.66,
  188.9003,     10.86,     56.69,    327.66,
  188.9421,     10.85,     54.84,    327.66,
  188.9841,     10.61,      3.55,    327.66,
  189.0257,     10.55,      0.41,    327.66,
  189.0670,     10.55,      0.40,    327.66,
  189.1087,     10.55,      0.40,    327.66,
  189.1507,     10.54,      0.40,    327.66,
  189.1927,     10.51,      0.40,    327.66,
  189.2344,     10.49,      0.40,    327.66,
  189.2757,     10.49,      0.40,    327.66,
  189.3177,     10.48,      0.40,    327.66,
  189.3594,     10.48,      0.40,    327.66,
  189.4007,     10.49,      0.40,    327.66,
  189.4427,     10.51,      0.40,    327.66,
  189.4844,     10.58,      3.40,    327.66,
  189.5257,     10.73,     12.04,    327.66,
  189.5677,     10.57,      0.40,    327.66,
  189.6097,     10.69,      4.61,    327.66,
  189.6511,     10.83,     54.76,    327.66,
  189.6928,     10.84,     56.02,    327.66,
  189.7344,     10.86,     56.15,    327.66,
  189.7760,     10.88,     56.33,    327.66,
  189.8178,     10.89,     56.34,    327.66,
  189.8594,     10.91,     56.23,    327.66,
  189.9011,     10.91,     56.42,    327.66,
  189.9429,     10.89,     54.69,    327.66,
  189.9848,     10.60,      3.80,    327.66,
  190.0264,     10.56,      0.40,    327.66,
  190.0684,     10.57,      1.68,    327.66,
  190.1101,     10.59,      3.69,    327.66,
  190.1514,     10.66,      7.46,    327.66,
  190.1934,     10.60,      4.22,    327.66,
  190.2351,     10.60,      5.52,    327.66,
  190.2764,     10.55,      1.59,    327.66,
  190.3184,     10.59,      7.09,    327.66,
  190.3601,     10.65,     12.35,    327.66,
  190.4014,     10.56,      2.38,    327.66,
  190.4434,     10.52,      0.40,    327.66,
  190.4851,     10.62,      3.46,    327.66,
  190.5265,     10.85,     53.45,    327.66,
  190.5682,     10.85,     55.70,    327.66,
  190.6102,     10.86,     55.70,    327.66,
  190.6517,     10.88,     55.92,    327.66,
  190.6935,     10.89,     56.27,    327.66,
  190.7351,     10.89,     55.87,    327.66,
  190.7770,     10.89,     55.92,    327.66,
  190.8186,     10.88,     56.14,    327.66,
  190.8602,     10.89,     56.19,    327.66,
  190.9021,     10.89,     54.19,    327.66,
  190.9438,     10.68,      3.50,    327.66,
  190.9859,     10.64,      1.56,    327.66,
  191.0271,     10.63,      1.95,    327.66,
  191.0691,     10.63,      2.08,    327.66,
  191.1108,     10.62,      2.05,    327.66,
  191.1521,     10.59,      2.08,    327.66,
  191.1941,     10.57,      1.99,    327.66,
  191.2358,     10.55,      0.40,    327.66,
  191.2778,     10.58,      1.27,    327.66,
  191.3191,     10.59,      0.94,    327.66,
  191.3608,     10.61,      1.85,    327.66,
  191.4028,     10.62,      3.78,    327.66,
  191.4440,     10.85,     53.38,    327.66,
  191.4857,     10.83,     55.53,    327.66,
  191.5276,     10.82,     55.73,    327.66,
  191.5692,     10.82,     55.88,    327.66,
  191.6108,     10.82,     55.67,    327.66,
  191.6525,     10.82,     55.83,    327.66,
  191.6943,     10.83,     55.24,    327.66,
  191.7360,     10.85,     55.83,    327.66,
  191.7778,     10.86,     56.11,    327.66,
  191.8193,     10.87,     56.16,    327.66,
  191.8610,     10.89,     55.95,    327.66,
  191.9029,     10.91,     56.11,    327.66,
  191.9445,     10.94,     56.61,    327.66,
  191.9861,     10.95,     54.63,    327.66,
  192.0282,     10.73,      3.57,    327.66,
  192.0698,     10.68,      2.20,    327.66,
  192.1115,     10.63,      2.03,    327.66,
  192.1535,     10.60,      2.08,    327.66,
  192.1948,     10.59,      2.14,    327.66,
  192.2365,     10.61,      2.97,    327.66,
  192.2782,     10.93,     50.34,    327.66,
  192.3198,     10.93,     52.51,    327.66,
  192.3615,     10.94,     52.51,    327.66,
  192.4030,     10.96,     52.75,    327.66,
  192.4448,     10.99,     52.36,    327.66,
  192.4864,     11.03,     52.55,    327.66,
  192.5284,     11.04,     52.62,    327.66,
  192.5702,     10.91,     52.23,    327.66,
  192.6119,     10.86,     52.34,    327.66,
  192.6534,     10.87,     52.21,    327.66,
  192.6949,     10.88,     52.26,    327.66,
  192.7366,     10.90,     52.61,    327.66,
  192.7786,     10.93,     52.36,    327.66,
  192.8202,     11.00,     52.76,    327.66,
  192.8617,     11.01,     53.10,    327.66,
  192.9037,     10.96,     53.10,    327.66,
  192.9454,     10.87,     50.95,    327.66,
  192.9873,     10.57,      3.15,    327.66,
  193.0292,     10.54,      1.52,    327.66,
  193.0705,     10.53,      1.05,    327.66,
  193.1122,     10.53,      0.40,    327.66,
  193.1542,     10.56,      1.49,    327.66,
  193.1955,     10.57,      1.76,    327.66,
  193.2372,     10.58,      1.76,    327.66,
  193.2792,     10.59,      1.86,    327.66,
  193.3205,     10.60,      1.35,    327.66,
  193.3625,     10.60,      0.42,    327.66,
  193.4042,     10.60,      0.42,    327.66,
  193.4462,     10.62,      0.41,    327.66,
  193.4879,     10.64,      0.40,    327.66,
  193.5292,     10.68,      0.40,    327.66,
  193.5711,     10.82,      3.30,    327.66,
  193.6123,     10.99,     53.74,    327.66,
  193.6542,     11.03,     55.55,    327.66,
  193.6959,     11.05,     56.10,    327.66,
  193.7375,     11.06,     56.28,    327.66,
  193.7791,     11.07,     56.30,    327.66,
  193.8208,     11.07,     56.33,    327.66,
  193.8627,     11.07,     56.31,    327.66,
  193.9044,     11.05,     54.67,    327.66,
  193.9465,     10.72,      3.25,    327.66,
  193.9879,     10.64,      0.40,    327.66,
  194.0299,     10.64,      0.40,    327.66,
  194.0712,     10.66,      0.40,    327.66,
  194.1129,     10.68,      0.40,    327.66,
  194.1549,     10.68,      0.40,    327.66,
  194.1962,     10.65,      0.40,    327.66,
  194.2379,     10.64,      0.40,    327.66,
  194.2799,     10.61,      0.40,    327.66,
  194.3219,     10.62,      3.05,    327.66,
  194.3630,     10.84,     53.66,    327.66,
  194.4049,     10.96,     56.31,    327.66,
  194.4465,     10.94,     56.37,    327.66,
  194.4883,     10.94,     55.85,    327.66,
  194.5298,     10.95,     56.10,    327.66,
  194.5714,     10.96,     56.40,    327.66,
  194.6132,     10.98,     55.96,    327.66,
  194.6550,     11.00,     55.78,    327.66,
  194.6968,     11.02,     56.01,    327.66,
  194.7383,     11.03,     55.96,    327.66,
  194.7800,     11.02,     55.83,    327.66,
  194.8219,     11.02,     56.14,    327.66,
  194.8636,     11.02,     56.15,    327.66,
  194.9053,     11.03,     54.61,    327.66,
  194.9473,     10.76,      3.43,    327.66,
  194.9886,     10.70,      0.47,    327.66,
  195.0306,     10.69,      0.40,    327.66,
  195.0719,     10.70,      0.40,    327.66,
  195.1136,     10.71,      0.40,    327.66,
  195.1556,     10.71,      0.40,    327.66,
  195.1976,     10.71,      0.40,    327.66,
  195.2393,     10.70,      0.40,    327.66,
  195.2806,     10.75,      1.98,    327.66,
  195.3226,     10.77,      9.86,    327.66,
  195.3641,     10.75,      6.68,    327.66,
  195.4057,     10.99,     53.62,    327.66,
  195.4472,     10.98,     56.04,    327.66,
  195.4888,     10.98,     55.95,    327.66,
  195.5308,     10.97,     55.87,    327.66,
  195.5725,     10.96,     55.56,    327.66,
  195.6140,     10.95,     55.68,    327.66,
  195.6559,     10.96,     55.71,    327.66,
  195.6974,     10.96,     56.14,    327.66,
  195.7393,     10.98,     56.20,    327.66,
  195.7809,     11.00,     56.36,    327.66,
  195.8224,     11.03,     56.13,    327.66,
  195.8641,     11.06,     56.73,    327.66,
  195.9058,     11.08,     56.81,    327.66,
  195.9477,     11.08,     56.67,    327.66,
  195.9894,     11.07,     54.79,    327.66,
  196.0309,     10.76,      3.40,    327.66,
  196.0733,     10.70,      0.40,    327.66,
  196.1150,     10.71,      0.40,    327.66,
  196.1563,     10.75,      0.40,    327.66,
  196.1983,     10.77,      0.40,    327.66,
  196.2400,     10.91,      4.37,    327.66,
  196.2813,     11.04,     53.94,    327.66,
  196.3228,     10.97,     54.31,    327.66,
  196.3648,     10.91,     17.86,    327.66,
  196.4063,     10.73,     16.19,    327.66,
  196.4482,     10.91,     18.21,    327.66,
  196.4899,     11.02,     53.94,    327.66,
  196.5314,     11.05,     55.67,    327.66,
  196.5732,     11.08,     55.96,    327.66,
  196.6149,     11.09,     55.91,    327.66,
  196.6565,     11.10,     55.82,    327.66,
  196.6983,     11.10,     56.16,    327.66,
  196.7400,     11.10,     56.18,    327.66,
  196.7818,     11.01,     56.54,    327.66,
  196.8233,     11.01,     56.37,    327.66,
  196.8652,     11.07,     56.71,    327.66,
  196.9070,     11.04,     39.39,    327.66,
  196.9488,     11.03,     42.02,    327.66,
  196.9902,     10.90,     42.48,    327.66,
  197.0317,     10.96,     17.85,    327.66,
  197.0740,     10.92,     16.67,    327.66,
  197.1157,     10.92,     16.56,    327.66,
  197.1570,     10.89,     16.03,    327.66,
  197.1990,     10.76,      1.50,    327.66,
  197.2407,     10.78,      9.03,    327.66,
  197.2823,     10.90,     49.60,    327.66,
  197.3239,     11.03,     52.90,    327.66,
  197.3653,     11.14,     48.40,    327.66,
  197.4072,     11.15,     48.99,    327.66,
  197.4490,     10.86,     49.40,    327.66,
  197.4906,     10.91,     46.59,    327.66,
  197.5325,     10.93,     46.36,    327.66,
  197.5738,     10.93,     46.66,    327.66,
  197.6158,     10.93,     46.49,    327.66,
  197.6575,     10.87,     46.47,    327.66,
  197.6995,     10.89,     46.56,    327.66,
  197.7408,     10.95,     46.80,    327.66,
  197.7826,     10.95,     46.57,    327.66,
  197.8242,     11.20,     48.14,    327.66,
  197.8658,     11.22,     47.15,    327.66,
  197.9075,     11.24,     50.41,    327.66,
  197.9493,     10.99,     49.28,    327.66,
  197.9911,     11.28,     49.08,    327.66,
  198.0327,     11.01,     17.74,    327.66,
  198.0744,     10.95,     16.88,    327.66,
  198.1162,     10.95,     16.49,    327.66,
  198.1577,     10.93,     17.54,    327.66,
  198.1995,     10.97,     48.70,    327.66,
  198.2413,     11.06,     56.04,    327.66,
  198.2828,     11.09,     56.13,    327.66,
  198.3246,     11.13,     55.78,    327.66,
  198.3664,     11.19,     55.81,    327.66,
  198.4078,     11.26,     55.76,    327.66,
  198.4497,     11.22,     55.70,    327.66,
  198.4913,     11.28,     55.67,    327.66,
  198.5331,     11.30,     55.51,    327.66,
  198.5749,     11.33,     55.55,    327.66,
  198.6164,     11.36,     55.65,    327.66,
  198.6582,     11.04,     55.70,    327.66,
  198.6999,     11.41,     56.31,    327.66,
  198.7415,     11.43,     55.83,    327.66,
  198.7833,     11.44,     56.25,    327.66,
  198.8251,     11.46,     56.16,    327.66,
  198.8668,     11.49,     56.66,    327.66,
  198.9083,     11.21,     56.91,    327.66,
  198.9503,     11.15,     56.63,    327.66,
  198.9921,     11.24,     54.91,    327.66,
  199.0334,     11.27,     17.87,    327.66,
  199.0753,     11.30,     16.69,    327.66,
  199.1169,     11.23,     16.76,    327.66,
  199.1590,     10.94,     16.85,    327.66,
  199.2003,     10.78,     16.82,    327.66,
  199.2420,     10.72,     18.36,    327.66,
  199.2838,     10.75,     54.06,    327.66,
  199.3253,     10.80,     56.25,    327.66,
  199.3670,     10.94,     55.94,    327.66,
  199.4088,     11.08,     56.04,    327.66,
  199.4506,     11.24,     55.74,    327.66,
  199.4921,     11.39,     55.84,    327.66,
  199.5340,     11.45,     55.83,    327.66,
  199.5755,     11.50,     55.94,    327.66,
  199.6173,     11.53,     56.24,    327.66,
  199.6588,     11.22,     55.87,    327.66,
  199.7006,     11.55,     55.78,    327.66,
  199.7424,     11.56,     55.96,    327.66,
  199.7840,     11.24,     56.30,    327.66,
  199.8257,     11.57,     56.26,    327.66,
  199.8676,     11.57,     56.59,    327.66,
  199.9091,     11.57,     56.52,    327.66,
  199.9510,     11.57,     54.95,    327.66,
  199.9925,     11.33,     17.98,    327.66,
  200.0347,     11.11,     16.89,    327.66,
  200.0760,     10.95,     16.76,    327.66,
  200.1178,     10.91,     16.47,    327.66,
  200.1597,     10.87,     16.75,    327.66,
  200.2010,     10.84,     16.90,    327.66,
  200.2427,     10.84,     18.07,    327.66,
  200.2849,     11.03,     54.59,    327.66,
  200.3263,     11.20,     55.98,    327.66,
  200.3678,     11.34,     56.16,    327.66,
  200.4095,     11.41,     56.08,    327.66,
  200.4513,     11.39,     55.87,    327.66,
  200.4929,     11.33,     55.81,    327.66,
  200.5348,     11.33,     56.16,    327.66,
  200.5766,     11.38,     56.00,    327.66,
  200.6180,     11.45,     56.33,    327.66,
  200.6597,     11.48,     55.79,    327.66,
  200.7013,     11.48,     55.77,    327.66,
  200.7433,     11.47,     56.32,    327.66,
  200.7850,     11.50,     56.44,    327.66,
  200.8267,     11.57,     56.24,    327.66,
  200.8684,     11.53,     56.92,    327.66,
  200.9100,     11.46,     55.34,    327.66,
  200.9516,     11.29,     18.14,    327.66,
  200.9934,     11.19,     16.36,    327.66,
  201.0354,     10.92,      1.65,    327.66,
  201.0767,     10.93,      0.40,    327.66,
  201.1184,     10.94,      0.40,    327.66,
  201.1604,     10.97,      0.40,    327.66,
  201.2017,     11.02,      0.40,    327.66,
  201.2434,     11.12,      3.40,    327.66,
  201.2855,     11.22,     45.05,    327.66,
  201.3268,     11.16,     46.56,    327.66,
  201.3686,     11.15,     50.67,    327.66,
  201.4103,     11.19,     49.10,    327.66,
  201.4519,     11.26,     49.99,    327.66,
  201.4940,     11.35,     51.13,    327.66,
  201.5355,     11.41,     47.76,    327.66,
  201.5773,     11.49,     55.29,    327.66,
  201.6190,     11.52,     47.30,    327.66,
  201.6604,     11.56,     55.43,    327.66,
  201.7022,     11.54,     53.48,    327.66,
  201.7444,     11.43,     52.60,    327.66,
  201.7855,     11.31,     52.36,    327.66,
  201.8276,     11.35,     47.06,    327.66,
  201.8693,     11.38,     46.82,    327.66,
  201.9110,     11.41,     45.16,    327.66,
  201.9530,     11.27,      3.23,    327.66,
  201.9941,     11.16,      0.52,    327.66,
  202.0361,     11.10,      0.40,    327.66,
  202.0774,     11.09,      0.40,    327.66,
  202.1191,     11.09,      0.40,    327.66,
  202.1611,     11.08,      0.40,    327.66,
  202.2031,     11.06,      0.40,    327.66,
  202.2448,     11.04,      0.45,    327.66,
  202.2861,     11.11,      1.88,    327.66,
  202.3281,     11.14,      4.53,    327.66,
  202.3699,     11.44,     54.01,    327.66,
  202.4111,     11.43,     55.76,    327.66,
  202.4530,     11.45,     56.14,    327.66,
  202.4945,     11.45,     55.80,    327.66,
  202.5364,     11.36,     55.60,    327.66,
  202.5779,     11.53,     55.59,    327.66,
  202.6196,     11.32,     55.61,    327.66,
  202.6614,     11.65,     55.50,    327.66,
  202.7029,     11.35,     55.72,    327.66,
  202.7449,     11.66,     56.14,    327.66,
  202.7867,     11.38,     56.42,    327.66,
  202.8281,     11.39,     56.12,    327.66,
  202.8698,     11.44,     56.34,    327.66,
  202.9118,     11.50,     54.87,    327.66,
  202.9533,     11.30,      3.85,    327.66,
  202.9948,     11.13,      0.45,    327.66,
  203.0368,     11.09,      0.40,    327.66,
  203.0788,     11.08,      0.40,    327.66,
  203.1205,     11.09,      0.40,    327.66,
  203.1618,     11.08,      0.40,    327.66,
  203.2038,     11.08,      0.40,    327.66,
  203.2455,     11.07,      0.40,    327.66,
  203.2868,     11.06,      0.40,    327.66,
  203.3288,     11.06,      0.40,    327.66,
  203.3705,     11.08,      0.40,    327.66,
  203.4118,     11.13,      0.40,    327.66,
  203.4538,     11.16,      0.40,    327.66,
  203.4955,     11.21,      0.40,    327.66,
  203.5375,     11.40,      3.40,    327.66,
  203.5789,     11.53,     53.51,    327.66,
  203.6205,     11.46,     56.20,    327.66,
  203.6624,     11.28,     56.25,    327.66,
  203.7039,     11.49,     56.09,    327.66,
  203.7459,     11.47,     56.01,    327.66,
  203.7874,     11.51,     56.12,    327.66,
  203.8291,     11.53,     56.41,    327.66,
  203.8708,     11.54,     56.84,    327.66,
  203.9125,     11.52,     56.77,    327.66,
  203.9542,     11.49,     54.59,    327.66,
  203.9959,     11.13,      3.30,    327.66,
  204.0375,     11.01,      0.43,    327.66,
  204.0795,     11.02,      0.40,    327.66,
  204.1212,     11.06,      0.40,    327.66,
  204.1625,     11.11,      0.40,    327.66,
  204.2045,     11.11,      0.40,    327.66,
  204.2462,     11.16,      0.40,    327.66,
  204.2875,     11.12,      0.40,    327.66,
  204.3295,     11.08,      0.40,    327.66,
  204.3712,     11.09,      0.40,    327.66,
  204.4132,     11.14,      0.40,    327.66,
  204.4545,     11.17,      0.40,    327.66,
  204.4962,     11.20,      0.40,    327.66,
  204.5382,     11.46,      3.17,    327.66,
  204.5798,     11.58,     50.83,    327.66,
  204.6216,     11.33,     52.89,    327.66,
  204.6629,     11.40,     52.71,    327.66,
  204.7048,     11.70,     53.25,    327.66,
  204.7464,     11.41,     53.07,    327.66,
  204.7880,     11.70,     53.24,    327.66,
  204.8298,     11.71,     52.90,    327.66,
  204.8716,     11.71,     53.21,    327.66,
  204.9132,     11.72,     51.20,    327.66,
  204.9552,     11.32,      3.26,    327.66,
  204.9969,     11.14,      0.40,    327.66,
  205.0382,     11.08,      0.40,    327.66,
  205.0802,     11.05,      0.40,    327.66,
  205.1219,     11.07,      0.40,    327.66,
  205.1632,     11.14,      0.40,    327.66,
  205.2052,     11.17,      0.40,    327.66,
  205.2469,     11.22,      0.40,    327.66,
  205.2889,     11.20,      0.40,    327.66,
  205.3302,     11.17,      0.40,    327.66,
  205.3719,     11.10,      0.40,    327.66,
  205.4139,     11.06,      0.40,    327.66,
  205.4552,     11.07,      0.40,    327.66,
  205.4969,     11.12,      0.40,    327.66,
  205.5389,     11.30,      3.12,    327.66,
  205.5805,     11.65,     50.71,    327.66,
  205.6220,     11.74,     52.88,    327.66,
  205.6637,     11.47,     52.68,    327.66,
  205.7054,     11.47,     53.22,    327.66,
  205.7471,     11.46,     53.19,    327.66,
  205.7890,     11.46,     53.34,    327.66,
  205.8306,     11.76,     53.22,    327.66,
  205.8724,     11.76,     53.26,    327.66,
  205.9141,     11.77,     51.14,    327.66,
  205.9562,     11.42,      3.30,    327.66,
  205.9976,     11.25,      0.40,    327.66,
  206.0389,     11.19,      0.40,    327.66,
  206.0809,     11.15,      0.40,    327.66,
  206.1226,     11.16,      0.40,    327.66,
  206.1646,     11.23,      0.40,    327.66,
  206.2059,     11.30,      0.40,    327.66,
  206.2476,     11.38,      0.40,    327.66,
  206.2896,     11.39,      0.40,    327.66,
  206.3309,     11.27,      0.40,    327.66,
  206.3726,     11.11,      0.40,    327.66,
  206.4146,     11.03,      0.40,    327.66,
  206.4559,     11.10,      3.35,    327.66,
  206.4983,     11.34,     50.57,    327.66,
  206.5396,     11.40,     52.45,    327.66,
  206.5810,     11.48,     52.44,    327.66,
  206.6229,     11.58,     52.97,    327.66,
  206.6647,     11.64,     52.53,    327.66,
  206.7063,     11.67,     53.04,    327.66,
  206.7479,     11.68,     52.82,    327.66,
  206.7897,     11.67,     52.95,    327.66,
  206.8313,     11.72,     52.91,    327.66,
  206.8729,     11.68,     53.16,    327.66,
  206.9147,     11.79,     51.04,    327.66,
  206.9566,     11.40,      3.09,    327.66,
  206.9983,     11.28,      0.40,    327.66,
  207.0403,     11.31,      0.40,    327.66,
  207.0816,     11.35,      0.40,    327.66,
  207.1233,     11.36,      0.40,    327.66,
  207.1653,     11.31,      0.40,    327.66,
  207.2066,     11.24,      0.40,    327.66,
  207.2483,     11.18,      0.40,    327.66,
  207.2903,     11.15,      0.40,    327.66,
  207.3323,     11.16,      0.40,    327.66,
  207.3740,     11.19,      0.40,    327.66,
  207.4153,     11.19,      0.40,    327.66,
  207.4573,     11.40,      3.02,    327.66,
  207.4987,     11.71,     50.81,    327.66,
  207.5403,     11.81,     52.78,    327.66,
  207.5821,     11.83,     53.03,    327.66,
  207.6238,     11.85,     52.86,    327.66,
  207.6654,     11.55,     52.67,    327.66,
  207.7072,     11.43,     53.03,    327.66,
  207.7492,     11.48,     53.29,    327.66,
  207.7904,     11.56,     53.57,    327.66,
  207.8323,     11.57,     53.23,    327.66,
  207.8740,     11.58,     53.55,    327.66,
  207.9154,     11.62,     51.05,    327.66,
  207.9573,     11.42,      3.21,    327.66,
  207.9990,     11.23,      0.40,    327.66,
  208.0410,     11.21,      0.40,    327.66,
  208.0823,     11.19,      0.40,    327.66,
  208.1240,     11.14,      0.40,    327.66,
  208.1660,     11.06,      0.40,    327.66,
  208.2080,     11.02,      0.40,    327.66,
  208.2497,     11.02,      0.40,    327.66,
  208.2910,     11.07,      0.40,    327.66,
  208.3330,     11.12,      0.40,    327.66,
  208.3747,     11.23,      0.40,    327.66,
  208.4160,     11.34,      0.40,    327.66,
  208.4580,     11.44,      0.40,    327.66,
  208.4997,     11.52,      0.40,    327.66,
  208.5410,     11.70,      2.95,    327.66,
  208.5828,     11.88,     50.77,    327.66,
  208.6243,     11.61,     52.76,    327.66,
  208.6661,     11.62,     53.03,    327.66,
  208.7077,     11.91,     53.12,    327.66,
  208.7496,     11.65,     53.00,    327.66,
  208.7915,     11.66,     52.80,    327.66,
  208.8329,     11.66,     53.08,    327.66,
  208.8746,     11.66,     53.37,    327.66,
  208.9162,     11.93,     51.12,    327.66,
  208.9580,     11.44,      0.41,    327.66,
  208.9998,     11.26,      0.41,    327.66,
  209.0416,     11.26,      0.40,    327.66,
  209.0830,     11.30,      0.40,    327.66,
  209.1249,     11.30,      0.40,    327.66,
  209.1665,     11.28,      0.40,    327.66,
  209.2087,     11.12,      0.40,    327.66,
  209.2500,     11.05,      0.40,    327.66,
  209.2917,     11.00,      0.40,    327.66,
  209.3337,     10.99,      0.40,    327.66,
  209.3750,     11.07,      0.40,    327.66,
  209.4167,     11.14,      0.40,    327.66,
  209.4585,     11.23,      0.40,    327.66,
  209.5000,     11.30,      0.40,    327.66,
  209.5420,     11.34,      0.40,    327.66,
  209.5836,     11.36,      0.40,    327.66,
  209.6257,     11.49,      2.92,    327.66,
  209.6670,     11.49,     47.84,    327.66,
  209.7088,     11.75,     49.77,    327.66,
  209.7503,     11.79,     49.73,    327.66,
  209.7920,     11.83,     49.53,    327.66,
  209.8339,     11.85,     49.85,    327.66,
  209.8755,     11.83,     48.41,    327.66,
  209.9170,     11.77,      3.71,    327.66,
  209.9587,     11.33,      0.51,    327.66,
  210.0007,     11.25,      0.40,    327.66,
  210.0427,     11.27,      0.40,    327.66,
  210.0844,     11.30,      0.40,    327.66,
  210.1257,     11.35,      0.40,    327.66,
  210.1677,     11.38,      0.40,    327.66,
  210.2094,     11.29,      0.40,    327.66,
  210.2507,     11.20,      0.40,    327.66,
  210.2927,     11.15,      0.40,    327.66,
  210.3344,     11.13,      0.40,    327.66,
  210.3757,     11.15,      0.40,    327.66,
  210.4177,     11.20,      0.40,    327.66,
  210.4594,     11.36,      3.02,    327.66,
  210.5011,     11.74,     50.49,    327.66,
  210.5427,     11.93,     52.45,    327.66,
  210.5844,     11.95,     52.52,    327.66,
  210.6260,     11.97,     52.86,    327.66,
  210.6676,     11.97,     52.66,    327.66,
  210.7094,     11.96,     52.92,    327.66,
  210.7512,     11.94,     53.17,    327.66,
  210.7928,     11.93,     52.80,    327.66,
  210.8346,     11.91,     48.13,    327.66,
  210.8764,     11.91,     47.75,    327.66,
  210.9178,     11.89,      3.14,    327.66,
  210.9601,     11.89,      0.40,    327.66,
  211.0014,     11.82,      0.40,    327.66,
  211.0434,     11.64,      0.40,    327.66,
  211.0851,     11.48,      0.40,    327.66,
  211.1264,     11.38,      0.40,    327.66,
  211.1684,     11.30,      0.40,    327.66,
  211.2101,     11.31,      1.39,    327.66,
  211.2514,     11.30,     16.06,    327.66,
  211.2934,     11.41,     16.13,    327.66,
  211.3351,     11.47,     16.16,    327.66,
  211.3771,     11.53,     16.31,    327.66,
  211.4184,     11.57,     16.45,    327.66,
  211.4601,     11.56,     17.72,    327.66,
  211.5019,     11.86,     50.83,    327.66,
  211.5435,     11.83,     52.10,    327.66,
  211.5851,     11.83,     52.26,    327.66,
  211.6268,     11.83,     52.48,    327.66,
  211.6685,     11.83,     52.61,    327.66,
  211.7103,     11.78,     52.64,    327.66,
  211.7521,     11.76,     52.86,    327.66,
  211.7939,     11.74,     52.82,    327.66,
  211.8355,     11.74,     53.19,    327.66,
  211.8772,     11.75,     51.35,    327.66,
  211.9187,     11.39,      3.60,    327.66,
  211.9605,     11.42,      0.40,    327.66,
  212.0021,     11.38,      0.40,    327.66,
  212.0441,     11.38,      0.40,    327.66,
  212.0858,     11.36,      0.40,    327.66,
  212.1278,     11.29,      0.40,    327.66,
  212.1691,     11.22,      0.40,    327.66,
  212.2109,     11.17,      0.40,    327.66,
  212.2528,     11.16,      0.40,    327.66,
  212.2941,     11.19,      0.40,    327.66,
  212.3358,     11.19,      0.40,    327.66,
  212.3778,     11.32,      3.41,    327.66,
  212.4192,     11.81,     50.94,    327.66,
  212.4608,     11.83,     52.96,    327.66,
  212.5026,     11.88,     58.62,    327.66,
  212.5443,     11.90,     53.16,    327.66,
  212.5861,     11.71,     52.58,    327.66,
  212.6278,     11.90,     52.75,    327.66,
  212.6694,     11.54,     53.17,    327.66,
  212.7111,     11.90,     53.17,    327.66,
  212.7529,     11.91,     52.93,    327.66,
  212.7946,     11.93,     52.89,    327.66,
  212.8361,     11.92,     53.23,    327.66,
  212.8780,     11.91,     51.50,    327.66,
  212.9196,     11.65,      3.06,    327.66,
  212.9615,     11.41,      0.40,    327.66,
  213.0035,     11.32,      0.40,    327.66,
  213.0448,     11.25,      0.40,    327.66,
  213.0865,     11.19,      0.40,    327.66,
  213.1285,     11.15,      0.40,    327.66,
  213.1698,     11.16,      0.40,    327.66,
  213.2115,     11.24,      0.40,    327.66,
  213.2535,     11.30,      0.40,    327.66,
  213.2948,     11.52,      2.90,    327.66,
  213.3370,     11.84,     50.95,    327.66,
  213.3782,     11.70,     52.74,    327.66,
  213.4198,     12.00,     52.68,    327.66,
  213.4615,     11.74,     52.59,    327.66,
  213.5035,     11.77,     52.78,    327.66,
  213.5451,     12.05,     55.31,    327.66,
  213.5867,     12.06,     57.10,    327.66,
  213.6286,     12.07,     52.56,    327.66,
  213.6701,     12.08,     52.31,    327.66,
  213.7117,     12.08,     53.65,    327.66,
  213.7536,     11.81,     52.98,    327.66,
  213.7953,     11.67,     52.94,    327.66,
  213.8374,     11.67,     53.26,    327.66,
  213.8786,     11.77,     51.75,    327.66,
  213.9204,     11.62,      3.12,    327.66,
  213.9622,     11.44,      0.40,    327.66,
  214.0042,     11.32,      0.40,    327.66,
  214.0455,     11.21,      0.40,    327.66,
  214.0872,     11.16,      0.40,    327.66,
  214.1292,     11.12,      0.40,    327.66,
  214.1705,     11.13,      0.40,    327.66,
  214.2122,     11.17,      0.40,    327.66,
