 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
  214.2542,     11.26,      0.40,    327.66,
  214.2962,     11.40,      0.40,    327.66,
  214.3377,     11.54,      0.40,    327.66,
  214.3792,     11.74,      3.04,    327.66,
  214.4207,     12.07,     50.53,    327.66,
  214.4626,     12.08,     52.56,    327.66,
  214.5044,     12.00,     52.69,    327.66,
  214.5459,     11.84,     52.75,    327.66,
  214.5877,     12.10,     52.54,    327.66,
  214.6293,     12.10,     52.49,    327.66,
  214.6709,     12.10,     52.48,    327.66,
  214.7125,     11.86,     52.73,    327.66,
  214.7544,     11.86,     52.76,    327.66,
  214.7960,     11.85,     52.88,    327.66,
  214.8378,     11.85,     53.08,    327.66,
  214.8798,     11.83,     53.19,    327.66,
  214.9216,     11.75,     51.45,    327.66,
  214.9629,     11.62,      3.10,    327.66,
  215.0049,     11.34,      0.40,    327.66,
  215.0462,     11.30,      0.40,    327.66,
  215.0879,     11.33,      0.40,    327.66,
  215.1299,     11.35,      0.40,    327.66,
  215.1719,     11.28,      0.40,    327.66,
  215.2136,     11.20,      0.40,    327.66,
  215.2549,     11.17,      0.40,    327.66,
  215.2969,     11.20,      0.40,    327.66,
  215.3382,     11.46,      3.02,    327.66,
  215.3803,     11.80,     50.98,    327.66,
  215.4217,     12.01,     52.95,    327.66,
  215.4633,     12.12,     52.71,    327.66,
  215.5049,     12.12,     52.98,    327.66,
  215.5466,     11.88,     52.60,    327.66,
  215.5884,     12.14,     52.68,    327.66,
  215.6302,     11.87,     52.79,    327.66,
  215.6717,     11.87,     52.72,    327.66,
  215.7135,     11.89,     52.90,    327.66,
  215.7553,     12.14,     52.92,    327.66,
  215.7970,     11.98,     53.25,    327.66,
  215.8390,     11.98,     51.63,    327.66,
  215.8806,     11.67,      3.19,    327.66,
  215.9219,     11.49,      0.40,    327.66,
  215.9639,     11.44,      0.40,    327.66,
  216.0056,     11.47,      0.40,    327.66,
  216.0476,     11.48,      0.40,    327.66,
  216.0893,     11.41,      0.40,    327.66,
  216.1306,     11.31,      0.40,    327.66,
  216.1726,     11.27,      0.40,    327.66,
  216.2143,     11.27,      0.40,    327.66,
  216.2556,     11.28,      0.40,    327.66,
  216.2976,     11.31,      0.40,    327.66,
  216.3393,     11.31,      0.40,    327.66,
  216.3806,     11.37,      0.40,    327.66,
  216.4226,     11.57,      3.33,    327.66,
  216.4642,     11.95,     50.82,    327.66,
  216.5061,     12.04,     52.81,    327.66,
  216.5476,     12.15,     52.94,    327.66,
  216.5891,     11.89,     52.58,    327.66,
  216.6309,     11.90,     52.61,    327.66,
  216.6725,     11.89,     52.86,    327.66,
  216.7145,     11.89,     53.00,    327.66,
  216.7558,     12.16,     53.25,    327.66,
  216.7978,     11.92,     53.06,    327.66,
  216.8393,     11.93,     51.49,    327.66,
  216.8811,     11.87,      3.13,    327.66,
  216.9230,     11.52,      0.40,    327.66,
  216.9650,     11.41,      0.40,    327.66,
  217.0063,     11.39,      0.40,    327.66,
  217.0483,     11.47,      0.40,    327.66,
  217.0900,     11.56,      0.40,    327.66,
  217.1313,     11.67,      0.40,    327.66,
  217.1733,     11.67,      0.40,    327.66,
  217.2150,     11.47,      0.40,    327.66,
  217.2563,     11.35,      0.40,    327.66,
  217.2983,     11.28,      0.40,    327.66,
  217.3399,     11.31,      0.40,    327.66,
  217.3815,     11.37,      0.40,    327.66,
  217.4231,     11.47,      0.40,    327.66,
  217.4652,     11.78,      3.26,    327.66,
  217.5066,     12.00,     44.87,    327.66,
  217.5482,     12.16,     46.53,    327.66,
  217.5901,     12.16,     46.23,    327.66,
  217.6320,     11.98,     46.07,    327.66,
  217.6735,     11.94,     46.66,    327.66,
  217.7151,     11.86,     55.62,    327.66,
  217.7569,     11.84,     56.05,    327.66,
  217.7990,     11.92,     56.36,    327.66,
  217.8405,     12.04,     56.45,    327.66,
  217.8820,     12.18,     54.68,    327.66,
  217.9237,     11.92,      3.37,    327.66,
  217.9657,     11.76,      0.40,    327.66,
  218.0070,     11.60,      0.40,    327.66,
  218.0490,     11.52,      0.40,    327.66,
  218.0907,     11.49,      0.40,    327.66,
  218.1320,     11.49,      0.40,    327.66,
  218.1740,     11.49,      0.40,    327.66,
  218.2156,     11.49,      0.40,    327.66,
  218.2577,     11.47,      0.40,    327.66,
  218.2990,     11.42,      0.40,    327.66,
  218.3407,     11.43,      0.40,    327.66,
  218.3827,     11.42,      0.40,    327.66,
  218.4240,     11.45,      0.40,    327.66,
  218.4657,     11.62,      3.05,    327.66,
  218.5073,     11.81,     50.39,    327.66,
  218.5489,     11.93,     52.21,    327.66,
  218.5912,     11.94,     52.35,    327.66,
  218.6324,     11.83,     52.47,    327.66,
  218.6744,     11.90,     52.66,    327.66,
  218.7162,     11.96,     52.82,    327.66,
  218.7575,     12.00,     52.95,    327.66,
  218.7995,     12.00,     53.04,    327.66,
  218.8409,     11.97,     51.46,    327.66,
  218.8832,     11.57,      3.06,    327.66,
  218.9247,     11.52,      0.40,    327.66,
  218.9663,     11.50,      0.40,    327.66,
  219.0077,     11.56,      0.40,    327.66,
  219.0497,     11.58,      0.40,    327.66,
  219.0913,     11.61,      0.40,    327.66,
  219.1333,     11.53,      0.40,    327.66,
  219.1747,     11.46,      0.40,    327.66,
  219.2163,     11.43,      0.40,    327.66,
  219.2583,     11.43,      0.40,    327.66,
  219.2997,     11.47,      0.40,    327.66,
  219.3419,     11.49,      0.40,    327.66,
  219.3833,     11.56,      0.40,    327.66,
  219.4247,     11.62,      0.40,    327.66,
  219.4663,     11.72,      3.46,    327.66,
  219.5081,     12.11,     50.93,    327.66,
  219.5500,     12.16,     52.76,    327.66,
  219.5914,     11.95,     52.44,    327.66,
  219.6333,     11.96,     52.60,    327.66,
  219.6751,     11.96,     53.07,    327.66,
  219.7167,     11.97,     53.02,    327.66,
  219.7586,     11.97,     52.96,    327.66,
  219.8003,     11.98,     52.91,    327.66,
  219.8417,     11.94,     51.05,    327.66,
  219.8835,     11.74,      3.06,    327.66,
  219.9256,     11.47,      0.40,    327.66,
  219.9670,     11.44,      0.40,    327.66,
  220.0090,     11.50,      0.40,    327.66,
  220.0503,     11.55,      0.40,    327.66,
  220.0920,     11.59,      0.40,    327.66,
  220.1340,     11.56,      0.40,    327.66,
  220.1753,     11.50,      0.40,    327.66,
  220.2170,     11.40,      0.40,    327.66,
  220.2590,     11.35,      0.40,    327.66,
  220.3003,     11.34,      0.40,    327.66,
  220.3424,     11.40,      0.40,    327.66,
  220.3840,     11.66,      3.12,    327.66,
  220.4259,     11.92,     50.58,    327.66,
  220.4672,     12.14,     52.76,    327.66,
  220.5089,     12.25,     52.73,    327.66,
  220.5508,     12.26,     52.72,    327.66,
  220.5925,     12.01,     53.05,    327.66,
  220.6342,     12.00,     52.96,    327.66,
  220.6758,     11.97,     52.81,    327.66,
  220.7176,     11.97,     53.05,    327.66,
  220.7593,     12.01,     52.94,    327.66,
  220.8008,     12.01,     52.80,    327.66,
  220.8426,     12.03,     53.10,    327.66,
  220.8842,     12.05,     51.01,    327.66,
  220.9261,     11.97,      3.19,    327.66,
  220.9677,     11.71,      0.40,    327.66,
  221.0097,     11.62,      0.40,    327.66,
  221.0510,     11.59,      0.40,    327.66,
  221.0927,     11.61,      0.40,    327.66,
  221.1347,     11.63,      0.40,    327.66,
  221.1760,     11.60,      0.40,    327.66,
  221.2177,     11.52,      0.40,    327.66,
  221.2597,     11.47,      0.40,    327.66,
  221.3017,     11.48,      0.40,    327.66,
  221.3434,     11.47,      0.40,    327.66,
  221.3847,     11.52,      0.40,    327.66,
  221.4267,     11.57,      0.40,    327.66,
  221.4684,     11.78,      3.06,    327.66,
  221.5101,     12.06,     50.54,    327.66,
  221.5516,     12.10,     52.62,    327.66,
  221.5932,     12.30,     52.36,    327.66,
  221.6347,     12.03,     52.77,    327.66,
  221.6766,     12.03,     52.87,    327.66,
  221.7183,     12.04,     53.14,    327.66,
  221.7598,     12.03,     52.86,    327.66,
  221.8019,     12.00,     53.07,    327.66,
  221.8435,     11.98,     53.40,    327.66,
  221.8854,     11.99,     51.48,    327.66,
  221.9272,     11.90,      3.26,    327.66,
  221.9684,     11.67,      0.41,    327.66,
  222.0104,     11.63,      0.40,    327.66,
  222.0517,     11.63,      0.40,    327.66,
  222.0934,     11.63,      0.40,    327.66,
  222.1354,     11.58,      0.40,    327.66,
  222.1774,     11.51,      0.40,    327.66,
  222.2191,     11.48,      0.40,    327.66,
  222.2604,     11.51,      0.40,    327.66,
  222.3024,     11.52,      0.40,    327.66,
  222.3441,     11.57,      0.40,    327.66,
  222.3854,     11.81,      3.01,    327.66,
  222.4273,     12.07,     50.65,    327.66,
  222.4689,     12.31,     52.98,    327.66,
  222.5105,     12.06,     52.91,    327.66,
  222.5522,     12.08,     52.65,    327.66,
  222.5940,     12.34,     52.81,    327.66,
  222.6357,     12.08,     52.63,    327.66,
  222.6773,     12.07,     52.65,    327.66,
  222.7192,     12.08,     52.51,    327.66,
  222.7609,     12.09,     41.73,    327.66,
  222.8024,     12.04,     41.22,    327.66,
  222.8441,     12.09,     39.93,    327.66,
  222.8863,     12.08,      2.60,    327.66,
  222.9274,     11.91,      0.40,    327.66,
  222.9691,     11.78,      0.40,    327.66,
  223.0111,     11.64,      0.40,    327.66,
  223.0531,     11.56,      0.40,    327.66,
  223.0948,     11.58,      0.40,    327.66,
  223.1361,     11.65,      0.40,    327.66,
  223.1781,     11.78,      0.40,    327.66,
  223.2198,     11.88,      0.40,    327.66,
  223.2611,     11.80,      0.40,    327.66,
  223.3031,     11.53,      0.40,    327.66,
  223.3448,     11.36,      0.40,    327.66,
  223.3861,     11.31,      0.40,    327.66,
  223.4281,     11.34,      0.40,    327.66,
  223.4698,     11.64,      3.19,    327.66,
  223.5118,     12.00,     47.41,    327.66,
  223.5530,     12.21,     49.31,    327.66,
  223.5947,     12.28,     49.38,    327.66,
  223.6366,     12.25,     49.22,    327.66,
  223.6780,     12.17,     49.11,    327.66,
  223.7199,     12.13,     49.75,    327.66,
  223.7616,     12.13,     49.54,    327.66,
  223.8034,     12.12,     49.92,    327.66,
  223.8448,     12.36,     50.19,    327.66,
  223.8866,     12.15,     47.72,    327.66,
  223.9284,     12.07,      2.98,    327.66,
  223.9705,     11.91,      0.49,    327.66,
  224.0118,     11.82,      0.40,    327.66,
  224.0538,     11.81,      0.40,    327.66,
  224.0955,     11.82,      0.40,    327.66,
  224.1368,     11.81,      0.40,    327.66,
  224.1788,     11.80,      0.40,    327.66,
  224.2205,     11.77,      0.40,    327.66,
  224.2618,     11.74,      0.40,    327.66,
  224.3038,     11.72,      0.40,    327.66,
  224.3455,     11.69,      0.40,    327.66,
  224.3875,     11.62,      0.40,    327.66,
  224.4288,     11.59,      0.40,    327.66,
  224.4705,     11.59,      0.40,    327.66,
  224.5125,     11.58,      0.40,    327.66,
  224.5538,     11.75,      3.08,    327.66,
  224.5954,     11.97,     50.49,    327.66,
  224.6373,     12.09,     52.63,    327.66,
  224.6790,     12.05,     52.56,    327.66,
  224.7205,     12.00,     52.52,    327.66,
  224.7624,     11.96,     52.83,    327.66,
  224.8040,     11.97,     52.83,    327.66,
  224.8458,     12.01,     53.36,    327.66,
  224.8878,     12.02,     51.32,    327.66,
  224.9293,     11.88,      3.48,    327.66,
  224.9712,     11.67,      0.49,    327.66,
  225.0125,     11.65,      0.40,    327.66,
  225.0545,     11.70,      0.40,    327.66,
  225.0962,     11.73,      0.40,    327.66,
  225.1375,     11.80,      0.40,    327.66,
  225.1795,     11.85,      0.40,    327.66,
  225.2212,     11.87,      0.40,    327.66,
  225.2632,     11.90,      0.40,    327.66,
  225.3045,     11.89,      0.40,    327.66,
  225.3462,     11.89,      0.40,    327.66,
  225.3882,     11.86,      0.40,    327.66,
  225.4295,     11.98,      2.58,    327.66,
  225.4713,     12.19,     39.74,    327.66,
  225.5130,     12.22,     40.91,    327.66,
  225.5551,     12.22,     41.04,    327.66,
  225.5963,     12.15,     40.87,    327.66,
  225.6381,     12.07,     41.24,    327.66,
  225.6799,     12.07,     41.11,    327.66,
  225.7216,     12.07,     41.15,    327.66,
  225.7632,     12.06,     41.08,    327.66,
  225.8048,     12.03,     41.22,    327.66,
  225.8465,     11.98,     41.31,    327.66,
  225.8882,     11.97,     39.60,    327.66,
  225.9304,     11.77,      2.60,    327.66,
  225.9719,     11.54,      0.40,    327.66,
  226.0132,     11.55,      0.40,    327.66,
  226.0552,     11.57,      0.40,    327.66,
  226.0969,     11.64,      0.40,    327.66,
  226.1389,     11.68,      0.40,    327.66,
  226.1802,     11.69,      0.40,    327.66,
  226.2219,     11.69,      0.40,    327.66,
  226.2639,     11.70,      0.40,    327.66,
  226.3052,     11.72,      0.40,    327.66,
  226.3469,     11.74,      0.40,    327.66,
  226.3889,     11.78,      0.40,    327.66,
  226.4302,     11.81,      0.40,    327.66,
  226.4719,     11.99,      3.21,    327.66,
  226.5139,     12.24,     50.81,    327.66,
  226.5560,     12.25,     52.81,    327.66,
  226.5974,     12.16,     52.87,    327.66,
  226.6389,     12.17,     53.06,    327.66,
  226.6806,     12.16,     52.89,    327.66,
  226.7223,     12.13,     53.45,    327.66,
  226.7641,     12.08,     53.30,    327.66,
  226.8055,     12.03,     53.21,    327.66,
  226.8473,     12.04,     53.25,    327.66,
  226.8890,     12.07,     51.22,    327.66,
  226.9309,     11.85,      3.19,    327.66,
  226.9726,     11.66,      0.40,    327.66,
  227.0146,     11.66,      0.40,    327.66,
  227.0559,     11.68,      0.40,    327.66,
  227.0976,     11.75,      0.40,    327.66,
  227.1396,     11.79,      0.40,    327.66,
  227.1809,     11.80,      0.40,    327.66,
  227.2226,     11.81,      0.40,    327.66,
  227.2646,     11.84,      0.40,    327.66,
  227.3059,     11.88,      0.40,    327.66,
  227.3483,     11.91,      0.40,    327.66,
  227.3896,     11.94,      0.40,    327.66,
  227.4316,     12.04,      2.12,    327.66,
  227.4733,     12.24,     47.45,    327.66,
  227.5145,     12.19,     56.35,    327.66,
  227.5562,     12.16,     55.02,    327.66,
  227.5982,     12.18,     53.54,    327.66,
  227.6395,     12.14,     56.17,    327.66,
  227.6813,     12.16,     55.08,    327.66,
  227.7231,     12.19,     52.77,    327.66,
  227.7647,     12.19,     52.64,    327.66,
  227.8065,     12.19,     52.87,    327.66,
  227.8480,     12.17,     53.69,    327.66,
  227.8898,     12.17,     51.45,    327.66,
  227.9318,     12.00,      3.09,    327.66,
  227.9733,     11.73,      0.40,    327.66,
  228.0153,     11.69,      0.40,    327.66,
  228.0566,     11.70,      0.40,    327.66,
  228.0983,     11.77,      0.40,    327.66,
  228.1403,     11.82,      0.40,    327.66,
  228.1823,     11.85,      0.40,    327.66,
  228.2240,     11.86,      0.40,    327.66,
  228.2653,     11.87,      0.40,    327.66,
  228.3073,     11.89,      0.40,    327.66,
  228.3490,     11.94,      0.40,    327.66,
  228.3903,     12.09,      2.33,    327.66,
  228.4318,     12.23,     50.18,    327.66,
  228.4736,     12.47,     52.53,    327.66,
  228.5154,     12.49,     52.58,    327.66,
  228.5571,     12.23,     52.65,    327.66,
  228.5990,     12.23,     52.59,    327.66,
  228.6406,     12.23,     52.84,    327.66,
  228.6822,     12.23,     53.12,    327.66,
  228.7238,     12.17,     53.05,    327.66,
  228.7655,     12.11,     53.02,    327.66,
  228.8074,     12.12,     52.83,    327.66,
  228.8489,     12.14,     53.12,    327.66,
  228.8908,     12.21,     51.03,    327.66,
  228.9329,     12.10,      3.23,    327.66,
  228.9740,     11.86,      0.47,    327.66,
  229.0160,     11.80,      0.40,    327.66,
  229.0580,     11.77,      0.40,    327.66,
  229.0997,     11.80,      0.40,    327.66,
  229.1410,     11.81,      0.40,    327.66,
  229.1830,     11.80,      0.40,    327.66,
  229.2247,     11.81,      0.40,    327.66,
  229.2660,     11.84,      0.40,    327.66,
  229.3080,     11.90,      0.40,    327.66,
  229.3497,     11.95,      0.40,    327.66,
  229.3910,     12.01,      0.40,    327.66,
  229.4330,     12.05,      0.40,    327.66,
  229.4747,     12.22,      3.77,    327.66,
  229.5162,     12.41,     50.63,    327.66,
