 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
  137.8595,    -99.00,     10.20,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  137.9014,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  137.9434,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  137.9851,    -99.00,     10.24,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  138.0264,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.0684,    -99.00,     10.25,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  138.1103,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.1514,    -99.00,     10.30,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.1934,    -99.00,     10.32,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.2347,    -99.00,     10.33,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.2771,    -99.00,     10.32,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.3184,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.3601,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.4021,    -99.00,     10.25,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  138.4434,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.4851,    -99.00,     10.20,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.5271,    -99.00,     10.20,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.5684,    -99.00,     10.19,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.6101,    -99.00,     10.24,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.6521,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.6934,    -99.00,     10.19,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.7357,    -99.00,     10.18,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.7771,    -99.00,     10.19,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.8191,    -99.00,     10.17,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  138.8604,    -99.00,     10.16,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.9021,    -99.00,     10.15,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.9441,    -99.00,     10.17,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  138.9858,    -99.00,     10.18,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.0271,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.0691,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.1108,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.1528,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.1941,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.2360,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.2778,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.3191,    -99.00,     10.30,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.3609,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.4028,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.4441,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  139.4863,    -99.00,     10.25,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.5278,    -99.00,     10.24,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.5698,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.6110,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.6528,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.6948,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.7359,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.7778,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.8198,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.8614,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.9028,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.9448,    -99.00,     10.21,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  139.9864,    -99.00,     10.21,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.0285,    -99.00,     10.21,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  140.0698,    -99.00,     10.21,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  140.1115,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.1535,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.1948,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  140.2363,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  140.2785,    -99.00,     10.24,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  140.3198,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  140.3614,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  140.4035,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  140.4455,    -99.00,     10.28,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  140.4867,    -99.00,     10.29,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.5285,    -99.00,     10.28,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  140.5705,    -99.00,     10.28,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.6116,    -99.00,     10.27,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.6535,    -99.00,     10.27,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.6955,    -99.00,     10.28,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.7372,    -99.00,     10.28,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.7785,    -99.00,     10.27,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.8205,    -99.00,     10.26,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.8619,    -99.00,     10.25,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.9042,    -99.00,     10.24,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.9455,    -99.00,     10.24,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  140.9869,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.0292,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.0705,    -99.00,     10.24,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.1120,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.1542,    -99.00,     10.22,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.1955,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.2373,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.2792,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.3212,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.3624,    -99.00,     10.23,    -99.00,      0.00,      5.64,      0.00,    301.90,    340.05,    368.81,
  141.4042,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.4462,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.4879,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.5292,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.5712,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.6130,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.6542,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.6962,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.7382,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.7795,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.8215,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.8629,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.9049,    -99.00,     10.25,    -99.00,      0.00,      5.61,      0.00,    301.90,    340.05,    368.81,
  141.9462,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  141.9878,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.0299,    -99.00,     10.24,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  142.0712,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.1131,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.1549,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.1969,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.2379,    -99.00,     10.23,    -99.00,      0.00,      5.61,      0.00,    301.90,    340.05,    368.81,
  142.2799,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.3219,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.3637,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.4049,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.4469,    -99.00,     10.23,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  142.4887,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.5299,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.5719,    -99.00,     10.28,    -99.00,      0.00,      5.61,      0.00,    301.90,    340.05,    368.81,
  142.6139,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.6549,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.6969,    -99.00,     10.31,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.7388,    -99.00,     10.33,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.7804,    -99.00,     10.35,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.8219,    -99.00,     10.35,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.8638,    -99.00,     10.34,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.9055,    -99.00,     10.33,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.9469,    -99.00,     10.31,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  142.9890,    -99.00,     10.29,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.0306,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.0726,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.1140,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.1556,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.1976,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.2390,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.2806,    -99.00,     10.22,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.3226,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.3641,    -99.00,     10.23,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.4056,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.4476,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.4889,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.5313,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.5726,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.6147,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.6563,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.6976,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.7398,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.7813,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.8226,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.8649,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.9063,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.9483,    -99.00,     10.28,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  143.9896,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.0315,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.0733,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.1148,    -99.00,     10.27,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.1563,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.1983,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.2396,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.2813,    -99.00,     10.24,    -99.00,      0.00,      5.61,      0.00,    301.90,    340.05,    368.81,
  144.3233,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.3650,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.4070,    -99.00,     10.24,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.4483,    -99.00,     10.24,    -99.00,      0.00,      5.65,      0.00,    301.90,    340.05,    368.81,
  144.4901,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.5320,    -99.00,     10.25,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.5733,    -99.00,     10.25,    -99.00,      0.00,      5.62,      0.00,    301.90,    340.05,    368.81,
  144.6151,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.6570,    -99.00,     10.26,    -99.00,      0.00,      5.63,      0.00,    301.90,    340.05,    368.81,
  144.6983,    -99.00,     10.27,    -99.00,      0.00,      6.25,      0.00,    301.90,    340.05,    368.81,
  144.7400,    -99.00,     10.29,    -99.00,      0.00,      7.44,      0.00,    301.90,    340.05,    368.81,
  144.7820,    -99.00,     10.29,    -99.00,      0.00,      7.46,      0.00,    301.90,    340.05,    368.81,
  144.8240,    -99.00,     10.30,    -99.00,      0.00,      7.69,      0.00,    301.90,    340.05,    368.81,
  144.8653,    -99.00,     10.31,    -99.00,      0.00,      7.78,      0.00,    301.90,    340.05,    368.81,
  144.9070,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  144.9490,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  144.9904,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.0320,    -99.00,     10.33,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.0740,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.1158,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.1570,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.1990,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.2403,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.2827,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.3240,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.3655,    -99.00,     10.32,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.4077,    -99.00,     10.31,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.4490,    -99.00,     10.31,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.4911,    -99.00,     10.30,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.5327,    -99.00,     10.30,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.5740,    -99.00,     10.29,    -99.00,      0.00,      8.61,      0.00,    301.90,    340.05,    368.81,
  145.6157,    -99.00,     10.29,    -99.00,      0.00,      8.65,      0.00,    301.90,    340.05,    368.81,
  145.6577,    -99.00,     10.29,    -99.00,      0.00,      9.24,      0.00,    301.90,    340.05,    368.81,
  145.6997,    -99.00,     10.31,    -99.00,      0.00,      9.29,      0.00,    301.90,    340.05,    368.81,
  145.7414,    -99.00,     10.32,    -99.00,      0.00,      9.62,      0.00,    301.90,    340.05,    368.81,
  145.7827,    -99.00,     10.31,    -99.00,      0.00,      9.60,      0.00,    301.90,    340.05,    368.81,
  145.8247,    -99.00,     10.32,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  145.8662,    -99.00,     10.30,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  145.9077,    -99.00,     10.29,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  145.9497,    -99.00,     10.30,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  145.9913,    -99.00,     10.31,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  146.0327,    -99.00,     10.30,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  146.0747,    -99.00,     10.30,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  146.1164,    -99.00,     10.32,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  146.1583,    -99.00,     10.32,    -99.00,      0.00,      9.59,      0.00,    301.90,    340.05,    368.81,
  146.1997,    -99.00,     10.32,    -99.00,      0.00,      9.60,      0.00,    301.90,    340.05,    368.81,
  146.2417,    -99.00,     10.33,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.2833,    -99.00,     10.33,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.3247,    -99.00,     10.32,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.3668,    -99.00,     10.32,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.4083,    -99.00,     10.32,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.4497,    -99.00,     10.32,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.4917,    -99.00,     10.32,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.5333,    -99.00,     10.31,    -99.00,      0.00,      9.57,      0.00,    301.90,    340.05,    368.81,
  146.5753,    -99.00,     10.31,    -99.00,      0.00,      9.58,      0.00,    301.90,    340.05,    368.81,
  146.6165,    -99.00,     10.31,    -99.00,      0.00,      9.62,      0.00,    301.90,    340.05,    368.81,
  146.6583,    -99.00,     10.34,    -99.00,      0.00,     10.51,      0.00,    301.90,    340.05,    368.81,
  146.7003,    -99.00,     10.34,    -99.00,      0.00,     10.54,      0.00,    301.90,    340.05,    368.81,
  146.7421,    -99.00,     10.33,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  146.7833,    -99.00,     10.33,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  146.8253,    -99.00,     10.34,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  146.8667,    -99.00,     10.34,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  146.9083,    -99.00,     10.34,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  146.9503,    -99.00,     10.34,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  146.9919,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.0340,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.0753,    -99.00,     10.36,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.1170,    -99.00,     10.36,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.1590,    -99.00,     10.36,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.2003,    -99.00,     10.36,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.2419,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.2839,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.3255,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.3672,    -99.00,     10.35,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.4089,    -99.00,     10.35,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.4507,    -99.00,     10.35,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.4921,    -99.00,     10.36,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.5340,    -99.00,     10.37,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.5756,    -99.00,     10.37,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.6175,    -99.00,     10.37,    -99.00,      0.00,     11.39,      0.00,    301.90,    340.05,    368.81,
  147.6591,    -99.00,     10.37,    -99.00,      0.00,     11.37,      0.00,    301.90,    340.05,    368.81,
  147.7009,    -99.00,     10.38,    -99.00,      0.00,     11.38,      0.00,    301.90,    340.05,    368.81,
  147.7425,    -99.00,     10.38,    -99.00,      0.00,     11.40,      0.00,    301.90,    340.05,    368.81,
  147.7843,    -99.00,     10.38,    -99.00,      0.00,     11.38,      0.00,    301.90,    340.05,    368.81,
  147.8258,    -99.00,     10.38,    -99.00,      0.00,     11.38,      0.00,    301.90,    340.05,    368.81,
  147.8677,    -99.00,     10.39,    -99.00,      0.00,     11.34,      0.00,    301.90,    340.05,    368.81,
  147.9097,    -99.00,     10.38,    -99.00,      0.00,     10.81,      0.00,    301.90,    340.05,    368.81,
  147.9510,    -99.00,     10.38,    -99.00,      0.00,     10.41,      0.00,    301.90,    340.05,    368.81,
  147.9928,    -99.00,     10.34,    -99.00,      0.00,      9.86,      0.00,    301.90,    340.05,    368.81,
  148.0347,    -99.00,     10.34,    -99.00,      0.00,      9.56,      0.00,    301.90,    340.05,    368.81,
  148.0760,    -99.00,     10.35,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.1177,    -99.00,     10.35,    -99.00,      0.00,      9.21,      0.00,    301.90,    340.05,    368.81,
  148.1597,    -99.00,     10.35,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.2010,    -99.00,     10.36,    -99.00,      0.00,      9.19,      0.00,    301.90,    340.05,    368.81,
  148.2432,    -99.00,     10.36,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.2847,    -99.00,     10.36,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.3267,    -99.00,     10.36,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.3682,    -99.00,     10.37,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.4097,    -99.00,     10.37,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.4517,    -99.00,     10.36,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.4934,    -99.00,     10.37,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
  148.5347,    -99.00,     10.39,    -99.00,      0.00,      9.20,      0.00,    301.90,    340.05,    368.81,
