JDAY,SEG   2,SEG   3,SEG   4,SEG   5,SEG   6,SEG   7,SEG   8,SEG   9,SEG  10,SEG  11,SEG  12,SEG  13,SEG  14,SEG  15,SEG  16,SEG  17,SEG  18,SEG  19,SEG  20,SEG  21,SEG  22,SEG  23,SEG  24,SEG  25,SEG  26,SEG  27,SEG  28,SEG  29,SEG  30,SEG  31,SEG  32,SEG  33,SEG  34,SEG  35,SEG  36,SEG  37,SEG  38,SEG  39,SEG  40,SEG  41,SEG  42,SEG  43,SEG  44,SEG  45,SEG  46,SEG  47,SEG  48,SEG  49,SEG  50,SEG  51,SEG  52,SEG  55,SEG  56,SEG  57,SEG  58,SEG  61,SEG  62,SEG  63,SEG  64,SEG  65,SEG  66,SEG  67,SEG  68,SEG  69,SEG  70,SEG  73,SEG  74,SEG  75,SEG  76,SEG  77,SEG  78,SEG  79,SEG  80,SEG  81,SEG  82,SEG
     5.292, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.716, 665.717, 665.718, 665.719, 665.719, 665.720, 665.720, 665.720, 665.721, 665.721, 665.721, 665.721, 665.721, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.722, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.723, 665.722, 665.723, 665.723, 665.724, 665.724, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.717, 665.719, 665.721, 665.722, 665.723, 665.722, 665.723, 665.747, 665.747, 665.747, 665.747, 665.747, 665.719, 665.720, 665.721, 665.721, 665.722,
     5.336, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.721, 665.722, 665.722, 665.723, 665.724, 665.724, 665.725, 665.725, 665.725, 665.725, 665.725, 665.725, 665.726, 665.726, 665.726, 665.726, 665.726, 665.726, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.727, 665.728, 665.728, 665.728, 665.728, 665.728, 665.727, 665.728, 665.728, 665.728, 665.728, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.721, 665.723, 665.725, 665.726, 665.727, 665.727, 665.727, 665.747, 665.747, 665.747, 665.747, 665.747, 665.724, 665.724, 665.725, 665.725, 665.726,
     5.378, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.729, 665.731, 665.731, 665.732, 665.732, 665.733, 665.733, 665.734, 665.734, 665.734, 665.734, 665.734, 665.734, 665.735, 665.735, 665.735, 665.735, 665.735, 665.735, 665.735, 665.735, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.736, 665.737, 665.737, 665.737, 665.737, 665.737, 665.737, 665.737, 665.737, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.730, 665.731, 665.734, 665.735, 665.736, 665.736, 665.736, 665.747, 665.747, 665.747, 665.747, 665.747, 665.732, 665.733, 665.734, 665.734, 665.735,
     5.419, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.741, 665.743, 665.743, 665.744, 665.744, 665.744, 665.745, 665.745, 665.746, 665.746, 665.746, 665.746, 665.746, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.748, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.742, 665.744, 665.746, 665.747, 665.748, 665.748, 665.748, 665.747, 665.747, 665.747, 665.747, 665.747, 665.745, 665.745, 665.746, 665.747, 665.748,
     5.461, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.741, 665.742, 665.742, 665.743, 665.743, 665.744, 665.744, 665.745, 665.745, 665.745, 665.745, 665.745, 665.745, 665.746, 665.746, 665.746, 665.746, 665.746, 665.746, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.748, 665.748, 665.748, 665.748, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.741, 665.742, 665.745, 665.746, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.743, 665.744, 665.745, 665.745, 665.746,
     5.502, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.748, 665.749, 665.750, 665.750, 665.751, 665.751, 665.752, 665.752, 665.752, 665.752, 665.752, 665.752, 665.753, 665.753, 665.753, 665.753, 665.753, 665.753, 665.753, 665.753, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.754, 665.755, 665.754, 665.754, 665.755, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.749, 665.750, 665.752, 665.753, 665.754, 665.754, 665.754, 665.747, 665.747, 665.747, 665.747, 665.747, 665.751, 665.751, 665.752, 665.753, 665.754,
     5.547, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.752, 665.753, 665.753, 665.753, 665.754, 665.754, 665.755, 665.755, 665.755, 665.756, 665.756, 665.756, 665.756, 665.756, 665.756, 665.756, 665.756, 665.756, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.757, 665.758, 665.758, 665.757, 665.757, 665.757, 665.758, 665.758, 665.758, 665.758, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.752, 665.753, 665.755, 665.757, 665.757, 665.757, 665.758, 665.747, 665.747, 665.747, 665.747, 665.747, 665.754, 665.755, 665.755, 665.756, 665.757,
     5.584, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.754, 665.755, 665.755, 665.756, 665.756, 665.756, 665.757, 665.757, 665.757, 665.757, 665.758, 665.758, 665.758, 665.758, 665.758, 665.758, 665.758, 665.758, 665.758, 665.758, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.759, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.754, 665.755, 665.757, 665.758, 665.759, 665.759, 665.759, 665.747, 665.747, 665.747, 665.747, 665.747, 665.756, 665.756, 665.757, 665.758, 665.758,
     5.629, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.764, 665.765, 665.765, 665.766, 665.766, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.762, 665.763, 665.765, 665.767, 665.767, 665.767, 665.767, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.765, 665.765, 665.766, 665.767,
     5.668, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.765, 665.765, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.768, 665.769, 665.770, 665.770, 665.770, 665.747, 665.747, 665.747, 665.747, 665.747, 665.767, 665.767, 665.768, 665.769, 665.769,
     5.710, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.764, 665.764, 665.765, 665.765, 665.765, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.765, 665.767, 665.768, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.766, 665.766, 665.767, 665.768, 665.768,
     5.755, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.763, 665.763, 665.764, 665.765, 665.765, 665.765, 665.766, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.763, 665.764, 665.766, 665.767, 665.768, 665.768, 665.768, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.766, 665.767, 665.768,
     5.797, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.763, 665.763, 665.764, 665.765, 665.765, 665.765, 665.766, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.765, 665.766, 665.768, 665.768, 665.768, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.767, 665.767, 665.768,
     5.838, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.764, 665.764, 665.765, 665.765, 665.765, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.765, 665.766, 665.767, 665.768, 665.768, 665.768, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.766, 665.767, 665.768,
     5.878, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.764, 665.765, 665.766, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.770, 665.770, 665.770, 665.770, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.767, 665.768, 665.769, 665.769, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.766, 665.767, 665.767, 665.768, 665.769,
     5.919, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.764, 665.765, 665.765, 665.766, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.771, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.766, 665.767, 665.769, 665.770, 665.770, 665.770, 665.771, 665.747, 665.747, 665.747, 665.747, 665.747, 665.767, 665.768, 665.769, 665.769, 665.770,
     5.963, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.761, 665.761, 665.762, 665.763, 665.763, 665.764, 665.764, 665.764, 665.765, 665.765, 665.765, 665.765, 665.766, 665.766, 665.766, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.770, 665.770, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.763, 665.765, 665.766, 665.767, 665.768, 665.768, 665.769, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.766, 665.766, 665.767, 665.768,
     6.004, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.765, 665.765, 665.765, 665.766, 665.766, 665.767, 665.767, 665.767, 665.767, 665.768, 665.768, 665.768, 665.768, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.769, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.770, 665.771, 665.771, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.767, 665.767, 665.768, 665.769, 665.770, 665.770, 665.770, 665.747, 665.747, 665.747, 665.747, 665.747, 665.767, 665.767, 665.768, 665.769, 665.770,
     6.046, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.771, 665.771, 665.772, 665.772, 665.773, 665.773, 665.774, 665.774, 665.774, 665.774, 665.775, 665.775, 665.775, 665.775, 665.775, 665.775, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.776, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.777, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.772, 665.774, 665.775, 665.776, 665.776, 665.776, 665.777, 665.747, 665.747, 665.747, 665.747, 665.747, 665.774, 665.774, 665.775, 665.775, 665.776,
     6.088, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.776, 665.776, 665.777, 665.777, 665.777, 665.778, 665.778, 665.778, 665.778, 665.779, 665.779, 665.779, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.780, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.781, 665.782, 665.782, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.777, 665.778, 665.779, 665.780, 665.781, 665.781, 665.781, 665.747, 665.747, 665.747, 665.747, 665.747, 665.778, 665.779, 665.779, 665.780, 665.781,
     6.129, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.780, 665.781, 665.781, 665.782, 665.782, 665.782, 665.783, 665.783, 665.783, 665.783, 665.783, 665.784, 665.784, 665.784, 665.784, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.785, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.782, 665.783, 665.784, 665.785, 665.786, 665.786, 665.786, 665.747, 665.747, 665.747, 665.747, 665.747, 665.783, 665.784, 665.784, 665.784, 665.785,
     6.171, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.780, 665.781, 665.782, 665.782, 665.783, 665.783, 665.784, 665.784, 665.784, 665.784, 665.784, 665.784, 665.785, 665.785, 665.785, 665.785, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.786, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.787, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.781, 665.783, 665.784, 665.785, 665.786, 665.786, 665.786, 665.747, 665.747, 665.747, 665.747, 665.747, 665.783, 665.783, 665.784, 665.785, 665.786,
     6.209, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.792, 665.793, 665.794, 665.794, 665.794, 665.795, 665.795, 665.796, 665.796, 665.796, 665.796, 665.796, 665.797, 665.797, 665.797, 665.797, 665.798, 665.797, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.798, 665.797, 665.798, 665.798, 665.798, 665.798, 665.798, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.795, 665.796, 665.797, 665.797, 665.798, 665.797, 665.797, 665.747, 665.747, 665.747, 665.747, 665.747, 665.795, 665.796, 665.796, 665.797, 665.797,
     6.255, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.806, 665.806, 665.807, 665.807, 665.807, 665.807, 665.808, 665.808, 665.808, 665.808, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.810, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.811, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.808, 665.809, 665.810, 665.810, 665.811, 665.811, 665.811, 665.747, 665.747, 665.747, 665.747, 665.747, 665.809, 665.809, 665.810, 665.810, 665.811,
     6.296, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.804, 665.804, 665.805, 665.806, 665.806, 665.806, 665.807, 665.807, 665.807, 665.807, 665.807, 665.807, 665.808, 665.808, 665.808, 665.808, 665.808, 665.808, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.809, 665.810, 665.810, 665.810, 665.810, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.803, 665.805, 665.807, 665.808, 665.808, 665.809, 665.809, 665.747, 665.747, 665.747, 665.747, 665.747, 665.806, 665.806, 665.807, 665.807, 665.808,
     6.338, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.813, 665.814, 665.815, 665.815, 665.816, 665.816, 665.816, 665.817, 665.817, 665.817, 665.817, 665.817, 665.818, 665.818, 665.818, 665.818, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.819, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.820, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.815, 665.817, 665.818, 665.819, 665.819, 665.819, 665.820, 665.747, 665.747, 665.747, 665.747, 665.747, 665.817, 665.818, 665.818, 665.818, 665.819,
     6.380, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.823, 665.824, 665.825, 665.825, 665.825, 665.826, 665.826, 665.826, 665.827, 665.827, 665.827, 665.827, 665.827, 665.828, 665.828, 665.828, 665.828, 665.828, 665.829, 665.829, 665.829, 665.829, 665.829, 665.829, 665.829, 665.829, 665.829, 665.829, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.830, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.825, 665.826, 665.828, 665.828, 665.829, 665.829, 665.830, 665.747, 665.747, 665.747, 665.747, 665.747, 665.827, 665.827, 665.828, 665.828, 665.829,
     6.422, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.836, 665.837, 665.837, 665.838, 665.838, 665.838, 665.839, 665.839, 665.839, 665.840, 665.840, 665.840, 665.840, 665.841, 665.841, 665.841, 665.841, 665.841, 665.841, 665.841, 665.842, 665.842, 665.842, 665.842, 665.842, 665.842, 665.842, 665.842, 665.842, 665.842, 665.843, 665.843, 665.843, 665.843, 665.843, 665.843, 665.843, 665.843, 665.843, 665.843, 665.844, 665.844, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.838, 665.840, 665.841, 665.842, 665.842, 665.843, 665.843, 665.747, 665.747, 665.747, 665.747, 665.747, 665.840, 665.841, 665.841, 665.841, 665.842,
     6.463, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.844, 665.845, 665.846, 665.847, 665.847, 665.847, 665.848, 665.848, 665.848, 665.849, 665.849, 665.849, 665.849, 665.850, 665.850, 665.850, 665.850, 665.850, 665.850, 665.850, 665.850, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.852, 665.852, 665.852, 665.852, 665.851, 665.852, 665.852, 665.852, 665.852, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.848, 665.849, 665.851, 665.851, 665.851, 665.851, 665.851, 665.747, 665.747, 665.747, 665.747, 665.747, 665.849, 665.850, 665.850, 665.850, 665.851,
     6.504, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.845, 665.846, 665.847, 665.848, 665.848, 665.849, 665.849, 665.850, 665.850, 665.850, 665.850, 665.850, 665.851, 665.851, 665.851, 665.851, 665.851, 665.851, 665.852, 665.852, 665.852, 665.852, 665.852, 665.852, 665.852, 665.852, 665.852, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.853, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.848, 665.850, 665.851, 665.852, 665.852, 665.852, 665.852, 665.747, 665.747, 665.747, 665.747, 665.747, 665.849, 665.850, 665.851, 665.851, 665.852,
     6.546, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.852, 665.853, 665.854, 665.854, 665.855, 665.855, 665.856, 665.856, 665.856, 665.856, 665.857, 665.857, 665.857, 665.858, 665.858, 665.858, 665.858, 665.858, 665.858, 665.858, 665.858, 665.858, 665.858, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.859, 665.860, 665.860, 665.860, 665.860, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.854, 665.856, 665.858, 665.858, 665.858, 665.859, 665.859, 665.747, 665.747, 665.747, 665.747, 665.747, 665.856, 665.857, 665.857, 665.858, 665.858,
     6.586, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.866, 665.867, 665.867, 665.868, 665.868, 665.869, 665.870, 665.870, 665.870, 665.870, 665.870, 665.870, 665.870, 665.871, 665.871, 665.871, 665.871, 665.871, 665.872, 665.872, 665.872, 665.872, 665.872, 665.872, 665.872, 665.872, 665.872, 665.872, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.873, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.869, 665.870, 665.872, 665.872, 665.873, 665.873, 665.873, 665.747, 665.747, 665.747, 665.747, 665.747, 665.870, 665.871, 665.871, 665.872, 665.872,
     6.629, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.874, 665.876, 665.876, 665.877, 665.877, 665.877, 665.878, 665.878, 665.879, 665.879, 665.879, 665.879, 665.879, 665.880, 665.880, 665.880, 665.880, 665.880, 665.880, 665.880, 665.880, 665.880, 665.880, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.877, 665.879, 665.880, 665.881, 665.881, 665.881, 665.881, 665.747, 665.747, 665.747, 665.747, 665.747, 665.879, 665.880, 665.880, 665.880, 665.881,
     6.672, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.877, 665.878, 665.879, 665.879, 665.880, 665.880, 665.880, 665.881, 665.881, 665.881, 665.881, 665.881, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.882, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.878, 665.880, 665.881, 665.882, 665.882, 665.882, 665.882, 665.747, 665.747, 665.747, 665.747, 665.747, 665.880, 665.881, 665.881, 665.881, 665.882,
     6.712, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.877, 665.878, 665.879, 665.879, 665.880, 665.880, 665.881, 665.881, 665.881, 665.881, 665.881, 665.881, 665.882, 665.882, 665.882, 665.882, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.883, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.884, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.747, 665.879, 665.881, 665.882, 665.883, 665.883, 665.883, 665.883, 665.747, 665.747, 665.747, 665.747, 665.747, 665.881, 665.882, 665.882, 665.883, 665.883,
