$//EF TRINITY/TEMP-WATER//1HOUR/sactrn_bc_script/
      JDAY,TEMP-WATER(C)
124.125,13.27
124.167,13.27
124.208,13.27
124.250,13.27
124.292,13.27
124.333,13.27
124.375,13.27
124.417,13.27
124.458,13.27
124.500,13.27
124.542,13.27
124.583,13.27
124.625,13.27
124.667,13.27
124.708,13.27
124.750,13.27
124.792,13.27
124.833,13.27
124.875,13.27
124.917,13.27
124.958,13.27
125.000,13.27
125.042,13.91
125.083,13.91
125.125,13.91
125.167,13.91
125.208,13.91
125.250,13.91
125.292,13.91
125.333,13.91
125.375,13.91
125.417,13.91
125.458,13.91
125.500,13.91
125.542,13.91
125.583,13.91
125.625,13.91
125.667,13.91
125.708,13.91
125.750,13.91
125.792,13.91
125.833,13.91
125.875,13.91
125.917,13.91
125.958,13.91
126.000,13.91
126.042,13.95
126.083,13.95
126.125,13.95
126.167,13.95
126.208,13.95
126.250,13.95
126.292,13.95
126.333,13.95
126.375,13.95
126.417,13.95
126.458,13.95
126.500,13.95
126.542,13.95
126.583,13.95
126.625,13.95
126.667,13.95
126.708,13.95
126.750,13.95
126.792,13.95
126.833,13.95
126.875,13.95
126.917,13.95
126.958,13.95
127.000,13.95
127.042,13.57
127.083,13.57
127.125,13.57
127.167,13.57
127.208,13.57
127.250,13.57
127.292,13.57
127.333,13.57
127.375,13.57
127.417,13.57
127.458,13.57
127.500,13.57
127.542,13.57
127.583,13.57
127.625,13.57
127.667,13.57
127.708,13.57
127.750,13.57
127.792,13.57
127.833,13.57
127.875,13.57
127.917,13.57
127.958,13.57
128.000,13.57
128.042,13.23
128.083,13.23
128.125,13.23
128.167,13.23
128.208,13.23
128.250,13.23
128.292,13.23
128.333,13.23
128.375,13.23
128.417,13.23
128.458,13.23
128.500,13.23
128.542,13.23
128.583,13.23
128.625,13.23
128.667,13.23
128.708,13.23
128.750,13.23
128.792,13.23
128.833,13.23
128.875,13.23
128.917,13.23
128.958,13.23
129.000,13.23
129.042,13.22
129.083,13.22
129.125,13.22
129.167,13.22
129.208,13.22
129.250,13.22
129.292,13.22
129.333,13.22
129.375,13.22
129.417,13.22
129.458,13.22
129.500,13.22
129.542,13.22
129.583,13.22
129.625,13.22
129.667,13.22
129.708,13.22
129.750,13.22
129.792,13.22
129.833,13.22
129.875,13.22
129.917,13.22
129.958,13.22
130.000,13.22
130.042,13.31
130.083,13.31
130.125,13.31
130.167,13.31
130.208,13.31
130.250,13.31
130.292,13.31
130.333,13.31
130.375,13.31
130.417,13.31
130.458,13.31
130.500,13.31
130.542,13.31
130.583,13.31
130.625,13.31
130.667,13.31
130.708,13.31
130.750,13.31
130.792,13.31
130.833,13.31
130.875,13.31
130.917,13.31
130.958,13.31
131.000,13.31
131.042,13.37
131.083,13.37
131.125,13.37
131.167,13.37
131.208,13.37
131.250,13.37
131.292,13.37
131.333,13.37
131.375,13.37
131.417,13.37
131.458,13.37
131.500,13.37
131.542,13.37
131.583,13.37
131.625,13.37
131.667,13.37
131.708,13.37
131.750,13.37
131.792,13.37
131.833,13.37
131.875,13.37
131.917,13.37
131.958,13.37
132.000,13.37
132.042,13.08
132.083,13.08
132.125,13.08
132.167,13.08
132.208,13.08
132.250,13.08
132.292,13.08
132.333,13.08
132.375,13.08
132.417,13.08
132.458,13.08
132.500,13.08
132.542,13.08
132.583,13.08
132.625,13.08
132.667,13.08
132.708,13.08
