JDAY,DLT(s),ELWS(m),T2(C),U(ms-1),Q(m3s-1),SRON(Wm-2),EXT(m-1),DEPTH(m),WIDTH(m),SHADE,Tvolavg(C),NetRad(Wm-2),SWSolar(Wm-2),LWRad(Wm-2),BackRad(Wm-2),EvapF(Wm-2),ConducF(Wm-2),ReaerationCoeff(day-1),
    86.097,  1241.485,   709.964,     7.111,     0.000,     0.000,     0.000,     0.450,   119.587,  1208.701,     1.000,     7.233,  -135.863,     0.000,   242.364,   343.261,    22.349,    12.617,     0.000,
    86.140,  1264.246,   709.967,     7.111,     0.000,     0.000,     0.000,     0.450,   119.590,  1208.701,     1.000,     7.235,  -137.411,     0.000,   240.124,   343.123,    19.520,    14.892,     0.000,
    86.182,  1245.727,   709.969,     7.111,     0.000,     0.000,     0.000,     0.450,   119.592,  1208.701,     1.000,     7.234,  -146.825,     0.000,   237.900,   343.001,    22.320,    19.404,     0.000,
    86.222,  1241.332,   709.972,     7.111,     0.000,     0.000,     0.002,     0.450,   119.595,  1208.701,     1.000,     7.230,  -141.128,     0.002,   237.899,   342.928,    18.505,    17.595,     0.000,
    86.265,  1313.766,   709.974,     7.111,     0.000,     0.000,     6.971,     0.450,   119.597,  1208.701,     1.000,     7.225,  -144.573,     6.576,   235.771,   342.868,    22.081,    21.971,     0.000,
    86.308,  1465.341,   709.977,     7.112,     0.000,     0.000,   100.698,     0.450,   119.600,  1208.701,     1.000,     7.219,   -33.993,    94.998,   240.908,   342.823,    16.055,    11.020,     0.000,
    86.346,  1214.647,   709.979,     7.112,     0.000,     0.000,   318.737,     0.450,   119.602,  1208.701,     1.000,     7.215,   186.312,   300.696,   249.652,   342.855,    18.287,     2.893,     0.000,
    86.390,  1211.026,   709.982,     7.112,     0.000,     0.000,   496.023,     0.450,   119.605,  1208.701,     1.000,     7.214,   394.491,   467.946,   268.040,   343.235,    11.391,   -13.131,     0.000,
    86.430,  1086.048,   709.984,     7.112,     0.000,     0.000,   623.519,     0.450,   119.607,  1208.701,     1.000,     7.215,   525.339,   588.225,   277.594,   343.912,    17.178,   -20.609,     0.000,
    86.464,   607.067,   709.986,     7.112,     0.000,     0.000,   735.126,     0.450,   119.609,  1208.701,     1.000,     7.217,   655.570,   693.515,   294.225,   344.559,    23.494,   -35.884,     0.000,
    86.508,   803.943,   709.988,     7.112,     0.000,     0.000,   741.740,     0.450,   119.611,  1208.701,     1.000,     7.218,   679.991,   699.755,   308.095,   345.393,    29.098,   -46.632,     0.000,
    86.549,   678.049,   709.991,     7.112,     0.000,     0.000,   741.934,     0.450,   119.614,  1208.701,     1.000,     7.220,   702.291,   699.938,   322.568,   346.172,    25.081,   -51.038,     0.000,
    86.593,   830.138,   709.993,     7.112,     0.000,     0.000,   689.158,     0.450,   119.616,  1208.701,     1.000,     7.220,   648.155,   650.149,   322.571,   346.765,    34.661,   -56.861,     0.000,
    86.634,   782.323,   709.996,     7.112,     0.000,     0.000,   319.759,     0.450,   119.619,  1208.701,     1.000,     7.217,   317.958,   301.659,   333.710,   346.963,    26.173,   -55.724,     0.000,
    86.676,   759.831,   709.998,     7.112,     0.000,     0.000,   406.302,     0.450,   119.621,  1208.701,     1.000,     7.214,   404.269,   383.304,   337.537,   346.908,    27.938,   -58.275,     0.000,
    86.717,   765.994,   710.001,     7.112,     0.000,     0.000,   230.969,     0.450,   119.624,  1208.701,     1.000,     7.212,   229.591,   217.895,   329.978,   346.742,    23.681,   -52.141,     0.000,
    86.759,   799.636,   710.003,     7.112,     0.000,     0.000,    25.929,     0.450,   119.626,  1208.701,     1.000,     7.208,     9.728,    24.462,   311.673,   346.488,    21.181,   -41.264,     0.000,
    86.801,   821.536,   710.006,     7.112,     0.000,     0.000,     1.046,     0.450,   119.629,  1208.701,     1.000,     7.204,   -25.807,     0.987,   304.604,   346.081,    21.989,   -36.672,     0.000,
    86.842,   848.522,   710.008,     7.112,     0.000,     0.000,     0.000,     0.450,   119.631,  1208.701,     1.000,     7.202,   -37.744,     0.000,   301.087,   345.678,    33.654,   -40.501,     0.000,
    86.885,   880.510,   710.011,     7.112,     0.000,     0.000,     0.000,     0.450,   119.634,  1208.701,     1.000,     7.201,   -56.018,     0.000,   290.864,   345.433,    28.783,   -27.334,     0.000,
    86.920,   307.941,   710.013,     7.112,     0.000,     0.000,     0.000,     0.450,   119.636,  1208.701,     1.000,     7.201,   -64.916,     0.000,   284.191,   345.233,    25.871,   -21.996,     0.000,
    86.965,   660.099,   710.015,     7.112,     0.000,     0.000,     0.000,     0.450,   119.638,  1208.701,     1.000,     7.199,   -72.633,     0.000,   277.588,   345.039,    22.904,   -17.722,     0.000,
    87.010,   906.176,   710.018,     7.113,     0.000,     0.000,     0.000,     0.450,   119.641,  1208.701,     1.000,     7.197,   -85.319,     0.000,   271.171,   344.815,    24.639,   -12.964,     0.000,
    87.045,    93.808,   710.020,     7.113,     0.000,     0.000,     0.000,     0.450,   119.643,  1208.701,     1.000,     7.194,   -90.076,     0.000,   267.904,   344.562,    23.794,   -10.376,     0.000,
    87.088,   431.045,   710.022,     7.113,     0.000,     0.000,     0.000,     0.450,   119.645,  1208.701,     1.000,     7.191,   -93.745,     0.000,   264.877,   344.360,    22.677,    -8.416,     0.000,
    87.133,   763.623,   710.025,     7.113,     0.000,     0.000,     0.000,     0.450,   119.648,  1208.701,     1.000,     7.187,   -95.993,     0.000,   261.803,   344.159,    19.574,    -5.938,     0.000,
    87.179,  1000.896,   710.028,     7.113,     0.000,     0.000,     0.000,     0.450,   119.651,  1208.701,     1.000,     7.183,  -102.947,     0.000,   255.693,   343.941,    16.131,    -1.433,     0.000,
    87.220,  1027.610,   710.030,     7.113,     0.000,     0.000,     0.001,     0.450,   119.653,  1208.701,     1.000,     7.180,  -102.065,     0.001,   255.691,   343.690,    15.633,    -1.565,     0.000,
    87.262,  1043.553,   710.032,     7.113,     0.000,     0.000,     5.004,     0.450,   119.655,  1208.701,     1.000,     7.176,  -104.675,     4.721,   249.650,   343.459,    11.848,     3.738,     0.000,
    87.304,  1053.992,   710.035,     7.113,     0.000,     0.000,    84.721,     0.450,   119.658,  1208.701,     1.000,     7.172,    -1.933,    79.926,   261.810,   343.192,     8.200,    -7.724,     0.000,
    87.345,  1075.422,   710.038,     7.113,     0.000,     0.000,   322.792,     0.450,   119.661,  1208.701,     1.000,     7.171,   260.163,   304.520,   280.880,   343.303,     3.210,   -21.277,     0.000,
    87.387,  1083.939,   710.040,     7.113,     0.000,     0.000,   496.028,     0.450,   119.663,  1208.701,     1.000,     7.173,   453.440,   467.951,   297.675,   343.820,     3.530,   -35.164,     0.000,
    87.429,  1071.583,   710.043,     7.113,     0.000,     0.000,   639.498,     0.450,   119.666,  1208.701,     1.000,     7.176,   627.438,   603.300,   318.882,   344.586,     2.858,   -52.699,     0.000,
    87.470,   995.952,   710.045,     7.113,     0.000,     0.000,   739.062,     0.450,   119.668,  1208.701,     1.000,     7.183,   711.474,   697.228,   326.229,   345.526,    20.668,   -54.211,     0.000,
    87.511,   982.983,   710.047,     7.113,     0.000,     0.000,   746.722,     0.450,   119.670,  1208.701,     1.000,     7.190,   751.557,   704.455,   341.337,   346.572,     8.708,   -61.045,     0.000,
    87.553,   905.700,   710.050,     7.113,     0.000,     0.000,   746.909,     0.450,   119.673,  1208.701,     1.000,     7.196,   742.327,   704.631,   345.240,   347.568,    39.126,   -79.149,     0.000,
    87.593,   872.904,   710.052,     7.113,     0.000,     0.000,   704.106,     0.450,   119.675,  1208.701,     1.000,     7.206,   709.755,   664.251,   349.179,   348.484,    51.279,   -96.088,     0.000,
    87.633,   737.248,   710.055,     7.113,     0.000,     0.000,   343.606,     0.450,   119.678,  1208.701,     1.000,     7.219,   373.996,   324.156,   349.177,   349.222,    54.113,  -103.998,     0.000,
    87.676,   842.390,   710.058,     7.113,     0.000,     0.000,   405.382,     0.450,   119.681,  1208.701,     1.000,     7.238,   420.097,   382.436,   345.237,   349.676,    66.626,  -108.727,     0.000,
    87.717,   790.146,   710.060,     7.113,     0.000,     0.000,   252.977,     0.450,   119.683,  1208.701,     1.000,     7.258,   254.194,   238.657,   337.536,   350.006,    48.018,   -76.025,     0.000,
    87.759,   774.655,   710.062,     7.113,     0.000,     0.000,    38.779,     0.450,   119.685,  1208.701,     1.000,     7.277,    35.155,    36.584,   326.221,   349.993,    49.391,   -71.733,     0.000,
    87.801,   753.054,   710.065,     7.113,     0.000,     0.000,     1.046,     0.450,   119.688,  1208.701,     1.000,     7.295,   -23.835,     0.987,   315.289,   349.752,    41.919,   -51.560,     0.000,
    87.842,   789.956,   710.067,     7.113,     0.000,     0.000,     0.000,     0.450,   119.690,  1208.701,     1.000,     7.314,   -47.113,     0.000,   301.090,   349.331,    31.381,   -32.509,     0.000,
    87.884,   784.349,   710.070,     7.113,     0.000,     0.000,     0.000,     0.450,   119.693,  1208.701,     1.000,     7.339,   -41.034,     0.000,   304.603,   349.132,    33.763,   -37.258,     0.000,
    87.926,   788.485,   710.073,     7.113,     0.000,     0.000,     0.000,     0.450,   119.696,  1208.701,     1.000,     7.371,   -55.415,     0.000,   297.665,   349.088,    47.282,   -43.290,     0.000,
    87.967,   795.994,   710.075,     7.113,     0.000,     0.000,     0.000,     0.450,   119.698,  1208.701,     1.000,     7.410,   -79.436,     0.000,   280.875,   349.074,    28.484,   -17.248,     0.000,
    88.009,   820.891,   710.077,     7.114,     0.000,     0.000,     0.000,     0.450,   119.700,  1208.701,     1.000,     7.447,   -82.833,     0.000,   280.874,   349.087,    30.766,   -16.145,     0.000,
    88.052,   856.702,   710.080,     7.114,     0.000,     0.000,     0.000,     0.450,   119.703,  1208.701,     1.000,     7.470,   -89.430,     0.000,   277.588,   349.094,    33.352,   -15.429,     0.000,
    88.089,   524.208,   710.082,     7.114,     0.000,     0.000,     0.000,     0.450,   119.705,  1208.701,     1.000,     7.479,   -99.069,     0.000,   271.171,   349.089,    30.238,    -9.086,     0.000,
    88.134,   844.242,   710.085,     7.114,     0.000,     0.000,     0.000,     0.450,   119.708,  1208.701,     1.000,     7.479,  -101.074,     0.000,   271.170,   349.061,    33.191,   -10.009,     0.000,
    88.176,   794.803,   710.087,     7.114,     0.000,     0.000,     0.000,     0.450,   119.710,  1208.701,     1.000,     7.472,  -111.385,     0.000,   264.876,   349.021,    31.595,    -4.355,     0.000,
    88.217,   805.800,   710.089,     7.114,     0.000,     0.000,     0.002,     0.450,   119.712,  1208.701,     1.000,     7.466,  -123.063,     0.002,   258.705,   348.972,    32.033,     0.766,     0.000,
    88.260,   895.270,   710.092,     7.114,     0.000,     0.000,     6.045,     0.450,   119.715,  1208.701,     1.000,     7.463,  -125.063,     5.703,   255.695,   348.916,    34.093,     3.452,     0.000,
    88.295,   241.069,   710.094,     7.114,     0.000,     0.000,   104.638,     0.450,   119.717,  1208.701,     1.000,     7.463,    -5.956,    98.715,   264.882,   348.882,    24.985,    -4.313,     0.000,
    88.337,   372.338,   710.096,     7.114,     0.000,     0.000,   337.717,     0.450,   119.719,  1208.701,     1.000,     7.465,   241.850,   318.601,   280.880,   349.025,    25.220,   -16.614,     0.000,
    88.383,   725.581,   710.099,     7.114,     0.000,     0.000,   473.217,     0.450,   119.722,  1208.701,     1.000,     7.469,   411.692,   446.431,   297.674,   349.541,    12.626,   -29.754,     0.000,
    88.427,   819.401,   710.101,     7.114,     0.000,     0.000,   640.534,     0.450,   119.724,  1208.701,     1.000,     7.470,   599.530,   604.277,   315.298,   350.361,     9.953,   -40.269,     0.000,
    88.467,   756.308,   710.104,     7.114,     0.000,     0.000,   705.239,     0.450,   119.727,  1208.701,     1.000,     7.467,   682.014,   665.320,   333.710,   351.401,    19.459,   -53.844,     0.000,
    88.508,   715.155,   710.106,     7.114,     0.000,     0.000,   695.260,     0.450,   119.729,  1208.701,     1.000,     7.462,   678.053,   655.905,   337.540,   352.467,    18.380,   -55.455,     0.000,
    88.546,   185.609,   710.108,     7.114,     0.000,     0.000,   584.870,     0.450,   119.731,  1208.701,     1.000,     7.454,   556.867,   551.764,   341.336,   353.365,    42.897,   -60.029,     0.000,
    88.589,   529.563,   710.110,     7.114,     0.000,     0.000,   413.269,     0.450,   119.733,  1208.701,     1.000,     7.441,   390.424,   389.876,   341.339,   353.791,    41.539,   -54.538,     0.000,
    88.634,   732.513,   710.113,     7.114,     0.000,     0.000,   275.992,     0.450,   119.736,  1208.701,     1.000,     7.427,   280.115,   260.370,   353.083,   353.920,    47.416,   -67.998,     0.000,
    88.676,   737.100,   710.115,     7.114,     0.000,     0.000,   381.422,     0.450,   119.738,  1208.701,     1.000,     7.414,   374.496,   359.832,   349.177,   354.008,    42.297,   -61.791,     0.000,
    88.716,   641.191,   710.117,     7.114,     0.000,     0.000,   241.968,     0.450,   119.740,  1208.701,     1.000,     7.401,   234.615,   228.272,   345.236,   354.054,    43.981,   -59.142,     0.000,
    88.757,   610.187,   710.120,     7.113,     0.000,     0.000,    32.882,     0.450,   119.743,  1208.701,     1.000,     7.384,    21.976,    31.021,   333.703,   353.728,    51.717,   -62.697,     0.000,
    88.800,   676.218,   710.122,     7.113,     0.000,     0.000,     1.046,     0.450,   119.745,  1208.701,     1.000,     7.366,   -44.949,     0.987,   311.674,   353.154,    48.992,   -44.537,     0.000,
    88.840,   567.841,   710.125,     7.113,     0.000,     0.000,     0.000,     0.450,   119.748,  1208.701,     1.000,     7.353,   -56.473,     0.000,   308.088,   352.655,    48.379,   -36.473,     0.000,
    88.880,   469.410,   710.127,     7.113,     0.000,     0.000,     0.000,     0.450,   119.750,  1208.701,     1.000,     7.343,   -69.557,     0.000,   297.667,   352.341,    42.009,   -27.126,     0.000,
    88.924,   542.485,   710.129,     7.113,     0.000,     0.000,     0.000,     0.450,   119.752,  1208.701,     1.000,     7.333,   -86.789,     0.000,   287.482,   352.067,    42.897,   -20.693,     0.000,
    88.964,   573.163,   710.132,     7.112,     0.000,     0.000,     0.000,     0.450,   119.755,  1208.701,     1.000,     7.324,   -93.588,     0.000,   280.875,   351.814,    36.747,   -14.098,     0.000,
    89.003,   112.344,   710.134,     7.112,     0.000,     0.000,     0.000,     0.450,   119.757,  1208.701,     1.000,     7.315,   -93.157,     0.000,   280.392,   351.566,    35.628,   -13.646,     0.000,
    89.047,   469.288,   710.137,     7.112,     0.000,     0.000,     0.000,     0.450,   119.760,  1208.701,     1.000,     7.304,  -111.699,     0.000,   271.171,   351.399,    39.167,    -7.695,     0.000,
    89.090,   616.421,   710.139,     7.111,     0.000,     0.000,     0.000,     0.450,   119.762,  1208.701,     1.000,     7.295,  -116.076,     0.000,   268.036,   351.215,    37.799,    -4.902,     0.000,
    89.132,   606.820,   710.142,     7.110,     0.000,     0.000,     0.000,     0.450,   119.765,  1208.701,     1.000,     7.286,  -127.090,     0.000,   261.805,   351.005,    37.827,     0.063,     0.000,
    89.170,   323.029,   710.145,     7.110,     0.000,     0.000,     0.000,     0.450,   119.768,  1208.701,     1.000,     7.278,  -119.219,     0.000,   264.874,   350.797,    35.811,    -2.516,     0.000,
    89.215,   626.866,   710.148,     7.109,     0.000,     0.000,     0.002,     0.450,   119.771,  1208.701,     1.000,     7.267,  -141.580,     0.002,   252.656,   350.580,    36.217,     7.441,     0.000,
    89.258,   702.491,   710.150,     7.108,     0.000,     0.000,     8.942,     0.450,   119.773,  1208.701,     1.000,     7.258,  -122.152,     8.436,   258.708,   350.344,    37.030,     1.922,     0.000,
    89.295,   321.773,   710.153,     7.108,     0.000,     0.000,    95.705,     0.450,   119.776,  1208.701,     1.000,     7.251,   -11.664,    90.287,   268.038,   350.195,    25.239,    -5.444,     0.000,
    89.340,   689.748,   710.156,     7.108,     0.000,     0.000,   273.920,     0.450,   119.779,  1208.701,     1.000,     7.248,   155.846,   258.415,   271.178,   350.251,    31.538,    -8.042,     0.000,
    89.382,   579.427,   710.159,     7.108,     0.000,     0.000,   418.307,     0.450,   119.782,  1208.701,     1.000,     7.250,   348.488,   394.630,   294.224,   350.619,    14.228,   -24.481,     0.000,
    89.422,   485.242,   710.161,     7.109,     0.000,     0.000,   521.937,     0.450,   119.784,  1208.701,     1.000,     7.256,   462.027,   492.393,   304.607,   351.278,    15.670,   -31.975,     0.000,
    89.464,   507.236,   710.164,     7.109,     0.000,     0.000,   566.763,     0.450,   119.787,  1208.701,     1.000,     7.263,   516.723,   534.682,   311.679,   352.037,    17.441,   -39.840,     0.000,
    89.507,   600.787,   710.167,     7.109,     0.000,     0.000,   642.473,     0.450,   119.790,  1208.701,     1.000,     7.270,   613.407,   606.107,   326.228,   352.884,    19.318,   -53.274,     0.000,
    89.547,   437.882,   710.170,     7.110,     0.000,     0.000,   623.492,     0.450,   119.793,  1208.701,     1.000,     7.277,   596.701,   588.200,   337.542,   353.775,    29.506,   -54.239,     0.000,
    89.590,   574.337,   710.172,     7.110,     0.000,     0.000,   641.364,     0.450,   119.795,  1208.701,     1.000,     7.285,   624.356,   605.061,   349.180,   354.587,    49.629,   -74.332,     0.000,
    89.632,   586.730,   710.175,     7.110,     0.000,     0.000,   393.401,     0.450,   119.798,  1208.701,     1.000,     7.288,   374.175,   371.133,   353.085,   355.097,    78.318,   -83.371,     0.000,
    89.673,   543.370,   710.178,     7.111,     0.000,     0.000,   438.135,     0.450,   119.801,  1208.701,     1.000,     7.292,   417.971,   413.335,   357.095,   355.326,    71.182,   -74.048,     0.000,
    89.712,   121.337,   710.181,     7.111,     0.000,     0.000,   210.687,     0.450,   119.804,  1208.701,     1.000,     7.301,   177.732,   198.761,   344.619,   355.498,    75.040,   -64.890,     0.000,
    89.755,   445.442,   710.184,     7.112,     0.000,     0.000,    41.798,     0.450,   119.807,  1208.701,     1.000,     7.314,    -4.676,    39.432,   333.705,   355.369,    83.289,   -60.845,     0.000,
    89.797,   429.040,   710.186,     7.112,     0.000,     0.000,     1.046,     0.450,   119.809,  1208.701,     1.000,     7.325,   -59.755,     0.987,   318.879,   355.081,    66.834,   -42.294,     0.000,
    89.838,   408.352,   710.189,     7.112,     0.000,     0.000,     0.000,     0.450,   119.812,  1208.701,     1.000,     7.328,   -58.583,     0.000,   315.288,   354.772,    55.404,   -36.306,     0.000,
    89.880,   405.642,   710.192,     7.112,     0.000,     0.000,     0.000,     0.450,   119.815,  1208.701,     1.000,     7.325,   -80.040,     0.000,   297.670,   354.426,    48.468,   -25.184,     0.000,
    89.922,   419.784,   710.195,     7.112,     0.000,     0.000,     0.000,     0.450,   119.818,  1208.701,     1.000,     7.320,   -79.245,     0.000,   297.667,   354.056,    47.372,   -24.517,     0.000,
    89.963,   440.541,   710.198,     7.111,     0.000,     0.000,     0.000,     0.450,   119.821,  1208.701,     1.000,     7.311,   -92.914,     0.000,   287.482,   353.642,    44.891,   -18.138,     0.000,
    90.003,   327.094,   710.200,     7.111,     0.000,     0.000,     0.000,     0.450,   119.823,  1208.701,     1.000,     7.305,   -98.929,     0.000,   280.874,   353.219,    39.949,   -13.366,     0.000,
    90.048,   495.565,   710.203,     7.110,     0.000,     0.000,     0.000,     0.450,   119.826,  1208.701,     1.000,     7.300,  -103.360,     0.000,   277.588,   352.845,    39.210,   -11.107,     0.000,
    90.086,    69.651,   710.206,     7.109,     0.000,     0.000,     0.000,     0.450,   119.829,  1208.701,     1.000,     7.300,  -112.029,     0.000,   274.214,   352.505,    42.435,    -8.697,     0.000,
    90.129,   425.982,   710.208,     7.108,     0.000,     0.000,     0.000,     0.450,   119.831,  1208.701,     1.000,     7.301,  -114.266,     0.000,   271.170,   352.241,    39.442,    -6.247,     0.000,
    90.173,   574.387,   710.211,     7.107,     0.000,     0.000,     0.000,     0.450,   119.834,  1208.701,     1.000,     7.300,  -124.146,     0.000,   264.877,   351.953,    38.676,    -1.606,     0.000,
    90.215,   569.892,   710.214,     7.107,     0.000,     0.000,     0.002,     0.450,   119.837,  1208.701,     1.000,     7.302,  -126.004,     0.002,   261.803,   351.777,    35.290,     0.741,     0.000,
    90.257,   574.739,   710.217,     7.107,     0.000,     0.000,     6.964,     0.450,   119.840,  1208.701,     1.000,     7.307,  -129.914,     6.570,   255.694,   351.652,    34.689,     5.838,     0.000,
    90.299,   588.203,   710.220,     7.108,     0.000,     0.000,    77.737,     0.450,   119.843,  1208.701,     1.000,     7.316,   -47.066,    73.337,   261.806,   351.572,    30.064,     0.573,     0.000,
    90.336,    31.221,   710.222,     7.109,     0.000,     0.000,   182.792,     0.450,   119.845,  1208.701,     1.000,     7.327,    67.963,   172.445,   268.631,   351.635,    26.167,    -4.687,     0.000,
    90.379,   372.095,   710.225,     7.110,     0.000,     0.000,   293.850,     0.450,   119.848,  1208.701,     1.000,     7.342,   188.115,   277.217,   277.594,   351.856,    26.400,   -11.560,     0.000,
    90.424,   583.253,   710.228,     7.112,     0.000,     0.000,   480.185,     0.450,   119.851,  1208.701,     1.000,     7.368,   401.539,   453.004,   294.226,   352.376,    20.905,   -27.590,     0.000,
    90.461,   329.640,   710.230,     7.113,     0.000,     0.000,   690.326,     0.450,   119.853,  1208.701,     1.000,     7.391,   624.030,   651.251,   311.680,   353.711,    25.956,   -40.767,     0.000,
    90.506,   536.655,   710.233,     7.113,     0.000,     0.000,   761.559,     0.450,   119.856,  1208.701,     1.000,     7.416,   715.978,   718.451,   329.986,   355.492,    34.574,   -57.607,     0.000,
    90.548,   515.893,   710.236,     7.114,     0.000,     0.000,   761.754,     0.450,   119.859,  1208.701,     1.000,     7.432,   707.934,   718.636,   341.337,   357.063,    55.518,   -60.542,     0.000,
    90.589,   503.032,   710.239,     7.114,     0.000,     0.000,   712.097,     0.450,   119.862,  1208.701,     1.000,     7.437,   663.486,   671.789,   345.238,   358.106,    53.892,   -58.457,     0.000,
    90.631,   504.805,   710.241,     7.114,     0.000,     0.000,   348.595,     0.450,   119.864,  1208.701,     1.000,     7.432,   317.466,   328.863,   341.337,   358.370,    76.801,   -82.437,     0.000,
    90.671,   395.462,   710.244,     7.114,     0.000,     0.000,   436.182,     0.450,   119.867,  1208.701,     1.000,     7.420,   410.083,   411.493,   345.235,   357.970,    47.259,   -58.584,     0.000,
    90.714,   487.619,   710.247,     7.114,     0.000,     0.000,   253.902,     0.450,   119.870,  1208.701,     1.000,     7.411,   218.212,   239.530,   333.704,   357.735,    55.474,   -58.187,     0.000,
    90.756,   489.198,   710.249,     7.115,     0.000,     0.000,    34.845,     0.450,   119.872,  1208.701,     1.000,     7.401,   -17.464,    32.872,   315.290,   357.020,    48.846,   -40.239,     0.000,
    90.798,   509.656,   710.252,     7.115,     0.000,     0.000,     1.046,     0.450,   119.875,  1208.701,     1.000,     7.388,   -66.981,     0.987,   304.603,   355.944,    54.722,   -38.095,     0.000,
    90.839,   523.290,   710.254,     7.114,     0.000,     0.000,     0.000,     0.450,   119.877,  1208.701,     1.000,     7.371,   -79.039,     0.000,   297.667,   354.911,    57.277,   -35.483,     0.000,
    90.878,    29.793,   710.257,     7.114,     0.000,     0.000,     0.000,     0.450,   119.880,  1208.701,     1.000,     7.353,   -87.342,     0.000,   287.301,   353.863,    38.766,   -17.986,     0.000,
    90.921,   390.587,   710.260,     7.114,     0.000,     0.000,     0.000,     0.450,   119.883,  1208.701,     1.000,     7.332,  -101.598,     0.000,   284.190,   352.969,    54.147,   -21.328,     0.000,
    90.964,   476.609,   710.263,     7.113,     0.000,     0.000,     0.000,     0.450,   119.886,  1208.701,     1.000,     7.310,  -109.083,     0.000,   274.393,   352.032,    40.383,    -8.939,     0.000,
    91.005,   472.491,   710.265,     7.111,     0.000,     0.000,     0.000,     0.450,   119.888,  1208.701,     1.000,     7.291,  -110.446,     0.000,   271.171,   351.239,    37.348,    -6.971,     0.000,
    91.047,   473.950,   710.268,     7.107,     0.000,     0.000,     0.000,     0.450,   119.891,  1208.701,     1.000,     7.274,  -114.417,     0.000,   268.036,   350.506,    37.294,    -5.347,     0.000,
    91.089,   478.476,   710.271,     7.102,     0.000,     0.000,     0.000,     0.450,   119.894,  1208.701,     1.000,     7.260,  -121.842,     0.000,   261.804,   349.832,    34.781,    -0.967,     0.000,
    91.131,   486.994,   710.273,     7.095,     0.000,     0.000,     0.000,     0.450,   119.896,  1208.701,     1.000,     7.247,  -129.968,     0.000,   258.705,   349.176,    38.485,     1.011,     0.000,
    91.173,   497.584,   710.276,     7.089,     0.000,     0.000,     0.000,     0.450,   119.899,  1208.701,     1.000,     7.235,  -128.290,     0.000,   255.692,   348.585,    32.645,     2.751,     0.000,
    91.213,   238.401,   710.279,     7.083,     0.000,     0.000,     0.487,     0.450,   119.902,  1208.701,     1.000,     7.226,  -131.856,     0.459,   252.655,   348.096,    32.128,     4.745,     0.000,
    91.256,   519.780,   710.281,     7.078,     0.000,     0.000,     8.941,     0.450,   119.904,  1208.701,     1.000,     7.218,  -120.269,     8.434,   252.659,   347.693,    28.944,     4.724,     0.000,
    91.298,   526.992,   710.284,     7.074,     0.000,     0.000,    91.672,     0.450,   119.907,  1208.701,     1.000,     7.211,    -9.394,    86.483,   268.041,   347.357,    24.759,    -8.197,     0.000,
    91.339,   541.084,   710.287,     7.071,     0.000,     0.000,   350.700,     0.450,   119.910,  1208.701,     1.000,     7.208,   258.454,   330.849,   280.877,   347.500,    24.504,   -18.733,     0.000,
    91.381,   552.053,   710.289,     7.069,     0.000,     0.000,   519.995,     0.450,   119.912,  1208.701,     1.000,     7.208,   432.283,   490.561,   287.488,   348.229,    22.036,   -24.500,     0.000,
    91.423,   557.716,   710.292,     7.067,     0.000,     0.000,   640.541,     0.450,   119.915,  1208.701,     1.000,     7.210,   573.229,   604.284,   304.608,   349.247,    23.563,   -37.146,     0.000,
    91.464,   546.267,   710.295,     7.065,     0.000,     0.000,   730.152,     0.450,   119.918,  1208.701,     1.000,     7.212,   666.561,   688.823,   315.295,   350.351,    34.447,   -47.241,     0.000,
    91.506,   498.840,   710.297,     7.063,     0.000,     0.000,   766.481,     0.450,   119.920,  1208.701,     1.000,     7.211,   714.507,   723.095,   322.569,   351.262,    40.773,   -60.877,     0.000,
    91.548,   467.996,   710.300,     7.061,     0.000,     0.000,   766.668,     0.450,   119.923,  1208.701,     1.000,     7.208,   722.225,   723.271,   326.226,   351.637,    51.674,   -76.039,     0.000,
    91.588,   471.950,   710.303,     7.060,     0.000,     0.000,   687.235,     0.450,   119.926,  1208.701,     1.000,     7.202,   656.099,   648.335,   329.983,   351.479,    38.146,   -67.406,     0.000,
    91.630,   468.235,   710.305,     7.058,     0.000,     0.000,   464.134,     0.450,   119.928,  1208.701,     1.000,     7.196,   446.414,   437.862,   329.982,   351.221,    32.647,   -62.438,     0.000,
    91.672,   462.220,   710.308,     7.057,     0.000,     0.000,   431.202,     0.450,   119.931,  1208.701,     1.000,     7.191,   419.442,   406.794,   326.221,   350.796,    33.430,   -70.652,     0.000,
    91.713,   466.200,   710.311,     7.056,     0.000,     0.000,   254.939,     0.450,   119.934,  1208.701,     1.000,     7.187,   229.526,   240.509,   315.288,   350.102,    27.333,   -51.164,     0.000,
    91.756,   478.944,   710.313,     7.055,     0.000,     0.000,    39.825,     0.450,   119.936,  1208.701,     1.000,     7.182,     0.482,    37.571,   297.667,   349.003,    22.470,   -36.717,     0.000,
    91.797,   466.035,   710.316,     7.054,     0.000,     0.000,     1.046,     0.450,   119.939,  1208.701,     1.000,     7.177,   -49.353,     0.987,   287.482,   347.510,    27.798,   -37.487,     0.000,
    91.839,   478.136,   710.319,     7.052,     0.000,     0.000,     0.000,     0.450,   119.942,  1208.701,     1.000,     7.170,   -57.341,     0.000,   280.873,   346.241,    20.556,   -28.583,     0.000,
    91.881,   558.475,   710.321,     7.051,     0.000,     0.000,     0.000,     0.450,   119.944,  1208.701,     1.000,     7.163,   -65.639,     0.000,   274.392,   345.409,    19.009,   -24.387,     0.000,
